"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16984.11","113.13","0.67","8/2"
"東證一部","1669.33","0.48","0.03","8/2"
"東證二部","4093.20","-10.02","-0.24","8/2"
"JASDAQ","76.02","0.01","0.01","8/2"
"上海綜合","4407.73","107.17","2.49","08/02"
"上海A股","4623.05","112.27","2.49","08/02"
"上海B股","320.38","8.97","2.88","08/02"
"香港恆生","22443.25","0.00","0.00","08/02"
"香港國企","12708.67","0.00","0.00","08/02"
"香港紅籌","4306.80","0.00","0.00","08/02"
"台灣加權","8950.57","58.69","0.66","08/02"
"台灣店頭","216.67","-4.84","-2.19","08/02"
"韓國指數","1853.07","-3.38","-0.18","08/02"
"新加坡","3435.46","3.75","0.11","08/02"
"馬來西亞","1333.28","-6.21","-0.46","08/02"
"菲律賓","3359.02","-67.43","-1.97","08/02"
"印尼股市","2270.85","14.55","0.65","08/02"
"越南股市","911.18","-11.96","-1.30","08/02"
"泰國股市","830.29","-3.18","-0.38","08/02"
"印度股市","14985.70","49.93","0.33","08/02"
"斯里蘭卡","2423.37","-6.46","-0.27","08/02"
"澳洲股市","6050.30","-0.00","-0.00","10:30"
"紐西蘭","4140.41","2.22","0.05","08:10"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1956.61","10.27","0.53","08/02"
"英國指數","6300.30","49.70","0.80","08/02"
"法國指數","5682.07","27.77","0.49","08/02"
"德國指數","7534.13","60.20","0.81","08/02"
"道瓊歐洲","4288.66","51.61","1.22","08/02"
"土耳其","51393.57","94.27","0.18","08/02"
"匈牙利","29000.00","145.54","0.50","08/02"
"奧地利","4674.63","56.77","1.23","08/02"
"波蘭股市","62426.43","129.17","0.21","08/02"
"捷克股市","1768.40","20.60","1.18","08/02"
"盧森堡","2406.24","-15.78","-0.65","08/02"
"義大利","31150.00","162.00","0.52","16:43"
"西班牙","1618.72","9.79","0.61","08/02"
"瑞士股市","8775.68","-109.36","-1.23","08/02"
"瑞典股市","1235.86","14.78","1.21","08/02"
"芬蘭股市","11356.21","336.38","3.05","08/02"
"挪威股市","412.10","3.12","0.76","08/02"
"以色列","1089.95","-7.76","-0.71","08/02"
"埃及股市","71894.42","88.78","0.12","08/02"
"南非股市","25194.83","43.27","0.17","08/02"
"摩洛哥","25089.31","553.45","2.26","08/02"
"約旦指數","5673.60","32.03","0.57","08/02"
"杜拜指數","4251.58","13.18","0.31","08/02"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13463.33","100.96","0.76","16:30"
"NASDAQ","2575.98","22.11","0.87","17:17"
"羅素2000","783.99","6.07","0.78","16:59"
"S&P 500","1472.20","6.39","0.44","16:59"
"DJ貴金屬","299.22","2.54","0.86","17:28"
"CBOE黃金","149.94","1.20","0.81","16:49"
"AMEX金蟲","341.74","2.09","0.61","16:46"
"費城金銀","146.48","1.10","0.76","08/02"
"費城油業","263.92","-2.80","-1.05","08/02"
"AMEX石油","1346.17","-9.74","-0.72","16:46"
"NYSE能源","13608.89","-99.40","-0.72","17:05"
"AMEX能源","687.47","-5.93","-0.85","16:46"
"費城半導","500.13","-0.79","-0.16","08/02"
"NSDQ金融","2918.81","14.90","0.51","17:17"
"NYSE金融","9048.58","40.23","0.45","17:05"
"NBI生技","790.18","9.29","1.19","17:17"
"AMEX生技","756.49","8.26","1.10","16:46"
"費城藥物","201.51","0.63","0.31","08/02"
"加拿大","13813.62","158.88","1.16","08/02"
"巴西指數","54690.92","457.05","0.84","08/02"
"墨西哥","30394.81","346.44","1.15","08/02"
"阿根廷","2186.64","9.45","0.43","08/02"
"智利","3329.12","3.44","0.10","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5064.36","18.39","0.36","16:30"
"DJ建商","474.24","18.35","4.03","16:07"
"S&P建商","569.92","21.66","3.95","16:40"
"道瓊公用事業","494.59","5.13","1.05","16:30"
"歐洲公用事業","310.87","2.89","0.94","17:45"
"全球公用事業","7231.41","76.64","1.07","16:15"
"ISE水指數","85.83","1.01","1.19","16:44"
"道瓊水指數","755.32","26.78","3.68","16:04"
"NSDQ純淨優勢","522.52","-0.89","-0.17","16:44"
"純淨科技","1314.50","7.89","0.60","16:44"
"WH革新能源","267.25","2.92","1.10","16:44"
"WH乾淨能源","225.80","-0.14","-0.06","16:44"
"全球乾淨能源","2946.15","2.38","0.08","16:34"
"ISE替代能源","54.99","0.10","0.18","16:44"
"全球替代能源","3103.07","2.46","0.08","16:33"
"生物能源","685.49","2.75","0.40","16:33"
"AMEX環境服務","997.32","3.01","0.30","16:44"
"亞太環境控制","163.31","-7.81","-4.56","17:30"
"歐洲環境控制","179.78","0.45","0.25","17:45"
"美國環境控制","107.09","0.41","0.38","16:15"
"KLD社會責任","128.64","0.58","0.45","16:44"
"KLD社會400","525.44","3.26","0.62","16:29"
"Clvrt社會責任","87.91","0.56","0.64","16:06"
"ISE邪惡指數","121.28","1.16","0.97","16:44"
"MSCI世界能源","269.87","-1.76","-0.65","08/01"
"MSCI世界原料","274.86","-4.54","-1.62","08/01"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3626.59","108.95","3.10","16:44"
"東證REIT","2054.14","-37.14","-1.78","16:01"
"澳洲不動產","1760.46","13.55","0.78","20:14"
"新加坡不動產","1454.30","-47.82","-3.18","08/01"
"恆生地產","26092.64","-78.83","-0.30","18:01"
"亞洲REIT","168.60","-4.15","-2.40","17:30"
"英國不動產","2407.58","5.80","0.24","17:36"
"歐陸不動產","2606.18","-4.23","-0.16","17:45"
