"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17680.05","123.18","0.70","close"
"東證一部","1731.54","20.87","1.22","close"
"東證二部","3956.81","14.36","0.36","close"
"JASDAQ","79.36","1.40","1.80","close"
"上海綜合","4110.38","38.15","0.94","05/22"
"上海A股","4306.12","43.42","1.02","05/22"
"上海B股","340.47","-25.18","-6.89","05/22"
"香港恆生","20843.92","0.00","0.00","05/22"
"香港國企","10838.36","0.00","0.00","05/22"
"香港紅籌","3649.00","0.00","0.00","05/22"
"台灣指數","8188.63","47.04","0.58","05/22"
"韓國指數","1642.88","14.68","0.90","05/22"
"新加坡","3539.82","25.33","0.72","05/22"
"馬來西亞","1367.51","20.34","1.51","05/22"
"菲律賓","3505.03","38.69","1.12","05/22"
"印尼股市","2078.75","7.48","0.36","05/22"
"越南股市","1107.52","22.11","2.04","05/22"
"泰國股市","732.77","4.55","0.62","05/22"
"印度股市","14453.72","35.12","0.24","05/22"
"澳洲股市","6350.20","-0.00","-0.00","10:12"
"日本不動產","4422.46","24.51","0.56","05/22"
"東證REIT","2591.17","-8.51","-0.33","05/22"
"澳洲不動產","1919.68","-21.14","-1.09","05/22"
"新加坡不動產","1596.55","-6.90","-0.43","06:16"
"恆生地產","25296.67","-225.20","-0.88","05/22"
"亞洲REIT","198.24","-0.05","-0.03","07:10"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6606.60","-30.20","-0.46","05/22"
"法國指數","6089.72","-0.19","-0.00","05/22"
"德國指數","7659.39","40.08","0.53","05/22"
"俄羅斯","1860.83","-5.89","-0.32","05/22"
"道瓊歐洲","4469.88","4.34","0.10","05/22"
"土耳其","46369.23","160.17","0.35","05/22"
"匈牙利","25855.86","150.59","0.59","05/22"
"奧地利","4825.25","7.78","0.16","05/22"
"波蘭股市","61782.82","732.35","1.20","05/22"
"捷克股市","1828.30","-4.30","-0.23","05/22"
"愛沙尼亞","910.39","-7.43","-0.81","05/22"
"拉托維亞","665.10","-3.47","-0.52","05/22"
