"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16845.96","60.27","0.36","16:00"
"東證一部","1615.89","-0.73","-0.05","15:01"
"東證二部","3609.84","-26.88","-0.74","15:01"
"JASDAQ","73.52","-0.15","-0.20","15:00"
"上海綜合","5552.30","142.90","2.64","09/28"
"上海A股","5827.66","150.46","2.65","09/28"
"上海B股","367.35","5.23","1.44","09/28"
"香港恆生","27142.47","77.32","0.29","09/28"
"香港國企","17017.94","373.45","2.24","09/28"
"香港紅籌","5800.76","7.53","0.13","09/28"
"台灣加權","9488.50","11.98","0.13","13:46"
"台灣店頭","197.07","-1.08","-0.55","13:46"
"韓國指數","1962.67","16.19","0.83","18:03"
"新加坡","3755.22","48.99","1.32","17:05"
"馬來西亞","1347.05","10.75","0.80","17:00"
"菲律賓","3597.92","25.02","0.70","12:11"
"印尼股市","2399.46","40.25","1.71","17:09"
"越南股市","1084.39","37.53","3.59","10:55"
"泰國股市","852.47","6.97","0.82","17:01"
"印度股市","17328.62","37.52","0.22","17:13"
"斯里蘭卡","2560.68","4.06","0.16","14:20"
"澳洲股市","6579.80","-1.10","-0.02","17:47"
"紐西蘭","4281.19","12.29","0.29","13:33"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2047.09","-24.71","-1.19","10/01"
"英國指數","6506.20","39.40","0.61","10/01"
"法國指數","5773.26","57.57","1.01","10/01"
"德國指數","7922.42","60.91","0.77","10/01"
"道瓊歐洲","4409.65","27.94","0.64","10/01"
"土耳其","54198.04","153.82","0.28","10/01"
"匈牙利","28511.38","98.26","0.35","10/01"
"奧地利","4563.42","36.12","0.80","10/01"
"波蘭股市","60287.53","-81.39","-0.13","10/01"
"捷克股市","1828.80","12.50","0.69","10/01"
"盧森堡","2475.76","27.06","1.10","10/01"
"義大利","31372.00","352.00","1.13","16:43"
"西班牙","1603.79","2.89","0.18","10/01"
"瑞士股市","9022.55","89.07","1.00","10/01"
"瑞典股市","1229.30","7.76","0.64","10/01"
