"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"上海綜合","4013.09","63.08","1.60","05/09"
"上海A股","4212.04","64.58","1.56","05/09"
"上海B股","270.00","17.39","6.88","05/09"
"香港恆生","20844.78","0.00","0.00","05/09"
"香港國企","10515.79","0.00","0.00","05/09"
"香港紅籌","3543.00","0.00","0.00","05/09"
"台灣指數","8052.70","-43.14","-0.53","05/09"
"韓國指數","1593.42","10.77","0.68","05/09"
"新加坡","3452.72","13.51","0.39","05/09"
"馬來西亞","1350.84","-3.83","-0.28","05/09"
"菲律賓","3345.98","12.03","0.36","05/09"
"印尼股市","2037.98","15.19","0.75","05/09"
"越南股市","1019.96","4.53","0.45","05/09"
"泰國股市","706.29","-6.58","-0.92","05/09"
"印度股市","13781.51","16.05","0.12","05/09"
"澳洲股市","6338.00","0.00","0.00","10:12"
"日本不動產","4466.50","33.13","0.75","05/09"
"東證REIT","2593.74","-8.95","-0.34","05/09"
"澳洲不動產","1962.80","7.03","0.36","05/09"
"新加坡不動產","1613.32","21.71","1.36","06:23"
"恆生地產","25684.20","53.77","0.21","05/09"
"亞洲REIT","199.67","-0.03","-0.01","07:10"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6549.60","-0.80","-0.01","05/09"
"法國指數","6051.63","17.38","0.29","05/09"
"德國指數","7475.99","33.79","0.45","05/09"
"俄羅斯","1913.57","-14.01","-0.73","05/08"
"道瓊歐洲","4425.03","13.71","0.31","05/09"
"土耳其","45102.68","395.37","0.88","05/09"
"匈牙利","25842.87","172.26","0.67","05/09"
"奧地利","4724.22","40.00","0.85","05/09"
"波蘭股市","60121.37","5.09","0.01","05/09"
"捷克股市","1831.60","5.30","0.29","05/09"
"愛沙尼亞","915.66","9.56","1.05","05/09"
"拉托維亞","668.73","-0.86","-0.13","05/09"
"立陶宛","487.63","5.32","1.10","05/09"
"盧森堡","2488.33","6.06","0.24","05/09"
"義大利","33944.00","171.00","0.51","16:43"
"西班牙","1619.49","5.32","0.33","05/09"
"瑞士股市","9427.69","50.61","0.54","05/09"
"瑞典股市","1239.70","-0.89","-0.07","05/09"
"芬蘭股市","10736.42","-22.63","-0.21","05/09"
"挪威股市","399.90","-0.39","-0.10","05/09"
"英國不動產","2945.91","-41.69","-1.40","22:23"
"歐陸不動產","3120.50","-26.11","-0.83","22:23"
"歐洲不動產","3888.76","-32.79","-0.84","22:23"
"以色列","1094.11","9.38","0.86","05/09"
"埃及股市","68061.38","616.68","0.91","05/09"
"南非股市","25398.19","195.90","0.78","05/09"

