"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","14500.55","-190.86","-1.30","01/07"
"東證一部","1392.71","-19.20","-1.36","01/07"
"東證二部","3187.71","-33.55","-1.04","01/07"
"JASDAQ","69.56","-0.94","-1.33","01/07"
"上海綜合","5393.34","31.77","0.59","01/07"
"上海A股","5660.04","33.62","0.60","01/07"
"上海B股","371.61","-1.53","-0.41","01/07"
"滬深300","5556.59","72.94","1.33","01/07"
"香港恆生","27179.49","-340.20","-1.24","01/07"
"香港國企","15590.74","-312.66","-1.97","01/07"
"香港紅籌","5963.15","-92.67","-1.53","01/07"
"台灣加權","7883.37","-337.73","-4.11","01/07"
"台灣店頭","142.32","-7.97","-5.30","01/07"
"韓國指數","1831.14","-32.76","-1.76","01/07"
"新加坡","3353.06","-84.73","-2.46","01/07"
"馬來西亞","1470.77","4.10","0.28","01/07"
"菲律賓","3388.81","-90.56","-2.60","01/07"
"印尼股市","2776.41","11.22","0.41","01/07"
"越南股市","887.08","-16.01","-1.77","01/07"
"泰國股市","808.31","-13.40","-1.63","01/07"
"印度股市","20812.65","125.76","0.61","01/07"
"澳洲股市","6245.30","4.90","0.08","10:07"
"紐西蘭","3949.76","-3.81","-0.10","07:42"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2290.51","-0.95","-0.04","12/28"
"英國指數","6335.70","-12.80","-0.20","01/07"
"法國指數","5452.83","6.04","0.11","01/07"
"德國指數","7817.17","8.48","0.11","01/07"
"道瓊歐洲","4283.37","12.84","0.30","01/07"
"土耳其","52569.54","39.66","0.08","01/07"
"匈牙利","25475.86","220.67","0.87","01/07"
"奧地利","4332.35","-26.50","-0.61","01/07"
"波蘭股市","53718.51","-1132.23","-2.06","01/07"
"捷克股市","1725.30","-34.70","-1.97","01/07"
"盧森堡","2315.33","-39.09","-1.66","01/07"
"義大利","28467.00","-28.00","-0.10","16:43"
"西班牙","1586.77","5.41","0.34","01/07"
"瑞士股市","8110.57","-19.41","-0.24","01/07"
"瑞典股市","1011.49","-3.14","-0.31","01/07"
"芬蘭股市","10898.36","-282.52","-2.53","01/07"
"挪威股市","402.98","-6.27","-1.53","01/07"
"以色列","1176.61","-1.12","-0.10","01/07"
"埃及股市","96308.30","1862.94","1.97","01/06"
"南非股市","25994.90","-316.89","-1.20","01/07"
"摩洛哥","27087.72","271.30","1.01","01/07"
"約旦指數","8021.63","54.32","0.68","01/07"
"杜拜指數","6145.41","-45.04","-0.73","01/07"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12827.49","27.31","0.21","16:30"
"NASDAQ","2499.46","-5.19","-0.21","17:16"
"羅素2000","723.95","2.35","0.33","16:59"
"S&P 500","1416.18","4.55","0.32","16:59"
"費城金銀","182.64","-3.59","-1.93","16:47"
"DJ貴金屬","370.58","-7.27","-1.92","17:33"
"CBOE黃金","188.88","-2.61","-1.36","16:49"
"AMEX金蟲","435.98","-7.77","-1.75","16:58"
"AMEX能源","773.10","-9.25","-1.18","16:58"
"NYSE能源","15183.27","-36.91","-0.24","17:06"
"費城油業","297.33","-5.36","-1.77","16:47"
"AMEX石油","1519.98","-5.47","-0.36","16:58"
"費城半導","371.61","-1.24","-0.33","16:47"
"NSDQ金融","2719.26","26.92","1.00","17:16"
"NYSE金融","7914.06","20.12","0.25","17:06"
"NBI生技","833.73","10.95","1.33","17:16"
"AMEX生技","789.89","16.28","2.10","16:58"
"費城藥物","205.43","4.94","2.46","16:47"
"加拿大","13618.87","-159.71","-1.16","17:05"
"巴西指數","60772.15","-264.46","-0.43","16:16"
"墨西哥","28152.56","-165.36","-0.58","15:06"
"阿根廷","2103.72","-25.22","-1.18","17:01"
"智利","2851.04","-56.80","-1.95","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","8702.00","-54.00","-0.62","01/04"
"波海海峽航運","12890.00","-130.00","-1.00","01/04"
"波海巴拿馬航運","7835.00","37.00","0.47","01/04"
"VIX波動率","23.79","-0.15","-0.63","16:14"
"DJ交通運輸","4283.18","22.79","0.54","16:30"
"道瓊公用事業","546.79","14.71","2.77","16:30"
"歐洲公用事業","371.52","2.39","0.65","17:45"
"全球公用事業","8379.37","125.82","1.52","16:15"
"ISE水指數","84.58","-0.28","-0.33","16:44"
"道瓊水指數","710.36","2.31","0.33","16:03"
"NSDQ純淨優勢","598.48","-23.45","-3.77","16:43"
"純淨科技","1448.67","-19.26","-1.31","16:43"
"WH革新能源","257.01","-1.45","-0.56","16:43"
"WH乾淨能源","265.79","-8.05","-2.94","16:43"
"全球乾淨能源","3565.09","-161.45","-4.33","16:34"
"ISE替代能源","64.96","-1.30","-1.96","16:44"
"全球替代能源","3802.87","-158.10","-3.99","16:33"
"生物能源","670.84","2.36","0.35","16:33"
"AMEX環境服務","990.52","2.63","0.27","16:43"
"歐洲環境控制","173.59","-2.09","-1.19","17:45"
"美國環境控制","97.31","0.81","0.84","16:15"
"KLD社會責任","121.71","0.34","0.28","16:44"
"Clvrt社會責任","82.96","0.18","0.22","16:02"
"ISE邪惡指數","122.43","0.84","0.69","16:44"
"MSCI世界能源","298.89","-6.15","-2.02","01/04"
"MSCI世界原料","295.91","-5.69","-1.89","01/04"

"分類指數行情"
