"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","12990.58","73.07","0.57","16:00"
"東證一部","1255.97","9.73","0.78","15:00"
"東證二部","2729.50","7.54","0.28","15:00"
"JASDAQ","64.93","0.16","0.25","15:00"
"上海綜合","3348.35","51.68","1.57","15:16"
"上海A股","3513.24","54.24","1.57","15:16"
"上海B股","240.25","3.51","1.48","15:16"
"深圳A股","1080.00","20.78","1.96","15:00"
"深圳B股","538.66","5.37","1.01","15:00"
"滬深300","3583.30","46.97","1.33","15:01"
"香港恆生","23901.33","90.13","0.38","16:01"
"香港國企","12665.41","1.20","0.01","16:01"
"香港紅籌","5421.02","56.84","1.06","16:01"
"台灣加權","8924.78","32.10","0.36","13:46"
"台灣店頭","153.47","1.17","0.77","13:46"
"韓國指數","1742.17","-4.54","-0.26","18:03"
"越南股市","539.01","-6.72","-1.23","04/11"
"泰國股市","827.10","6.12","0.75","04/11"
"菲律賓","2904.73","-13.54","-0.46","12:11"
"馬來西亞","1244.20","10.77","0.87","17:00"
"印尼股市","2294.26","21.78","0.96","17:09"
"印度股市","16153.66","346.02","2.19","16:28"
"孟加拉","3098.24","22.80","0.74","21:28"
"巴基斯坦","11038.81","68.28","0.62","13:15"
"澳洲股市","5465.90","55.00","1.02","17:47"
"紐西蘭","3502.88","31.92","0.92","14:31"
"新加坡","3056.49","13.53","0.44","17:10"
"龍籌股","151.98","+2.42","1.62","04/15"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2113.61","22.52","1.08","04/15"
"英國指數","5906.90","75.30","1.29","04/15"
"法國指數","4780.68","14.19","0.30","04/15"
"德國指數","6585.05","30.56","0.47","04/15"
"土耳其","41584.13","-163.17","-0.39","04/15"
"匈牙利","22023.10","54.91","0.25","04/15"
"奧地利","3910.54","55.10","1.43","04/15"
"波蘭股市","47005.72","290.02","0.62","04/15"
"捷克股市","1526.60","8.60","0.57","04/15"
"瑞典股市","950.19","1.79","0.19","04/15"
"芬蘭股市","9643.27","4.31","0.04","04/15"
"挪威股市","379.38","8.86","2.39","04/15"
"希臘指數","3941.45","3.66","0.09","04/15"
"義大利","24902.00","-19.00","-0.08","04/15"
"盧森堡","2197.20","-2.89","-0.13","04/15"
"荷蘭","453.28","2.52","0.56","04/15"
"冰島","5181.51","-11.52","-0.22","04/15"
"丹麥","422.18","4.07","0.97","04/15"
"瑞士股市","7187.42","47.87","0.67","04/15"
"西班牙","1444.81","22.29","1.57","04/15"
"葡萄牙","3545.62","54.53","1.56","04/15"
"愛爾蘭","5956.55","-32.73","-0.55","04/15"
"以色列","1062.56","13.43","1.28","04/15"
"埃及股市","99571.87","47.98","0.05","04/15"
"南非股市","29198.80","518.15","1.81","04/15"
"摩洛哥","29828.74","15.19","0.05","04/15"
"約旦指數","8705.54","-81.32","-0.93","04/15"
"杜拜指數","5472.94","50.12","0.92","04/15"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12362.47","60.41","0.49","04/15"
