"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17177.89","17.99","0.10","16:00"
"東證一部","1658.18","-1.88","-0.11","15:01"
"東證二部","3690.40","4.48","0.12","15:01"
"JASDAQ","77.81","-0.26","-0.33","15:00"
"上海綜合","5771.46","55.57","0.97","15:15"
"上海A股","6058.62","58.16","0.97","15:15"
"上海B股","373.70","5.36","1.46","15:15"
"香港恆生","28569.33","341.29","1.21","16:02"
"香港國企","18285.92","445.21","2.50","16:01"
"香港紅籌","5976.95","93.27","1.59","16:01"
"台灣加權","9639.83","-77.34","-0.80","10/09"
"台灣店頭","192.44","-1.86","-0.96","10/09"
"韓國指數","2041.12","26.99","1.34","18:03"
"新加坡","3814.45","-51.30","-1.33","17:05"
"馬來西亞","1376.93","7.54","0.55","17:00"
"菲律賓","3834.71","58.71","1.55","12:11"
"印尼股市","2591.48","44.88","1.76","17:09"
"越南股市","1104.67","7.31","0.67","11:01"
"泰國股市","875.10","7.51","0.87","17:01"
"印度股市","18658.25","378.01","2.07","16:28"
"斯里蘭卡","2563.75","3.72","0.15","14:22"
"澳洲股市","6744.60","56.90","0.85","17:47"
"紐西蘭","4279.79","-0.45","-0.01","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2143.69","1.90","0.09","10/10"
"英國指數","6633.00","17.60","0.27","10/10"
"法國指數","5838.49","-23.44","-0.40","10/10"
"德國指數","7986.57","6.13","0.08","10/10"
"道瓊歐洲","4442.61","-4.97","-0.11","10/10"
"土耳其","57418.04","-492.53","-0.85","10/10"
"匈牙利","27790.51","86.41","0.31","10/10"
"奧地利","4795.89","9.86","0.21","10/10"
"波蘭股市","62967.03","-101.10","-0.16","10/10"
"捷克股市","1881.00","-2.40","-0.13","10/10"
"盧森堡","2576.46","25.31","0.99","10/10"
"義大利","31842.00","-83.00","-0.26","16:43"
"西班牙","1627.63","0.74","0.05","10/10"
"瑞士股市","9182.30","44.48","0.49","10/10"
"瑞典股市","1260.40","1.81","0.14","10/10"
"芬蘭股市","12147.41","69.77","0.58","10/10"
"挪威股市","416.82","1.71","0.41","10/10"
"以色列","1185.17","-1.95","-0.16","10/10"
"埃及股市","78561.29","257.52","0.33","10/10"
"南非股市","28425.95","256.98","0.91","10/10"
"摩洛哥","26360.53","-187.41","-0.71","10/10"
"約旦指數","6317.13","68.57","1.10","10/10"
"杜拜指數","4504.44","26.59","0.59","10/10"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","14078.69","-85.84","-0.61","16:30"
"NASDAQ","2811.61","7.70","0.27","17:17"
"羅素2000","845.19","-0.53","-0.06","16:59"
"S&P 500","1562.47","-2.68","-0.17","16:59"
"費城金銀","176.45","3.01","1.74","10/10"
"DJ貴金屬","366.12","6.02","1.67","17:31"
"CBOE黃金","174.17","3.06","1.79","16:49"
"AMEX金蟲","405.26","6.87","1.72","16:46"
"AMEX能源","769.24","8.82","1.16","16:46"
"NYSE能源","14896.41","124.72","0.84","17:05"
"費城油業","306.25","8.90","2.99","10/10"
"AMEX石油","1466.05","7.42","0.51","16:46"
"費城半導","493.82","-2.86","-0.58","10/10"
"NSDQ金融","3169.85","-19.72","-0.62","17:17"
"NYSE金融","9634.96","-69.87","-0.72","17:05"
"NBI生技","895.23","8.04","0.91","17:17"
"AMEX生技","846.13","8.41","1.00","16:46"
"費城藥物","211.74","-0.86","-0.41","10/10"
"加拿大","14276.19","14.00","0.10","10/10"
