"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","14110.79","-277.32","-1.93","16:00"
"東證一部","1377.58","-23.78","-1.70","15:00"
"東證二部","3110.67","-49.47","-1.57","15:00"
"JASDAQ","68.03","-1.01","-1.46","15:00"
"上海綜合","5484.68","28.14","0.52","15:15"
"上海A股","5756.64","29.74","0.52","15:15"
"上海B股","367.94","-0.92","-0.25","15:15"
"滬深300","5699.15","26.99","0.48","15:01"
"香港恆生","26867.01","-363.85","-1.34","16:01"
"香港國企","15833.75","-193.94","-1.21","16:02"
"香港紅籌","6017.03","-15.90","-0.26","16:01"
"台灣加權","8029.31","-27.96","-0.35","13:46"
"台灣店頭","144.94","0.65","0.45","13:46"
"韓國指數","1782.27","-42.51","-2.33","18:03"
"新加坡","3287.34","-23.73","-0.72","17:10"
"馬來西亞","1516.22","24.56","1.65","17:00"
"菲律賓","3503.70","49.10","1.42","12:11"
"印尼股市","2830.26","44.64","1.60","01/09"
"越南股市","860.77","10.70","1.26","11:00"
"泰國股市","796.47","-3.71","-0.46","17:01"
"印度股市","20827.45","245.37","1.19","16:28"
"澳洲股市","6054.40","-92.90","-1.51","16:47"
"紐西蘭","3872.18","-27.70","-0.71","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2313.90","7.03","0.30","17:01"
"英國指數","6202.00","-20.70","-0.33","15:35"
"法國指數","5371.41","-29.02","-0.54","17:10"
"德國指數","7717.95","4.86","0.06","19:29"
"道瓊歐洲","4225.31","-12.31","-0.29","18:00"
"土耳其","51920.59","-430.42","-0.82","16:08"
"匈牙利","24933.02","-453.29","-1.79","15:36"
"奧地利","4118.58","-43.60","-1.05","16:35"
"波蘭股市","50400.82","-722.49","-1.41","15:40"
"捷克股市","1657.30","11.20","0.68","16:13"
"盧森堡","2290.78","4.71","0.21","16:40"
"義大利","28020.00","20.00","0.07","16:43"
"西班牙","1557.82","-7.08","-0.45","16:39"
"瑞士股市","8159.68","-131.10","-1.58","16:30"
"瑞典股市","987.94","-1.76","-0.18","16:44"
"芬蘭股市","10560.93","-30.05","-0.28","17:31"
