"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"紐西蘭","2799.56","-38.29","-1.35%","17:31"
"澳洲股市","3921.80","-138.20","-3.40%","16:47"
"日經225","8809.30","-272.13","-3.00%","16:00"
"東證一部","889.36","-27.29","-2.98%","15:00"
"東證二部","1997.08","-0.59","-0.03%","15:00"
"JASDAQ","46.99","-0.14","-0.30%","15:00"
"韓國指數","1128.73","-23.73","-2.06%","18:02"
"台灣加權","4638.57","-101.70","-2.15%","13:46"
"台灣店頭","66.32","-2.67","-3.87%","13:46"
"上海綜合","1843.61","-31.19","-1.66%","15:16"
"上海A股","1936.72","-32.72","-1.66%","15:16"
"上海B股","97.66","-2.42","-2.42%","15:16"
"深圳A股","519.78","-2.88","-0.55%","15:00"
"深圳B股","241.92","-3.18","-1.30%","15:00"
"滬深300","1781.36","-20.30","-1.13%","15:01"
"深證成指","6099.77","-27.36","-0.45%","15:00"
"香港恆生","14040.90","-703.73","-4.77%","16:10"
"香港國企","7136.92","-275.93","-3.72%","16:10"
"香港紅籌","2939.64","-147.58","-4.78%","16:10"
"新加坡","1806.96","-78.06","-4.14%","17:10"
"龍籌股","60.47","-0.91","-1.48%","11/11"
"越南股市","351.71","-14.29","-3.90%","11:01"
"泰國股市","442.31","-14.13","-3.10%","16:59"
"菲律賓","1948.22","9.25","0.48%","12:11"
"馬來西亞","894.60","-9.64","-1.07%","17:00"
"印尼股市","1336.56","-4.12","-0.31%","17:09"
"印度股市","9839.69","-696.47","-6.61%","15:58"
"巴基斯坦","6639.35","0.07","0.00%","14:15"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","725.89","-86.69","-10.67%","11/11"
"英國指數","4246.69","-157.23","-3.57%","11/11"
"法國指數","3336.41","-169.34","-4.83%","11/11"
"德國指數","4761.58","-263.95","-5.25%","11/11"
"土耳其","25889.18","-908.72","-3.39%","11/11"
"匈牙利","12216.28","-799.05","-6.14%","11/11"
"奧地利","1993.20","-78.38","-3.78%","11/11"
"波蘭股市","28819.98","392.68","1.38%","11/10"
"捷克股市","866.50","-37.10","-4.11%","11/11"
"瑞典股市","649.46","-35.25","-5.15%","11/11"
"芬蘭股市","5926.73","-287.04","-4.62%","11/11"
"挪威股市","208.01","-13.59","-6.13%","11/11"
"希臘指數","2050.31","-140.68","-6.42%","11/11"
"義大利","16197.00","-875.00","-5.12%","11/11"
"盧森堡","1032.87","-30.93","-2.91%","11/11"
"荷蘭","257.13","-10.00","-3.74%","11/11"
"冰島","653.41","-0.71","-0.11%","11/11"
"丹麥","276.37","-13.78","-4.75%","11/11"
"瑞士股市","5880.79","-209.83","-3.44%","11/11"
"西班牙","954.70","-40.61","-4.08%","11/11"
"葡萄牙","2177.37","-25.72","-1.17%","11/11"
"愛爾蘭","2810.68","-42.77","-1.50%","11/11"
"以色列","749.54","-24.39","-3.15%","11/11"
"埃及股市","484.72","-1.30","-0.27%","11/11"
"南非股市","18190.43","-962.02","-5.02%","11/11"
"摩洛哥","24778.23","-303.35","-1.21%","11/11"
"約旦指數","3161.97","-107.91","-3.30%","11/11"
"杜拜指數","2343.15","-184.23","-7.29%","11/11"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","8693.96","-176.58","-1.99%","11/11"
"那斯達克","1580.90","-35.84","-2.22%","11/11"
"羅素兩千","482.29","-10.81","-2.19%","11/11"
"S&P 五百","898.95","-20.26","-2.20%","11/11"
"費城金銀","83.62","-5.46","-6.13%","11/11"
"道瓊貴金屬","167.36","-12.48","-6.94%","17:17"
"CBOE黃金","90.75","-5.33","-5.55%","11/11"
"AMEX金蟲","196.99","-13.54","-6.43%","11/11"
"AMEX能源","483.62","-17.55","-3.50%","11/11"
"NYSE能源","9304.92","-368.50","-3.81%","11/11"
"費城油業","140.39","-6.90","-4.68%","11/11"
"AMEX石油","912.90","-38.86","-4.08%","11/11"
"費城半導","211.43","-3.05","-1.42%","11/11"
"NSDQ金融","1988.83","-28.75","-1.43%","11/11"
"NYSE金融","3961.11","-137.95","-3.37%","11/11"
"NBI生技","714.06","-12.21","-1.68%","11/11"
"AMEX生技","638.88","-11.22","-1.73%","11/11"
"費城藥物","159.64","-0.90","-0.56%","11/11"
"加拿大","9424.00","-264.80","-2.73%","11/11"
"巴西指數","37261.90","485.63","1.32%","11/11"
"墨西哥","19795.25","-225.28","-1.12%","11/11"
"阿根廷","1066.90","-18.97","-1.75%","11/11"
"智利","2567.34","-47.12","-1.80%","11/11"
"秘魯","7988.63","-307.95","-3.71%","11/11"
"哥倫比亞","7071.90","-52.26","-0.73%","11/11"
"委內瑞拉","34783.52","-128.04","-0.37%","11/11"
"百慕達","3619.73","18.02","0.50%","11/10"
"牙買加","89223.01","-3646.67","-3.93%","11/11"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","820.00","-9.00","-1.09%","11/10"
"波海海峽航運","1095.00","-25.00","-2.23%","11/10"
"波海巴拿馬航","832.00","-4.00","-0.48%","11/10"
"VIX波動率","61.44","1.46","2.43%","16:14"
"VXD道瓊波動","56.99","2.40","4.40%","16:29"
"VXN納指波動","60.83","2.39","4.09%","16:14"
"道瓊歐洲","2483.61","-142.23","-5.42%","19:00"
"道瓊交通運輸","3634.01","-55.73","-1.51%","16:30"
"道瓊公用事業","363.99","0.20","0.06%","16:30"
"全球公用事業","5200.27","-140.60","-2.63%","16:20"
"ISE水指數","57.47","-1.14","-1.95%","16:28"
"道瓊水指數","615.49","15.20","2.53%","16:02"
"純淨科技","737.40","-31.76","-4.13%","16:44"
"WH創新能源","130.45","-5.73","-4.21%","16:44"
"WH乾淨能源","90.63","-5.00","-5.23%","16:44"
"全球乾淨能源","1316.93","-110.61","-7.75%","16:34"
"ISE替代能源","23.45","-1.37","-5.52%","16:29"
"全球替代能源","1533.11","-107.09","-6.53%","16:29"
"ET50環境科技","120.63","-6.55","-5.15%","21:20"
"生物能源","247.31","-1.40","-0.56%","16:29"
"環境服務","671.38","-15.46","-2.25%","16:44"
"Clvrt社會責任","52.98","-1.09","-2.02%","16:10"
"ISE邪惡指數","66.50","-2.43","-3.52%","16:29"
"道瓊美國博奕","195.36","-10.36","-5.04%","16:06"
"snet全球博奕","1991.04","-112.79","-5.36%","16:34"
"道瓊美國礦產","106.56","-7.22","-6.35%","16:07"
"道瓊世界原料","171.69","-10.27","-5.64%","16:36"
"msci世界能源","190.10","1.85","0.98%","11/10"
"msci世界原料","151.00","6.24","4.31%","11/10"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"Dax全球農金","272.21","-12.37","-4.35%","22:15"
"Rogers商品","2915.41","-108.12","-3.58%","14:29"
"Rogers能源","873.10","22.19","2.61%","11/10"
"Rogers金屬","1452.42","21.26","1.49%","11/10"
"Rogers農產","919.76","7.07","0.77%","11/10"
"澳洲不動產","807.03","26.83","3.44%","18:14"
"日本不動產","1702.47","-76.30","-4.29%","15:44"
"東證REIT","822.93","-5.92","-0.71%","11/11"
"恆生地產","16441.87","-1253.02","-7.08%","11/11"
"新加坡不動產","659.68","8.49","1.30%","11/10"
"亞洲REIT","87.73","-0.85","-0.96%","16:30"
"英國不動產","1124.53","-81.21","-6.74%","17:47"
"歐陸不動產","1298.61","-49.18","-3.65%","17:47"
"歐洲不動產","1339.58","-97.00","-6.75%","17:47"
"道權益reit","141.88","-2.20","-1.53%","16:34"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","252.08","-9.18","-3.51%","11/11"
"MS商品指數","452.87","-24.61","-5.15%","11/11"
"高盛商品指數","4935.29","-217.61","-4.22%","11/11"
"高盛農產品","283.72","-2.60","-0.91%","11/11"
"高盛家畜指數","216.88","-0.21","-0.09%","11/11"
"高盛貴金屬","969.40","-19.80","-2.00%","11/11"
"高盛工業金屬","239.62","-9.06","-3.64%","11/11"
"高盛能源指數","212.46","-10.56","-4.73%","11/11"
"天然氣","411.87","-16.28","-3.80%","11/11"
"AMEX航空","21.38","-0.45","-2.06%","11/11"
"銀行","51.20","-0.96","-1.84%","11/11"
"醫療服務","301.07","-4.17","-1.37%","11/11"
"電腦科技","550.63","-10.65","-1.90%","11/11"
"電腦硬體","126.64","-4.41","-3.37%","11/11"
"保險","3124.62","-16.63","-0.53%","11/11"
"美國紙業","49.87","-2.20","-4.23%","11/11"
"零售業","260.34","-7.66","-2.86%","11/11"
"券商指數","76.08","-1.88","-2.41%","11/11"
"美元指數","87.14","1.06","1.24%","11/11"
"歐元指數","125.11","-2.40","-1.88%","11/11"
"英鎊指數","153.78","-2.42","-1.55%","11/11"
"日圓指數","102.45","0.34","0.33%","11/11"
"澳幣指數","65.60","-1.39","-2.07%","11/11"
"30年債券價格","118.44","0.80","0.68%","11/11"
"30年債殖利率","42.08","-0.06","-0.14%","11/11"
"10年期票利率","37.55","-0.05","-0.13%","11/11"
"5年期票利率","25.03","-0.01","-0.04%","11/11"
"3月期票利率","1.95","-0.05","-2.50%","11/11"
"Put/Call比例","1.16","0.05","4.50%","11/11"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金  (盎司)","731.10","-14.40","-1.93%","4:55"
"銀  (盎司)","9.75","-0.43","-4.24%","4:50"
"白金  (盎司)","824.00","-39.00","-4.57%","4:14"
"鈀  (盎司)","221.00","-6.00","-2.74%","4:12"
"銅  (磅)","1.6087","0.01","0.57%","4:12"
"鎳  (磅)","4.7438","0.00","0.00%","4:12"
"鋁  (磅)","0.8539","0.00","0.27%","4:12"
"鋅  (磅)","0.4915","0.00","0.00%","4:12"
"鉛  (磅)","0.5770","-0.01","-1.56%","4:12"
"鈾  (磅)","46.00","1.00","2.22%","4:12"
"黃金期貨","731.500","-15.000","-2.01%","4:24"
"銀期貨","9.765","-0.455","-4.45%","4:24"
"銅期貨","165.700","-9.500","-5.42%","4:22"
"天然氣期","6.749","-0.499","-6.88%","4:24"
"布蘭特油期","55.210","-3.870","-6.55%","4:20"
"WTI原油期","58.720","-3.690","-5.91%","4:24"
"燃油期貨","191.750","-8.810","-4.39%","4:22"
"玉米期貨","374.250","-9.250","-2.41%","2:35"
"小麥期貨","523.250","3.250","0.62%","2:26"
"可可粉期","1954.000","-3.000","-0.15%","3:15"
"黃豆期貨","916.000","-32.000","-3.38%","2:33"
"黃豆油期貨","33.730","-1.650","-4.66%","2:33"
"咖啡C期","116.950","-0.550","-0.47%","3:15"
"十一號糖","11.800","-0.200","-1.67%","3:15"
"二號棉期","42.140","-2.620","-5.85%","3:15"
"活牛期貨","92.800","-1.350","-1.43%","4:40"
"瘦豬期貨","55.250","0.250","0.45%","4:43"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.2528","-0.0221","-1.74%","4:53"
"英鎊/美元","1.5382","-0.0229","-1.47%","4:53"
"美元/瑞士法郎","1.1876","0.0088","0.75%","4:54"
"美元/俄盧布","27.5690","0.5158","1.91%","4:54"
"美元/匈牙利幣","215.0950","4.7075","2.24%","4:53"
"美元/土耳其幣","1.6005","0.0570","3.69%","4:29"
"美元/南非幣","10.3420","0.3166","3.16%","4:50"
"美元/以色列幣","3.8840","0.0970","2.56%","4:53"
