"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13094.59","-282.22","-2.11","close"
"東證一部","1272.93","-30.69","-2.35","close"
"東證二部","2745.43","-18.57","-0.67","close"
"JASDAQ","58.49","-1.26","-2.11","close"
"上海綜合","2801.82","26.10","0.94","close"
"上海A股","2939.04","27.39","0.94","close"
"上海B股","211.89","1.84","0.88","close"
"深圳A股","876.46","8.54","0.98","close"
"深圳B股","457.61","3.20","0.70","close"
"滬深300","2840.79","35.58","1.27","close"
"香港恆生","22862.60","131.50","0.58","close"
"香港國企","12545.22","38.48","0.31","close"
"香港紅籌","4736.32","26.80","0.57","close"
"台灣加權","7002.54","-21.52","-0.31","close"
"台灣店頭","111.39","-2.38","-2.09","close"
"韓國指數","1573.77","-20.90","-1.31","18:03"
"越南股市","447.11","-4.25","-0.94","11:00"
"泰國股市","678.66","2.34","0.35","17:01"
"菲律賓","2584.21","7.11","0.28","12:11"
"馬來西亞","1159.10","-3.99","-0.34","17:00"
"印尼股市","2248.75","-55.76","-2.42","17:09"
"印度股市","14656.69","300.94","2.10","16:28"
"孟加拉","2761.05","-40.38","-1.44","07/31"
"巴基斯坦","7350.99","-285.26","-3.74","11:30"
"澳洲股市","4978.00","-74.60","-1.48","17:47"
"紐西蘭","3303.16","-33.12","-0.99","14:31"
"新加坡","2906.07","-23.58","-0.80","17:10"
"龍籌股","135.33","1.98","1.48","08/01"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1941.73","-24.95","-1.27","08/01"
"英國指數","5354.70","-57.20","-1.06","08/01"
"法國指數","4314.34","-78.02","-1.78","08/01"
"德國指數","6396.46","-83.10","-1.28","08/01"
"土耳其","42984.66","783.91","1.86","08/01"
"匈牙利","21696.12","-513.02","-2.31","08/01"
"奧地利","3602.91","-56.83","-1.55","08/01"
"波蘭股市","42017.93","-387.90","-0.91","08/01"
"捷克股市","1446.70","-25.10","-1.71","08/01"
"瑞典股市","854.68","-12.76","-1.47","08/01"
"芬蘭股市","8339.74","-140.62","-1.66","08/01"
"挪威股市","363.14","-11.82","-3.15","08/01"
"希臘指數","3378.05","-16.59","-0.49","08/01"
"義大利","21588.00","-187.00","-0.86","16:43"
"盧森堡","1827.52","-19.21","-1.04","08/01"
"荷蘭","394.53","-5.42","-1.36","08/01"
"冰島","4138.42","21.77","0.53","08/01"
"丹麥","411.06","-6.37","-1.53","08/01"
"瑞士股市","7141.21","32.30","0.45","07/31"
"西班牙","1244.65","-31.86","-2.50","08/01"
"葡萄牙","2774.56","-36.19","-1.29","08/01"
"愛爾蘭","4089.70","-281.92","-6.45","08/01"
"以色列","1034.97","0.75","0.07","07/31"
"埃及股市","801.48","7.38","0.93","07/31"
"南非股市","24565.63","-1213.58","-4.71","08/01"
"摩洛哥","28870.52","161.05","0.56","08/01"
"卡達指數","11633.42","65.81","0.57","07/31"
"杜拜指數","5405.44","56.98","1.07","07/30"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","11326.32","-51.70","-0.45","08/01"
"NASDAQ","2310.96","-14.59","-0.63","08/01"
"羅素2000","716.16","1.64","0.23","08/01"
"S&P 500","1260.31","-7.07","-0.56","08/01"
"費城金銀","162.54","-6.28","-3.72","08/01"
"DJ貴金屬","331.53","-14.49","-4.19","17:17"
"CBOE黃金","165.20","-6.45","-3.76","08/01"
"AMEX金蟲","390.15","-13.78","-3.41","08/01"
"AMEX能源","748.35","-2.22","-0.30","08/01"
"NYSE能源","14129.45","-73.49","-0.52","08/01"
"費城油業","307.43","0.04","0.01","08/01"
"AMEX石油","1319.80","-9.51","-0.72","08/01"
"費城半導","338.18","-2.68","-0.79","08/01"
"NSDQ金融","2479.02","26.67","1.09","08/01"
"NYSE金融","6463.30","10.94","0.17","08/01"
"NBI生技","911.01","-6.73","-0.73","08/01"
"AMEX生技","849.66","-14.48","-1.68","08/01"
"費城藥物","185.23","-0.61","-0.33","08/01"
"加拿大","13496.53","-96.38","-0.71","08/01"
"巴西指數","57630.35","-1874.82","-3.15","08/01"
"墨西哥","26959.18","-541.84","-1.97","08/01"
"阿根廷","1884.06","-35.76","-1.86","08/01"
"智利","2994.05","-20.75","-0.69","08/01"
"秘魯","13818.87","53.42","0.39","08/01"
"哥倫比亞","9085.99","24.79","0.27","08/01"
"委內瑞拉","39750.24","-7.89","-0.02","08/01"
"百慕達","4532.37","0.00","0.00","08/01"
"牙買加","109903.53","-179.73","-0.16","07/31"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","8341.00","-47.00","-0.56","07/31"
"波海海峽航運","13005.00","-72.00","-0.55","07/31"
"波海巴拿馬航","7517.00","-7.00","-0.09","07/31"
"VIX波動率","22.57","-0.37","-1.61","16:14"
"道瓊歐洲","3316.61","-51.21","-1.52","19:00"
"DJ交通運輸","4949.22","-122.69","-2.42","16:30"
"道瓊公用事業","469.53","-15.35","-3.17","16:30"
"歐洲公用事業","307.58","-6.03","-1.92","17:45"
"全球公用事業","7204.23","-160.01","-2.17","16:20"
"ISE水指數","88.55","-0.59","-0.66","17:13"
"道瓊水指數","516.33","-7.60","-1.45","17:16"
"純淨科技","1389.38","-20.54","-1.46","17:25"
"WH創新能源","251.10","-1.98","-0.78","16:59"
"WH乾淨能源","193.46","-2.82","-1.44","16:59"
"全球乾淨能源","3082.50","-65.93","-2.09","17:15"
"ISE替代能源","48.29","-0.80","-1.63","17:13"
"全球替代能源","3403.51","-67.03","-1.93","17:18"
"ET50環境科技","236.93","-4.46","-1.85","21:20"
"生物能源","435.73","-1.41","-0.32","17:19"
"環境服務","1054.88","-2.39","-0.23","16:59"
"Clvrt社會責任","74.44","-0.29","-0.39","17:17"
"ISE邪惡指數","98.56","0.08","0.08","17:13"
"DJ美國博奕","429.65","-3.77","-0.87","17:16"
"snet全球博奕","3552.85","-40.52","-1.13","17:13"
"DJ美國礦產","265.20","-8.49","-3.10","17:16"
"DJ世界原料","353.24","-11.15","-3.06","17:16"
"msci世界能源","280.14","-5.47","-1.92","07/31"
"msci世界原料","288.19","-1.12","-0.39","07/31"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"Dax全球農金","569.38","-10.83","-1.87","20:53"
"Rogers商品","5156.03","-29.06","-0.56","14:30"
"Rogers能源","1725.78","-37.60","-2.13","07/31"
"Rogers金屬","2389.81","19.40","0.82","07/31"
"Rogers農產","1372.79","2.19","0.16","07/31"
"日本不動產","2524.20","-89.14","-3.41","06:03"
"東證REIT","1333.77","-9.86","-0.73","15:00"
"澳洲不動產","1062.81","4.92","0.47","08:03"
"新加坡不動產","1007.17","-25.99","-2.52","06:03"
"恆生地產","27577.40","248.49","0.91","17:10"
"亞洲REIT","134.17","-0.74","-0.55","16:30"
"英國不動產","1598.09","11.24","0.71","22:03"
"歐陸不動產","1938.46","6.53","0.34","22:03"
"歐洲不動產","2463.29","4.43","0.18","22:03"
"DJ權益REIT","248.51","0.13","0.05","15:49"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","416.02","-0.38","-0.09","08/01"
"MS商品指數","865.10","-12.03","-1.37","08/01"
"高盛商品指數","9296.40","28.70","0.31","08/01"
"高盛農產品","410.45","-4.81","-1.16","08/01"
"高盛家畜指數","259.70","2.98","1.16","08/01"
"高盛貴金屬","1258.55","-8.65","-0.68","08/01"
"高盛工業金屬","430.30","-8.22","-1.87","08/01"
"高盛能源指數","422.20","2.91","0.69","08/01"
"天然氣","590.64","-3.14","-0.53","08/01"
"AMEX航空","21.07","-0.02","-0.09","08/01"
"銀行","67.22","1.07","1.62","08/01"
"醫療服務","431.74","7.68","1.81","08/01"
"電腦硬體","225.84","-4.36","-1.89","08/01"
"保險","3758.10","16.03","0.43","08/01"
"美國紙業","109.30","2.58","2.42","08/01"
"零售業","350.31","-1.28","-0.36","08/01"
"掮客商指數","151.75","2.61","1.75","08/01"
"美元指數","73.44","0.21","0.29","08/01"
"歐元指數","155.57","-0.44","-0.28","08/01"
"英鎊指數","197.56","-0.82","-0.41","08/01"
"日圓指數","92.87","0.17","0.18","08/01"
"澳幣指數","92.90","-1.25","-1.33","08/01"
"30年債券價格","115.91","0.41","0.35","08/01"
"30年債殖利率","45.69","-0.34","-0.74","08/01"
"10年期票利率","39.48","-0.31","-0.78","08/01"
"5年期票利率","32.28","-0.38","-1.16","08/01"
"3月期票利率","16.30","-0.05","-0.31","08/01"
"Put/Call比例","0.99","0.04","4.21","08/01"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金","911.30","-3.60","-0.39","08/01"
"銀","17.53","-0.26","-1.47","08/01"
"白金","1637.00","-106.00","-6.11","08/01"
"鈀","373.00","-14.00","-3.69","08/01"
"銅","3.6448","-0.08","-2.04","0:59"
"鎳","8.3053","-0.01","-0.06","1:35"
"鋁","1.3136","-0.01","-0.91","1:57"
"鋅","0.8324","-0.03","-3.26","1:45"
"鉛","0.9801","-0.04","-3.60","0:57"
"鈾","64.50","0.00","0.00","07/28"
"黃金期貨","917.500","-5.200","-0.56","1:39"
"銀期貨","17.520","-0.270","-1.52","1:33"
"銅期貨","357.850","-8.300","-2.27","1:17"
"天然氣期","9.389","0.270","2.96","5:14"
"布蘭特油期","124.180","0.200","0.16","3:53"
"WTI原油期","125.100","1.020","0.82","5:14"
"燃油期貨","343.680","-2.250","-0.65","5:10"
"玉米期貨","585.000","-22.500","-3.70","2:30"
"小麥期貨","794.000","10.250","1.31","2:26"
"可可粉期","2996.000","138.000","4.83","3:17"
"黃豆期貨","1365.000","-39.000","-2.78","2:35"
"黃豆油期貨","57.810","-1.690","-2.84","2:34"
"咖啡C期","140.150","0.800","0.57","3:17"
"十一號糖","14.130","0.200","1.44","3:17"
"二號棉期","71.890","-2.610","-3.50","3:17"
"活牛期貨","107.800","1.500","1.41","2:29"
"瘦豬期貨","74.625","0.275","0.37","2:29"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.5564","-0.0038","-0.25","4:59"
"英鎊/美元","1.9753","-0.0088","-0.45","4:59"
"美元/瑞士法郎","1.0497","0.0026","0.25","4:59"
"美元/俄盧布","23.4830","0.0510","0.22","4:57"
"美元/匈牙利幣","148.9950","-1.0850","-0.72","4:59"
"美元/土耳其幣","1.1568","-0.0032","-0.27","4:59"
"美元/南非幣","7.2201","-0.1157","-1.58","4:59"
"美元/以色列幣","3.5225","0.0155","0.44","4:59"
"美元/摩洛哥","7.3727","0.0000","0.00","07/31"
"美元/日圓","107.6950","-0.2145","-0.20","4:59"
"美元/人民幣","6.8422","0.0110","0.16","4:35"
"美元/港幣","7.8049","0.0032","0.04","4:59"
