"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","13345.03","-133.83","-0.99","16:00"
"東證一部","1320.11","-8.62","-0.65","15:00"
"東證二部","2940.95","5.02","0.17","15:00"
"JASDAQ","60.86","-0.50","-0.81","15:00"
"上海綜合","4417.85","-40.10","-0.90","15:15"
"上海A股","4636.03","-42.13","-0.90","15:15"
"上海B股","308.32","-2.09","-0.67","15:15"
"滬深300","4710.65","-51.43","-1.08","15:01"
"香港恆生","23653.69","-638.11","-2.63","16:01"
"香港國企","12755.41","-623.77","-4.66","16:02"
"香港紅籌","5063.37","-150.82","-2.89","16:02"
"台灣加權","7543.50","-32.92","-0.43","13:46"
"台灣店頭","125.69","0.11","0.09","13:46"
"韓國指數","1589.06","-48.85","-2.98","18:03"
"新加坡","3000.03","-49.87","-1.64","17:10"
"馬來西亞","1384.08","-4.42","-0.32","17:00"
"菲律賓","3256.53","32.29","1.00","12:11"
"印尼股市","2610.36","2.52","0.10","17:09"
"越南股市","843.10","31.49","3.88","11:00"
"泰國股市","763.48","8.61","1.14","17:01"
"印度股市","17758.64","-333.30","-1.84","16:28"
"澳洲股市","5665.30","-89.20","-1.55","01/30"
"紐西蘭","3697.01","-7.15","-0.19","01/30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1981.53","-28.18","-1.40","01/30"
"英國指數","5837.30","-47.90","-0.81","01/30"
"法國指數","4873.57","-67.88","-1.37","01/30"
"德國指數","6875.35","-17.61","-0.26","01/30"
"道瓊歐洲","3789.31","-20.70","-0.54","01/30"
"土耳其","44304.44","-268.26","-0.60","01/30"
"匈牙利","23757.95","13.87","0.06","01/30"
"奧地利","3833.56","-44.26","-1.14","01/30"
"波蘭股市","48451.01","413.94","0.86","01/30"
"捷克股市","1521.20","20.20","1.35","01/30"
"盧森堡","2146.27","1.71","0.08","01/30"
"義大利","25995.00","-214.00","-0.82","16:43"
"西班牙","1432.49","-1.96","-0.14","01/30"
"瑞士股市","7671.81","-32.58","-0.42","01/30"
"瑞典股市","951.14","-5.83","-0.61","01/30"
"芬蘭股市","10430.33","-4.81","-0.05","01/30"
"挪威股市","348.90","-1.72","-0.49","01/30"
"以色列","1071.37","-4.05","-0.38","01/30"
"埃及股市","90624.93","1011.71","1.13","01/30"
"南非股市","24857.23","659.54","2.73","01/30"
"摩洛哥","28001.65","126.02","0.45","01/30"
"約旦指數","7824.09","0.00","0.00","01/30"
"杜拜指數","5520.90","26.70","0.49","01/30"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12442.83","-37.47","-0.30","16:30"
"NASDAQ","2349.00","-9.06","-0.38","17:16"
"羅素2000","695.49","-9.71","-1.38","01/30"
"S&P 500","1355.81","-6.49","-0.48","01/30"
"費城金銀","189.34","1.99","1.06","01/30"
"DJ貴金屬","381.78","3.38","0.89","17:31"
"CBOE黃金","197.06","1.72","0.88","01/30"
"AMEX金蟲","470.26","4.45","0.95","17:44"
"AMEX能源","706.48","-2.66","-0.38","17:44"
"NYSE能源","13467.04","-78.61","-0.58","17:05"
"費城油業","256.71","-7.18","-2.72","01/30"
"AMEX石油","1367.10","-6.63","-0.48","17:44"
"費城半導","358.81","0.91","0.25","01/30"
"NSDQ金融","2739.51","-17.28","-0.63","17:16"
"NYSE金融","7839.63","-84.48","-1.07","17:05"
"NBI生技","796.74","-7.29","-0.91","17:16"
"AMEX生技","741.69","-11.09","-1.47","17:44"
"費城藥物","187.28","-2.74","-1.44","01/30"
"加拿大","12998.21","-48.22","-0.37","01/30"
"巴西指數","60289.41","759.83","1.28","01/30"
"墨西哥","28296.80","32.85","0.12","15:05"
"阿根廷","2036.18","32.32","1.61","01/30"
"智利","2794.53","51.84","1.89","01/30"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","5615.00","-77.00","-1.35","01/29"
"波海海峽航運","7202.00","13.00","0.18","01/29"
"波海巴拿馬航運","5517.00","-108.00","-1.92","01/29"
"VIX波動率","27.62","0.30","1.10","16:14"
"DJ交通運輸","4615.27","38.74","0.85","16:30"
"道瓊公用事業","491.76","-1.08","-0.22","16:30"
"歐洲公用事業","328.01","-1.56","-0.47","17:45"
"全球公用事業","7546.11","-9.87","-0.13","16:15"
"ISE水指數","78.29","-0.82","-1.04","16:44"
"道瓊水指數","645.24","-7.61","-1.17","16:04"
"NSDQ純淨優勢","501.50","-7.25","-1.43","16:43"
"純淨科技","1321.93","-24.66","-1.83","16:43"
"WH創新能源","235.96","-2.41","-1.01","16:43"
"WH乾淨能源","224.72","-4.04","-1.77","16:43"
"全球乾淨能源","2978.84","-36.74","-1.22","16:34"
"ISE替代能源","53.54","-0.06","-0.11","16:44"
"全球替代能源","3164.36","-32.79","-1.03","16:34"
"生物能源","586.38","11.03","1.92","16:34"
"AMEX環境服務","963.06","-0.33","-0.03","16:44"
"歐洲環境控制","157.39","-0.51","-0.32","17:45"
"美國環境控制","95.42","0.14","0.15","16:15"
"KLD社會責任","116.78","-0.49","-0.42","16:43"
"Clvrt社會責任","80.14","-0.45","-0.56","16:05"
"ISE邪惡指數","114.39","-1.67","-1.44","16:44"
"MSCI世界能源","265.77","1.62","0.61","01/29"
"MSCI世界原料","276.92","3.73","1.36","01/29"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4524.37","2.35","0.05","14:30"
"Rogers能源","1276.16","7.09","0.56","1/29"
"Rogers金屬","2359.14","58.87","2.56","1/29"
"Rogers農產","1403.11","-0.62","-0.04","1/29"
"日本不動產","2784.14","20.85","0.76","15:44"
"東證REIT","1566.08","7.05","0.45","15:00"
"澳洲不動產","1412.09","-27.03","-1.88","18:14"
"新加坡不動產","1146.78","-11.70","-1.01","01/29"
"恆生地產","33847.65","-805.12","-2.32","17:01"
"亞洲REIT","148.19","-0.17","-0.12","16:30"
"英國不動產","2045.05","-52.72","-2.51","17:36"
"歐陸不動產","2203.73","-19.74","-0.89","17:45"
"歐洲不動產","2856.85","-43.19","-1.49","17:45"
"DJ權益REIT","247.84","-5.24","-2.07","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","368.52","1.33","0.36","01/30"
"MS商品指數","820.45","-2.45","-0.30","01/30"
"高盛商品指數","7450.70","50.11","0.68","01/29"
"高盛農產品","409.65","-2.65","-0.64","01/29"
"高盛家畜指數","228.49","3.95","1.76","01/29"
"高盛工業金屬","431.13","16.81","4.06","01/29"
"天然氣","536.34","4.11","0.77","01/30"
"AMEX航空","35.09","0.24","0.69","01/30"
"銀行","91.15","-0.24","-0.26","01/30"
"醫療服務","406.15","-7.19","-1.74","01/30"
"電腦科技","814.45","-0.47","-0.06","01/30"
"電腦硬體","213.90","1.14","0.54","01/30"
"保險","3908.62","-43.93","-1.11","01/30"
"美國紙業","131.91","-0.81","-0.61","01/30"
"零售業","405.46","-4.58","-1.12","01/30"
"掮客商指數","201.84","1.65","0.82","01/30"
"美元指數","75.10","-0.45","-0.60","01/30"
"歐元指數","148.66","0.90","0.61","01/30"
"日圓指數","93.35","-0.11","-0.12","01/30"
"澳幣指數","89.69","0.86","0.97","01/30"
"30年債券價格","118.31","-1.00","-0.84","01/30"
"30年債殖利率","44.33","0.97","2.24","01/30"
"10年期票利率","37.33","0.75","2.05","01/30"
"5年期票殖利率","29.38","0.81","2.84","01/30"
"3月期票殖利率","21.40","-0.65","-2.95","01/30"
"Put/Call比例","0.82","-0.08","-8.89","01/30"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","930.40","+8.40","+0.91","5:55"
"銀","16.87","+0.12","+0.72","5:55"
"白金","1689.00","0.00","0.00","23:11"
"鈀","390.00","0.00","0.00","1:38"
"銅","3.2680","+0.0318","+0.98","4:07"
"鎳","12.3445","+0.0000","+0.00","3:25"
"鋁","1.1826","+0.0018","+0.15","4:07"
"鋅","1.0576","+0.0000","+0.00","3:25"
"鉛","1.2410","+0.0000","+0.00","3:25"
"黃金期貨","934.500","3.700","0.40","5:24"
"銀期貨","16.855","0.055","0.33","5:21"
"銅期貨","324.000","-5.900","-1.79","5:22"
"天然氣期","8.065","0.122","1.54","5:22"
"布蘭特油期","92.530","0.530","0.58","3:59"
"WTI原油期","91.980","0.340","0.37","5:23"
"玉米期貨","498.500","-2.500","-0.50","3:24"
"小麥期貨","922.500","-21.500","-2.28","3:25"
"可可粉期","1175.000","22.000","1.91","1:00"
"大豆期貨","1275.750","9.000","0.71","3:15"
"咖啡C期","136.550","2.850","2.13","2:26"
"十一號糖","12.420","0.220","1.80","2:40"
"二號棉期","68.560","0.320","0.47","4:05"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4865","0.0088","0.60","5:52"
"英鎊/美元","1.9881","-0.0014","-0.07","5:53"
"美元/瑞士法郎","1.0830","-0.0109","-1.00","5:53"
"美元/俄盧布","24.4000","-0.0760","-0.31","5:53"
"美元/匈牙利幣","173.7000","-0.7750","-0.44","5:53"
"美元/土耳其幣","1.1730","-0.0025","-0.21","5:45"
"美元/南非幣","7.3612","0.1530","2.12","5:52"
"美元/日圓","106.2800","-0.8250","-0.77","5:52"
"美元/人民幣","7.1916","-0.0029","-0.04","0:04"
"美元/港幣","7.8014","-0.0033","-0.04","5:52"
"美元/台幣","32.2200","-0.0660","-0.20","15:57"
"美元/韓圜","942.0000","0.2000","0.02","5:42"
"美元/泰銖","31.5000","0.2000","0.64","0:35"
"美元/新元","1.4180","-0.0037","-0.26","5:53"
"美元/馬來幣","3.2375","0.0016","0.05","16:24"
"美元/印尼盾","9290.0000","-38.0000","-0.41","5:41"
"美元/印度盧比","39.3910","0.0112","0.03","19:42"
"澳幣/美元","0.8949","0.0055","0.62","5:53"
"紐幣/美元","0.7858","0.0074","0.96","5:52"
"美元/巴西幣","1.7614","-0.0172","-0.97","5:33"
"美元/墨披索","10.8370","-0.0112","-0.10","5:52"
"美元/加幣","0.9933","-0.0050","-0.51","5:53"

"MSCI 指數"
"MSCI","指數","單日","一個月","三個月","YTD"
"新興市場","1091.35","-1.04","-12.38","-18.41","-12.38"
"新興亞洲","436.88","-2.18","-14.96","-23.41","-14.96"
"新興東歐","333.82","-0.82","-12.76","-9.97","-12.76"
"新興拉美","4122.16","1.06","-6.32","-10.71","-6.32"
"中國","67.10","-4.05","-20.98","-34.76","-20.98"
"印度","576.59","-2.40","-13.80","-9.22","-13.80"
"俄羅斯","1333.12","-1.45","-13.23","-7.69","-13.23"
"巴西","3568.22","1.27","-7.73","-9.86","-7.73"
"台灣","262.57","-0.05","-10.68","-21.76","-10.68"
"韓國","365.82","-2.70","-16.39","-25.54","-16.39"
"泰國","240.74","1.30","-9.95","-14.10","-9.95"
"馬來西亞","401.19","-0.41","-1.81","1.44","-1.81"
"印尼","654.39","-0.06","-3.42","-2.51","-3.42"
"菲律賓","334.17","0.79","-8.03","-8.87","-8.03"
"土耳其","594.32","-0.80","-20.87","-24.75","-20.87"
"捷克","752.58","1.88","-9.20","-7.47","-9.20"
"匈牙利","1016.89","0.11","-10.60","-14.61","-10.60"
"波蘭","1312.62","1.41","-12.56","-20.87","-12.56"
"以色列","251.66","0.02","-4.68","-3.65","-4.68"
"埃及","1235.53","1.44","-3.78","8.95","-3.78"
"墨西哥","5783.05","0.37","-3.49","-9.95","-3.49"
"阿根廷","2760.27","0.22","-5.43","-18.99","-5.43"

