"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17670.07","5.38","0.03","close"
"東證一部","1739.01","3.32","0.19","close"
"東證二部","4154.30","3.69","0.09","close"
"JASDAQ","82.89","-0.60","-0.72","close"
"上海綜合","3495.22","50.93","1.48","04/11"
"上海A股","3674.37","54.07","1.49","04/11"
"上海B股","188.01","-1.39","-0.73","04/11"
"香港恆生","20449.43","101.56","0.50","04/11"
"香港國企","10149.89","136.96","1.37","04/11"
"香港紅籌","3521.90","16.97","0.48","04/11"
"台灣指數","8084.45","36.06","0.45","13:46"
"韓國指數","1513.42","14.26","0.95","18:03"
"新加坡","3420.62","-2.00","-0.06","17:05"
"馬來西亞","1306.22","-0.12","-0.01","17:00"
"菲律賓","3294.21","-10.21","-0.31","12:11"
"印尼股市","1931.04","5.57","0.29","17:09"
"越南股市","1034.68","-4.99","-0.48","14:37"
"泰國股市","695.10","5.62","0.81","17:00"
"印度股市","13183.24","-6.30","-0.05","16:28"
"澳洲股市","6136.10","-3.00","-0.05","17:47"
"日本不動產","4051.57","14.24","0.35","15:45"
"東證REIT","2424.10","-17.35","-0.71","15:00"
"澳洲不動產","1924.15","6.43","0.34","19:15"
"新加坡不動產","1565.29","9.94","0.64","04/10"
"恆生地產","24834.73","-76.53","-0.31","17:01"
"亞洲REIT","190.35","-1.01","-0.53","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6413.30","-4.50","-0.07","15:36"
"法國指數","5751.92","-14.35","-0.25","17:10"
"德國指數","7152.83","-13.84","-0.19","18:36"
"俄羅斯","1984.44","7.11","0.36","18:00"
"道瓊歐洲","4293.20","-8.27","-0.19","17:15"
"土耳其","46105.80","766.03","1.69","15:40"
"匈牙利","24383.22","187.71","0.78","15:36"
"奧地利","4733.07","-0.37","-0.01","16:33"
"波蘭股市","59206.43","278.40","0.47","15:40"
"捷克股市","1784.80","13.90","0.79","16:13"
"愛沙尼亞","945.91","-3.87","-0.41","13:05"
"拉托維亞","662.61","-2.50","-0.38","13:05"
"立陶宛","502.08","1.63","0.33","13:05"
"盧森堡","2434.31","5.12","0.21","15:10"
"義大利","33343.00","-79.00","-0.24","16:43"
"西班牙","1662.38","0.78","0.05","16:40"
"瑞士股市","9136.09","-14.56","-0.16","16:31"
"瑞典股市","1249.19","-6.54","-0.52","16:46"
"芬蘭股市","10539.57","-8.74","-0.08","17:32"
"挪威股市","390.66","-1.71","-0.43","15:24"
"英國不動產","3144.56","-22.83","-0.72","16:37"
