"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18168.72","18.82","0.10","close"
"東證一部","1782.44","0.58","0.03","close"
"東證二部","4218.76","4.13","0.10","close"
"JASDAQ","82.37","0.13","0.16","close"
"上海綜合","3816.17","-83.55","-2.14","07/04"
"上海A股","4005.20","-88.14","-2.15","07/04"
"上海B股","254.78","-1.77","-0.69","07/04"
"香港恆生","22218.55","67.41","0.30","07/04"
"香港國企","12474.02","67.63","0.55","07/04"
"香港紅籌","4271.70","8.90","0.21","07/04"
"台灣加權","9068.98","72.78","0.81","13:46"
"台灣店頭","203.64","0.23","0.11","13:46"
"韓國指數","1838.41","32.91","1.82","18:03"
"新加坡","3554.85","-14.58","-0.41","17:05"
"馬來西亞","1377.14","4.00","0.29","17:00"
"菲律賓","3731.66","-20.33","-0.54","12:11"
"印尼股市","2196.10","6.99","0.32","17:09"
"越南股市","1013.56","36.26","3.71","14:31"
"泰國股市","825.45","11.93","1.47","17:01"
"印度股市","14880.24","73.73","0.50","16:28"
"斯里蘭卡","2554.12","-5.12","-0.20","14:17"
"澳洲股市","6332.60","-1.20","-0.02","17:47"
"紐西蘭","4240.26","6.52","0.15","14:33"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1943.29","3.45","0.18","07/04"
"英國指數","6673.10","33.30","0.50","07/04"
"法國指數","6098.08","28.24","0.47","07/04"
"德國指數","8075.26","24.58","0.30","07/04"
"道瓊歐洲","4524.24","11.23","0.25","07/04"
"土耳其","49476.29","795.99","1.64","07/04"
"匈牙利","29408.95","103.20","0.35","07/04"
"奧地利","4932.36","27.34","0.56","07/04"
"波蘭股市","66951.73","343.52","0.52","07/04"
"捷克股市","1897.60","10.70","0.57","07/04"
"盧森堡","2534.41","8.68","0.34","07/04"
"義大利","33219.00","49.00","0.15","16:43"
"西班牙","1652.28","11.12","0.68","07/04"
"瑞士股市","9294.51","54.20","0.59","07/04"
"瑞典股市","1279.49","5.00","0.39","07/04"
"芬蘭股市","11617.80","40.20","0.35","07/04"
"挪威股市","434.38","4.53","1.05","07/04"
"以色列","1141.76","3.76","0.33","07/04"
"埃及股市","72424.38","425.93","0.59","07/04"
"南非股市","26082.29","90.18","0.35","07/04"
"摩洛哥","23996.30","-55.33","-0.23","07/04"
"約旦指數","5801.93","4.65","0.08","07/04"
"杜拜指數","4486.68","-19.53","-0.43","07/04"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13577.30","41.87","0.31","07/03"
"NASDAQ","2644.95","12.65","0.48","07/03"
"羅素2000","848.20","3.14","0.37","07/03"
"S&P 500","1524.87","5.44","0.36","07/03"
"DJ貴金屬","282.79","-0.61","-0.21","07/03"
"CBOE黃金","143.97","-0.41","-0.28","07/03"
"AMEX金蟲","336.25","-0.98","-0.29","07/03"
"費城金銀","138.87","-0.29","-0.21","07/03"
"費城油業","270.07","1.39","0.52","07/03"
"AMEX石油","1441.73","10.18","0.71","07/03"
"NYSE能源","14166.27","92.46","0.66","07/03"
"AMEX能源","708.83","5.40","0.77","07/03"
"費城半導","505.51","0.10","0.02","07/03"
"NSDQ金融","3204.02","19.89","0.62","07/03"
"NYSE金融","9735.73","49.51","0.51","07/03"
"NBI生技","812.24","0.73","0.09","07/03"
"AMEX生技","784.97","-1.70","-0.22","07/03"
"費城藥物","210.16","0.17","0.08","07/03"
"加拿大","14060.39","-4.35","-0.03","07/04"
"巴西指數","55696.47","-3.22","-0.01","07/04"
"墨西哥","32201.63","83.80","0.26","07/04"
"阿根廷","2252.40","21.79","0.98","07/04"
"智利","3491.46","-8.04","-0.23","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5219.56","64.89","1.26","07/03"
"DJ建商","531.40","-5.11","-0.95","07/03"
"S&P建商","636.18","-7.22","-1.12","07/03"
"道瓊公用事業","508.32","-0.64","-0.13","07/03"
"歐洲公用事業","323.56","0.07","0.02","07/04"
"全球公用事業","7479.03","-0.85","-0.01","07/04"
"ISE水指數","87.16","0.37","0.43","07/03"
"道瓊水指數","746.39","0.00","0.00","07/03"
"NSDQ純淨優勢","533.12","5.83","1.11","07/03"
"純淨科技","1341.21","8.69","0.65","07/03"
"WH革新能源","279.98","0.05","0.02","07/03"
"WH乾淨能源","226.30","2.58","1.15","07/03"
"全球乾淨能源","3037.60","1.14","0.04","17:04"
"ISE替代能源","57.68","0.37","0.65","07/03"
"全球替代能源","3169.13","-1.13","-0.04","18:50"
"生物能源","728.23","0.42","0.06","18:51"
"AMEX環境服務","1036.81","6.50","0.63","07/03"
"亞太環境控制","169.20","-0.66","-0.39","07:50"
"歐洲環境控制","198.18","-1.43","-0.72","07/04"
"美國環境控制","109.24","0.40","0.37","07/03"
"KLD社會責任","132.27","0.52","0.40","07/03"
"KLD社會400","541.42","0.00","0.00","07/04"
"Clvrt社會責任","91.06","0.33","0.36","07/03"
"ISE邪惡指數","125.47","0.03","0.02","07/03"
"MSCI世界能源","279.64","0.23","0.08","07/04"
"MSCI世界原料","284.17","1.08","0.38","07/04"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","4008.06","45.48","1.15","07/04"
"東證REIT","2330.81","-21.42","-0.91","07/04"
"澳洲不動產","1860.63","-5.18","-0.28","07/04"
"新加坡不動產","1595.34","-9.58","-0.60","07:07"
"恆生地產","25456.58","15.36","0.06","07/04"
"亞洲REIT","185.90","0.58","0.31","07:50"
"英國不動產","2654.68","35.53","1.36","23:07"
"歐陸不動產","2888.37","23.01","0.80","23:07"
"歐洲不動產","3580.56","38.12","1.08","23:07"
"DJ權益REIT","299.53","-0.75","-0.25","07/03"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","316.70","0.00","0.00","07/03"
"MS商品指數","764.73","3.93","0.52","07/03"
"高盛商品指數","6050.80","13.40","0.22","07/03"
"高盛農產品","278.94","-2.55","-0.91","07/03"
"高盛家畜指數","228.69","0.92","0.40","07/03"
"高盛工業金屬","479.65","-0.48","-0.10","07/03"
"天然氣","513.81","2.49","0.49","07/03"
"AMEX航空","51.50","1.22","2.43","07/03"
"銀行","114.93","0.63","0.55","07/03"
"醫療服務","509.74","4.97","0.98","07/03"
"電腦科技","880.41","8.59","0.99","07/03"
"電腦硬體","241.40","3.55","1.49","07/03"
"保險","4364.98","1.10","0.03","07/03"
"美國紙業","176.40","0.91","0.52","07/03"
"零售業","515.54","-1.78","-0.34","07/03"
"掮客商指數","259.28","3.16","1.23","07/03"
"美元指數","81.47","0.07","0.08","07/03"
"歐元指數","136.18","-0.05","-0.04","07/03"
"日圓指數","81.76","-0.01","-0.01","07/03"
"澳幣指數","85.49","-0.45","-0.52","07/03"
"30年債券價格","107.50","-0.53","-0.49","07/03"
"30年債殖利率","51.40","0.50","0.98","07/03"
"10年期票利率","50.40","0.40","0.80","07/03"
"5年期票殖利率","49.40","0.40","0.82","07/03"
"3月期票殖利率","48.10","0.20","0.42","07/03"
"Put/Call比例","0.91","0.06","7.06","07/03"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","654.60","+0.80","+0.12","5:00"
"銀","12.68","+0.06","+0.48","5:00"
"白金","1300.00","+2.00","+0.15","1:21"
"鈀","373.00","+1.00","+0.27","23:40"
"銅","3.6036","+0.0402","+1.13","0:01"
"鎳","16.2847","+0.0227","+0.14","23:44"
"鋁","1.2341","+0.0210","+1.73","0:40"
