"亞洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"紐西蘭","4195.24","-16.71","-0.40%","17:30"
"澳洲股市","4955.77","15.26","0.31%","17:01"
"日經225","11357.07","-106.68","-0.93%","15:28"
"東證一部","969.18","0.36","0.04%","15:00"
"東證二部","2799.26","-5.60","-0.20%","15:00"
"JASDAQ","66.00","0.15","0.23%","15:11"
"韓國股市","1931.77","-4.42","-0.23%","18:03"
"台灣加權","7906.65","19.71","0.25%","13:46"
"台灣店頭","106.40","-0.38","-0.36%","13:46"
"上海綜合","2418.53","-15.95","-0.66%","15:15"
"上海A股","2531.35","-16.95","-0.67%","15:15"
"上海B股","284.40","3.50","1.25%","15:15"
"深圳A股","997.62","5.63","0.57%","15:00"
"深圳B股","845.01","-9.84","-1.15%","15:00"
"滬深300","2759.87","-15.97","-0.58%","15:01"
"深證成指","9904.78","-17.94","-0.18%","15:00"
"香港恆生","23177.00","-79.93","-0.34%","16:01"
"香港國企","11681.96","-167.29","-1.41%","16:01"
"香港紅籌","4608.92","-33.95","-0.73%","16:01"
"新加坡","3261.77","-14.76","-0.45%","17:10"
"海峽中國","261.38","-2.52","-0.95%","16:40"
"越南股市","490.62","2.26","0.46%","14:17"
"泰國股市","1499.81","-0.54","-0.04%","17:07"
"菲律賓","6459.99","28.64","0.45%","16:30"
"馬來西亞","1619.57","5.43","0.34%","02/07"
"印尼股市","4503.15","4.17","0.09%","16:00"
"印度股市","19580.32","-59.40","-0.30%","16:00"
"巴基斯坦","12270.29","6.59","0.05%","17:18"

"歐洲股市指數非洲股市指數"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1595.36","-7.63","-0.48%","02/07"
"英國股市","6228.42","-66.92","-1.06%","02/07"
"法國股市","3601.05","-41.85","-1.15%","02/07"
"德國股市","7590.85","9.67","0.13%","02/07"
"土耳其","78149.31","-1905.12","-2.38%","02/07"
"匈牙利","19103.81","-134.44","-0.70%","02/07"
"奧地利","2367.81","-12.83","-0.54%","02/07"
"波蘭股市","46329.66","180.52","0.39%","02/07"
"捷克股市","986.17","-7.39","-0.74%","02/07"
"瑞典股市","1165.71","-9.08","-0.77%","02/07"
"芬蘭股市","6112.69","-13.32","-0.22%","02/07"
"挪威股市","432.74","5.11","1.19%","02/07"
"希臘股市","1042.16","6.97","0.67%","02/07"
"義大利","17333.70","-244.16","-1.39%","02/07"
"比利時","2493.26","-9.99","-0.40%","02/07"
"盧森堡","1241.32","-14.41","-1.15%","02/07"
"荷蘭股市","343.70","-2.16","-0.62%","02/07"
"冰島股市","757.78","5.40","0.72%","02/07"
"丹麥股市","553.46","1.76","0.32%","02/07"
"瑞士股市","7337.05","-96.42","-1.30%","02/07"
"西班牙","813.02","-3.73","-0.46%","02/07"
"葡萄牙","2505.50","-9.70","-0.39%","02/07"
"愛爾蘭","3557.13","40.41","1.15%","02/07"
"以色列","1210.46","7.58","0.63%","02/07"
"南非股市","36269.66","113.00","0.31%","02/07"
"約旦股市","2028.84","-8.37","-0.41%","02/07"
"杜拜股市","1859.56","-11.11","-0.59%","02/07"
"阿布達比","2908.77","10.91","0.38%","02/07"

"美洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"道瓊工業","13944.05","-42.47","-0.30%","02/07"
"那斯達克","3165.13","-3.35","-0.11%","17:16"
"羅素兩千","908.10","-3.19","-0.35%","18:56"
"S&P 五百","1509.39","-2.73","-0.18%","02/07"
"費城金銀","153.23","0.26","0.17%","17:16"
"道瓊貴金屬","306.32","-0.57","-0.19%","17:43"
"CBOE黃金","172.52","0.55","0.32%","02/07"
"AMEX金蟲","405.21","0.86","0.21%","18:56"
"AMEX能源","781.11","-2.76","-0.35%","02/07"
"NYSE能源","13223.81","-126.21","-0.95%","18:57"
"費城油業","246.26","-0.17","-0.07%","17:16"
"AMEX石油","1347.86","-8.39","-0.62%","18:56"
"費城半導","419.26","-2.30","-0.55%","17:16"
"NSDQ金融","2427.72","1.35","0.06%","17:16"
"NYSE金融","5406.58","-32.43","-0.60%","18:56"
"NBI生技","1516.34","-14.80","-0.97%","17:16"
"AMEX生技","1667.25","-17.31","-1.03%","18:57"
"費城藥物","238.31","-2.22","-0.92%","17:16"
"加拿大","12755.92","-5.67","-0.04%","18:05"
"巴西股市","58372.46","-578.61","-0.98%","02/07"
"墨西哥","45019.21","-551.50","-1.21%","02/07"
"阿根廷","3302.97","12.96","0.39%","02/07"
"智利股市","4590.64","-6.19","-0.13%","02/07"
"秘魯股市","21707.35","-46.73","-0.21%","02/07"
"哥倫比亞","15042.55","-128.98","-0.85%","02/07"
"委內瑞拉","565727.00","340.80","0.06%","02/07"
"百慕達","1095.69","-0.34","-0.03%","01/31"
"牙買加","88807.80","-1126.63","-1.25%","02/07"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","740.00","1.00","0.14%","02/06"
"波海海峽航運","1484.00","18.00","1.23%","02/06"
"波海巴拿馬航","657.00","6.00","0.92%","02/06"
"VIX波動率","13.50","0.09","0.67%","16:14"
"VXD道瓊波動","12.91","0.13","1.02%","16:14"
"VXN納指波動","14.77","0.75","5.35%","16:14"
"羅素大中華","2212.30","11.91","0.55%","02/01"
"道瓊歐洲","2597.92","-19.43","-0.74%","02/07"
"道瓊交通運輸","5887.34","14.07","0.24%","02/07"
"AMEX航空","49.36","0.11","0.23%","02/07"
"美國紙業","139.06","-1.48","-1.05%","02/07"
"道瓊公用事業","474.53","1.14","0.24%","02/07"
"美林科技100","454.95","-2.58","-0.56%","16:28"
"電腦科技","1082.92","2.82","0.26%","02/07"
"電腦碟片","101.98","-0.16","-0.16%","02/07"
"電腦硬體","359.20","-1.16","-0.32%","02/07"
"網路指數","356.65","-2.46","-0.69%","02/07"
"Dax奢侈品","131.24","-0.22","-0.16%","02/07"
"ISE水指數","109.05","-0.41","-0.37%","16:20"
"道瓊水指數","997.85","14.42","1.47%","16:20"
"純淨科技","1057.46","-8.03","-0.75%","16:29"
"WH創新能源","254.29","-1.56","-0.61%","16:29"
"WH乾淨能源","46.84","-0.10","-0.22%","16:29"
"生物能源","160.47","3.69","2.35%","16:20"
"全球替代能源","963.15","10.26","1.05%","02/04"
"ET50環境科技","120.67","-0.75","-0.62%","21:09"
"30年債殖利率","31.63","-0.18","-0.57%","15:00"
"10年期票利率","19.51","-0.17","-0.86%","15:00"
"5年期票利率","8.25","-0.12","-1.43%","15:00"
"3月期票利率","0.65","0.00","0.00%","02/07"

"債券指數其他更多債券指數"
"指數","收盤","比例","殖利率","利差","日期"
"ML高收益指數","318.64","-0.01%","5.93%","504","02/07"
"ML美國高收益","1375.67","-0.01%","5.86%","497","02/07"
"ML全球高收益","285.51","0.02%","6.00%","529","02/07"
"ML歐洲高收益","224.81","0.13%","5.47%","547","02/07"
"ML高收益100","2299.61","-0.04%","4.98%","429","02/07"
"ML CCC債券","310.28","0.01%","9.27%","847","02/07"
"ML美國公司債","2432.81","0.23%","2.84%","149","02/07"
"BC美國機構債","1524.39","0.05%","0.93%","n/a","02/07"
"BC美國房貸債","1780.49","-0.04%","2.57%","n/a","02/07"
"ML美國房利美","661.02","0.34%","2.53%","3","02/07"
"ML美國房地美","407.17","0.26%","2.39%","0","02/07"
"ML美國吉利美","697.62","0.21%","2.27%","-3","02/07"
"JP全球政府債","473.69","0.07%","1.92%","...","02/07"
"JP新興政府債","662.70","0.25%","4.75%","475","02/07"
"JP歐盟政府債","300.41","0.14%","2.76%","...","02/07"
"JP英國政府債","730.47","-0.15%","2.65%","...","02/07"
"JP法國政府債","597.81","0.21%","2.19%","...","02/07"
"JP德國政府債","449.43","0.15%","1.58%","...","02/07"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","300.95","-1.96","-0.65%","02/07"
"CRB農業","6103.89","-50.26","-0.82%","20:59"
"CRB工業金屬","2150.36","-25.31","-1.16%","20:59"
"CRB能源開採","2074.42","-9.97","-0.48%","20:59"
