"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","13497.16","-95.31","-0.70","16:00"
"東證一部","1336.86","-9.45","-0.70","15:00"
"東證二部","2958.81","-2.02","-0.07","15:00"
"JASDAQ","62.46","-0.15","-0.24","15:00"
"上海綜合","4320.77","-62.63","-1.43","15:15"
"上海A股","4534.57","-65.55","-1.42","15:15"
"上海B股","295.81","-6.70","-2.22","15:15"
"滬深300","4571.94","-48.46","-1.05","15:01"
"香港恆生","24123.58","667.84","2.85","16:01"
"香港國企","13284.74","799.67","6.41","16:02"
"香港紅籌","5308.33","216.53","4.25","16:02"
"台灣加權","7673.99","152.86","2.03","13:46"
"台灣店頭","124.87","1.33","1.08","13:46"
"韓國指數","1634.53","9.85","0.61","18:03"
"新加坡","3007.80","26.05","0.87","17:10"
"馬來西亞","1393.25","9.17","0.66","01/31"
"菲律賓","3294.08","28.08","0.86","12:11"
"印尼股市","2646.82","19.57","0.74","17:09"
"越南股市","859.62","15.51","1.84","11:01"
"泰國股市","810.86","26.63","3.40","17:01"
"印度股市","18242.58","593.87","3.36","16:57"
"澳洲股市","5882.30","185.30","3.25","16:47"
"紐西蘭","3708.13","37.48","1.02","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1968.97","62.00","3.25","17:00"
"英國指數","6029.20","149.40","2.54","15:35"
"法國指數","4978.06","108.27","2.22","17:10"
"德國指數","6968.67","116.92","1.71","19:29"
"道瓊歐洲","3867.47","74.67","1.97","18:14"
"土耳其","44452.08","1754.52","4.11","16:15"
"匈牙利","23846.94","371.49","1.58","15:36"
"奧地利","3882.47","40.51","1.05","16:35"
"波蘭股市","49092.20","1344.39","2.82","15:40"
"捷克股市","1541.30","41.70","2.78","16:13"
"盧森堡","2170.36","69.47","3.31","16:40"
"義大利","26324.00","339.00","1.30","16:43"
"西班牙","1462.15","26.91","1.87","16:39"
"瑞士股市","7815.98","145.54","1.90","16:30"
"瑞典股市","976.43","27.39","2.89","16:45"
"芬蘭股市","10798.64","280.61","2.67","17:31"
"挪威股市","344.40","8.93","2.66","15:24"
"以色列","1061.00","-10.37","-0.97","01/31"
"埃及股市","91413.94","789.01","0.87","01/31"
"南非股市","26587.50","1469.71","5.85","15:05"
"摩洛哥","28244.32","103.75","0.37","18:52"
"約旦指數","7824.09","-38.60","-0.49","01/29"
"杜拜指數","5615.95","95.05","1.72","01/31"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12743.19","92.83","0.73","16:30"
"NASDAQ","2413.36","23.50","0.98","17:16"
"羅素2000","730.50","17.20","2.41","16:59"
"S&P 500","1395.42","16.87","1.22","16:59"
"費城金銀","184.61","-1.69","-0.91","16:46"
"DJ貴金屬","373.65","-2.39","-0.64","17:30"
