"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13829.92","-19.64","-0.14","close"
"東證一部","1346.08","-3.11","-0.23","15:01"
"東證二部","2918.96","-22.65","-0.77","close"
"JASDAQ","61.62","-0.58","-0.93","close"
"上海綜合","2905.01","102.00","3.64","close"
"上海A股","3047.53","106.94","3.64","close"
"上海B股","216.11","8.44","4.06","close"
"深圳A股","879.24","40.41","4.82","close"
"深圳B股","495.78","12.48","2.58","close"
"滬深300","2969.54","117.62","4.12","close"
"香港恆生","22635.16","179.14","0.80","close"
"香港國企","12196.25","177.74","1.48","close"
"香港紅籌","4852.79","52.98","1.10","close"
"台灣加權","7855.06","116.94","1.51","close"
"台灣店頭","129.93","0.94","0.73","close"
"韓國指數","1717.79","6.95","0.41","18:03"
"越南股市","383.78","7.81","2.08","11:00"
"泰國股市","778.42","14.67","1.92","17:01"
"菲律賓","2510.80","35.93","1.45","12:11"
"馬來西亞","1209.11","8.83","0.74","17:00"
"印尼股市","2341.36","-24.02","-1.02","17:09"
"印度股市","14220.07","113.49","0.80","16:28"
"孟加拉","3022.25","-13.77","-0.45","20:34"
"巴基斯坦","8918.25","216.14","2.48","12:16"
"澳洲股市","5363.10","-55.70","-1.03","17:47"
"紐西蘭","3281.29","-16.89","-0.51","14:31"
"新加坡","2986.62","24.46","0.83","17:10"
"龍籌股","142.97","1.35","0.95","06/25"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2310.73","1.85","0.08","06/25"
"英國指數","5666.10","31.40","0.56","06/25"
"法國指數","4536.29","62.53","1.40","06/25"
"德國指數","6617.84","81.78","1.25","06/25"
"土耳其","37572.64","296.77","0.80","06/25"
"匈牙利","20548.00","162.44","0.80","06/25"
"奧地利","4049.16","32.14","0.80","06/25"
"波蘭股市","42077.27","71.04","0.17","06/25"
"捷克股市","1510.20","-3.50","-0.23","06/25"
"瑞典股市","910.64","12.92","1.44","06/25"
"芬蘭股市","8838.35","243.85","2.84","06/25"
"挪威股市","417.42","0.53","0.13","06/25"
"希臘指數","3584.53","102.52","2.94","06/25"
"義大利","23182.00","309.00","1.35","16:43"
"盧森堡","2104.15","12.60","0.60","06/25"
"荷蘭","439.56","2.18","0.50","06/25"
"冰島","4520.01","20.25","0.45","06/25"
"丹麥","437.40","6.73","1.56","06/25"
"瑞士股市","7081.37","55.29","0.79","06/25"
"西班牙","1339.31","24.27","1.85","06/25"
"葡萄牙","3161.87","54.02","1.74","06/25"
"愛爾蘭","5416.07","126.96","2.40","06/25"
"以色列","1122.29","7.08","0.63","06/25"
"埃及股市","88729.87","-1534.86","-1.70","06/25"
"南非股市","28254.17","-280.43","-0.98","06/25"
"摩洛哥","28941.79","99.42","0.34","06/25"
"卡達指數","12087.38","-49.12","-0.40","06/25"
"杜拜指數","5454.32","-4.77","-0.09","06/25"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","11811.83","4.40","0.04","06/25"
"NASDAQ","2401.26","32.98","1.39","06/25"
"羅素2000","716.30","8.38","1.18","06/25"
"S&P 500","1321.97","7.68","0.58","06/25"
"費城金銀","180.19","0.57","0.32","06/25"
"DJ貴金屬","369.89","1.61","0.44","17:18"
"CBOE黃金","180.27","1.10","0.61","06/25"
"AMEX金蟲","413.52","0.08","0.02","06/25"
"AMEX能源","872.81","-5.70","-0.65","06/25"
"NYSE能源","16196.98","6.43","0.04","06/25"
"費城油業","349.01","-2.84","-0.81","06/25"
"AMEX石油","1516.82","2.19","0.14","06/25"
"費城半導","387.44","7.12","1.87","06/25"
"NSDQ金融","2375.22","29.49","1.26","06/25"
"NYSE金融","6613.55","57.45","0.88","06/25"
"NBI生技","802.18","12.65","1.60","06/25"
"AMEX生技","747.95","9.48","1.28","06/25"
"費城藥物","176.95","1.15","0.65","06/25"
"加拿大","14441.13","31.53","0.22","06/25"
"巴西指數","65853.34","1685.57","2.63","06/25"
"墨西哥","29569.44","277.83","0.95","06/25"
"阿根廷","2091.92","24.33","1.18","06/25"
"智利","3077.56","31.58","1.04","06/25"
"秘魯","16579.44","21.26","0.13","06/25"
"哥倫比亞","9293.28","5.36","0.06","06/25"
"委內瑞拉","36896.00","252.52","0.69","06/25"
"百慕達","4646.51","-17.47","-0.37","18:25"
"牙買加","110075.87","-783.73","-0.71","06/25"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","9139.00","-72.00","-0.78","06/24"
"波海海峽航運","12860.00","-252.00","-1.92","06/24"
"波海巴拿馬航","8904.00","108.00","1.23","06/24"
"VIX波動率","21.14","-1.28","-5.71","16:14"
"道瓊歐洲","3460.40","55.88","1.64","19:00"
"DJ交通運輸","5047.94","49.59","0.99","16:30"
"道瓊公用事業","524.82","2.62","0.50","16:30"
"歐洲公用事業","327.76","1.58","0.48","17:45"
"全球公用事業","7631.95","76.95","1.02","16:20"
"ISE水指數","88.86","0.60","0.68","17:00"
"道瓊水指數","542.44","4.30","0.80","17:17"
"純淨科技","1524.88","12.74","0.84","16:55"
"WH創新能源","267.31","-0.49","-0.18","16:55"
"WH乾淨能源","220.01","0.56","0.26","16:55"
"全球乾淨能源","3389.45","44.99","1.34","17:00"
"ISE替代能源","52.21","0.10","0.19","17:00"
"全球替代能源","3785.04","22.05","0.59","17:19"
"ET50環境科技","256.80","2.77","1.09","21:20"
"生物能源","443.90","4.27","0.97","17:20"
"環境服務","1071.58","14.05","1.33","16:55"
"歐洲環境控制","164.83","2.83","1.75","17:45"
"美國環境控制","111.18","2.23","2.05","16:15"
"Clvrt社會責任","76.94","0.68","0.89","17:18"
"ISE邪惡指數","104.24","1.52","1.48","17:00"
"DJ美國礦產","323.72","-5.53","-1.68","17:17"
"DJ世界原料","397.79","-3.15","-0.79","17:17"
"msci世界能源","319.01","-3.64","-1.13","06/24"
"msci世界原料","317.00","-1.88","-0.59","06/24"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"Dax全球農金","643.92","-8.40","-1.29","20:13"
"Rogers商品","5607.38","-21.24","-0.38","14:30"
"Rogers能源","1943.38","2.68","0.14","06/24"
"Rogers金屬","2399.02","-23.86","-0.98","06/24"
"Rogers農產","1494.75","-2.97","-0.20","06/24"
"日本不動產","2584.94","-49.87","-1.89","06:04"
"東證REIT","1391.52","-18.74","-1.33","06/25"
"澳洲不動產","1168.65","-26.87","-2.25","08:04"
"新加坡不動產","1032.89","1.17","0.11","06:04"
"恆生地產","26929.96","-240.41","-0.89","06/25"
"亞洲REIT","138.07","-0.92","-0.66","16:30"
"英國不動產","1594.36","30.96","1.98","22:04"
"歐陸不動產","2022.97","28.25","1.42","22:04"
"歐洲不動產","2525.11","36.24","1.46","22:04"
"DJ權益REIT","252.69","3.79","1.52","15:49"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","452.14","-2.47","-0.54","06/25"
"MS商品指數","953.58","-5.13","-0.54","06/25"
"高盛商品指數","10246.80","-126.60","-1.22","06/25"
"高盛農產品","477.69","10.99","2.35","06/25"
"高盛家畜指數","252.99","-2.63","-1.03","06/25"
"高盛貴金屬","1208.10","-12.35","-1.01","06/25"
"高盛工業金屬","449.60","-3.55","-0.78","06/25"
"高盛能源指數","465.04","-8.57","-1.81","06/25"
"天然氣","733.74","-7.97","-1.07","06/25"
"AMEX航空","17.07","0.29","1.73","06/25"
"銀行","62.62","0.23","0.37","06/25"
"醫療服務","426.57","6.29","1.50","06/25"
"電腦硬體","237.26","3.53","1.51","06/25"
"保險","3564.11","19.45","0.55","06/25"
"美國紙業","95.68","1.52","1.61","06/25"
"零售業","374.32","5.19","1.41","06/25"
"掮客商指數","157.17","1.42","0.91","06/25"
"美元指數","72.85","-0.40","-0.55","06/25"
"歐元指數","156.69","1.02","0.66","06/25"
"英鎊指數","197.51","0.46","0.23","06/25"
"日圓指數","92.72","-0.03","-0.03","06/25"
"澳幣指數","95.95","0.46","0.48","06/25"
"30年債券價格","113.97","-0.16","-0.14","06/25"
"30年債殖利率","46.57","-0.01","-0.02","06/25"
"10年期票利率","41.15","0.10","0.24","06/25"
"5年期票利率","35.41","0.05","0.14","06/25"
"3月期票利率","17.60","-0.35","-1.95","06/25"
"Put/Call比例","0.86","-0.13","-13.13","06/25"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金","886.10","-4.10","-0.46","06/25"
"銀","16.78","0.09","0.54","06/25"
"白金","2023.00","-9.00","-0.45","06/25"
"鈀","470.00","-2.00","-0.43","06/25"
"銅","3.8660","0.00","0.12","4:28"
"鎳","9.8876","0.00","0.00","2:21"
"鋁","1.3695","-0.00","-0.10","2:55"
"鋅","0.8438","0.00","0.00","2:21"
"鉛","0.8003","0.00","0.00","2:21"
"鈾","57.00","0.00","0.00","06/23"
"黃金期貨","882.300","-9.300","-1.04","1:41"
"銀期貨","16.607","-0.132","-0.79","1:40"
"銅期貨","377.300","-1.350","-0.36","1:18"
"天然氣期","12.753","-0.258","-1.98","5:12"
"布蘭特油期","134.330","-2.130","-1.56","3:05"
"WTI原油期","134.550","-2.450","-1.79","5:14"
"燃油期貨","374.920","-6.440","-1.69","5:12"
"玉米期貨","765.000","17.500","2.34","2:29"
"小麥期貨","920.250","32.250","3.63","2:22"
"可可粉期","3122.000","-25.000","-0.79","3:14"
"黃豆期貨","1525.000","34.000","2.28","2:35"
"黃豆油期貨","65.980","1.110","1.71","2:36"
"咖啡C期","150.350","2.000","1.35","3:15"
"十一號糖","12.650","-0.060","-0.47","3:14"
"二號棉期","81.080","0.550","0.68","3:15"
"活牛期貨","104.400","-0.275","-0.26","4:59"
"瘦豬期貨","74.000","-1.900","-2.50","4:58"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.5666","-0.0001","-0.01","5:53"
"英鎊/美元","1.9744","-0.0007","-0.04","5:53"
"美元/瑞士法郎","1.0352","0.0002","0.02","5:53"
"美元/俄盧布","23.5220","0.0013","0.01","5:53"
"美元/匈牙利幣","150.0800","0.1050","0.07","5:53"
"美元/土耳其幣","1.2152","0.0008","0.06","5:39"
"美元/南非幣","7.8594","0.0025","0.03","5:53"
"美元/以色列幣","3.3775","-0.0004","-0.01","5:53"
"美元/摩洛哥","7.3632","0.0000","0.00","06/25"
"美元/日圓","107.8350","0.0250","0.02","5:53"
"美元/人民幣","6.8654","0.0000","0.00","5:01"
"美元/港幣","7.8082","0.0000","0.00","5:29"
"美元/台幣","30.3300","0.0000","0.00","06/25"
"美元/韓圜","1037.9500","0.0000","0.00","06/25"
"美元/泰銖","33.5950","0.0250","0.07","5:40"
"美元/新元","1.3660","0.0000","0.00","5:51"
"美元/菲披索","44.4800","0.0000","0.00","06/25"
"美元/馬來幣","3.2630","0.0070","0.21","5:04"
"美元/印尼盾","9234.0000","0.0000","0.00","06/25"
"美元/印度盧比","42.7350","0.0000","0.00","06/25"
"澳幣/美元","0.9590","-0.0009","-0.09","5:53"
"紐幣/美元","0.7588","-0.0013","-0.17","5:54"
"美元/加幣","1.0090","-0.0006","-0.05","5:53"
"美元/巴西幣","1.5912","0.0006","0.04","5:31"
"美元/墨披索","10.2670","-0.0008","-0.01","5:52"
"美元/阿根廷","3.0155","-0.0005","-0.02","06/25"
"美元/智利","508.7750","0.0000","0.00","5:01"

"MSCI 指數"
"MSCI","指數","單日","一個月","YTD"
"世界指數","1428.38","0.51","-6.38","-10.10"
"中華指數","332.87","0.76","-9.98","-24.26"
"金龍指數","143.49","1.10","-9.34","-18.07"
"遠東指數","2982.34","-0.61","-7.00","-8.13"
"太平洋","2438.32","-0.77","-6.98","-8.60"
"AC亞太","138.22","-0.26","-7.86","-12.40"
"歐洲","1834.26","0.99","-7.91","-13.53"
"金磚四國","386.65","1.64","-9.44","-12.71"
"新興市場","1106.21","1.34","-8.58","-11.19"
"新興亞洲","409.62","0.95","-9.83","-20.27"
"新興東歐","367.06","0.72","-7.22","-4.08"
"新興拉美","4784.55","2.31","-7.08","8.73"
"歐非中東","423.72","1.17","-7.56","-7.54"
"中國","63.02","1.17","-10.75","-25.78"
"印度","415.24","1.37","-14.52","-37.92"
"俄羅斯","1491.69","0.67","-7.52","-2.91"
"巴西","4309.48","2.76","-7.61","11.44"
"台灣","287.21","1.81","-7.99","-2.30"
"韓國","359.14","-0.03","-9.16","-17.92"
"泰國","239.99","1.84","-10.21","-10.23"
"馬來西亞","338.56","0.40","-7.00","-17.13"
"印尼","596.44","-0.79","-3.70","-11.97"
"菲律賓","228.46","1.60","-14.07","-37.12"
"土耳其","477.87","2.05","-5.53","-36.38"
"以色列","277.94","0.18","-2.28","5.27"
"埃及","1256.26","-1.32","-7.17","-2.16"
"南非","438.75","2.76","-11.00","-13.69"

