"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17540.42","-129.65","-0.73","close"
"東證一部","1726.18","-12.83","-0.74","close"
"東證二部","4147.94","-6.36","-0.15","close"
"JASDAQ","82.21","-0.68","-0.82","close"
"上海綜合","3531.03","35.81","1.02","04/12"
"上海A股","3712.22","37.85","1.03","04/12"
"上海B股","188.23","0.22","0.12","04/12"
"香港恆生","20380.21","-69.22","-0.34","04/12"
"香港國企","10163.30","13.41","0.13","04/12"
"香港紅籌","3493.40","-28.56","-0.81","04/12"
"台灣指數","8075.20","-9.25","-0.11","13:46"
"韓國指數","1525.61","12.19","0.81","18:03"
"新加坡","3372.69","-47.93","-1.40","17:05"
"馬來西亞","1307.19","0.97","0.07","17:00"
"菲律賓","3223.22","-70.99","-2.15","12:11"
"印尼股市","1930.40","-0.65","-0.03","17:09"
"越南股市","1027.58","-7.10","-0.69","14:23"
"泰國股市","692.46","-2.64","-0.38","17:00"
"印度股市","13113.81","-69.43","-0.53","16:28"
"澳洲股市","6142.80","6.70","0.11","17:47"
"日本不動產","4005.92","-45.65","-1.13","15:45"
"東證REIT","2397.88","-26.22","-1.08","15:01"
"澳洲不動產","1921.27","-2.88","-0.15","19:15"
"新加坡不動產","1552.23","-13.06","-0.83","04/11"
"恆生地產","24588.23","-246.50","-0.99","17:01"
"亞洲REIT","188.16","-2.19","-1.15","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6416.40","3.10","0.05","15:36"
"法國指數","5748.94","-2.98","-0.05","17:10"
"德國指數","7142.95","-9.88","-0.14","18:41"
"俄羅斯","1967.02","-17.42","-0.88","18:00"
"道瓊歐洲","4280.02","-13.18","-0.31","17:15"
"土耳其","45566.09","-539.71","-1.17","15:39"
"匈牙利","24297.62","-85.60","-0.35","15:36"
"奧地利","4672.63","-60.44","-1.28","16:33"
"波蘭股市","58298.23","-908.20","-1.53","15:40"
"捷克股市","1763.60","-21.20","-1.19","16:13"
"愛沙尼亞","924.37","-21.54","-2.28","13:05"
"拉托維亞","665.86","3.25","0.49","13:05"
"立陶宛","499.13","-2.95","-0.59","13:05"
"盧森堡","2409.00","-25.31","-1.04","15:10"
"義大利","33273.00","-70.00","-0.21","16:43"
"西班牙","1651.17","-11.21","-0.67","16:39"
"瑞士股市","9110.06","-26.03","-0.28","16:30"
"瑞典股市","1253.21","4.02","0.32","16:45"
"芬蘭股市","10487.63","-51.94","-0.49","17:32"
"挪威股市","386.89","-3.77","-0.97","15:25"
"英國不動產","3096.51","-48.05","-1.53","16:37"
"歐陸不動產","3303.11","-48.99","-1.46","16:45"
"歐洲不動產","4077.21","-51.65","-1.25","16:45"
"以色列","1033.58","-4.12","-0.40","15:30"
"埃及股市","65270.38","-273.03","-0.42","14:02"
"南非股市","25067.76","182.83","0.73","16:00"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12552.96","68.34","0.55","16:30"
"NASDAQ","2480.32","21.01","0.85","17:17"
"羅素2000","815.05","6.81","0.84","16:59"
"S&P 500","1447.80","8.93","0.62","16:59"
"DJ貴金屬","283.41","0.22","0.08","17:34"
"CBOE黃金","150.20","0.54","0.36","16:49"
"AMEX金蟲","355.91","1.51","0.43","16:37"
"費城金銀","143.58","0.22","0.15","04/12"
"費城油業","227.05","4.26","1.91","04/12"
"AMEX石油","1267.68","20.29","1.63","16:37"
"NYSE能源","12480.52","205.01","1.67","17:06"
"AMEX能源","632.28","9.55","1.53","16:37"
"費城半導","475.88","4.60","0.98","04/12"
"NSDQ金融","3070.98","3.82","0.12","17:17"
"NYSE金融","9520.05","31.08","0.33","17:06"
"ISE水指數","76.81","0.54","0.71","16:29"
"道瓊水指數","731.01","8.50","1.18","17:26"
"道瓊權益REIT","322.97","-1.92","-0.59","16:49"
"NBI生技","816.04","13.37","1.67","17:17"
"AMEX生技","800.76","19.74","2.53","16:37"
"費城藥物","209.92","2.18","1.05","04/12"
"加拿大","13499.65","98.66","0.74","04/12"
"巴西指數","47346.56","407.37","0.87","04/12"
"墨西哥","29606.97","328.22","1.12","15:05"
"阿根廷","2188.07","33.57","1.56","04/12"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","676.00","-0.10","-0.01","5:47"
"銀","13.88","-0.01","-0.07","5:48"
"白金","1274.00","0.00","0.00","4:12"
"鈀","373.00","-2.00","-0.54","4:22"
"銅","3.4722","-0.0185","-0.53","1:14"
"鎳","22.5946","+0.2117","+0.96","1:18"
"鋁","1.2754","-0.0137","-1.06","0:44"
"鋅","1.5824","-0.0250","-1.58","1:27"
"鉛","0.9106","+0.0064","+0.72","0:30"
"黃金期貨","679.700","-2.000","-00.29","1:38"
"銀期貨","13.855","-0.035","-00.25","1:36"
"銅期貨","7880.000","120.000","01.55","04/11"
"天然氣期","7.924","0.069","00.88","2:44"
"WTI原油期","63.850","1.840","02.97","2:48"
"玉米期貨","387.250","-0.500","-00.13","04/12"
"小麥期貨","474.000","3.250","00.69","2:15"
"可可粉期","1911.000","-19.000","-00.98","0:23"
"大豆期貨","756.500","-7.500","-00.98","04/12"
"咖啡C期","115.700","3.350","02.98","1:14"
"十一號糖","9.880","-0.010","-00.10","1:12"
"二號棉期","52.810","-0.790","-01.47","2:30"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3480","0.0049","0.3648","4:53"
"英鎊/美元","1.9789","0.0040","0.2018","4:53"
"美元/瑞士法郎","1.2170","-0.0038","-0.3112","4:53"
"美元/俄盧布","25.8560","-0.0565","-0.2180","4:53"
"美元/匈牙利幣","182.1700","-0.6200","-0.3392","4:53"
"美元/土耳其幣","1.3747","-0.0008","-0.0582","4:51"
"美元/南非幣","7.1618","0.0148","0.2071","4:53"
"美元/日圓","119.1550","-0.2350","-0.1968","4:53"
"美元/人民幣","7.7250","-0.0010","-0.0129","4:33"
"美元/港幣","7.8142","0.0010","0.0128","4:44"
"美元/台幣","33.1200","-0.0250","-0.0754","21:07"
"美元/韓圜","932.2500","-0.2000","-0.0214","23:06"
"美元/泰銖","32.7500","0.3000","0.9245","4:32"
"美元/新元","1.5184","0.0000","0.0033","4:53"
"美元/馬來幣","3.4465","-0.0035","-0.1015","23:06"
"美元/印尼盾","9155.0000","65.0000","0.7151","4:01"
"美元/印度盧比","42.8530","0.0075","0.0175","19:59"
"澳幣/美元","0.8286","0.0043","0.5204","4:53"
"紐幣/美元","0.7298","0.0018","0.2473","4:53"
"美元/巴西幣","2.0328","-0.0050","-0.2478","4:53"
"美元/墨披索","11.0000","-0.0165","-0.1498","4:49"
"美元/加幣","1.1347","-0.0048","-0.4234","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","290.462","-0.208%","2.371","4/12"
"中國","53.286","-0.117%","2.35","4/12"
"印度","383.291","-0.378%","-1.88","4/12"
"俄羅斯","1229.088","-1.021%","-1.695","4/12"
"巴西","2408.827","0.596%","9.223","4/12"
"新興市場","963.337","-0.03%","5.554","4/12"
"新興亞洲","385.200","-0.06%","3.698","4/12"
"新興東歐","312.065","-0.906%","0.852","4/12"
"新興拉美","3287.606","0.608%","9.745","4/12"
"世界","384.359","0.278%","4.507","4/12"
"歐洲","565.589","0.024%","6.405","4/12"
"遠東ex日本","447.371","-0.254%","5.11","4/12"
"中華","297.536","-0.346%","2.815","4/12"
"歐洲小型","332.142","-0.291%","10.65","4/12"
"日本小型","105.605","0.099%","3.438","4/12"
"美國小型","311.247","0.844%","4.034","4/12"
"世界小型","253.485","0.359%","7.239","4/12"
"日本","3301.388","-0.489%","2.902","4/12"
"香港","7497.572","-0.628%","3.417","4/12"
"世界能源","246.72","2.95","1.21","04/12"
"世界原料","254.33","0.78","0.31","04/12"

