"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18002.03","38.39","0.21","7/24"
"東證一部","1765.99","8.70","0.50","7/24"
"東證二部","4196.23","-7.07","-0.17","7/24"
"JASDAQ","78.88","0.46","0.59","7/24"
"上海綜合","4210.33","-3.03","-0.07","07/24"
"上海A股","4416.84","-3.11","-0.07","07/24"
"上海B股","298.73","-0.80","-0.27","07/24"
"香港恆生","23472.88","0.00","0.00","07/24"
"香港國企","13480.72","0.00","0.00","07/24"
"香港紅籌","4598.50","0.00","0.00","07/24"
"台灣加權","9744.06","122.49","1.27","07/24"
"台灣店頭","228.54","1.23","0.54","07/24"
"韓國指數","1992.26","-0.79","-0.04","07/24"
"新加坡","3665.13","29.78","0.82","07/24"
"馬來西亞","1392.18","10.65","0.77","07/24"
"菲律賓","3706.24","-31.55","-0.84","07/24"
"印尼股市","2401.14","20.93","0.88","07/24"
"越南股市","982.43","3.20","0.33","07/24"
"泰國股市","880.95","18.33","2.12","07/24"
"印度股市","15794.92","62.72","0.40","07/24"
"斯里蘭卡","2411.76","21.40","0.90","07/24"
"澳洲股市","6455.50","0.00","0.00","10:30"
"紐西蘭","4301.94","-19.34","-0.45","08:10"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2050.15","-41.11","-1.97","07/24"
"英國指數","6498.70","-125.70","-1.90","15:35"
"法國指數","5907.47","-101.69","-1.69","17:10"
"德國指數","7806.79","-137.42","-1.73","18:37"
"道瓊歐洲","4412.06","-70.69","-1.58","17:15"
"土耳其","54930.74","-694.70","-1.25","15:42"
"匈牙利","29713.59","-404.53","-1.34","15:36"
"奧地利","4820.26","-45.78","-0.94","16:35"
"波蘭股市","65252.94","-792.66","-1.20","15:40"
"捷克股市","1841.60","-24.50","-1.31","16:13"
"盧森堡","2493.29","-17.95","-0.71","16:40"
"義大利","32279.00","-577.00","-1.76","16:43"
"西班牙","1641.95","-14.75","-0.89","16:41"
"瑞士股市","9047.68","-69.77","-0.77","16:31"
"瑞典股市","1274.90","-18.27","-1.41","16:47"
"芬蘭股市","11395.44","-145.57","-1.26","17:32"
"挪威股市","430.25","-10.42","-2.36","15:25"
"以色列","1165.25","6.90","0.60","07/23"
"埃及股市","74283.22","363.17","0.49","12:35"
"南非股市","26806.08","-295.42","-1.09","16:00"
"摩洛哥","23844.01","7.55","0.03","19:08"
"約旦指數","5684.61","8.28","0.15","13:59"
"杜拜指數","4346.88","39.99","0.93","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13716.95","-226.47","-1.62","16:30"
"NASDAQ","2639.86","-50.72","-1.89","17:16"
"羅素2000","811.86","-23.76","-2.84","17:00"
"S&P 500","1511.04","-30.53","-1.98","16:59"
"DJ貴金屬","316.22","-5.59","-1.74","17:27"
"CBOE黃金","160.05","-2.52","-1.55","16:49"
"AMEX金蟲","364.71","-4.22","-1.14","17:45"
"費城金銀","155.41","-2.85","-1.80","07/24"
"費城油業","278.53","-6.80","-2.38","07/24"
"AMEX石油","1423.38","-51.78","-3.51","17:45"
"NYSE能源","14256.41","-457.08","-3.11","17:05"
"AMEX能源","722.29","-22.64","-3.04","17:45"
"費城半導","523.74","-10.20","-1.91","07/24"
"NSDQ金融","2997.58","-91.77","-2.97","17:16"
"NYSE金融","9327.27","-220.20","-2.31","17:05"
"NBI生技","804.26","-9.64","-1.18","17:16"
"AMEX生技","771.71","-5.99","-0.77","17:45"
"費城藥物","207.10","-3.41","-1.62","07/24"
"加拿大","14068.16","-400.17","-2.77","07/24"
"巴西指數","55794.57","-2242.20","-3.86","07/24"
"墨西哥","31462.15","-706.28","-2.20","07/24"
"阿根廷","2241.43","-62.00","-2.69","07/24"
"智利","3378.29","-13.73","-0.41","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5265.10","-101.90","-1.90","16:04"
"DJ建商","482.31","-21.12","-4.20","16:07"
"S&P建商","579.03","-20.55","-3.43","16:20"
"道瓊公用事業","496.84","-17.76","-3.45","16:05"
"歐洲公用事業","320.60","-4.34","-1.34","17:45"
"全球公用事業","7374.87","-140.72","-1.87","16:08"
"ISE水指數","86.22","-1.73","-1.97","16:24"
"道瓊水指數","739.12","-13.22","-1.76","16:02"
"NSDQ純淨優勢","535.83","-15.19","-2.76","16:24"
"純淨科技","1340.67","-34.03","-2.48","16:24"
"WH革新能源","273.52","-9.47","-3.35","16:24"
"WH乾淨能源","230.77","-4.96","-2.10","16:24"
"全球乾淨能源","3040.66","-64.57","-2.08","16:14"
"ISE替代能源","55.91","-1.72","-2.98","16:24"
"全球替代能源","3232.01","-49.02","-1.49","16:23"
"生物能源","715.19","-13.79","-1.89","16:24"
"AMEX環境服務","1018.73","-27.42","-2.62","16:24"
"亞太環境控制","175.55","-0.16","-0.09","17:30"
"歐洲環境控制","196.16","-1.39","-0.70","17:45"
"美國環境控制","106.38","-2.33","-2.14","16:15"
"KLD社會責任","131.22","-2.55","-1.91","16:24"
"KLD社會400","534.12","-9.79","-1.80","16:14"
"Clvrt社會責任","89.61","-1.65","-1.81","16:06"
"ISE邪惡指數","123.66","-2.05","-1.63","16:24"
"MSCI世界能源","290.03","1.28","0.44","07/23"
"MSCI世界原料","296.82","1.34","0.45","07/23"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3649.99","-4.85","-0.13","16:44"
"東證REIT","2097.37","-16.35","-0.77","16:01"
"澳洲不動產","1852.01","6.79","0.37","20:14"
"新加坡不動產","1537.17","-21.59","-1.39","07/23"
"恆生地產","28330.91","669.03","2.42","18:01"
"亞洲REIT","173.24","-0.30","-0.17","17:30"
"英國不動產","2517.06","-51.84","-2.02","17:36"
"歐陸不動產","2750.31","-46.35","-1.66","17:45"
"歐洲不動產","3465.24","-60.61","-1.72","17:45"
"DJ權益REIT","281.29","-6.53","-2.27","16:29"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","317.89","-1.20","-0.38","07/24"
"MS商品指數","787.35","-17.67","-2.19","07/24"
"高盛商品指數","6197.95","-90.62","-1.44","07/23"
"高盛農產品","280.77","-3.28","-1.15","07/23"
"高盛家畜指數","242.41","1.31","0.55","07/23"
"高盛工業金屬","495.88","-8.49","-1.68","07/23"
"天然氣","506.32","-17.29","-3.30","07/24"
"AMEX航空","51.28","0.16","0.31","07/24"
"銀行","107.94","-3.31","-2.98","07/24"
"醫療服務","487.94","-1.64","-0.33","07/24"
"電腦科技","901.07","-14.00","-1.53","07/24"
"電腦硬體","247.78","-4.69","-1.86","07/24"
"保險","4114.59","-102.30","-2.43","07/24"
"美國紙業","174.45","-2.96","-1.67","07/24"
"零售業","500.50","-11.13","-2.18","07/24"
"掮客商指數","239.81","-9.25","-3.71","07/24"
"美元指數","80.13","-0.24","-0.30","07/24"
"歐元指數","138.27","0.25","0.18","07/24"
"日圓指數","82.96","0.53","0.64","07/24"
"澳幣指數","88.38","0.06","0.07","07/24"
"30年債券價格","108.47","0.12","0.12","07/24"
"30年債殖利率","50.62","-0.05","-0.10","07/24"
"10年期票利率","49.44","-0.20","-0.40","07/24"
"5年期票殖利率","48.26","-0.32","-0.66","07/24"
"3月期票殖利率","48.75","0.20","0.41","07/24"
"Put/Call比例","1.48","0.66","80.49","07/24"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","682.60","-2.60","-0.38","3:48"
"銀","13.28","-0.12","-0.90","5:16"
"白金","1325.00","-2.00","-0.15","2:20"
"鈀","369.00","0.00","0.00","23:20"
"銅","3.6356","-0.0454","-1.24","2:45"
"鎳","14.9081","+0.0000","+0.00","2:45"
"鋁","1.2587","+0.0000","+0.00","2:45"
"鋅","1.6651","+0.0000","+0.00","2:45"
"鉛","1.5700","+0.0000","+0.00","2:45"
"黃金期貨","684.800","3.300","0.48","1:46"
"銀期貨","13.443","0.113","0.85","1:36"
"銅期貨","8105.000","-86.000","-1.05","07/23"
"天然氣期","5.863","-0.176","-2.91","07/24"
"布蘭特油期","75.080","-1.780","-2.32","3:02"
"WTI原油期","73.560","-1.330","-1.78","07/24"
"玉米期貨","326.750","1.250","0.38","07/24"
"小麥期貨","642.000","21.750","3.51","2:15"
"可可粉期","2100.000","33.000","1.60","0:18"
"大豆期貨","845.500","4.500","0.54","07/24"
"咖啡C期","115.750","3.400","3.03","1:07"
"十一號糖","10.190","0.040","0.39","1:39"
"二號棉期","63.850","1.050","1.67","2:21"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3827","0.0004","0.03","5:54"
"英鎊/美元","2.0618","-0.0009","-0.05","5:53"
"美元/瑞士法郎","1.2027","-0.0003","-0.03","5:53"
"美元/俄盧布","25.3850","-0.0041","-0.02","5:53"
"美元/匈牙利幣","178.7300","0.0800","0.04","5:53"
"美元/土耳其幣","1.2545","0.0000","0.00","07/24"
"美元/南非幣","6.8794","0.0109","0.16","5:53"
"美元/日圓","120.1700","-0.0800","-0.07","5:53"
"美元/人民幣","7.5625","0.0000","0.00","07/24"
"美元/港幣","7.8223","-0.0002","-0.00","5:46"
"美元/台幣","32.7400","0.0000","0.00","07/24"
"美元/韓圜","914.3000","0.0000","0.00","07/24"
"美元/泰銖","30.0500","-0.3550","-1.17","5:28"
"美元/新元","1.5050","-0.0012","-0.08","5:51"
"美元/馬來幣","3.4110","0.0000","0.00","07/24"
"美元/印尼盾","9087.5000","0.0000","0.00","07/24"
"美元/印度盧比","40.2380","0.0000","0.00","07/24"
"澳幣/美元","0.8812","-0.0007","-0.08","5:53"
"紐幣/美元","0.8038","-0.0022","-0.27","5:53"
"美元/巴西幣","1.8660","0.0000","0.00","07/24"
"美元/墨披索","10.8390","0.0020","0.02","5:51"
"美元/加幣","1.0374","0.0017","0.16","5:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","357.81","-1.35","26.11","07/24"
"中國","69.92","0.94","34.30","07/24"
"印度","490.39","0.23","25.54","07/24"
"俄羅斯","1289.36","-2.38","3.12","07/24"
"巴西","3119.95","-3.90","41.47","07/24"
"菲律賓","361.12","-0.72","37.20","07/24"
"墨西哥","6492.57","-2.38","18.41","07/24"
"新興市場","1156.68","-0.55","26.74","07/24"
"新興亞洲","484.17","0.76","30.34","07/24"
"新興東歐","335.63","-2.16","8.47","07/24"
"新興拉美","3967.20","-3.02","32.43","07/24"
"世界","407.75","-1.32","10.87","07/24"
"歐洲","593.95","-1.50","11.74","07/24"
"遠東ex日本","544.53","0.85","27.94","07/24"
"中華","362.76","0.87","25.35","07/24"
"歐洲小型","345.81","-0.98","15.20","07/24"
"日本小型","103.48","0.86","1.36","07/24"
"美國小型","310.23","-2.83","3.69","07/24"
"世界小型","260.33","-1.34","10.14","07/24"
"日本","3348.05","1.03","4.36","07/24"
"香港","8236.44","0.77","13.61","07/24"
"阿拉伯市場","697.78","0.82","15.39","07/24"

