"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17106.09","150.78","0.89","10/18"
"東證一部","1617.75","17.46","1.09","10/18"
"東證二部","3651.03","30.66","0.85","10/18"
"JASDAQ","78.36","1.86","2.43","10/18"
"上海綜合","5825.28","-211.00","-3.50","10/18"
"上海A股","6114.95","-222.11","-3.50","10/18"
"上海B股","378.64","-8.21","-2.12","10/18"
"香港恆生","29465.05","166.34","0.57","10/18"
"香港國企","19722.38","186.04","0.95","10/18"
"香港紅籌","6494.90","37.29","0.58","10/18"
"台灣加權","9637.07","74.91","0.78","10/18"
"台灣店頭","192.72","3.47","1.83","10/18"
"韓國指數","2005.09","21.15","1.07","10/18"
"新加坡","3809.69","-30.04","-0.78","10/18"
"馬來西亞","1376.32","1.93","0.14","10/18"
"菲律賓","3771.12","11.08","0.29","10/18"
"印尼股市","2616.74","-24.85","-0.94","10/18"
"越南股市","1088.68","-12.61","-1.15","10/18"
"泰國股市","876.75","-7.78","-0.88","10/18"
"印度股市","17998.39","-717.43","-3.83","10/18"
"斯里蘭卡","2625.62","19.75","0.76","10/18"
"澳洲股市","6781.00","84.90","1.27","10/18"
"紐西蘭","4311.44","-1.71","-0.04","07:17"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2136.53","-21.56","-1.00","10/18"
"英國指數","6609.40","-68.30","-1.02","10/18"
"法國指數","5767.24","-51.56","-0.89","10/18"
"德國指數","7921.40","-64.01","-0.80","10/18"
"道瓊歐洲","4420.38","-21.42","-0.48","10/18"
"土耳其","56268.18","-1663.74","-2.87","10/18"
"匈牙利","27772.48","-176.10","-0.63","10/18"
"奧地利","4789.08","-55.28","-1.14","10/18"
"波蘭股市","62552.95","-1065.73","-1.68","10/18"
"捷克股市","1886.00","-6.20","-0.33","10/18"
"盧森堡","2520.18","-23.56","-0.93","10/18"
"義大利","31205.00","-299.00","-0.95","16:43"
"西班牙","1691.13","7.12","0.42","10/18"
"瑞士股市","9027.48","-44.33","-0.49","10/18"
"瑞典股市","1187.36","-19.50","-1.62","10/18"
"芬蘭股市","12140.07","113.08","0.94","10/18"
"挪威股市","422.26","-6.98","-1.63","10/18"
"以色列","1190.30","-4.61","-0.39","10/18"
"埃及股市","79218.74","-290.69","-0.37","10/18"
"南非股市","28261.35","-60.60","-0.21","10/18"
"摩洛哥","26562.08","111.26","0.42","10/18"
"約旦指數","6484.62","78.56","1.23","10/18"
"杜拜指數","4744.22","105.46","2.27","10/18"

