"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15257.00","225.40","1.50","16:00"
"東證一部","1469.20","11.64","0.80","15:00"
"東證二部","3220.17","-10.53","-0.33","15:00"
"JASDAQ","71.27","1.08","1.54","15:00"
"上海綜合","5101.78","58.24","1.15","15:15"
"上海A股","5353.76","61.36","1.16","15:15"
"上海B股","355.48","0.91","0.26","15:15"
"滬深300","5101.85","64.66","1.28","15:00"
"香港恆生","27626.92","609.83","2.26","16:01"
"香港國企","15981.81","249.03","1.58","16:01"
"香港紅籌","6013.34","138.15","2.35","16:02"
"台灣加權","7941.44","84.36","1.07","13:46"
"台灣店頭","137.92","-0.90","-0.65","13:46"
"韓國指數","1878.32","33.95","1.84","18:03"
"新加坡","3398.10","40.76","1.21","17:05"
"馬來西亞","1403.56","16.35","1.18","17:00"
"菲律賓","3532.98","41.02","1.17","12:11"
"印尼股市","2657.98","11.75","0.44","12/19"
"越南股市","935.07","4.62","0.50","11:00"
"泰國股市","813.60","21.89","2.76","17:01"
"印度股市","19162.57","70.61","0.37","12/20"
"澳洲股市","6309.40","64.60","1.03","16:47"
"紐西蘭","3993.51","45.95","1.16","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2296.09","12.81","0.56","17:00"
"英國指數","6434.10","88.50","1.39","15:46"
"法國指數","5602.77","91.32","1.66","17:10"
"德國指數","8002.67","133.48","1.70","19:29"
"道瓊歐洲","4384.55","69.85","1.62","18:00"
"土耳其","53847.36","-376.22","-0.69","12/19"
"匈牙利","26053.91","503.44","1.97","15:36"
"奧地利","4477.11","53.21","1.20","16:35"
"波蘭股市","55792.46","482.62","0.87","15:40"
"捷克股市","1769.00","-25.60","-1.43","16:13"
"盧森堡","2332.08","37.54","1.64","16:40"
"義大利","29095.00","237.00","0.82","16:43"
"西班牙","1654.97","15.27","0.93","16:25"
"瑞士股市","8468.37","65.53","0.78","16:30"
"瑞典股市","1078.93","18.94","1.79","16:45"
"芬蘭股市","11619.20","292.87","2.59","17:31"
"挪威股市","412.88","10.05","2.49","15:24"
"以色列","1198.73","10.05","0.85","12/20"
"埃及股市","89993.00","768.47","0.86","12/17"
"南非股市","26706.85","894.87","3.47","15:00"
"摩洛哥","25327.26","0.00","0.00","19:02"
"約旦指數","7272.58","62.55","0.87","12/17"
"杜拜指數","5737.39","-7.23","-0.13","12/17"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13450.65","205.01","1.55","16:30"
"NASDAQ","2691.99","51.13","1.94","17:16"
"羅素2000","785.60","18.06","2.35","16:59"
"S&P 500","1484.46","24.34","1.67","16:59"
"費城金銀","167.96","6.21","3.84","16:45"
"DJ貴金屬","342.28","11.65","3.52","17:32"
"CBOE黃金","168.98","6.86","4.23","12/21"
"AMEX金蟲","398.55","17.94","4.71","17:16"
"AMEX能源","792.08","19.78","2.56","17:16"
"NYSE能源","15174.29","302.38","2.03","17:05"
"費城油業","300.43","9.11","3.13","16:45"
"AMEX石油","1547.35","39.55","2.62","17:16"
"費城半導","416.21","1.64","0.40","16:45"
"NSDQ金融","2915.48","84.95","3.00","17:16"
"NYSE金融","8310.63","149.49","1.83","17:05"
"NBI生技","853.94","8.94","1.06","17:16"
"AMEX生技","811.11","6.67","0.83","17:16"
"費城藥物","207.27","1.75","0.85","16:45"
"加拿大","13596.09","189.08","1.41","17:05"
"巴西指數","63097.71","1381.51","2.24","16:18"
"墨西哥","29638.40","489.95","1.68","15:06"
"阿根廷","2145.25","4.94","0.23","17:00"
"智利","3085.41","53.91","1.78","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","9392.00","-199.00","-2.08","12/20"
"波海海峽航運","13912.00","-278.00","-1.96","12/20"
"波海巴拿馬航運","8678.00","-320.00","-3.56","12/20"
"VIX波動率","18.47","-2.11","-10.25","16:14"
"DJ交通運輸","4644.05","60.19","1.31","16:30"
"道瓊公用事業","540.32","3.60","0.67","16:30"
"歐洲公用事業","358.39","2.08","0.58","17:45"
"全球公用事業","8177.77","69.49","0.86","16:15"
"ISE水指數","89.54","2.79","3.22","16:44"
"道瓊水指數","720.28","9.59","1.35","16:01"
"NSDQ純淨優勢","649.91","15.69","2.47","16:44"
"純淨科技","1552.02","35.87","2.37","16:44"
"WH革新能源","271.52","6.46","2.44","16:44"
"WH乾淨能源","283.68","7.55","2.73","16:44"
"全球乾淨能源","3781.67","46.47","1.24","16:34"
"ISE替代能源","69.83","1.21","1.76","16:44"
"全球替代能源","3946.62","86.45","2.24","16:33"
"生物能源","691.09","11.25","1.66","16:34"
"AMEX環境服務","1043.00","22.18","2.17","16:44"
"歐洲環境控制","175.98","2.36","1.36","17:45"
"美國環境控制","103.49","1.82","1.79","16:15"
"KLD社會責任","128.45","1.79","1.41","16:44"
"Clvrt社會責任","88.09","1.40","1.61","16:10"
"ISE邪惡指數","130.75","1.69","1.31","16:44"
"MSCI世界能源","290.57","2.24","0.78","12/20"
"MSCI世界原料","284.10","1.44","0.51","12/20"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4381.06","60.80","1.41","14:30"
"Rogers能源","1254.20","-4.48","-0.36","12/20"
"Rogers金屬","2126.41","3.51","0.17","12/20"
"Rogers農產","1343.24","-3.26","-0.24","12/20"
"日本不動產","2965.14","-27.03","-0.90","15:44"
"東證REIT","1853.62","-7.80","-0.42","15:00"
"澳洲不動產","1679.71","-0.66","-0.04","18:14"
