"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15499.56","372.93","2.47","11/14"
"東證一部","1497.71","42.98","2.95","11/14"
"東證二部","3437.74","53.31","1.58","11/14"
"JASDAQ","73.13","2.17","3.06","11/14"
"上海綜合","5412.69","254.58","4.94","11/14"
"上海A股","5682.55","267.42","4.94","11/14"
"上海B股","344.76","14.73","4.46","11/14"
"香港恆生","29166.01","1362.66","4.90","11/14"
"香港國企","17837.13","1142.05","6.84","11/14"
"香港紅籌","6199.07","453.28","7.89","11/14"
"台灣加權","8942.93","215.72","2.47","11/14"
"台灣店頭","161.70","3.53","2.23","11/14"
"韓國指數","1972.58","39.69","2.05","11/14"
"新加坡","3524.91","49.44","1.42","11/14"
"馬來西亞","1384.58","1.15","0.08","11/14"
"菲律賓","3681.62","82.13","2.28","11/14"
"印尼股市","2691.87","37.66","1.42","11/14"
"越南股市","993.75","20.16","2.07","11/14"
"泰國股市","861.51","3.85","0.45","11/14"
"印度股市","19929.06","893.58","4.69","11/14"
"斯里蘭卡","2629.34","12.36","0.47","11/14"
"澳洲股市","6637.30","-12.70","-0.19","10:07"
"紐西蘭","4119.33","-21.32","-0.51","07:45"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2244.11","21.27","0.96","11/14"
"英國指數","6432.10","69.70","1.10","11/14"
"法國指數","5613.60","74.69","1.35","11/14"
"德國指數","7783.11","5.55","0.07","11/14"
"道瓊歐洲","4338.28","26.30","0.61","11/14"
"土耳其","55664.90","945.89","1.73","11/14"
"匈牙利","26479.66","-49.81","-0.19","11/14"
"奧地利","4500.35","-34.60","-0.76","11/14"
"波蘭股市","57383.98","-594.37","-1.03","11/14"
"捷克股市","1828.30","17.20","0.95","11/14"
"盧森堡","2351.70","36.26","1.57","11/14"
"義大利","29904.00","208.00","0.70","16:43"
"西班牙","1712.13","1.12","0.07","11/14"
"瑞士股市","8631.04","130.40","1.53","11/14"
"瑞典股市","1121.57","1.28","0.11","11/14"
"芬蘭股市","11966.06","91.99","0.77","11/14"
"挪威股市","421.98","4.29","1.03","11/14"
"以色列","1207.47","-1.92","-0.16","11/14"
"埃及股市","82839.63","963.49","1.18","11/14"
"南非股市","27825.15","212.05","0.77","11/14"
"摩洛哥","26243.71","53.52","0.20","11/14"
"約旦指數","6812.46","3.36","0.05","11/14"
"杜拜指數","5582.50","92.63","1.69","11/14"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13231.01","-76.08","-0.57","17:01"
"NASDAQ","2644.32","-29.33","-1.10","17:16"
"羅素2000","782.47","-6.68","-0.85","16:59"
"S&P 500","1470.58","-10.47","-0.71","16:59"
"費城金銀","178.47","2.20","1.25","11/14"
"DJ貴金屬","365.89","4.58","1.27","17:29"
"CBOE黃金","181.50","2.37","1.32","16:49"
"AMEX金蟲","423.62","6.13","1.47","17:28"
"AMEX能源","730.07","-2.59","-0.35","17:28"
"NYSE能源","14500.50","-58.29","-0.40","17:05"
"費城油業","279.75","-0.39","-0.14","11/14"
"AMEX石油","1426.83","-11.21","-0.78","17:28"
"費城半導","431.70","-8.42","-1.91","11/14"
"NSDQ金融","2972.87","-18.91","-0.63","17:16"
"NYSE金融","8758.21","-56.34","-0.64","17:05"
"NBI生技","850.26","-1.95","-0.23","17:16"
"AMEX生技","810.72","1.02","0.13","17:28"
"費城藥物","205.51","-1.11","-0.54","11/14"
"加拿大","13774.54","69.40","0.51","11/14"
"巴西指數","64630.87","1703.84","2.71","11/14"
"墨西哥","29655.68","170.90","0.58","15:06"
"阿根廷","2309.43","4.20","0.18","11/14"
"智利","3285.34","46.45","1.43","11/14"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","11039.00","44.00","0.40","11/13"
"波海海峽航運","15949.00","289.00","1.84","11/13"
"波海巴拿馬航運","11221.00","-147.00","-1.29","11/13"
"VIX波動率","25.94","1.84","7.63","16:15"
"DJ交通運輸","4671.64","-34.14","-0.73","16:30"
