"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15396.30","-103.26","-0.67","11/15"
"東證一部","1498.86","1.15","0.08","11/15"
"東證二部","3437.35","-0.39","-0.01","11/15"
"JASDAQ","72.42","-0.71","-0.97","11/15"
"上海綜合","5365.27","-47.43","-0.88","11/15"
"上海A股","5632.87","-49.68","-0.87","11/15"
"上海B股","340.68","-4.08","-1.18","11/15"
"香港恆生","28751.21","-414.80","-1.42","11/15"
"香港國企","17485.46","-351.67","-1.97","11/15"
"香港紅籌","6137.77","-61.30","-0.99","11/15"
"台灣加權","8905.41","-37.52","-0.42","11/15"
"台灣店頭","161.00","-0.70","-0.43","11/15"
"韓國指數","1947.74","-24.84","-1.26","11/15"
"新加坡","3477.59","-47.32","-1.34","11/15"
"馬來西亞","1390.00","5.42","0.39","11/15"
"菲律賓","3672.22","-9.40","-0.26","11/15"
"印尼股市","2705.82","13.95","0.52","11/15"
"越南股市","1002.71","8.96","0.90","11/15"
"泰國股市","855.52","-5.99","-0.70","11/15"
"印度股市","19784.89","-144.17","-0.72","11/15"
"斯里蘭卡","2641.60","12.26","0.47","11/15"
"澳洲股市","6549.00","-45.40","-0.69","10:22"
"紐西蘭","4112.86","-0.31","-0.01","08:00"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2217.95","-26.16","-1.17","11/15"
"英國指數","6359.60","-72.50","-1.13","11/15"
"法國指數","5561.13","-52.47","-0.93","11/15"
"德國指數","7667.03","-116.08","-1.49","11/15"
"道瓊歐洲","4301.44","-36.84","-0.85","11/15"
"土耳其","54743.01","-921.89","-1.66","11/15"
"匈牙利","26485.95","6.29","0.02","11/15"
"奧地利","4433.54","-66.81","-1.48","11/15"
"波蘭股市","55600.24","-1783.74","-3.11","11/15"
"捷克股市","1797.40","-30.90","-1.69","11/15"
"盧森堡","2337.38","-14.32","-0.61","11/15"
"義大利","29724.00","-180.00","-0.60","16:43"
"西班牙","1703.65","-8.48","-0.50","11/15"
"瑞士股市","8593.65","-37.39","-0.43","11/15"
"瑞典股市","1102.59","-18.98","-1.69","11/15"
"芬蘭股市","11831.71","-134.35","-1.12","11/15"
"挪威股市","414.56","-7.42","-1.76","11/15"
"以色列","1199.79","-7.68","-0.64","11/15"
"埃及股市","83001.18","161.55","0.20","11/15"
"南非股市","27281.66","-543.49","-1.95","11/15"
"摩洛哥","26317.75","74.04","0.28","11/15"
"約旦指數","6794.60","-17.86","-0.26","11/15"
"杜拜指數","5623.14","40.64","0.73","11/15"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13110.05","-120.96","-0.91","16:30"
"NASDAQ","2618.51","-25.81","-0.98","17:16"
"羅素2000","771.60","-10.87","-1.39","16:59"
"S&P 500","1451.15","-19.43","-1.32","16:59"
"費城金銀","169.99","-8.48","-4.75","11/15"
"DJ貴金屬","347.90","-17.99","-4.92","17:29"
"CBOE黃金","173.78","-7.72","-4.25","16:49"
"AMEX金蟲","405.16","-18.46","-4.36","17:12"
"AMEX能源","712.84","-17.23","-2.36","17:12"
"NYSE能源","14174.56","-325.94","-2.25","17:06"
"費城油業","271.30","-8.45","-3.02","11/15"
"AMEX石油","1392.33","-34.50","-2.42","17:12"
"費城半導","428.34","-3.36","-0.78","11/15"
"NSDQ金融","2916.75","-56.12","-1.89","17:16"
"NYSE金融","8524.67","-233.54","-2.67","17:06"
"NBI生技","847.34","-2.92","-0.34","17:16"
"AMEX生技","811.81","1.09","0.13","17:12"
"費城藥物","204.52","-0.99","-0.48","11/15"
"加拿大","13524.43","-250.11","-1.82","11/15"
"巴西指數","64630.87","1703.84","2.71","11/14"
"墨西哥","29170.90","-484.78","-1.63","15:06"
"阿根廷","2268.07","-41.36","-1.79","11/15"
"智利","3259.73","-25.61","-0.78","11/15"

"分類指數行情"
