"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16268.92","-248.56","-1.50","11/05"
"東證一部","1575.13","-25.04","-1.56","11/05"
"東證二部","3609.41","-24.95","-0.69","11/05"
"JASDAQ","76.85","-1.84","-2.34","11/05"
"上海綜合","5634.45","-143.36","-2.48","11/05"
"上海A股","5914.17","-151.35","-2.50","11/05"
"上海B股","370.44","-0.97","-0.26","11/05"
"香港恆生","28942.32","-1526.02","-5.01","11/05"
"香港國企","18291.20","-1248.93","-6.39","11/05"
"香港紅籌","6341.90","-426.90","-6.31","11/05"
"台灣加權","9308.60","35.51","0.38","11/05"
"台灣店頭","176.22","-1.27","-0.72","11/05"
"韓國指數","2015.76","-3.58","-0.18","11/05"
"新加坡","3670.18","-45.14","-1.21","11/05"
"馬來西亞","1384.73","-12.75","-0.91","11/05"
"菲律賓","3774.81","15.84","0.42","11/05"
"印尼股市","2652.48","-58.14","-2.14","11/05"
"越南股市","1047.15","-19.48","-1.83","11/05"
"泰國股市","872.86","-21.48","-2.40","11/05"
"印度股市","19590.78","-385.45","-1.93","11/05"
"斯里蘭卡","2631.88","-12.36","-0.47","11/05"
"澳洲股市","6647.80","27.70","0.42","09:37"
"紐西蘭","4114.54","-26.66","-0.64","07:17"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2228.15","7.99","0.36","11/02"
"英國指數","6461.40","-69.20","-1.06","11/05"
"法國指數","5684.62","-35.80","-0.63","11/05"
"德國指數","7807.55","-41.94","-0.53","11/05"
"道瓊歐洲","4392.80","-17.28","-0.39","11/05"
"土耳其","56064.31","-790.75","-1.39","11/05"
"匈牙利","27214.88","-167.29","-0.61","11/05"
"奧地利","4691.58","-72.18","-1.52","11/05"
"波蘭股市","61759.14","-395.51","-0.64","11/05"
"捷克股市","1888.60","-19.70","-1.03","11/05"
"盧森堡","2374.08","-23.80","-0.99","11/05"
"義大利","30727.00","-254.00","-0.82","16:43"
"西班牙","1716.89","-1.13","-0.07","11/05"
"瑞士股市","8707.75","-62.64","-0.71","11/05"
"瑞典股市","1157.55","4.33","0.38","11/05"
"芬蘭股市","12398.22","-56.57","-0.45","11/05"
"挪威股市","428.43","-1.72","-0.40","11/05"
"以色列","1225.28","-4.71","-0.38","11/05"
"埃及股市","83272.61","-539.63","-0.64","11/05"
"南非股市","27446.23","-214.91","-0.78","11/05"
"摩洛哥","26462.55","154.01","0.59","11/05"
"約旦指數","6837.09","43.50","0.64","11/05"
"杜拜指數","5528.29","123.89","2.29","11/05"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13543.40","-51.70","-0.38","16:30"
"NASDAQ","2795.18","-15.20","-0.54","17:16"
"羅素2000","790.43","-7.35","-0.92","16:59"
"S&P 500","1502.17","-7.48","-0.50","16:59"
"費城金銀","186.61","-1.02","-0.54","16:45"
"DJ貴金屬","381.91","-2.63","-0.68","17:33"
"CBOE黃金","189.27","-1.29","-0.68","16:50"
"AMEX金蟲","436.81","-2.57","-0.58","17:46"
"AMEX能源","755.41","-2.94","-0.39","17:46"
"NYSE能源","15022.70","-146.69","-0.97","17:06"
"費城油業","294.86","-2.44","-0.82","16:45"
"AMEX石油","1470.35","-0.98","-0.07","16:42"
"費城半導","452.22","-5.71","-1.25","16:45"
"NSDQ金融","2891.36","-16.75","-0.58","17:16"
"NYSE金融","8789.29","-142.52","-1.60","17:06"
"NBI生技","877.51","-7.08","-0.80","17:16"
"AMEX生技","815.00","-11.88","-1.44","17:46"
"費城藥物","205.16","-0.40","-0.20","16:45"
"加拿大","14273.37","-90.51","-0.63","17:05"
"巴西指數","62959.55","-1090.53","-1.70","16:15"
"墨西哥","30157.69","-648.61","-2.11","15:06"
"阿根廷","2297.81","-38.89","-1.66","17:00"
"智利","3318.42","-70.03","-2.07","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","10548.00","-33.00","-0.31","11/02"
"波海海峽航運","14021.00","33.00","0.24","11/02"
"波海巴拿馬航運","11334.00","-81.00","-0.71","11/02"
"VIX波動率","24.25","1.24","5.39","15:44"
"DJ交通運輸","4777.18","-25.57","-0.53","15:44"
"道瓊公用事業","529.31","3.47","0.66","15:44"
"歐洲公用事業","356.04","-0.20","-0.06","17:45"
"全球公用事業","8168.41","56.09","0.69","15:28"
"ISE水指數","87.95","-0.44","-0.50","15:44"
"道瓊水指數","754.66","1.65","0.22","15:40"
"NSDQ純淨優勢","581.83","-1.45","-0.25","15:44"
"純淨科技","1436.90","-7.16","-0.50","15:44"
"WH革新能源","277.95","-2.16","-0.77","15:44"
"WH乾淨能源","254.58","-0.82","-0.32","15:44"
"全球乾淨能源","3602.74","-13.46","-0.37","15:34"
"ISE替代能源","61.74","0.34","0.55","15:44"
"全球替代能源","3726.41","-34.14","-0.91","15:44"
"生物能源","614.62","-9.20","-1.48","15:44"
"AMEX環境服務","1084.99","-0.36","-0.03","15:44"
"歐洲環境控制","181.92","-2.57","-1.39","17:45"
"美國環境控制","106.68","0.28","0.26","15:40"
"KLD社會責任","130.73","-0.40","-0.30","15:44"
"Clvrt社會責任","90.22","-0.42","-0.46","15:44"
"ISE邪惡指數","133.17","-0.76","-0.57","15:44"
"MSCI世界能源","295.98","2.54","0.87","11/02"
"MSCI世界原料","304.57","-1.35","-0.44","11/02"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4379.67","76.63","1.78","10:25"
"Rogers能源","1267.92","-24.08","-1.86","11/5"
"Rogers金屬","2342.52","-3.75","-0.16","11/5"
"Rogers農產","1238.33","1.28","0.10","11/5"
"日本不動產","3493.83","-24.97","-0.71","15:44"
"東證REIT","1871.63","-6.06","-0.32","15:00"
"澳洲不動產","1880.40","15.19","0.81","18:14"
"新加坡不動產","1423.32","-35.77","-2.45","11/05"
"恆生地產","35288.49","1935.60","5.80","17:01"
"亞洲REIT","164.34","-0.34","-0.21","16:30"
"英國不動產","2149.45","14.77","0.69","16:14"
"歐陸不動產","2521.84","28.00","1.12","16:14"
"歐洲不動產","3191.86","46.05","1.46","16:14"
"DJ權益REIT","277.99","-1.30","-0.47","10:29"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","351.01","0.00","0.00","11/05"
"MS商品指數","854.04","14.37","1.71","10:45"
"高盛商品指數","7291.17","-106.70","-1.44","11/05"
"高盛農產品","333.97","0.84","0.25","11/05"
"高盛家畜指數","216.90","1.44","0.67","11/05"
"高盛工業金屬","453.82","-3.32","-0.73","11/05"
"天然氣","569.13","3.21","0.57","10:45"
"AMEX航空","43.07","-1.05","-2.38","10:45"
"銀行","96.07","0.39","0.41","10:45"
"醫療服務","430.68","2.95","0.69","10:45"
"電腦科技","1016.13","-1.01","-0.10","10:45"
"電腦硬體","267.29","-2.75","-1.02","10:45"
"保險","4033.14","-15.86","-0.39","10:45"
"美國紙業","145.03","-2.01","-1.37","10:44"
"零售業","432.81","-1.66","-0.38","10:45"
"掮客商指數","213.36","-0.61","-0.29","10:45"
"美元指數","76.43","0.16","0.22","11/05"
"歐元指數","145.56","0.87","0.60","10:40"
"日圓指數","87.32","-0.19","-0.22","10:40"
"澳幣指數","92.64","0.59","0.64","10:40"
"30年債券價格","114.25","-0.31","-0.27","11/05"
"30年債殖利率","46.50","0.34","0.74","10:44"
"10年期票利率","43.57","0.39","0.90","10:44"
"5年期票殖利率","39.80","0.35","0.89","10:44"
"3月期票殖利率","36.60","0.80","2.23","10:44"
"Put/Call比例","0.82","-0.20","-19.61","10:45"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","807.10","-0.80","-0.10","4:48"
"銀","14.76","-0.01","-0.07","4:47"
"白金","1463.00","0.00","0.00","21:52"
"鈀","375.00","0.00","0.00","0:16"
"銅","3.3820","+0.0000","+0.00","2:07"
"鎳","14.1687","+0.0000","+0.00","2:07"
"鋁","1.1537","-0.0005","-0.04","4:06"
"鋅","1.2455","+0.0000","+0.00","2:07"
"鉛","1.7015","+0.0000","+0.00","2:07"
"黃金期貨","810.800","2.300","0.28","1:41"
"銀期貨","14.785","0.186","1.27","1:35"
"銅期貨","330.200","-2.300","-0.69","1:25"
"天然氣期","7.999","-0.419","-4.98","2:59"
"布蘭特油期","90.490","-1.590","-1.73","3:14"
"WTI原油期","93.980","-1.950","-2.03","2:51"
"玉米期貨","375.250","-1.750","-0.46","2:15"
"小麥期貨","785.000","6.500","0.83","2:15"
"可可粉期","934.000","-21.000","-2.20","23:56"
"大豆期貨","1021.000","4.250","0.42","2:15"
"咖啡C期","119.950","1.050","0.88","3:14"
"十一號糖","9.900","-0.040","-0.40","3:14"
"二號棉期","63.710","-0.600","-0.93","3:14"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4467","-0.0037","-0.26","4:53"
"英鎊/美元","2.0801","-0.0093","-0.45","4:52"
"美元/瑞士法郎","1.1539","-0.0003","-0.03","4:53"
"美元/俄盧布","24.6630","0.0345","0.14","4:53"
"美元/匈牙利幣","174.8050","0.7100","0.41","4:53"
"美元/土耳其幣","1.1892","0.0083","0.70","4:44"
"美元/南非幣","6.5740","0.0240","0.37","4:53"
"美元/日圓","114.5370","-0.3150","-0.27","4:53"
"美元/人民幣","7.4551","-0.0007","-0.01","23:06"
"美元/港幣","7.7638","0.0061","0.08","4:53"
"美元/台幣","32.4060","0.0000","0.00","14:59"
"美元/韓圜","908.4000","1.3000","0.14","4:50"
"美元/泰銖","31.6250","-0.0350","-0.11","4:25"
"美元/新元","1.4500","0.0004","0.03","4:52"
"美元/馬來幣","3.3485","0.0055","0.16","4:02"
"美元/印尼盾","9158.0000","53.0000","0.58","4:50"
"美元/印度盧比","39.3500","-0.0850","-0.22","19:35"
"澳幣/美元","0.9206","-0.0028","-0.30","4:53"
"紐幣/美元","0.7699","0.0044","0.57","4:53"
"美元/巴西幣","1.7548","0.0038","0.22","4:19"
"美元/墨披索","10.7270","0.0350","0.33","4:53"
"美元/加幣","0.9334","-0.0014","-0.15","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","445.65","-3.21","57.07","11/05"
"中國","94.49","-6.08","81.49","11/05"
"印度","627.24","-1.94","60.57","11/05"
"俄羅斯","1445.41","-0.10","15.61","11/05"
"巴西","3764.92","-2.31","70.71","11/05"
"印尼","671.73","-2.32","49.51","11/05"
"韓國","474.27","-0.38","40.87","11/05"
"菲律賓","367.39","0.19","39.58","11/05"
"墨西哥","6145.73","-2.11","12.08","11/05"
"新興市場","1286.14","-1.83","40.92","11/05"
"新興亞洲","544.15","-2.29","46.49","11/05"
"新興東歐","369.75","-0.17","19.50","11/05"
"新興拉美","4391.86","-2.35","46.61","11/05"
"世界","415.05","-0.87","12.85","11/05"
"歐洲","606.69","-0.71","14.14","11/05"
"遠東ex日本","603.08","-2.45","41.70","11/05"
"中華","466.13","-5.31","61.07","11/05"
"歐洲小型","334.32","-1.28","11.38","11/05"
"日本小型","95.83","-2.13","-6.13","11/05"
"美國小型","296.57","-0.98","-0.87","11/05"
"世界小型","251.41","-1.23","6.36","11/05"
"阿拉伯市場","797.36","0.76","31.86","11/05"

