"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16312.61","-101.18","-0.62","09/21"
"東證一部","1552.07","-14.77","-0.94","09/21"
"東證二部","3490.73","-18.27","-0.52","09/21"
"JASDAQ","69.66","-0.47","-0.67","09/21"
"上海綜合","5485.01","30.34","0.56","15:15"
"上海A股","5757.40","32.03","0.56","15:15"
"上海B股","359.60","0.32","0.09","15:15"
"香港恆生","26551.94","708.16","2.74","16:01"
"香港國企","16406.04","712.38","4.54","16:02"
"香港紅籌","5468.63","235.98","4.51","16:05"
"台灣加權","9105.28","122.25","1.36","09/21"
"台灣店頭","187.75","3.24","1.76","09/21"
"韓國指數","1919.26","10.29","0.54","09/21"
"新加坡","3639.02","96.80","2.73","17:05"
"馬來西亞","1317.24","11.30","0.87","17:00"
"菲律賓","3434.45","10.72","0.31","12:11"
"印尼股市","2353.63","18.14","0.78","17:09"
"越南股市","975.82","17.15","1.79","10:55"
"泰國股市","836.51","5.00","0.60","17:17"
"印度股市","16845.83","281.60","1.70","16:30"
"斯里蘭卡","2587.11","2.34","0.09","14:21"
"澳洲股市","6461.10","89.90","1.41","17:47"
"紐西蘭","4232.67","1.52","0.04","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2042.20","15.91","0.79","09/24"
"英國指數","6465.90","9.20","0.14","09/24"
"法國指數","5692.49","-8.16","-0.14","09/24"
"德國指數","7787.92","-6.51","-0.08","09/24"
"道瓊歐洲","4360.63","-9.72","-0.22","09/24"
"土耳其","53580.70","-301.44","-0.56","09/24"
"匈牙利","27393.20","-3.09","-0.01","09/24"
"奧地利","4595.59","13.14","0.29","09/24"
"波蘭股市","61570.24","-688.99","-1.11","09/24"
"捷克股市","1792.10","-1.70","-0.09","09/24"
"盧森堡","2448.08","-27.76","-1.12","09/24"
"義大利","31062.00","70.00","0.23","16:43"
"西班牙","1592.19","5.53","0.35","09/24"
"瑞士股市","8906.13","8.79","0.10","09/24"
"瑞典股市","1198.50","-14.04","-1.16","09/24"
"芬蘭股市","12140.01","-17.99","-0.15","09/24"
"挪威股市","424.95","1.35","0.32","09/24"
"以色列","1120.47","15.90","1.44","09/24"
"埃及股市","74372.12","-846.12","-1.12","09/24"
"南非股市","27049.61","-113.91","-0.42","09/21"
"摩洛哥","25758.87","-82.58","-0.32","09/24"
"約旦指數","5689.55","5.93","0.10","09/24"
"杜拜指數","4231.45","10.35","0.25","09/24"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13759.06","-61.13","-0.44","16:30"
"NASDAQ","2667.95","-3.27","-0.12","17:17"
"羅素2000","805.80","-7.31","-0.90","16:59"
"S&P 500","1517.73","-8.02","-0.53","17:00"
"DJ貴金屬","352.12","-1.19","-0.34","17:28"
"CBOE黃金","170.55","-1.78","-1.03","16:49"
"AMEX金蟲","395.42","-4.31","-1.08","16:52"
"費城金銀","170.59","-0.96","-0.56","16:52"
"費城油業","296.58","-4.19","-1.39","16:52"
"AMEX石油","1466.25","-3.43","-0.23","16:52"
"NYSE能源","14752.41","-40.71","-0.28","17:05"
"AMEX能源","755.62","-5.44","-0.71","16:52"
"費城半導","495.28","-5.85","-1.17","16:52"
"NSDQ金融","2998.74","-44.86","-1.47","17:17"
"NYSE金融","9149.98","-69.65","-0.76","17:05"
"NBI生技","850.53","2.09","0.25","17:17"
"AMEX生技","823.36","1.87","0.23","16:52"
"費城藥物","207.35","-0.84","-0.40","16:52"
"加拿大","13958.28","18.21","0.13","17:05"
"巴西指數","58719.37","920.58","1.59","17:12"
"墨西哥","30543.45","-39.62","-0.13","15:05"
"阿根廷","2145.23","23.52","1.11","18:00"
"智利","3191.22","-29.09","-0.90","17:48"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4767.75","-59.61","-1.24","16:30"
"DJ建商","362.75","-19.99","-5.22","16:10"
"S&P建商","428.84","-22.72","-5.03","16:40"
"道瓊公用事業","509.16","0.90","0.18","16:30"
"歐洲公用事業","322.60","1.82","0.57","17:45"
"全球公用事業","7567.48","14.02","0.19","16:15"
"ISE水指數","88.78","-0.23","-0.26","16:44"
"道瓊水指數","787.71","-1.33","-0.17","16:03"
"NSDQ純淨優勢","539.52","-0.13","-0.02","16:44"
"純淨科技","1356.00","-5.87","-0.43","16:44"
"WH革新能源","264.66","-3.00","-1.12","16:44"
"WH乾淨能源","237.62","1.09","0.46","16:44"
"全球乾淨能源","3108.43","41.77","1.36","16:34"
"ISE替代能源","52.86","-0.67","-1.25","16:44"
"全球替代能源","3309.09","23.48","0.71","16:33"
"生物能源","588.86","-11.96","-1.99","16:34"
"AMEX環境服務","1045.43","-0.76","-0.07","16:44"
"亞太環境控制","157.09","1.16","0.74","09/21"
"歐洲環境控制","172.35","-1.36","-0.78","17:45"
"美國環境控制","108.14","-0.26","-0.24","16:15"
"KLD社會責任","132.34","-0.78","-0.59","16:44"
"KLD社會400","537.11","-2.62","-0.48","16:30"
"Clvrt社會責任","90.07","-0.42","-0.46","16:02"
"ISE邪惡指數","130.34","-0.41","-0.31","16:44"
"MSCI世界能源","290.82","1.60","0.55","09/21"
"MSCI世界原料","293.72","2.00","0.69","09/21"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3326.59","0.00","0.00","16:44"
"東證REIT","1866.16","-15.56","-0.83","09/21"
"澳洲不動產","1917.29","4.91","0.26","20:14"
"新加坡不動產","1471.56","-19.35","-1.30","09/21"
"恆生地產","31916.71","800.73","2.57","18:01"
"亞洲REIT","162.94","-1.51","-0.92","09/21"
"英國不動產","2308.59","-38.25","-1.63","17:36"
"歐陸不動產","2631.22","-63.03","-2.34","17:45"
"歐洲不動產","3264.02","-66.85","-2.01","17:45"
"DJ權益REIT","299.21","4.82","1.64","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","333.75","0.60","0.18","09/24"
"MS商品指數","811.96","-6.31","-0.77","09/24"
"高盛商品指數","6663.55","12.48","0.19","09/21"
"高盛農產品","348.23","4.99","1.45","09/21"
"高盛家畜指數","237.30","0.90","0.38","09/21"
"高盛工業金屬","455.37","-1.71","-0.37","09/21"
