"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","13087.91","-541.25","-3.97","16:00"
"東證一部","1293.03","-51.74","-3.85","15:00"
"東證二部","2890.84","-20.04","-0.69","15:00"
"JASDAQ","60.80","-1.23","-1.98","15:00"
"上海綜合","4419.29","-342.39","-7.19","15:15"
"上海A股","4637.81","-359.87","-7.20","15:15"
"上海B股","304.85","-16.25","-5.06","15:15"
"滬深300","4731.88","-345.55","-6.81","15:01"
"香港恆生","24053.61","-1068.76","-4.25","16:01"
"香港國企","13319.49","-696.26","-4.97","16:01"
"香港紅籌","5176.20","-268.01","-4.92","16:02"
"台灣加權","7485.79","-253.80","-3.28","13:46"
"台灣店頭","125.68","-4.32","-3.32","01/28"
"韓國指數","1627.19","-65.22","-3.85","01/28"
"新加坡","3041.06","-118.42","-3.75","17:10"
"馬來西亞","1380.54","-24.86","-1.77","17:00"
"菲律賓","3203.56","-33.85","-1.05","12:11"
"印尼股市","2582.05","-38.44","-1.47","17:09"
"越南股市","785.07","9.03","1.16","11:01"
"泰國股市","744.36","-15.36","-2.02","17:01"
"印度股市","18152.78","-208.88","-1.14","16:28"
"澳洲股市","5886.30","280.50","5.00","01/25"
"紐西蘭","3737.82","27.50","0.74","06:46"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1978.68","-54.41","-2.68","01/28"
"英國指數","5788.90","-80.10","-1.36","01/28"
"法國指數","4848.30","-29.82","-0.61","01/28"
"德國指數","6818.85","2.11","0.03","01/28"
"道瓊歐洲","3765.41","-11.65","-0.31","01/28"
"土耳其","43706.68","-1790.56","-3.94","01/28"
"匈牙利","23805.22","-89.76","-0.38","01/28"
"奧地利","3781.94","-119.56","-3.06","01/28"
"波蘭股市","46632.21","-889.86","-1.87","01/28"
"捷克股市","1487.40","-49.30","-3.21","01/28"
"盧森堡","2111.22","7.29","0.35","01/28"
"義大利","25858.00","-40.00","-0.15","16:43"
"西班牙","1410.16","-13.19","-0.93","01/28"
"瑞士股市","7581.73","-105.15","-1.37","01/28"
"瑞典股市","949.08","-12.61","-1.31","01/28"
"芬蘭股市","10306.29","-263.74","-2.50","01/28"
"挪威股市","341.31","-9.53","-2.72","01/28"
"以色列","1048.15","-2.22","-0.21","01/28"
"埃及股市","88693.73","-2088.98","-2.30","01/28"
"南非股市","23431.41","-760.70","-3.14","01/28"
"摩洛哥","27830.71","-40.90","-0.15","01/28"
"約旦指數","7862.69","32.17","0.41","01/28"
"杜拜指數","5451.05","-217.82","-3.84","01/28"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12383.89","176.72","1.45","16:30"
"NASDAQ","2349.91","23.71","1.02","17:16"
"羅素2000","702.39","13.79","2.00","16:59"
"S&P 500","1353.96","23.35","1.75","16:59"
"費城金銀","188.47","2.93","1.58","16:47"
"DJ貴金屬","380.25","5.75","1.53","17:30"
"CBOE黃金","196.35","2.86","1.48","16:49"
"AMEX金蟲","467.93","6.41","1.39","17:04"
"AMEX能源","705.27","12.56","1.81","17:04"
"NYSE能源","13497.79","198.66","1.49","17:05"
"費城油業","267.17","5.29","2.02","16:47"
"AMEX石油","1348.05","16.77","1.26","17:04"
"費城半導","359.74","5.24","1.48","16:47"
"NSDQ金融","2717.51","82.52","3.13","17:16"
"NYSE金融","7838.26","195.92","2.56","17:05"
"NBI生技","800.46","8.68","1.10","17:16"
"AMEX生技","751.95","12.94","1.75","17:04"
"費城藥物","190.59","2.86","1.52","16:47"
"加拿大","12986.90","92.07","0.71","17:05"
"巴西指數","58593.78","1130.47","1.97","16:15"
"墨西哥","27758.93","379.01","1.38","15:06"
"阿根廷","2003.83","21.10","1.06","17:02"
"智利","2658.74","11.15","0.42","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","5780.00","-168.00","-2.82","01/25"
"波海海峽航運","7202.00","-150.00","-2.04","01/25"
"波海巴拿馬航運","5783.00","-256.00","-4.24","01/25"
"VIX波動率","27.78","-1.30","-4.47","16:14"
"DJ交通運輸","4523.33","48.51","1.08","16:30"
"道瓊公用事業","490.90","6.76","1.40","16:30"
"歐洲公用事業","327.29","-0.62","-0.19","17:45"
"全球公用事業","7485.94","21.67","0.29","16:15"
"ISE水指數","78.24","0.70","0.90","16:44"
"道瓊水指數","634.34","9.26","1.48","16:02"
"NSDQ純淨優勢","497.10","4.21","0.85","16:44"
"純淨科技","1332.40","21.39","1.63","16:44"
"WH創新能源","236.10","3.26","1.40","16:44"
"WH乾淨能源","225.94","2.54","1.14","16:44"
"全球乾淨能源","2945.38","-14.84","-0.50","16:34"
"ISE替代能源","52.39","0.35","0.67","16:44"
"全球替代能源","3118.54","-21.96","-0.70","16:33"
"生物能源","577.12","10.26","1.81","16:33"
"AMEX環境服務","953.51","12.70","1.35","16:44"
"歐洲環境控制","155.27","-0.87","-0.56","17:45"
"美國環境控制","94.64","1.27","1.36","16:15"
"KLD社會責任","116.66","2.26","1.98","16:44"
"Clvrt社會責任","79.94","1.36","1.73","16:04"
"ISE邪惡指數","114.87","2.32","2.06","16:44"
"MSCI世界能源","262.55","-0.48","-0.18","01/25"
"MSCI世界原料","274.87","4.24","1.57","01/25"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4487.36","39.37","0.89","14:30"
"Rogers能源","1263.44","22.06","1.78","1/25"
"Rogers金屬","2275.76","22.59","1.00","1/25"
"Rogers農產","1386.27","16.48","1.20","1/25"
"日本不動產","2662.70","-138.40","-4.94","15:44"
"東證REIT","1537.36","-85.54","-5.27","15:00"
"澳洲不動產","1494.66","78.30","5.53","01/25"
"新加坡不動產","1222.66","79.22","6.93","01/25"
"恆生地產","33929.93","-1619.89","-4.56","17:01"
"亞洲REIT","147.71","-5.37","-3.51","16:30"
"英國不動產","2056.34","-6.39","-0.31","17:36"
"歐陸不動產","2134.56","-31.30","-1.45","17:45"
"歐洲不動產","2812.45","-13.77","-0.49","17:45"
"DJ權益REIT","255.58","8.68","3.52","16:48"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","364.16","2.52","0.70","01/28"
"MS商品指數","823.21","17.89","2.22","01/28"
"高盛商品指數","7400.59","47.81","0.65","01/28"
"高盛農產品","412.30","7.79","1.93","01/28"
"高盛家畜指數","224.54","1.01","0.45","01/28"
"高盛工業金屬","414.32","1.08","0.26","01/28"
"天然氣","530.85","11.03","2.12","01/28"
"AMEX航空","34.26","1.12","3.38","01/28"
"銀行","89.59","3.13","3.62","01/28"
"醫療服務","409.24","5.35","1.32","01/28"
"電腦科技","815.69","0.33","0.04","01/28"
"電腦硬體","206.83","4.33","2.14","01/28"
"保險","3903.19","100.85","2.65","01/28"
"美國紙業","128.61","-0.29","-0.22","01/28"
"零售業","406.53","11.84","3.00","01/28"
"掮客商指數","197.03","7.18","3.78","01/28"
"美元指數","75.58","-0.40","-0.53","01/28"
"歐元指數","147.79","1.13","0.77","01/28"
"日圓指數","93.53","0.10","0.11","01/28"
"澳幣指數","88.76","0.85","0.97","01/28"
"30年債券價格","119.97","0.09","0.08","01/28"
"30年債殖利率","42.82","0.00","0.00","01/28"
"10年期票利率","35.86","0.02","0.06","01/28"
"5年期票殖利率","27.78","-0.11","-0.39","01/28"
"3月期票殖利率","22.15","-0.05","-0.23","01/28"
"Put/Call比例","0.93","-0.13","-12.26","01/28"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","929.30","+1.90","+0.20","5:53"
"銀","16.75","+0.02","+0.12","5:55"
"白金","1726.00","0.00","0.00","0:48"
"鈀","389.00","0.00","0.00","0:45"
"銅","3.2318","-0.0023","-0.07","4:14"
"鎳","12.1661","+0.0000","+0.00","3:00"
"鋁","1.1241","-0.0009","-0.08","3:38"
"鋅","1.0209","+0.0000","+0.00","3:00"
"鉛","1.1970","+0.0000","+0.00","3:00"
"黃金期貨","934.900","18.700","2.04","5:22"
"銀期貨","16.780","0.290","1.76","5:24"
"銅期貨","320.000","1.600","0.50","5:24"
"天然氣期","8.104","0.121","1.52","5:23"
"布蘭特油期","91.380","0.480","0.53","4:12"
"WTI原油期","90.990","0.280","0.31","5:24"
"玉米期貨","502.250","4.000","0.80","3:24"
"小麥期貨","963.000","30.000","3.22","3:14"
"可可粉期","1147.000","-2.000","-0.17","1:00"
"大豆期貨","1253.750","10.750","0.86","3:15"
"咖啡C期","134.200","2.750","2.09","2:19"
"十一號糖","12.240","0.300","2.51","2:15"
"二號棉期","68.300","0.410","0.60","4:02"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4783","0.0102","0.69","5:53"
"英鎊/美元","1.9840","0.0008","0.04","5:53"
"美元/瑞士法郎","1.0891","-0.0077","-0.70","5:53"
"美元/俄盧布","24.4700","-0.0503","-0.21","5:53"
"美元/匈牙利幣","174.7600","-0.9100","-0.52","5:53"
"美元/土耳其幣","1.1852","-0.0058","-0.48","5:53"
"美元/南非幣","7.1987","0.0487","0.68","5:53"
"美元/日圓","106.9050","0.1700","0.16","5:53"
"美元/人民幣","7.1950","-0.0165","-0.23","5:17"
"美元/港幣","7.8066","-0.0011","-0.01","5:53"
"美元/台幣","32.3280","0.0320","0.10","16:00"
"美元/韓圜","946.4000","-2.7000","-0.28","5:30"
"美元/泰銖","31.2500","-0.1000","-0.32","4:20"
"美元/新元","1.4206","-0.0036","-0.26","5:53"
"美元/馬來幣","3.2405","-0.0040","-0.12","16:58"
"美元/印尼盾","9335.0000","-15.0000","-0.16","5:46"
"美元/印度盧比","39.3850","0.0200","0.05","20:38"
"澳幣/美元","0.8886","0.0090","1.02","5:53"
"紐幣/美元","0.7772","0.0092","1.20","5:53"
"美元/巴西幣","1.7830","-0.0015","-0.08","5:30"
"美元/墨披索","10.8670","-0.0316","-0.29","5:52"
"美元/加幣","1.0042","-0.0038","-0.38","5:53"

"MSCI 指數"
"MSCI","指數","單日","一個月","三個月","YTD"
"新興市場","1087.71","-2.11","-12.68","-18.68","-12.68"
"新興亞洲","442.33","-3.49","-13.90","-22.46","-13.90"
"新興東歐","331.25","-2.29","-13.44","-10.66","-13.44"
"新興拉美","4009.93","1.87","-8.87","-13.14","-8.87"
"中國","69.66","-4.86","-17.96","-32.27","-17.96"
"印度","591.45","-1.10","-11.58","-6.88","-11.58"
"俄羅斯","1329.86","-2.60","-13.44","-7.92","-13.44"
"巴西","3481.22","2.30","-9.98","-12.06","-9.98"
"台灣","258.52","-3.33","-12.06","-22.97","-12.06"
"韓國","369.74","-4.45","-15.49","-24.74","-15.49"
"泰國","232.95","-2.43","-12.87","-16.88","-12.87"
"馬來西亞","400.09","-1.74","-2.07","1.16","-2.07"
"印尼","646.07","-0.59","-4.65","-3.75","-4.65"
"菲律賓","326.90","-1.43","-10.03","-10.85","-10.03"
"土耳其","583.65","-4.02","-22.30","-26.10","-22.30"
"捷克","737.88","-1.49","-10.98","-9.28","-10.98"
"匈牙利","1017.51","-0.76","-10.54","-14.55","-10.54"
