"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","14338.54","214.07","1.52","close"
"東證一部","1408.14","27.51","1.99","15:01"
"東證二部","3005.45","18.72","0.63","15:01"
"JASDAQ","64.68","0.59","0.92","close"
"上海綜合","3433.35","31.92","0.94","close"
"上海A股","3602.66","33.78","0.95","close"
"上海B股","242.86","-1.88","-0.77","close"
"深圳A股","1088.59","3.44","0.32","close"
"深圳B股","544.52","2.26","0.42","close"
"滬深300","3611.33","30.46","0.85","close"
"香港恆生","24533.12","149.13","0.61","close"
"香港國企","13770.51","258.65","1.91","close"
"香港紅籌","5286.26","-2.46","-0.05","close"
"台灣加權","8619.08","-65.84","-0.76","close"
"台灣店頭","145.64","-1.39","-0.95","close"
"韓國指數","1852.02","10.80","0.59","18:03"
"越南股市","414.10","0.00","0.00","11:00"
"泰國股市","833.65","3.04","0.37","17:01"
"菲律賓","2827.44","25.22","0.90","12:11"
"馬來西亞","1276.10","14.28","1.13","17:00"
"印尼股市","2444.35","-2.60","-0.11","17:09"
"印度股市","16415.57","99.31","0.61","16:24"
"孟加拉","3167.99","39.32","1.26","05/29"
"巴基斯坦","8699.61","-58.58","-0.67","15:00"
"澳洲股市","5773.90","-43.30","-0.74","17:47"
"紐西蘭","3624.23","61.11","1.72","14:31"
"新加坡","3192.62","31.84","1.01","17:10"
"龍籌股","157.39","-0.28","-0.18","05/30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2459.88","20.85","0.85","05/30"
"英國指數","6053.50","-14.60","-0.24","05/30"
"法國指數","5014.28","38.38","0.77","05/30"
"德國指數","7096.79","41.76","0.59","05/30"
"土耳其","39969.63","883.16","2.26","05/30"
"匈牙利","22580.48","-136.90","-0.60","05/30"
"奧地利","4394.71","3.72","0.08","05/30"
"波蘭股市","46624.44","77.90","0.17","05/30"
"捷克股市","1685.00","8.80","0.52","05/30"
"瑞典股市","1004.90","3.07","0.31","05/30"
"芬蘭股市","9783.65","117.87","1.22","05/30"
