"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","13629.16","536.38","4.10","16:00"
"東證一部","1344.77","60.32","4.70","15:00"
"東證二部","2910.88","98.76","3.51","15:00"
"JASDAQ","62.03","1.39","2.29","15:00"
"上海綜合","4761.69","43.95","0.93","15:15"
"上海A股","4997.67","46.32","0.94","15:15"
"上海B股","321.11","0.42","0.13","15:15"
"滬深300","5077.43","50.22","1.00","15:01"
"香港恆生","25122.37","1583.10","6.73","16:01"
"香港國企","14015.75","1082.55","8.37","16:01"
"香港紅籌","5444.21","344.79","6.76","16:02"
"台灣加權","7739.59","222.54","2.96","13:46"
"台灣店頭","130.00","4.28","3.40","13:46"
"韓國指數","1692.41","29.41","1.77","18:04"
"新加坡","3159.48","109.39","3.59","17:10"
"馬來西亞","1405.40","22.05","1.59","17:00"
"菲律賓","3237.41","89.99","2.86","12:11"
"印尼股市","2620.49","103.79","4.12","17:09"
"越南股市","776.04","11.91","1.56","11:01"
"泰國股市","759.72","31.14","4.27","17:01"
"印度股市","18361.66","1139.92","6.62","16:28"
"澳洲股市","5886.30","280.50","5.00","16:47"
"紐西蘭","3729.15","70.54","1.93","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2033.09","44.86","2.26","21:42"
"英國指數","5869.00","-6.80","-0.12","15:35"
"法國指數","4878.12","-37.17","-0.76","17:11"
"德國指數","6816.74","-4.33","-0.06","19:29"
"道瓊歐洲","3777.06","-32.01","-0.84","18:00"
"土耳其","45497.24","486.51","1.08","16:11"
"匈牙利","23894.98","37.72","0.16","15:36"
"奧地利","3901.50","13.42","0.35","16:35"
"波蘭股市","47522.07","263.34","0.56","15:40"
"捷克股市","1536.70","13.30","0.87","16:13"
"盧森堡","2103.93","14.17","0.68","16:40"
"義大利","25898.00","101.00","0.39","16:43"
"西班牙","1423.35","7.08","0.50","16:41"
"瑞士股市","7686.88","-4.09","-0.05","16:30"
"瑞典股市","961.69","3.14","0.33","16:45"
"芬蘭股市","10570.03","204.80","1.98","17:31"
"挪威股市","350.85","12.36","3.65","15:25"
"以色列","1064.96","-0.39","-0.04","01/24"
"埃及股市","88873.74","-581.10","-0.65","01/24"
"南非股市","24192.11","87.23","0.36","15:00"
"摩洛哥","27871.61","95.16","0.34","19:17"
"約旦指數","7671.33","-23.16","-0.30","01/24"
"杜拜指數","5602.37","-152.84","-2.66","01/24"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12207.17","-171.44","-1.38","16:30"
"NASDAQ","2326.20","-34.72","-1.47","17:16"
"羅素2000","688.60","-4.12","-0.59","16:59"
"S&P 500","1330.61","-21.46","-1.59","16:59"
"費城金銀","185.54","-0.35","-0.19","16:46"
"DJ貴金屬","374.50","0.71","0.19","17:32"
"CBOE黃金","193.49","-1.49","-0.76","01/25"
"AMEX金蟲","461.52","-1.15","-0.25","16:59"
"AMEX能源","692.71","-8.26","-1.18","16:59"
"NYSE能源","13299.13","-179.69","-1.33","17:05"
"費城油業","261.88","-2.18","-0.83","16:46"
"AMEX石油","1331.28","-16.63","-1.23","16:59"
"費城半導","354.50","-6.56","-1.82","16:46"
"NSDQ金融","2634.99","-59.17","-2.20","17:16"
"NYSE金融","7642.34","-163.05","-2.09","17:05"
"NBI生技","791.78","-8.20","-1.03","17:16"
"AMEX生技","739.01","-7.68","-1.03","16:59"
"費城藥物","187.73","-4.20","-2.19","16:46"
"加拿大","12894.83","-12.44","-0.10","17:05"
"巴西指數","57463.31","3228.49","5.95","01/24"
"墨西哥","27379.92","-525.21","-1.88","15:06"
"阿根廷","1982.73","16.27","0.83","17:01"
"智利","2647.59","-23.57","-0.88","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","5948.00","-298.00","-4.77","01/24"
"波海海峽航運","7352.00","-496.00","-6.32","01/24"
"波海巴拿馬航運","6039.00","-314.00","-4.94","01/24"
"VIX波動率","29.08","1.30","4.68","16:14"
"DJ交通運輸","4474.82","1.82","0.04","16:30"
"道瓊公用事業","484.14","-7.85","-1.60","16:30"
"歐洲公用事業","327.91","4.44","1.37","17:45"
"全球公用事業","7464.27","9.30","0.12","16:15"
"ISE水指數","77.54","-0.10","-0.13","16:44"
"道瓊水指數","625.08","-8.59","-1.36","16:03"
"NSDQ純淨優勢","492.89","0.75","0.15","16:43"
"純淨科技","1311.01","2.39","0.18","16:44"
"WH創新能源","232.84","-0.34","-0.15","16:44"
"WH乾淨能源","223.40","0.27","0.12","16:44"
"全球乾淨能源","2957.91","43.84","1.50","16:34"
"ISE替代能源","52.04","0.41","0.79","16:44"
"全球替代能源","3140.50","80.29","2.62","16:34"
"生物能源","566.86","4.74","0.84","16:34"
"AMEX環境服務","940.81","5.63","0.60","16:44"
"歐洲環境控制","156.14","2.56","1.67","17:45"
"美國環境控制","93.37","0.55","0.59","16:15"
"KLD社會責任","114.40","-1.80","-1.55","16:44"
"Clvrt社會責任","78.58","-1.31","-1.64","16:01"
"ISE邪惡指數","112.55","-0.57","-0.50","16:44"
"MSCI世界能源","263.03","11.37","4.52","01/24"
"MSCI世界原料","270.63","13.70","5.33","01/24"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4448.29","61.73","1.41","14:30"
"Rogers能源","1241.38","31.67","2.62","1/24"
"Rogers金屬","2253.17","51.95","2.36","1/24"
"Rogers農產","1369.79","26.96","2.01","1/24"
"日本不動產","2801.10","117.04","4.36","15:44"
"東證REIT","1622.90","47.53","3.02","15:00"
"澳洲不動產","1494.66","78.30","5.53","18:14"
"新加坡不動產","1143.44","30.89","2.78","01/24"
"恆生地產","35549.82","2229.47","6.69","17:01"
"亞洲REIT","153.08","3.29","2.20","16:30"
"英國不動產","2062.73","-35.21","-1.68","17:36"
"歐陸不動產","2165.86","51.31","2.43","17:45"
"歐洲不動產","2826.22","22.78","0.81","17:45"
"DJ權益REIT","246.90","-3.02","-1.21","16:48"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","361.64","4.28","1.20","01/25"
"MS商品指數","805.32","-0.12","-0.01","01/25"
"高盛商品指數","7236.42","163.85","2.32","01/24"
"高盛農產品","397.27","7.66","1.97","01/24"
"高盛家畜指數","223.60","1.08","0.49","01/24"
"高盛工業金屬","410.78","8.52","2.12","01/24"
"天然氣","519.82","-7.42","-1.41","01/25"
"AMEX航空","33.14","-0.16","-0.48","01/25"
"銀行","86.46","-1.72","-1.95","01/25"
"醫療服務","403.89","-1.19","-0.29","01/25"
"電腦科技","815.36","-16.20","-1.95","01/25"
"電腦硬體","202.50","-4.54","-2.19","01/25"
"保險","3802.34","-66.36","-1.72","01/25"
"美國紙業","128.90","-0.01","-0.01","01/25"
"零售業","394.69","-11.27","-2.78","01/25"
"掮客商指數","189.85","-3.88","-2.00","01/25"
"美元指數","75.99","0.28","0.38","01/25"
"歐元指數","146.66","-0.98","-0.66","01/25"
"日圓指數","93.43","-0.05","-0.05","01/25"
"澳幣指數","87.91","-0.11","-0.12","01/25"
"30年債券價格","119.88","0.91","0.76","01/25"
"30年債殖利率","42.82","-0.71","-1.63","01/25"
"10年期票利率","35.84","-0.56","-1.54","01/25"
"5年期票殖利率","27.89","-0.38","-1.34","01/25"
"3月期票殖利率","22.20","-0.80","-3.48","01/25"
"Put/Call比例","1.06","0.17","19.10","01/25"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","911.00","+3.50","+0.39","2:30"
"銀","16.46","+0.16","+0.98","2:29"
"白金","1676.00","+66.00","+4.11","2:05"
"鈀","385.00","+10.00","+2.70","2:14"
"銅","3.2307","-0.0045","-0.14","5:38"
"鎳","12.0792","+0.0000","+0.00","5:38"
"鋁","1.1223","-0.0027","-0.24","5:38"
"鋅","1.0214","+0.0000","+0.00","5:38"
"鉛","1.1847","+0.0000","+0.00","5:38"
"黃金期貨","913.600","7.800","0.86","5:24"
"銀期貨","16.510","0.177","1.08","5:24"
"銅期貨","318.000","0.850","0.27","5:08"
"天然氣期","7.983","0.181","2.32","5:23"
"布蘭特油期","90.900","1.830","2.05","4:04"
"WTI原油期","90.830","1.420","1.59","5:23"
"玉米期貨","498.250","9.000","1.84","3:15"
"小麥期貨","933.000","24.000","2.64","3:15"
"可可粉期","1149.000","4.000","0.35","1:00"
"大豆期貨","1243.000","12.500","1.02","3:15"
"咖啡C期","131.450","-0.900","-0.68","2:02"
"十一號糖","11.940","0.470","4.10","2:16"
"二號棉期","67.890","-0.500","-0.73","3:45"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4684","-0.0070","-0.48","5:53"
