"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18221.48","52.76","0.29","close"
"東證一部","1788.16","5.72","0.32","close"
"東證二部","4279.15","60.39","1.43","close"
"JASDAQ","82.16","-0.21","-0.25","close"
"上海綜合","3615.87","-200.30","-5.25","07/05"
"上海A股","3794.38","-210.82","-5.26","07/05"
"上海B股","246.55","-8.23","-3.23","07/05"
"香港恆生","22252.99","34.44","0.16","07/05"
"香港國企","12578.26","104.24","0.84","07/05"
"香港紅籌","4271.60","-0.12","-0.00","07/05"
"台灣加權","9148.78","79.80","0.88","13:46"
"台灣店頭","206.44","2.80","1.38","13:46"
"韓國指數","1847.79","9.38","0.51","18:03"
"新加坡","3551.68","-3.17","-0.09","17:05"
"馬來西亞","1369.30","-7.84","-0.57","17:00"
"菲律賓","3802.32","70.66","1.89","12:11"
"印尼股市","2220.93","24.83","1.13","17:09"
"越南股市","1012.82","-0.74","-0.07","14:29"
"泰國股市","823.93","-1.52","-0.18","17:01"
"印度股市","14861.89","-18.35","-0.12","16:28"
"斯里蘭卡","2539.21","-14.91","-0.58","14:17"
"澳洲股市","6392.20","59.60","0.94","17:47"
"紐西蘭","4236.70","-3.56","-0.08","14:36"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1973.12","29.83","1.54","07/05"
"英國指數","6635.20","-37.90","-0.57","07/05"
"法國指數","6059.53","-38.55","-0.63","07/05"
"德國指數","7987.13","-88.13","-1.09","07/05"
"道瓊歐洲","4491.87","-32.37","-0.71","07/05"
"土耳其","49850.05","373.76","0.76","07/05"
"匈牙利","29159.15","-249.80","-0.85","07/05"
"奧地利","4933.57","1.21","0.03","07/05"
"波蘭股市","66850.08","-101.65","-0.15","07/05"
"捷克股市","1897.60","10.70","0.57","07/04"
"盧森堡","2524.54","-9.87","-0.39","07/05"
"義大利","33004.00","-215.00","-0.65","16:43"
"西班牙","1642.79","-9.49","-0.57","07/05"
"瑞士股市","9219.37","-75.14","-0.81","07/05"
"瑞典股市","1274.07","-5.42","-0.42","07/05"
"芬蘭股市","11535.58","-82.22","-0.71","07/05"
"挪威股市","434.58","0.20","0.04","07/05"
"以色列","1139.71","-2.05","-0.18","07/05"
"埃及股市","72679.47","255.09","0.35","07/05"
"南非股市","26131.57","49.28","0.19","07/05"
"摩洛哥","23961.84","-34.46","-0.14","07/05"
"約旦指數","5774.26","-27.67","-0.48","07/05"
"杜拜指數","4484.60","-2.08","-0.05","07/05"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13565.84","-11.46","-0.08","16:30"
"NASDAQ","2656.65","11.70","0.44","17:17"
"羅素2000","850.13","1.93","0.23","17:00"
"S&P 500","1525.40","0.53","0.04","16:59"
"DJ貴金屬","285.76","2.97","1.05","17:29"
"CBOE黃金","145.44","1.47","1.02","16:49"
"AMEX金蟲","343.18","6.93","2.06","16:49"
"費城金銀","140.31","1.44","1.04","07/05"
"費城油業","270.21","0.14","0.05","07/05"
"AMEX石油","1441.37","-0.36","-0.03","16:49"
"NYSE能源","14130.30","-35.97","-0.25","17:06"
"AMEX能源","708.94","0.11","0.02","16:49"
"費城半導","509.36","3.85","0.76","07/05"
"NSDQ金融","3193.04","-10.98","-0.34","17:17"
"NYSE金融","9709.08","-26.65","-0.27","17:06"
"NBI生技","812.06","-0.18","-0.02","17:17"
"AMEX生技","786.83","1.86","0.24","16:49"
"費城藥物","210.02","-0.14","-0.07","07/05"
"加拿大","14079.41","19.02","0.14","07/05"
"巴西指數","55932.34","235.87","0.42","07/05"
"墨西哥","32177.83","-23.80","-0.07","15:06"
"阿根廷","2247.15","-5.25","-0.23","07/05"
"智利","3455.38","-36.08","-1.03","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5205.67","-13.89","-0.27","16:30"
"DJ建商","532.37","0.97","0.18","17:24"
"S&P建商","637.99","1.81","0.28","17:00"
"道瓊公用事業","506.79","-1.53","-0.30","16:30"
"歐洲公用事業","319.02","-4.54","-1.40","07/05"
"全球公用事業","7421.31","-57.72","-0.77","07/05"
"ISE水指數","87.24","0.08","0.09","17:00"
"道瓊水指數","739.78","-6.61","-0.89","17:24"
"NSDQ純淨優勢","532.45","-0.67","-0.13","17:17"
"純淨科技","1342.08","0.87","0.07","16:49"
"WH革新能源","280.05","0.07","0.03","16:49"
"WH乾淨能源","225.50","-0.80","-0.35","16:49"
"全球乾淨能源","3026.69","-9.77","-0.32","17:04"
"ISE替代能源","57.77","0.09","0.16","17:00"
"全球替代能源","3161.72","-8.54","-0.27","07/05"
"生物能源","726.96","-0.85","-0.12","07/05"
"AMEX環境服務","1038.04","1.23","0.12","16:49"
"亞太環境控制","169.44","2.73","1.64","07:50"
"歐洲環境控制","198.02","-0.16","-0.08","07/05"
"美國環境控制","108.99","-0.25","-0.23","07/05"
"KLD社會責任","132.29","0.02","0.01","17:33"
"KLD社會400","541.16","-0.26","-0.05","07/05"
"Clvrt社會責任","91.10","0.04","0.04","17:28"
"ISE邪惡指數","126.69","1.22","0.97","17:00"
"MSCI世界能源","278.99","-0.65","-0.23","07/05"
"MSCI世界原料","284.76","0.59","0.21","07/05"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3998.61","-9.45","-0.24","07/05"
"東證REIT","2308.43","-22.38","-0.96","07/05"
"澳洲不動產","1874.02","13.39","0.72","07/05"
"新加坡不動產","1597.13","1.79","0.11","07:12"
"恆生地產","25635.52","178.94","0.70","07/05"
"亞洲REIT","184.78","0.64","0.35","07:50"
"英國不動產","2642.93","-11.75","-0.44","23:12"
"歐陸不動產","2846.88","-41.49","-1.44","23:12"
"歐洲不動產","3537.39","-43.17","-1.21","23:12"
"DJ權益REIT","304.21","4.68","1.56","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","318.52","1.62","0.51","07/05"
"MS商品指數","769.07","4.34","0.57","07/05"
"高盛商品指數","6050.80","13.40","0.22","07/03"
"高盛農產品","278.94","-2.55","-0.91","07/03"
"高盛家畜指數","228.69","0.92","0.40","07/03"
"高盛工業金屬","479.65","-0.48","-0.10","07/03"
"天然氣","513.12","-0.69","-0.13","07/05"
"AMEX航空","51.95","0.45","0.87","07/05"
"銀行","114.24","-0.69","-0.60","07/05"
"醫療服務","512.43","2.69","0.53","07/05"
"電腦科技","887.99","7.58","0.86","07/05"
"電腦硬體","243.46","2.06","0.85","07/05"
"保險","4350.63","-14.35","-0.33","07/05"
"美國紙業","179.34","2.94","1.67","07/05"
"零售業","519.22","3.68","0.71","07/05"
"掮客商指數","258.14","-1.14","-0.44","07/05"
"美元指數","81.54","0.07","0.09","07/05"
"日圓指數","81.43","-0.33","-0.40","07/05"
"澳幣指數","85.60","0.11","0.13","07/05"
