"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","12917.51","-406.22","-3.05","16:00"
"東證一部","1246.24","-32.38","-2.53","15:00"
"東證二部","2721.96","-12.86","-0.47","15:00"
"JASDAQ","64.77","-0.13","-0.20","15:00"
"上海綜合","3296.67","-196.22","-5.62","15:16"
"上海A股","3459.00","-205.84","-5.62","15:16"
"上海B股","236.74","-14.76","-5.87","15:16"
"深圳A股","1059.22","-71.66","-6.34","15:00"
"深圳B股","533.29","-25.49","-4.56","15:00"
"滬深300","3536.33","-247.40","-6.54","15:01"
"香港恆生","23811.20","-856.59","-3.47","16:01"
"香港國企","12664.21","-692.91","-5.19","16:01"
"香港紅籌","5364.18","-226.16","-4.05","16:01"
"台灣加權","8892.68","-16.90","-0.19","13:46"
"台灣店頭","152.30","-1.15","-0.75","13:46"
"韓國指數","1746.71","-33.00","-1.85","18:03"
"越南股市","539.01","-6.72","-1.23","04/11"
"泰國股市","827.10","6.12","0.75","04/11"
"菲律賓","2918.27","-22.71","-0.77","12:11"
"馬來西亞","1233.43","-13.36","-1.07","17:00"
"印尼股市","2272.48","-31.45","-1.37","17:09"
"印度股市","15807.64","112.54","0.72","04/11"
"孟加拉","3075.45","5.52","0.18","04/10"
"巴基斯坦","10970.53","1.52","0.01","13:15"
"澳洲股市","5410.90","-94.30","-1.71","17:47"
"紐西蘭","3470.96","-17.88","-0.51","14:31"
"新加坡","3042.96","-83.91","-2.68","17:10"
"龍籌股","149.56","-4.14","-2.69","04/14"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2091.09","-21.01","-0.99","04/14"
"英國指數","5831.60","-63.90","-1.08","04/14"
"法國指數","4766.49","-31.44","-0.66","04/14"
"德國指數","6554.49","-49.08","-0.74","04/14"
"土耳其","41747.30","-232.81","-0.55","04/14"
"匈牙利","21968.19","-158.54","-0.72","04/14"
"奧地利","3855.44","-26.51","-0.68","04/14"
"波蘭股市","46715.70","-348.48","-0.74","04/14"
"捷克股市","1518.00","-15.10","-0.98","04/14"
"瑞典股市","948.40","-8.12","-0.85","04/14"
