"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17394.92","119.94","0.69","close"
"東證一部","1704.22","10.97","0.65","close"
"東證二部","4081.75","15.88","0.39","close"
"JASDAQ","81.88","0.43","0.53","close"
"上海綜合","3841.27","81.40","2.16","04/30"
"上海A股","4035.09","84.25","2.13","04/30"
"上海B股","231.13","15.14","7.01","04/30"
"香港恆生","20681.58","293.09","1.44","05/03"
"香港國企","10134.40","141.30","1.41","05/03"
"香港紅籌","3511.10","70.12","2.04","05/03"
"台灣指數","7926.66","23.62","0.30","13:46"
"韓國指數","1559.86","6.56","0.42","18:03"
"新加坡","3450.64","32.83","0.96","17:05"
"馬來西亞","1342.79","20.54","1.55","17:00"
"菲律賓","3271.53","-0.46","-0.01","12:11"
"印尼股市","2025.64","17.09","0.85","17:08"
"越南股市","937.46","1.98","0.21","13:22"
"泰國股市","709.91","4.44","0.63","17:00"
"印度股市","14078.21","205.84","1.48","16:28"
"澳洲股市","6236.90","12.40","0.20","17:47"
"日本不動產","4292.26","0.00","0.00","15:45"
"東證REIT","2571.69","51.46","2.04","05/02"
"澳洲不動產","1925.44","6.02","0.31","19:15"
"新加坡不動產","1597.00","20.06","1.27","05/02"
"恆生地產","25262.08","752.73","3.07","17:01"
"亞洲REIT","197.48","2.36","1.21","05/02"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6537.80","53.30","0.82","15:36"
"法國指數","6004.28","14.15","0.24","17:10"
"德國指數","7476.69","20.76","0.28","18:38"
"俄羅斯","1923.19","11.50","0.60","05/03"
"道瓊歐洲","4427.32","11.84","0.27","17:17"
"土耳其","45077.67","821.54","1.86","15:41"
"匈牙利","25585.53","0.47","0.00","15:36"
"奧地利","4732.26","12.29","0.26","16:35"
"波蘭股市","60331.66","526.18","0.88","05/02"
"捷克股市","1813.90","-1.00","-0.06","16:13"
"愛沙尼亞","878.15","-2.48","-0.28","13:05"
"拉托維亞","666.29","4.69","0.71","13:05"
"立陶宛","483.35","-0.61","-0.13","13:05"
"盧森堡","2443.84","6.45","0.27","15:58"
"義大利","33869.00","-171.00","-0.50","16:43"
"西班牙","1596.79","-3.69","-0.23","16:37"
"瑞士股市","9393.05","-51.90","-0.55","16:31"
"瑞典股市","1256.75","-11.04","-0.87","16:46"
"芬蘭股市","10940.99","0.90","0.01","17:32"
"挪威股市","405.25","1.00","0.25","15:24"
"英國不動產","3012.04","28.77","0.96","16:37"
"歐陸不動產","3212.49","-5.91","-0.18","16:45"
"歐洲不動產","3984.54","6.36","0.16","16:45"
"以色列","1079.24","3.08","0.29","15:30"
"埃及股市","66244.51","117.88","0.18","12:36"
"南非股市","25318.70","-59.60","-0.23","16:00"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13241.38","29.50","0.22","16:30"
"NASDAQ","2565.46","7.62","0.30","17:17"
"羅素2000","828.87","0.41","0.05","16:59"
"S&P 500","1502.39","6.47","0.43","16:59"
"DJ貴金屬","280.67","3.54","1.28","17:29"
"CBOE黃金","148.44","1.43","0.97","16:49"
"AMEX金蟲","345.20","3.44","1.01","16:36"
"費城金銀","141.57","1.65","1.18","05/03"
"費城油業","240.11","2.99","1.26","05/03"
"AMEX石油","1296.47","9.76","0.76","16:36"
"NYSE能源","12861.27","129.20","1.01","17:06"
"AMEX能源","650.70","6.33","0.98","16:36"
"費城半導","500.38","1.97","0.40","05/03"
"NSDQ金融","3169.53","16.71","0.53","17:17"
"NYSE金融","9848.98","33.77","0.34","17:06"
"ISE水指數","78.74","-0.01","-0.01","17:00"
"道瓊水指數","711.78","-7.05","-0.98","17:25"
"道瓊權益REIT","324.32","0.71","0.22","16:49"
"NBI生技","850.99","-5.18","-0.60","17:17"
"AMEX生技","831.21","-2.82","-0.34","16:36"
"費城藥物","218.64","0.00","0.00","05/03"
"加拿大","13687.00","108.26","0.80","05/03"
"巴西指數","50218.22","746.68","1.51","05/03"
"墨西哥","29752.95","493.03","1.69","15:06"
"阿根廷","2174.77","17.93","0.83","05/03"
"智利","3194.35","26.49","0.84","18:31"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","682.50","+0.20","+0.03","5:50"
"銀","13.42","0.00","0.00","5:50"
"白金","1310.00","+2.00","+0.15","5:14"
"鈀","380.00","+2.00","+0.53","5:01"
"銅","3.7656","+0.0387","+1.04","0:53"
"鎳","23.4114","+0.3856","+1.68","23:59"
"鋁","1.2868","+0.0075","+0.59","1:26"
"鋅","1.7571","+0.0306","+1.78","0:54"
"鉛","0.9411","+0.0127","+1.38","0:54"
"黃金期貨","684.400","9.300","01.38","1:41"
"銀期貨","13.510","0.175","01.31","1:43"
"銅期貨","8010.000","-38.000","-00.47","05/02"
"天然氣期","7.947","0.217","02.81","2:44"
"WTI原油期","63.190","-0.490","-00.77","2:47"
"玉米期貨","389.250","7.250","01.90","05/03"
"小麥期貨","494.500","1.000","00.20","2:15"
"可可粉期","1879.000","24.000","01.29","0:25"
"大豆期貨","747.750","-0.750","-00.10","05/03"
"咖啡C期","104.350","-0.350","-00.33","0:55"
"十一號糖","9.290","0.150","01.64","1:20"
"二號棉期","48.400","-0.220","-00.45","2:22"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3552","-0.0042","-0.3053","4:52"
"英鎊/美元","1.9872","-0.0027","-0.1357","4:53"
"美元/瑞士法郎","1.2160","0.0024","0.1936","4:53"
"美元/俄盧布","25.7880","0.0438","0.1699","4:53"
"美元/匈牙利幣","181.9750","0.2850","0.1569","4:53"
"美元/土耳其幣","1.3550","-0.0016","-0.1179","4:50"
"美元/南非幣","6.9568","-0.0578","-0.8233","4:53"
"美元/日圓","120.4050","0.2500","0.2081","4:53"
"美元/人民幣","7.7075","0.0020","0.0260","3:55"
"美元/港幣","7.8210","-0.0010","-0.0134","4:45"
"美元/台幣","33.3150","-0.0200","-0.0600","2:21"
"美元/韓圜","927.0000","-3.5000","-0.3761","2:21"
"美元/泰銖","32.8100","0.1400","0.4285","4:04"
"美元/新元","1.5228","-0.0030","-0.1966","4:53"
"美元/馬來幣","3.4165","-0.0055","-0.1607","4:02"
"美元/印尼盾","9043.0000","-31.0000","-0.3416","4:00"
"美元/印度盧比","41.1530","-0.0375","-0.0910","20:03"
"澳幣/美元","0.8240","-0.0009","-0.1036","4:53"
"紐幣/美元","0.7360","-0.0016","-0.2169","4:53"
"美元/巴西幣","2.0265","0.0085","0.4212","4:53"
"美元/墨披索","10.9130","-0.0012","-0.0110","4:53"
"美元/加幣","1.1075","-0.0017","-0.1515","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","293.494","0.422%","3.44","5/2"
"中國","52.513","-0.216%","0.864","5/2"
"印度","421.591","-0.055%","7.924","5/2"
"俄羅斯","1182.108","0.29%","-5.453","5/2"
"巴西","2493.217","1.486%","13.049","5/2"
"新興市場","975.123","0.617%","6.845","5/2"
"新興亞洲","389.021","0.399%","4.726","5/2"
"新興東歐","307.148","0.579%","-0.738","5/2"
"新興拉美","3361.019","1.289%","12.196","5/2"
"世界","393.135","0.63%","6.893","5/2"
"歐洲","580.494","0.496%","9.209","5/2"
"遠東ex日本","446.802","0.629%","4.977","5/2"
"中華","294.738","0.316%","1.848","5/2"
"歐洲小型","339.026","0.296%","12.943","5/2"
"日本小型","104.225","0.215%","2.087","5/2"
"美國小型","317.636","1.611%","6.17","5/2"
"世界小型","257.341","0.964%","8.87","5/2"
"日本","3227.023","0.357%","0.584","5/2"
"香港","7474.777","0.979%","3.103","5/2"
"世界能源","256.28","2.80","1.10","05/03"
"世界原料","257.45","2.10","0.82","05/03"

