"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13822.32","-7.60","-0.05","close"
"東證一部","1344.79","-1.29","-0.10","close"
"東證二部","2917.34","-1.62","-0.06","close"
"JASDAQ","62.11","0.49","0.80","close"
"上海綜合","2901.85","-3.16","-0.11","close"
"上海A股","3044.07","-3.46","-0.11","close"
"上海B股","217.96","1.85","0.86","close"
"深圳A股","886.96","7.72","0.88","close"
"深圳B股","493.82","-1.96","-0.39","close"
"滬深300","2980.91","11.37","0.38","close"
"香港恆生","22455.67","-179.49","-0.79","close"
"香港國企","12095.98","-100.27","-0.82","close"
"香港紅籌","4788.23","-64.56","-1.33","close"
"台灣加權","7811.80","-43.26","-0.55","close"
"台灣店頭","130.01","0.08","0.06","close"
"韓國指數","1717.66","-0.13","-0.01","18:03"
"越南股市","386.48","2.70","0.70","11:00"
"泰國股市","774.39","-4.03","-0.52","17:01"
"菲律賓","2521.61","10.81","0.43","12:11"
"馬來西亞","1203.89","-5.22","-0.43","17:00"
"印尼股市","2350.89","9.53","0.41","17:09"
"印度股市","14421.82","201.75","1.42","16:28"
"孟加拉","3024.47","2.22","0.07","21:29"
"巴基斯坦","8936.91","18.66","0.21","12:15"
"澳洲股市","5421.50","58.40","1.09","17:47"
"紐西蘭","3291.96","10.67","0.33","14:31"
"新加坡","2980.95","-5.67","-0.19","17:10"
"龍籌股","142.18","-0.79","-0.55","06/26"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2308.76","-1.97","-0.09","06/26"
"英國指數","5518.20","-147.90","-2.61","06/26"
"法國指數","4426.19","-110.10","-2.43","06/26"
"德國指數","6459.60","-158.24","-2.39","06/26"
"土耳其","36578.95","-993.69","-2.64","06/26"
"匈牙利","20468.32","-79.68","-0.39","06/26"
"奧地利","3933.24","-115.92","-2.86","06/26"
"波蘭股市","42117.40","40.13","0.10","06/26"
"捷克股市","1479.80","-30.40","-2.01","06/26"
"瑞典股市","880.56","-30.08","-3.30","06/26"
"芬蘭股市","8608.06","-230.29","-2.61","06/26"
"挪威股市","411.36","-6.06","-1.45","06/26"
"希臘指數","3483.98","-100.55","-2.81","06/26"
"義大利","22730.00","-452.00","-1.95","16:43"
"盧森堡","2033.86","-70.29","-3.34","06/26"
"荷蘭","426.03","-13.53","-3.08","06/26"
"冰島","4448.55","-71.46","-1.58","06/26"
"丹麥","430.72","-6.68","-1.53","06/26"
"瑞士股市","6949.73","-131.64","-1.86","06/26"
"西班牙","1302.98","-36.33","-2.71","06/26"
"葡萄牙","3076.88","-84.99","-2.69","06/26"
"愛爾蘭","5230.74","-185.33","-3.42","06/26"
"以色列","1097.91","-24.38","-2.17","06/26"
"埃及股市","87814.12","-915.74","-1.03","06/26"
"南非股市","28274.44","20.27","0.07","06/26"
"摩洛哥","28967.62","25.83","0.09","06/26"
