"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16148.49","-327.12","-1.99","8/16"
"東證一部","1567.46","-26.69","-1.67","8/16"
"東證二部","3763.65","-76.42","-1.99","8/16"
"JASDAQ","72.36","-1.16","-1.58","8/16"
"上海綜合","4765.45","-104.43","-2.14","08/16"
"上海A股","5001.92","-109.63","-2.14","08/16"
"上海B股","313.99","-6.69","-2.09","08/16"
"香港恆生","20672.39","-703.33","-3.29","08/16"
"香港國企","11361.64","-627.52","-5.23","08/16"
"香港紅籌","3855.40","-202.34","-4.99","08/16"
"台灣加權","8201.37","-391.67","-4.56","13:46"
"台灣店頭","188.31","-10.47","-5.27","13:46"
"韓國指數","1691.98","-125.91","-6.93","18:03"
"新加坡","3152.16","-121.09","-3.70","17:05"
"馬來西亞","1207.61","-44.21","-3.53","17:00"
"菲律賓","2942.31","-188.03","-6.01","12:11"
"印尼股市","1908.64","-120.45","-5.94","17:09"
"越南股市","900.26","-15.08","-1.65","10:57"
"泰國股市","750.69","-23.23","-3.00","17:01"
"印度股市","14358.21","-642.70","-4.28","16:28"
"斯里蘭卡","2414.52","-10.41","-0.43","14:16"
"澳洲股市","5712.20","-89.30","-1.54","17:47"
"紐西蘭","3957.94","-46.52","-1.16","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1820.30","-66.53","-3.53","08/16"
"英國指數","5858.90","-250.40","-4.10","08/16"
"法國指數","5265.47","-177.25","-3.26","08/16"
"德國指數","7270.07","-175.83","-2.36","08/16"
"道瓊歐洲","4062.33","-120.73","-2.89","08/16"
"土耳其","44473.30","-3240.82","-6.79","08/16"
"匈牙利","25894.59","-1122.83","-4.16","08/16"
"奧地利","4297.28","-232.20","-5.13","08/16"
"波蘭股市","55510.57","-3613.16","-6.11","08/16"
"捷克股市","1653.20","-96.50","-5.51","08/16"
"盧森堡","2204.99","-81.74","-3.57","08/16"
"義大利","29542.00","-1055.00","-3.45","16:43"
"西班牙","1539.40","-58.42","-3.66","08/16"
"瑞士股市","8422.28","-239.31","-2.76","08/16"
"瑞典股市","1145.43","-38.02","-3.21","08/16"
"芬蘭股市","10587.87","-403.64","-3.67","08/16"
"挪威股市","370.58","-15.42","-3.99","08/16"
"以色列","1038.10","-34.86","-3.25","08/16"
"埃及股市","69122.68","-2381.74","-3.33","08/16"
"南非股市","23419.29","-1051.95","-4.30","08/16"
"摩洛哥","25185.14","-326.65","-1.28","08/16"
"約旦指數","5723.39","-32.07","-0.56","08/16"
"杜拜指數","4197.40","-64.67","-1.52","08/16"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12845.78","-15.69","-0.12","16:48"
"NASDAQ","2451.07","-7.76","-0.32","17:16"
"羅素2000","768.83","17.29","2.30","16:59"
"S&P 500","1411.27","4.57","0.33","16:59"
"DJ貴金屬","257.38","-14.71","-5.41","17:31"
"CBOE黃金","126.30","-6.76","-5.08","16:49"
"AMEX金蟲","300.14","-16.19","-5.12","16:45"
"費城金銀","125.64","-6.81","-5.14","08/16"
"費城油業","243.03","-7.72","-3.08","08/16"
"AMEX石油","1269.36","-10.55","-0.82","16:45"
"NYSE能源","12625.29","-174.41","-1.36","17:05"
"AMEX能源","650.10","-6.32","-0.96","16:45"
"費城半導","477.71","-0.53","-0.11","08/16"
"NSDQ金融","2904.96","93.98","3.34","17:16"
"NYSE金融","8733.30","206.63","2.42","17:05"
"NBI生技","784.46","-2.89","-0.37","17:16"
"AMEX生技","752.01","-1.22","-0.16","16:45"
"費城藥物","195.41","-0.87","-0.44","08/16"
"加拿大","12848.70","-200.06","-1.53","08/16"
"巴西指數","48015.55","-1269.75","-2.58","08/16"
"墨西哥","27793.16","-347.57","-1.24","08/16"
"阿根廷","1833.71","-91.02","-4.73","08/16"
"智利","2961.23","-124.26","-4.03","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4671.88","-20.44","-0.44","16:30"
"DJ建商","430.45","9.72","2.31","16:17"
"S&P建商","520.22","10.24","2.01","16:40"
"道瓊公用事業","474.36","-1.27","-0.27","16:30"
"歐洲公用事業","291.07","-9.41","-3.13","17:45"
"全球公用事業","6927.14","-87.77","-1.25","16:15"
"ISE水指數","81.81","1.19","1.48","16:44"
"道瓊水指數","791.35","25.45","3.32","16:02"
"NSDQ純淨優勢","480.14","-9.19","-1.88","16:44"
"純淨科技","1232.15","-10.83","-0.87","16:44"
"WH革新能源","248.83","-1.17","-0.47","16:44"
"WH乾淨能源","211.34","-4.63","-2.14","16:44"
