"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","14528.67","28.12","0.19","01/08"
"東證一部","1403.06","10.35","0.74","01/08"
"東證二部","3176.18","-11.53","-0.36","01/08"
"JASDAQ","69.76","0.20","0.29","01/08"
"上海綜合","5386.53","-6.81","-0.13","01/08"
"上海A股","5653.26","-6.78","-0.12","01/08"
"上海B股","366.27","-5.34","-1.44","01/08"
"滬深300","5528.05","-28.54","-0.51","01/08"
"香港恆生","27112.90","-66.59","-0.24","01/08"
"香港國企","15659.71","68.97","0.44","01/08"
"香港紅籌","5943.33","-19.82","-0.33","01/08"
"台灣加權","7962.91","79.54","1.01","01/08"
"台灣店頭","141.56","-0.76","-0.53","01/08"
"韓國指數","1826.23","-4.91","-0.27","01/08"
"新加坡","3338.27","-14.79","-0.44","01/08"
"馬來西亞","1489.74","18.97","1.29","01/08"
"菲律賓","3420.56","31.75","0.94","01/08"
"印尼股市","2785.62","9.22","0.33","01/08"
"越南股市","893.74","6.66","0.75","01/08"
"泰國股市","811.69","3.38","0.42","01/08"
"印度股市","20873.33","60.68","0.29","01/08"
"澳洲股市","6158.20","-47.50","-0.77","10:07"
"紐西蘭","3884.36","-44.04","-1.12","07:47"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2291.46","0.00","0.00","12/27"
"英國指數","6356.50","20.80","0.33","01/08"
"法國指數","5495.67","42.84","0.79","01/08"
"德國指數","7849.99","32.82","0.42","01/08"
"道瓊歐洲","4295.23","11.86","0.28","01/08"
"土耳其","53235.93","666.39","1.27","01/08"
"匈牙利","26111.36","635.50","2.49","01/08"
"奧地利","4373.86","41.51","0.96","01/08"
"波蘭股市","53862.62","144.11","0.27","01/08"
"捷克股市","1735.30","10.00","0.58","01/08"
"盧森堡","2335.27","19.94","0.86","01/08"
"義大利","28453.00","-14.00","-0.05","16:43"
"西班牙","1589.97","3.20","0.20","01/08"
"瑞士股市","8316.39","205.82","2.54","01/08"
"瑞典股市","1024.42","12.93","1.28","01/08"
"芬蘭股市","10949.51","51.15","0.47","01/08"
"挪威股市","412.50","9.51","2.36","01/08"
"以色列","1189.52","12.91","1.10","01/08"
"埃及股市","96871.18","562.88","0.58","01/08"
"南非股市","26288.65","293.75","1.13","01/08"
"摩洛哥","27139.83","52.11","0.19","01/08"
"約旦指數","8161.24","139.61","1.74","01/08"
"杜拜指數","6155.06","9.65","0.16","01/08"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12589.07","-238.42","-1.86","16:30"
"NASDAQ","2440.51","-58.95","-2.36","17:16"
"羅素2000","704.86","-19.09","-2.64","01/08"
"S&P 500","1390.19","-25.99","-1.84","01/08"
"費城金銀","188.60","5.96","3.26","01/08"
"DJ貴金屬","381.55","10.97","2.96","17:32"
"CBOE黃金","196.17","7.29","3.86","01/08"
"AMEX金蟲","454.11","18.13","4.16","16:49"
"AMEX能源","763.11","-9.99","-1.29","16:49"
"NYSE能源","14972.37","-210.90","-1.39","17:06"
"費城油業","294.31","-3.02","-1.02","01/08"
"AMEX石油","1495.78","-24.20","-1.59","16:49"
"費城半導","361.71","-9.90","-2.66","01/08"
"NSDQ金融","2604.29","-114.97","-4.23","17:16"
"NYSE金融","7701.52","-212.54","-2.69","17:06"
"NBI生技","836.69","2.96","0.36","17:16"
"AMEX生技","784.67","-5.22","-0.66","16:49"
"費城藥物","209.76","4.33","2.11","01/08"
"加拿大","13541.75","-77.12","-0.57","01/08"
"巴西指數","62080.73","1308.58","2.15","01/08"
