"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17702.09","-156.33","-0.88","7/26"
"東證一部","1737.18","-16.85","-0.96","7/26"
"東證二部","4162.74","-31.10","-0.74","7/26"
"JASDAQ","77.86","-0.82","-1.04","7/26"
"上海綜合","4346.46","22.49","0.52","07/26"
"上海A股","4558.54","22.78","0.50","07/26"
"上海B股","318.04","8.72","2.82","07/26"
"香港恆生","23211.69","0.00","0.00","07/26"
"香港國企","13357.02","0.00","0.00","07/26"
"香港紅籌","4504.30","0.00","0.00","07/26"
"台灣加權","9566.42","-173.71","-1.78","07/26"
"台灣店頭","228.74","-4.51","-1.93","07/26"
"韓國指數","1963.54","-40.68","-2.03","07/26"
"新加坡","3579.73","-53.81","-1.48","07/26"
"馬來西亞","1381.50","1.77","0.13","07/26"
"菲律賓","3659.68","14.17","0.39","07/26"
"印尼股市","2365.26","-29.30","-1.22","07/26"
"越南股市","956.13","-16.43","-1.69","07/26"
"泰國股市","884.16","0.51","0.06","07/26"
"印度股市","15776.31","76.98","0.49","07/26"
"斯里蘭卡","2460.05","21.89","0.90","07/26"
"澳洲股市","6301.40","-0.00","-0.00","10:30"
"紐西蘭","4247.28","-78.50","-1.81","08:09"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1996.91","-50.91","-2.49","07/26"
"英國指數","6251.20","-203.10","-3.15","15:35"
"法國指數","5675.05","-162.06","-2.78","17:10"
"德國指數","7508.96","-183.59","-2.39","19:16"
"道瓊歐洲","4252.92","-107.98","-2.48","17:20"
"土耳其","52512.38","-2319.56","-4.23","15:34"
"匈牙利","28868.39","-469.28","-1.60","15:36"
"奧地利","4628.00","-158.28","-3.31","16:35"
"波蘭股市","63188.16","-1654.16","-2.55","15:40"
"捷克股市","1815.40","-36.20","-1.96","16:13"
"盧森堡","2435.75","-40.02","-1.62","16:40"
"義大利","31235.00","-642.00","-2.01","16:43"
"西班牙","1602.41","-41.74","-2.54","16:42"
"瑞士股市","8706.40","-216.31","-2.42","16:30"
"瑞典股市","1212.34","-42.91","-3.42","16:50"
"芬蘭股市","10969.35","-244.84","-2.18","17:32"
"挪威股市","416.15","-10.96","-2.57","15:25"
"以色列","1137.12","-29.51","-2.53","15:30"
"埃及股市","74390.06","199.93","0.27","13:05"
"南非股市","25844.39","-486.67","-1.85","16:00"
"摩洛哥","23969.21","145.49","0.61","19:07"
"約旦指數","5682.08","3.46","0.06","13:53"
"杜拜指數","4332.31","10.31","0.24","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13473.57","-311.50","-2.26","16:30"
"NASDAQ","2599.34","-48.83","-1.84","17:16"
"羅素2000","791.48","-21.02","-2.59","16:59"
"S&P 500","1482.66","-35.43","-2.33","16:59"
"DJ貴金屬","299.52","-12.44","-3.99","17:29"
"CBOE黃金","151.98","-5.27","-3.35","16:49"
"AMEX金蟲","345.79","-12.79","-3.57","16:52"
"費城金銀","147.25","-6.07","-3.96","07/26"
"費城油業","277.73","-6.93","-2.43","07/26"
"AMEX石油","1388.47","-50.96","-3.54","16:52"
"NYSE能源","13952.85","-464.73","-3.22","17:05"
"AMEX能源","708.89","-25.24","-3.44","16:52"
"費城半導","512.60","-11.66","-2.22","07/26"
"NSDQ金融","2939.64","-70.64","-2.35","17:16"
"NYSE金融","9122.46","-251.01","-2.68","17:05"
"NBI生技","807.49","-9.75","-1.19","17:16"
"AMEX生技","781.55","-7.86","-1.00","16:52"
"費城藥物","202.88","-5.18","-2.49","07/26"
"加拿大","13844.60","-260.72","-1.85","07/26"
"巴西指數","53893.15","-2108.15","-3.76","07/26"
"墨西哥","29996.60","-1106.93","-3.56","07/26"
"阿根廷","2153.27","-89.51","-3.99","07/26"
"智利","3277.82","-70.26","-2.10","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5105.59","-126.37","-2.42","15:51"
"DJ建商","472.68","-10.69","-2.21","15:48"
"S&P建商","573.72","-7.72","-1.33","15:50"
"道瓊公用事業","483.31","-14.58","-2.93","15:52"
"歐洲公用事業","312.01","-3.76","-1.19","17:45"
"全球公用事業","7175.23","-133.51","-1.83","15:36"
"ISE水指數","84.06","-2.21","-2.56","15:52"
"道瓊水指數","718.63","-27.43","-3.68","15:47"
"NSDQ純淨優勢","523.93","-12.92","-2.41","15:52"
"純淨科技","1302.53","-28.70","-2.16","15:52"
"WH革新能源","262.39","-9.16","-3.37","15:52"
"WH乾淨能源","225.49","-5.35","-2.32","15:52"
"全球乾淨能源","2921.20","-77.84","-2.60","15:42"
"ISE替代能源","54.71","-1.66","-2.94","15:52"
"全球替代能源","3128.86","-68.35","-2.14","15:52"
"生物能源","675.52","-31.80","-4.50","15:52"
"AMEX環境服務","977.28","-33.23","-3.29","15:52"
"亞太環境控制","174.77","-1.66","-0.94","17:30"
"歐洲環境控制","186.32","-5.20","-2.71","17:45"
"美國環境控制","103.08","-3.67","-3.44","15:50"
"KLD社會責任","129.39","-2.54","-1.93","15:52"
"KLD社會400","524.62","-12.29","-2.29","15:42"
"Clvrt社會責任","88.40","-1.66","-1.84","15:52"
"ISE邪惡指數","120.78","-2.77","-2.24","15:52"
"MSCI世界能源","283.30","1.02","0.36","07/25"
"MSCI世界原料","287.33","-5.07","-1.73","07/25"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3567.91","-63.91","-1.76","16:44"
"東證REIT","2063.88","-47.42","-2.25","16:01"
"澳洲不動產","1826.53","-17.94","-0.97","20:14"
"新加坡不動產","1523.20","-16.25","-1.06","7/25"
"恆生地產","27615.90","-577.32","-2.05","18:01"
"亞洲REIT","169.83","-4.04","-2.32","17:30"
"英國不動產","2381.80","-111.61","-4.48","17:36"
"歐陸不動產","2618.66","-100.83","-3.71","17:45"
"歐洲不動產","3265.75","-138.32","-4.06","17:45"
"DJ權益REIT","274.61","-5.37","-1.92","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","316.67","-2.46","-0.77","07/26"
"MS商品指數","759.35","-25.90","-3.30","07/26"
"高盛商品指數","6203.12","75.84","1.24","07/25"
"高盛農產品","284.14","-1.89","-0.66","07/25"
"高盛家畜指數","241.49","-0.40","-0.17","07/25"
"高盛工業金屬","480.20","-12.45","-2.53","07/25"
"天然氣","494.69","-12.48","-2.46","07/26"
"AMEX航空","48.60","-2.29","-4.50","07/26"
"銀行","106.21","-2.58","-2.37","07/26"
"醫療服務","474.13","-9.41","-1.95","07/26"
"電腦科技","893.13","-10.63","-1.18","07/26"
"電腦硬體","246.45","-2.67","-1.07","07/26"
"保險","4073.01","-86.10","-2.07","07/26"
"美國紙業","163.46","-5.25","-3.11","07/26"
"零售業","490.02","-13.56","-2.69","07/26"
"掮客商指數","233.23","-8.21","-3.40","07/26"
"美元指數","80.46","-0.19","-0.24","07/26"
"歐元指數","137.51","0.37","0.27","07/26"
"日圓指數","84.24","1.15","1.38","07/26"
"澳幣指數","87.44","-0.80","-0.91","07/26"
"30年債券價格","109.91","1.06","0.98","07/26"
"30年債殖利率","49.46","-0.80","-1.59","07/26"
"10年期票利率","47.77","-1.27","-2.59","07/26"
"5年期票殖利率","46.11","-1.68","-3.52","07/26"
"3月期票殖利率","47.70","-0.65","-1.34","07/26"
"Put/Call比例","1.53","0.48","45.71","07/26"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","662.90","-0.20","-0.03","5:42"
"銀","12.82","-0.06","-0.47","5:22"
"白金","1319.00","0.00","0.00","22:34"
"鈀","368.00","0.00","0.00","22:34"
"銅","3.6137","+0.0000","+0.00","2:16"
"鎳","14.5497","+0.0000","+0.00","2:16"
"鋁","1.2270","+0.0000","+0.00","2:16"
"鋅","1.6700","+0.0000","+0.00","2:16"
"鉛","1.4167","+0.0000","+0.00","2:16"
"黃金期貨","675.100","-11.400","-1.66","1:46"
"銀期貨","12.950","-0.200","-1.52","1:37"
"銅期貨","7864.000","-180.500","-2.24","07/25"
"天然氣期","5.943","0.018","0.30","2:43"
"布蘭特油期","75.180","-1.140","-1.49","3:02"
"WTI原油期","74.950","-0.930","-1.23","3:00"
"玉米期貨","333.000","5.750","1.76","07/26"
"小麥期貨","651.000","17.000","2.68","2:15"
"可可粉期","2003.000","-56.000","-2.72","0:29"
"大豆期貨","846.500","7.250","0.86","07/26"
"咖啡C期","111.400","-2.800","-2.45","1:17"
"十一號糖","10.220","0.070","0.69","1:09"
"二號棉期","62.790","-1.160","-1.81","2:27"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3739","-0.0007","-0.05","5:52"
"英鎊/美元","2.0452","-0.0039","-0.19","5:53"
"美元/瑞士法郎","1.2035","-0.0003","-0.03","5:53"
"美元/俄盧布","25.4740","0.0085","0.03","5:51"
"美元/匈牙利幣","182.9800","-0.2500","-0.14","5:53"
"美元/土耳其幣","1.2982","0.0000","0.00","07/26"
"美元/南非幣","7.0815","-0.0062","-0.09","5:43"
"美元/日圓","118.3000","-0.3800","-0.32","5:53"
"美元/人民幣","7.5670","0.0000","0.00","07/26"
"美元/港幣","7.8231","-0.0004","-0.01","5:43"
"美元/台幣","32.7800","0.0000","0.00","5:28"
"美元/韓圜","922.1000","-0.1500","-0.02","5:28"
"美元/泰銖","29.7750","-0.0150","-0.05","5:00"
"美元/新元","1.5156","-0.0002","-0.01","5:53"
"美元/馬來幣","3.4595","-0.0005","-0.01","5:28"
"美元/印尼盾","9250.0000","0.0000","0.00","5:28"
"美元/印度盧比","40.3570","0.0000","0.00","07/26"
"澳幣/美元","0.8698","-0.0014","-0.15","5:53"
"紐幣/美元","0.7813","-0.0009","-0.12","5:54"
"美元/巴西幣","1.9260","0.0000","0.00","07/26"
"美元/墨披索","10.9760","0.0031","0.03","5:48"
"美元/加幣","1.0570","0.0034","0.32","5:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","348.09","-1.91","22.68","07/26"
"中國","69.14","-0.57","32.80","07/26"
"印度","490.83","1.12","25.65","07/26"
"俄羅斯","1243.98","-3.40","-0.50","07/26"
"巴西","2947.15","-4.00","33.63","07/26"
"菲律賓","351.91","-0.26","33.70","07/26"
"墨西哥","6091.46","-4.44","11.09","07/26"
"新興市場","1121.38","-2.28","22.87","07/26"
"新興亞洲","476.43","-1.34","28.26","07/26"
"新興東歐","323.40","-3.11","4.51","07/26"
