"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17484.78","-6.64","-0.04","close"
"東證一部","1717.08","-3.64","-0.21","close"
"東證二部","4154.38","-8.49","-0.20","close"
"JASDAQ","83.86","-0.49","-0.58","close"
"上海綜合","3323.59","4.45","0.13","04/06"
"上海A股","3492.96","4.60","0.13","04/06"
"上海B股","186.51","0.86","0.46","04/06"
"香港恆生","20209.71","207.01","1.03","04/04"
"香港國企","9859.50","135.23","1.39","04/04"
"香港紅籌","3491.70","55.61","1.62","04/04"
"台灣指數","8004.61","71.70","0.90","04/04"
"韓國指數","1484.15","2.11","0.14","18:03"
"新加坡","3345.86","12.94","0.39","04/05"
"馬來西亞","1278.92","1.44","0.11","17:00"
"菲律賓","3294.23","46.23","1.42","04/04"
"印尼股市","1895.61","-26.44","-1.38","04/05"
"越南股市","1033.92","-15.06","-1.44","15:06"
"泰國股市","692.47","-1.07","-0.15","04/05"
"印度股市","12856.08","69.31","0.54","04/05"
"澳洲股市","6063.40","-15.60","-0.26","04/05"
"日本不動產","4014.40","-46.39","-1.14","15:45"
"東證REIT","2430.19","8.48","0.35","15:01"
"澳洲不動產","1893.52","0.00","0.00","19:15"
"新加坡不動產","1555.35","-1.41","-0.09","04/05"
"恆生地產","24794.44","534.60","2.20","04/04"
"亞洲REIT","191.13","0.56","0.29","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6397.30","32.60","0.51","04/05"
"法國指數","5741.38","2.37","0.04","04/05"
"德國指數","7099.91","26.00","0.37","04/05"
"俄羅斯","1946.47","3.72","0.19","18:00"
"道瓊歐洲","4271.54","9.71","0.23","04/05"
"土耳其","45845.24","131.18","0.29","15:40"
"匈牙利","23962.24","5.98","0.03","15:36"
"奧地利","4683.87","-11.63","-0.25","04/05"
"波蘭股市","58183.82","202.07","0.35","04/05"
"捷克股市","1754.20","12.00","0.69","16:13"
"愛沙尼亞","926.42","-0.03","-0.00","04/05"
"拉托維亞","665.32","8.35","1.27","04/05"
"立陶宛","500.45","2.40","0.48","04/05"
"盧森堡","2400.50","-7.73","-0.32","04/05"
"義大利","33106.00","37.00","0.11","04/05"
"西班牙","1657.42","2.14","0.13","04/05"
