"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17263.94","9.21","0.05","close"
"東證一部","1710.68","-0.38","-0.02","close"
"東證二部","4181.65","1.94","0.05","close"
"JASDAQ","84.27","-0.20","-0.24","close"
"上海綜合","3197.54","24.52","0.77","03/29"
"上海A股","3360.82","26.25","0.79","03/29"
"上海B股","176.75","-2.43","-1.36","03/29"
"香港恆生","19821.78","267.91","1.37","16:19"
"香港國企","9599.50","116.40","1.23","16:19"
"香港紅籌","3433.70","70.01","2.08","16:19"
"台灣","7848.33","60.19","0.77","13:46"
"韓國","1450.95","11.21","0.78","18:03"
"新加坡","3228.88","27.13","0.85","17:05"
"馬來西亞","1235.89","0.65","0.05","17:00"
"菲律賓","3151.72","-11.09","-0.35","12:11"
"印尼","1817.72","17.33","0.96","17:08"
"越南","1068.71","36.92","3.58","14:30"
"泰國","671.62","2.58","0.39","17:01"
"印度","12979.66","95.32","0.74","16:28"
"澳洲","5945.70","32.40","0.55","17:47"
"日本不動產","4183.34","-3.52","-0.08","15:45"
"東證REIT","2416.43","0.28","0.01","15:01"
"澳洲不動產","1829.12","14.17","0.78","19:15"
"新加坡不動產","1506.64","-1.69","-0.11","03/28"
"恆生地產","23802.41","275.39","1.17","17:01"
"亞洲REIT","191.22","0.15","0.08","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國","6324.20","57.00","0.91","15:36"
"法國","5631.53","78.84","1.42","17:10"
"德國","6897.08","80.19","1.18","18:38"
"俄羅斯","1940.47","14.83","0.77","18:00"
"道瓊歐洲","4180.07","51.87","1.26","17:15"
"土耳其","43666.17","586.66","1.36","15:47"
"匈牙利","23370.58","30.01","0.13","15:36"
"奧地利","4640.31","30.62","0.66","16:36"
"波蘭","57283.19","994.38","1.77","15:40"
"捷克","1703.20","23.10","1.38","16:13"
"愛沙尼亞","890.47","1.10","0.12","13:05"
"拉托維亞","671.18","1.66","0.25","13:05"
"立陶宛","490.48","2.18","0.45","13:05"
"盧森堡","2363.51","8.65","0.37","15:10"
"義大利","32487.00","413.00","1.29","16:43"
"西班牙","1618.77","13.70","0.85","16:40"
"瑞士","8977.45","106.89","1.21","16:31"
"瑞典","1214.28","13.14","1.09","16:44"
"芬蘭","10289.64","81.82","0.80","17:32"
"挪威","386.97","2.56","0.67","15:24"
"英國不動產","3079.09","36.16","1.19","16:37"
"歐陸不動產","3261.87","36.58","1.13","16:45"
"歐洲不動產","3997.39","38.08","0.96","16:45"
"以色列","997.21","14.94","1.52","16:30"
"埃及","63381.75","-293.13","-0.46","13:31"
"南非","24491.64","307.66","1.27","16:01"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12348.75","48.39","0.39","16:30"
"NASDAQ","2417.88","0.78","0.03","17:16"
"羅素2000","798.94","1.54","0.19","17:00"
"S&P 500","1422.53","5.30","0.37","17:00"
"DJ貴金屬","270.71","-0.59","-0.22","17:33"
"CBOE黃金","142.49","-0.43","-0.30","16:49"
"AMEX金蟲","338.50","-1.79","-0.53","16:30"
"費城金銀","137.03","-0.32","-0.23","03/29"
"費城油業","217.21","2.15","1.00","03/29"
"AMEX石油","1232.83","9.16","0.75","16:30"
"NYSE能源","12125.23","143.92","1.20","17:06"
"AMEX能源","612.03","5.21","0.86","16:30"
"費城半導","464.71","-4.40","-0.94","03/29"
"NSDQ金融","3072.64","6.97","0.23","17:16"
"NYSE金融","9400.20","61.27","0.66","17:06"
"ISE水指數","75.93","-0.05","-0.07","16:29"
"道瓊水指數","701.21","-6.43","-0.91","17:25"
"道瓊權益REIT","320.59","0.29","0.09","16:49"
"NBI生技","768.97","2.19","0.29","17:16"
"AMEX生技","758.51","2.46","0.33","16:30"
