"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17628.30","264.35","1.52","close"
"東證一部","1725.60","20.10","1.18","close"
"東證二部","4110.71","-13.58","-0.33","close"
"JASDAQ","81.11","-0.75","-0.92","close"
"上海綜合","3596.44","78.17","2.22","04/16"
"上海A股","3780.61","82.16","2.22","04/16"
"上海B股","194.77","4.44","2.33","04/16"
"香港恆生","20757.53","416.56","2.05","04/16"
"香港國企","10313.80","157.53","1.55","04/16"
"香港紅籌","3607.60","119.46","3.42","04/16"
"台灣指數","8043.54","-1.58","-0.02","13:46"
"韓國指數","1532.04","11.26","0.74","18:03"
"新加坡","3414.15","40.56","1.20","17:05"
"馬來西亞","1322.91","14.71","1.12","17:00"
"菲律賓","3267.86","50.79","1.58","12:11"
"印尼股市","1963.82","22.67","1.17","17:09"
"越南股市","983.00","-29.98","-2.96","14:14"
"泰國股市","692.46","-2.64","-0.38","04/12"
"印度股市","13695.58","311.50","2.33","16:28"
"澳洲股市","6183.60","59.80","0.98","17:47"
"日本不動產","4086.32","90.89","2.27","15:45"
"東證REIT","2425.86","70.08","2.98","15:00"
"澳洲不動產","1908.05","14.59","0.77","19:15"
"新加坡不動產","1528.18","7.82","0.51","04/13"
"恆生地產","24796.82","443.61","1.82","17:01"
"亞洲REIT","190.00","3.35","1.79","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6516.20","53.80","0.83","15:36"
"法國指數","5861.97","72.63","1.25","17:10"
"德國指數","7338.06","125.99","1.75","18:37"
"俄羅斯","2008.42","6.83","0.34","18:00"
"道瓊歐洲","4379.25","61.90","1.43","17:32"
"土耳其","46697.07","652.89","1.42","15:41"
"匈牙利","25181.25","401.31","1.62","15:36"
"奧地利","4742.04","22.01","0.47","16:33"
"波蘭股市","59424.56","602.09","1.02","15:40"
"捷克股市","1814.10","26.00","1.45","16:13"
"愛沙尼亞","930.88","3.01","0.32","13:05"
"拉托維亞","658.00","-3.95","-0.60","13:05"
"立陶宛","499.64","-0.62","-0.12","13:05"
"盧森堡","2411.50","3.08","0.13","15:10"
"義大利","33786.00","306.00","0.91","16:43"
"西班牙","1665.69","6.21","0.37","16:38"
"瑞士股市","9269.90","92.42","1.01","16:30"
"瑞典股市","1277.64","14.11","1.12","16:45"
"芬蘭股市","10595.69","74.17","0.70","17:32"
"挪威股市","394.00","3.82","0.98","15:24"
"英國不動產","3106.17","10.68","0.34","16:37"
"歐陸不動產","3328.13","15.20","0.46","16:45"
"歐洲不動產","4118.47","29.16","0.71","16:45"
"以色列","1054.01","3.76","0.36","15:30"
"埃及股市","65566.10","1005.35","1.56","13:31"
"南非股市","25562.51","210.65","0.83","16:00"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12720.46","108.33","0.86","16:30"
"NASDAQ","2518.33","26.39","1.06","17:17"
