"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16312.61","-101.18","-0.62","16:00"
"東證一部","1552.07","-14.77","-0.94","15:01"
"東證二部","3490.73","-18.27","-0.52","15:01"
"JASDAQ","69.66","-0.47","-0.67","15:00"
"上海綜合","5454.67","-15.39","-0.28","15:15"
"上海A股","5725.37","-16.17","-0.28","15:15"
"上海B股","359.28","-0.89","-0.25","15:15"
"香港恆生","25843.78","142.65","0.56","16:01"
"香港國企","15693.66","141.43","0.91","16:01"
"香港紅籌","5232.65","-4.29","-0.08","16:01"
"台灣加權","9105.28","122.25","1.36","13:46"
"台灣店頭","187.75","3.24","1.76","13:46"
"韓國指數","1919.26","10.29","0.54","18:03"
"新加坡","3542.22","-10.24","-0.29","17:05"
"馬來西亞","1305.94","-2.73","-0.21","17:00"
"菲律賓","3423.73","-18.65","-0.54","12:11"
"印尼股市","2335.49","30.86","1.34","17:09"
"越南股市","958.67","-4.94","-0.51","10:57"
"泰國股市","831.51","16.08","1.97","17:01"
"印度股市","16564.23","216.28","1.32","16:27"
"斯里蘭卡","2584.77","10.74","0.42","14:19"
"澳洲股市","6371.20","-29.70","-0.46","17:47"
"紐西蘭","4231.16","24.28","0.58","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2026.29","11.10","0.55","09/21"
"英國指數","6456.70","27.70","0.43","09/21"
"法國指數","5700.65","11.89","0.21","09/21"
"德國指數","7794.43","59.34","0.77","09/21"
"道瓊歐洲","4370.35","4.19","0.10","09/21"
"土耳其","53882.14","339.08","0.63","09/21"
"匈牙利","27396.29","89.68","0.33","09/21"
"奧地利","4582.45","-10.09","-0.22","09/21"
"波蘭股市","62259.23","-340.36","-0.54","09/21"
"捷克股市","1793.80","2.90","0.16","09/21"
"盧森堡","2475.84","22.36","0.91","09/21"
"義大利","30992.00","30.00","0.10","16:43"
"西班牙","1586.66","2.61","0.16","09/21"
"瑞士股市","8897.34","0.62","0.01","09/21"
"瑞典股市","1212.54","4.22","0.35","09/21"
"芬蘭股市","12158.00","143.05","1.19","09/21"
"挪威股市","423.60","3.21","0.76","09/21"
"以色列","1089.80","-3.26","-0.30","09/20"
"埃及股市","75346.83","-571.85","-0.75","09/20"
"南非股市","27049.61","-113.91","-0.42","09/21"
"摩洛哥","25841.45","110.34","0.43","09/21"
"約旦指數","5680.82","95.24","1.71","09/20"
"杜拜指數","4220.13","-23.91","-0.56","09/20"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13820.19","53.49","0.39","16:30"
"NASDAQ","2671.22","16.93","0.64","17:17"
"羅素2000","813.11","3.35","0.41","17:00"
"S&P 500","1525.75","7.00","0.46","16:59"
"DJ貴金屬","353.31","-1.94","-0.55","17:32"
"CBOE黃金","172.33","-1.17","-0.67","16:49"
"AMEX金蟲","399.73","-1.21","-0.30","16:42"
"費城金銀","171.55","-0.58","-0.34","09/21"
"費城油業","300.77","4.09","1.38","09/21"
"AMEX石油","1469.68","9.12","0.62","16:42"
"NYSE能源","14793.12","80.90","0.55","17:06"
"AMEX能源","761.06","5.44","0.72","16:42"
"費城半導","501.13","1.98","0.40","09/21"
"NSDQ金融","3043.60","-10.68","-0.35","17:17"
"NYSE金融","9219.63","26.65","0.29","17:06"
"NBI生技","848.44","5.26","0.62","17:17"
"AMEX生技","821.49","6.36","0.78","16:42"
"費城藥物","208.19","0.55","0.27","09/21"
"加拿大","13940.07","101.64","0.73","09/21"
"巴西指數","57798.79","892.35","1.57","09/21"
"墨西哥","30583.07","97.32","0.32","09/21"
"阿根廷","2121.71","21.25","1.01","09/21"
"智利","3220.31","5.64","0.17","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4827.36","12.97","0.27","16:30"
"DJ建商","382.74","-1.86","-0.48","16:09"
"S&P建商","451.56","-1.97","-0.43","16:40"
"道瓊公用事業","508.26","2.70","0.53","16:30"
"歐洲公用事業","320.78","-0.26","-0.08","17:45"
"全球公用事業","7553.46","21.49","0.28","16:15"
"ISE水指數","89.01","0.15","0.17","16:44"
"道瓊水指數","789.04","-8.92","-1.12","16:04"
"NSDQ純淨優勢","539.65","9.87","1.86","16:44"
"純淨科技","1361.87","16.19","1.20","16:42"
"WH革新能源","267.66","2.28","0.86","16:42"
"WH乾淨能源","236.53","5.07","2.19","16:42"
"全球乾淨能源","3066.69","49.05","1.62","16:34"
"全球替代能源","3285.61","59.13","1.83","16:33"
"生物能源","600.82","11.67","1.98","16:33"
"AMEX環境服務","1046.19","4.29","0.41","16:42"
"亞太環境控制","157.09","1.16","0.74","17:30"
"歐洲環境控制","173.71","-0.14","-0.08","17:45"
"美國環境控制","108.40","0.07","0.07","16:15"
"KLD社會責任","133.12","0.56","0.42","16:45"
"KLD社會400","539.73","1.80","0.34","16:30"
"Clvrt社會責任","90.49","0.31","0.34","16:04"
"ISE邪惡指數","130.75","-0.31","-0.24","16:45"
"MSCI世界能源","289.22","1.48","0.51","09/20"
"MSCI世界原料","291.72","3.83","1.33","09/20"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3326.59","-32.11","-0.96","16:44"
"東證REIT","1866.16","-15.56","-0.83","16:01"
"澳洲不動產","1912.38","-16.47","-0.85","20:14"
"新加坡不動產","1490.91","-23.29","-1.54","09/20"
"恆生地產","31115.98","-518.22","-1.64","18:01"
"亞洲REIT","162.94","-1.51","-0.92","17:30"
"英國不動產","2346.84","25.61","1.10","17:36"
"歐陸不動產","2694.25","51.67","1.96","17:45"
"歐洲不動產","3330.87","57.76","1.76","17:45"
"DJ權益REIT","294.39","0.29","0.10","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","333.15","-0.17","-0.05","09/21"
"MS商品指數","818.27","5.12","0.63","09/21"
"高盛商品指數","6651.07","54.08","0.82","09/20"
"高盛農產品","343.24","5.11","1.51","09/20"
"高盛家畜指數","236.40","-1.43","-0.60","09/20"
"高盛工業金屬","457.08","-5.49","-1.19","09/20"
"天然氣","519.55","1.61","0.31","09/21"
"AMEX航空","45.46","0.09","0.20","09/21"
"銀行","108.48","-0.18","-0.17","09/21"
"醫療服務","447.44","3.52","0.79","09/21"
"電腦科技","917.95","8.60","0.95","09/21"
"電腦硬體","248.31","1.88","0.76","09/21"
"保險","4213.25","5.10","0.12","09/21"
"美國紙業","149.82","0.02","0.01","09/21"
"零售業","486.35","-1.37","-0.28","09/21"
"掮客商指數","232.00","0.81","0.35","09/21"
"美元指數","78.59","-0.01","-0.02","09/21"
"歐元指數","140.88","0.19","0.14","09/21"
"日圓指數","86.71","-0.56","-0.64","09/21"
"澳幣指數","86.57","0.26","0.30","09/21"
"30年債券價格","110.75","0.50","0.45","09/21"
"30年債殖利率","48.91","-0.53","-1.07","09/21"
"10年期票利率","46.32","-0.40","-0.86","09/21"
"5年期票殖利率","43.02","-0.32","-0.74","09/21"
"3月期票殖利率","36.20","-0.50","-1.36","09/21"
"Put/Call比例","0.86","-0.15","-14.85","09/21"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","732.50","-0.70","-0.10","1:30"
"銀","13.54","+0.18","+1.35","1:30"
"白金","1329.00","+1.00","+0.08","0:00"
"鈀","342.00","+4.00","+1.20","19:40"
"銅","3.6092","+0.0166","+0.46","0:59"
"鎳","14.8386","+0.0900","+0.61","23:54"
"鋁","1.0624","-0.0116","-1.08","1:56"
"鋅","1.3051","+0.0030","+0.23","23:54"
"鉛","1.5588","+0.0588","+3.95","0:45"
"黃金期貨","738.900","-1.000","-0.14","1:42"
"銀期貨","13.620","0.150","1.11","1:34"
"銅期貨","7920.000","1.000","0.01","09/20"
"天然氣期","6.080","0.072","1.20","2:52"
"布蘭特油期","79.300","0.210","0.27","3:12"
