"亞洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"紐西蘭","8670.94","10.92","0.13%","17:42"
"澳洲股市","5651.20","23.70","0.42%","16:40"
"日經225","21148.02","-71.48","-0.34%","15:15"
"東證一部","1575.31","-14.50","-0.91%","15:00"
"東證二部","6811.30","-129.38","-1.86%","15:00"
"JASDAQ","148.13","-1.93","-1.29%","15:00"
"韓國股市","2052.97","-0.82","-0.04%","18:03"
"台灣加權","9707.04","59.50","0.62%","13:33"
"台灣店頭","124.60","0.86","0.70%","13:33"
"上海綜合","2594.09","9.51","0.37%","15:14"
"上海A股","2716.38","9.97","0.37%","15:14"
"上海B股","278.92","0.63","0.23%","15:14"
"深圳A股","1405.37","11.92","0.86%","16:30"
"深圳B股","845.90","1.07","0.13%","16:30"
"滬深300","3159.82","15.05","0.48%","15:14"
"深證成指","7685.40","60.54","0.79%","16:30"
"中小板指","5077.64","26.99","0.53%","16:30"
"創業板指","1338.08","11.23","0.85%","16:30"
"香港恆生","25771.67","19.29","0.07%","16:00"
"香港國企","10245.01","-28.19","-0.27%","16:08"
"香港紅籌","4212.22","2.11","0.05%","16:08"
"香港創業板","143.63","-0.30","-0.21%","16:26"
"新加坡","3059.28","-13.16","-0.43%","17:10"
"菲律賓","7451.08","102.87","1.40%","15:20"
"馬來西亞","1652.63","-10.68","-0.64%","17:05"
"越南股市","954.58","-1.31","-0.14%","12:00"
"泰國股市","1633.62","-16.37","-0.99%","16:39"
"印尼股市","6076.59","-34.77","-0.57%","16:15"
"印度股市","35150.01","190.29","0.54%","17:36"
"巴基斯坦","28793.11","461.61","1.63%","12/10"
"蒙古股市","19614.15","0.00","0.00%","12/10"

"歐洲股市指數非洲股市指數"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1134.71","-1.79","-0.16%","17:51"
"英國股市","6806.94","85.40","1.27%","16:34"
"法國股市","4806.20","63.82","1.35%","17:35"
"德國股市","10780.51","158.44","1.49%","17:34"
"土耳其","91800.86","-426.47","-0.46%","17:10"
"烏克蘭","574.03","-1.16","-0.20%","16:02"
"匈牙利","39238.44","-146.12","-0.37%","12/10"
