"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16158.45","-262.02","-1.60","9/5"
"東證一部","1569.47","-27.27","-1.71","9/5"
"東證二部","3724.91","-36.21","-0.96","9/5"
"JASDAQ","74.04","0.19","0.26","9/5"
"上海綜合","5310.72","16.67","0.31","09/05"
"上海A股","5576.69","17.57","0.32","09/05"
"上海B股","328.32","0.40","0.12","09/05"
"香港恆生","24069.17","183.10","0.77","09/05"
"香港國企","14286.91","-51.97","-0.36","09/05"
"香港紅籌","4857.50","52.88","1.10","09/05"
"台灣加權","8913.85","-9.13","-0.10","13:46"
"台灣店頭","193.83","-0.46","-0.24","13:46"
"韓國指數","1865.59","-9.15","-0.49","18:04"
"新加坡","3445.08","69.02","2.04","17:05"
"馬來西亞","1297.93","14.18","1.10","17:00"
"菲律賓","3342.35","30.05","0.91","12:11"
"印尼股市","2214.62","-0.49","-0.02","17:08"
"越南股市","925.57","-4.28","-0.46","10:57"
"泰國股市","814.50","3.64","0.45","17:01"
"印度股市","15446.15","-19.25","-0.12","16:28"
"斯里蘭卡","2533.04","2.88","0.11","14:21"
"澳洲股市","6274.30","-22.80","-0.36","17:47"
"紐西蘭","4155.00","4.47","0.11","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1905.30","0.54","0.03","09/05"
"英國指數","6270.70","-106.10","-1.66","09/05"
"法國指數","5551.55","-121.17","-2.14","09/05"
"德國指數","7588.03","-133.74","-1.73","09/05"
"道瓊歐洲","4235.41","-88.94","-2.06","09/05"
"土耳其","49421.38","-611.21","-1.22","09/05"
"匈牙利","27316.60","-129.38","-0.47","09/05"
"奧地利","4580.49","-93.87","-2.01","09/05"
"波蘭股市","60397.88","-1008.76","-1.64","09/05"
"捷克股市","1806.30","-5.80","-0.32","09/05"
"盧森堡","2396.15","-9.32","-0.39","09/05"
"義大利","30774.00","-677.00","-2.15","09/05"
"西班牙","1571.26","-36.96","-2.30","09/05"
"瑞士股市","8843.07","-123.28","-1.38","09/05"
"瑞典股市","1197.64","-28.44","-2.32","09/05"
"芬蘭股市","11622.56","-153.36","-1.30","09/05"
"挪威股市","406.27","0.38","0.09","09/05"
"以色列","1067.50","-10.11","-0.94","09/05"
"埃及股市","72177.36","65.84","0.09","09/05"
"南非股市","26001.34","-348.03","-1.32","09/05"
"摩洛哥","27102.83","799.81","3.04","09/05"
"約旦指數","5571.94","11.38","0.20","09/05"
"杜拜指數","4265.37","-6.15","-0.14","09/05"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13305.47","-143.39","-1.07","16:30"
"NASDAQ","2605.95","-24.29","-0.92","17:17"
"羅素2000","790.46","-10.23","-1.28","16:59"
"S&P 500","1472.29","-17.13","-1.15","16:59"
"DJ貴金屬","294.46","-2.61","-0.88","17:31"
"CBOE黃金","144.56","-0.65","-0.45","16:49"
"AMEX金蟲","335.13","-1.23","-0.37","16:44"
"費城金銀","143.64","-1.38","-0.95","09/05"
"費城油業","281.19","-0.32","-0.11","09/05"
