"亞洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"紐西蘭","4211.95","0.00","0.00%","14:00"
"澳洲股市","4940.52","37.93","0.77%","16:56"
"日經225","11463.75","416.83","3.77%","15:28"
"東證一部","968.82","29.12","3.10%","15:00"
"東證二部","2804.86","32.95","1.19%","15:00"
"JASDAQ","65.85","0.59","0.90%","15:11"
"韓國股市","1936.19","-1.99","-0.10%","18:03"
"台灣加權","7906.65","19.71","0.25%","13:46"
"台灣店頭","106.40","-0.38","-0.36%","13:46"
"上海綜合","2434.48","1.35","0.06%","15:15"
"上海A股","2548.30","1.30","0.05%","15:15"
"上海B股","280.90","2.47","0.89%","15:15"
"深圳A股","991.99","4.67","0.47%","15:00"
"深圳B股","854.84","7.12","0.84%","15:00"
"滬深300","2775.84","4.17","0.15%","15:01"
"深證成指","9922.72","-23.26","-0.23%","15:00"
"香港恆生","23256.93","108.40","0.47%","16:01"
"香港國企","11849.25","35.86","0.30%","16:01"
"香港紅籌","4642.87","12.40","0.27%","16:01"
"新加坡","3276.53","3.87","0.12%","17:10"
"海峽中國","264.71","-0.65","-0.40%","16:41"
"越南股市","488.36","11.00","2.30%","14:17"
"泰國股市","1500.35","-5.37","-0.36%","17:07"
"菲律賓","6431.35","-39.14","-0.60%","16:30"
"馬來西亞","1614.14","-19.21","-1.18%","02/06"
"印尼股市","4498.98","19.54","0.44%","16:06"
"印度股市","19639.72","-20.10","-0.10%","16:00"
"巴基斯坦","12263.70","52.35","0.43%","17:03"

"歐洲股市指數非洲股市指數"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1602.99","-11.10","-0.69%","02/06"
"英國股市","6295.34","12.58","0.20%","02/06"
"法國股市","3642.90","-51.80","-1.40%","02/06"
"德國股市","7581.18","-83.48","-1.09%","02/06"
"土耳其","80054.44","-255.44","-0.32%","02/06"
"匈牙利","19238.25","-26.61","-0.14%","02/06"
"奧地利","2380.64","-7.24","-0.30%","02/06"
"波蘭股市","46149.14","-525.64","-1.13%","02/06"
"捷克股市","993.56","-5.18","-0.52%","02/06"
"瑞典股市","1174.79","-0.75","-0.06%","02/06"
"芬蘭股市","6126.01","-8.38","-0.14%","02/06"
"挪威股市","427.63","-3.47","-0.80%","02/06"
"希臘股市","1035.19","23.34","2.31%","02/06"
"義大利","17577.86","-96.07","-0.54%","02/06"
"比利時","2503.25","-15.41","-0.61%","02/06"
"盧森堡","1255.73","2.74","0.22%","02/06"
"荷蘭股市","345.86","-2.57","-0.74%","02/06"
"冰島股市","752.38","-4.43","-0.59%","02/06"
"丹麥股市","551.70","-0.69","-0.12%","02/06"
"瑞士股市","7433.47","28.84","0.39%","02/06"
"西班牙","816.75","-3.83","-0.47%","02/06"
"葡萄牙","2515.20","-17.94","-0.71%","02/06"
"愛爾蘭","3516.72","-13.28","-0.38%","02/06"
"以色列","1202.88","-2.13","-0.18%","02/06"
"南非股市","36156.66","-122.44","-0.34%","02/06"
"約旦股市","2037.21","-4.17","-0.20%","02/06"
"杜拜股市","1870.67","1.93","0.10%","02/06"
"阿布達比","2897.86","-2.93","-0.10%","02/06"

"美洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"道瓊工業","13986.52","7.22","0.05%","02/06"
"那斯達克","3168.48","-3.10","-0.10%","17:16"
"羅素兩千","911.29","3.07","0.34%","18:56"
"S&P 五百","1512.12","0.83","0.05%","02/06"
"費城金銀","152.97","0.96","0.63%","17:16"
"道瓊貴金屬","306.89","1.93","0.63%","17:32"
"CBOE黃金","171.97","0.77","0.45%","02/06"
"AMEX金蟲","404.35","2.54","0.63%","18:56"
"AMEX能源","783.87","0.86","0.11%","02/06"
"NYSE能源","13350.02","-27.16","-0.20%","18:57"
"費城油業","246.43","-0.97","-0.39%","17:16"
"AMEX石油","1356.25","2.10","0.16%","18:56"
"費城半導","421.56","0.87","0.21%","17:16"
"NSDQ金融","2426.37","4.48","0.18%","17:16"
"NYSE金融","5439.01","12.79","0.24%","18:57"
"NBI生技","1531.14","-5.56","-0.36%","17:16"
"AMEX生技","1684.56","-1.51","-0.09%","18:56"
"費城藥物","240.53","0.21","0.09%","17:16"
"加拿大","12761.59","15.94","0.13%","18:05"
"巴西股市","58951.07","-493.90","-0.83%","02/06"
"墨西哥","45570.71","-117.41","-0.26%","02/06"
"阿根廷","3290.01","-67.89","-2.02%","02/06"
"智利股市","4596.82","15.57","0.34%","02/06"
"秘魯股市","21754.08","23.93","0.11%","02/06"
"哥倫比亞","15171.53","-23.19","-0.15%","02/06"
"委內瑞拉","565386.19","23627.40","4.36%","02/06"
"百慕達","1095.69","0.00","0.00%","01/31"
"牙買加","89934.43","392.82","0.44%","02/06"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","739.00","-6.00","-0.81%","02/05"
"波海海峽航運","1466.00","5.00","0.34%","02/05"
"波海巴拿馬航","651.00","-2.00","-0.31%","02/05"
"VIX波動率","13.41","-0.31","-2.26%","16:14"
"VXD道瓊波動","12.78","-0.38","-2.89%","16:14"
"VXN納指波動","14.02","-0.81","-5.46%","16:14"
"羅素大中華","2212.30","-41.85","-1.88%","02/01"
"道瓊歐洲","2617.35","-33.86","-1.28%","02/06"
"道瓊交通運輸","5873.27","-11.12","-0.19%","02/06"
"AMEX航空","49.25","0.84","1.74%","02/06"
"美國紙業","140.54","-0.90","-0.64%","02/06"
"道瓊公用事業","473.39","0.87","0.18%","02/06"
"美林科技100","457.53","0.63","0.14%","16:28"
"電腦科技","1080.10","-2.66","-0.25%","02/06"
