"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17458.98","281.09","1.64","16:00"
"東證一部","1677.52","19.34","1.17","15:01"
"東證二部","3705.58","15.18","0.41","15:01"
"JASDAQ","79.39","1.58","2.03","15:00"
"上海綜合","5913.23","141.77","2.46","15:00"
"上海A股","6207.84","149.22","2.46","15:00"
"上海B股","378.92","5.22","1.40","15:00"
"香港恆生","29133.02","563.69","1.97","16:01"
"香港國企","19218.05","932.13","5.10","16:01"
"香港紅籌","6124.74","147.79","2.47","16:02"
"台灣加權","9697.67","57.84","0.60","13:46"
"台灣店頭","192.54","0.10","0.05","13:46"
"韓國指數","2058.85","17.73","0.87","18:03"
"新加坡","3875.77","61.32","1.61","17:05"
"馬來西亞","1383.61","6.68","0.49","17:00"
"菲律賓","3824.20","-10.51","-0.27","12:11"
"印尼股市","2638.21","46.73","1.80","17:09"
"越南股市","1099.31","-5.36","-0.49","11:21"
"泰國股市","889.06","13.96","1.60","17:01"
"印度股市","18814.07","155.82","0.84","16:28"
"斯里蘭卡","2562.47","-1.28","-0.05","14:18"
"澳洲股市","6779.60","35.00","0.52","17:47"
"紐西蘭","4296.61","16.82","0.39","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2173.11","29.42","1.37","10/11"
"英國指數","6724.50","91.50","1.38","10/11"
"法國指數","5862.83","24.34","0.42","10/11"
"德國指數","8033.69","47.12","0.59","10/11"
"道瓊歐洲","4473.57","30.96","0.70","10/11"
"土耳其","58053.40","635.36","1.11","10/11"
"匈牙利","28237.68","447.17","1.61","10/11"
"奧地利","4832.62","36.73","0.77","10/11"
"波蘭股市","64057.16","1090.13","1.73","10/11"
"捷克股市","1900.70","19.70","1.05","10/11"
"盧森堡","2570.10","-6.36","-0.25","10/11"
"義大利","31966.00","124.00","0.39","16:43"
"西班牙","1651.96","24.33","1.49","10/11"
"瑞士股市","9218.28","35.98","0.39","10/11"
"瑞典股市","1267.70","7.30","0.58","10/11"
"芬蘭股市","12354.98","207.57","1.71","10/11"
"挪威股市","427.70","10.88","2.61","10/11"
"以色列","1195.09","9.92","0.84","10/11"
"埃及股市","78867.30","306.01","0.39","10/11"
"南非股市","28762.62","336.67","1.18","10/11"
"摩洛哥","26510.19","149.66","0.57","10/11"
"約旦指數","6393.65","76.52","1.21","10/11"
"杜拜指數","4504.44","26.59","0.59","10/10"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","14015.12","-63.57","-0.45","16:30"
"NASDAQ","2772.20","-39.41","-1.40","17:16"
"羅素2000","834.98","-10.21","-1.21","17:00"
"S&P 500","1554.41","-8.06","-0.52","16:59"
"費城金銀","176.67","0.22","0.12","10/11"
"DJ貴金屬","365.72","-0.40","-0.11","18:46"
"CBOE黃金","176.41","2.24","1.29","16:49"
"AMEX金蟲","410.47","5.21","1.29","16:46"
"AMEX能源","767.52","-1.72","-0.22","16:46"
"NYSE能源","14920.75","24.34","0.16","17:05"
"費城油業","307.00","0.75","0.24","10/11"
"AMEX石油","1460.94","-5.11","-0.35","16:46"
"費城半導","482.65","-11.17","-2.26","10/11"
"NSDQ金融","3138.36","-31.49","-0.99","17:16"
"NYSE金融","9599.90","-35.06","-0.36","17:05"
"NBI生技","886.89","-8.34","-0.93","17:16"
"AMEX生技","834.36","-11.77","-1.39","16:46"
"費城藥物","210.72","-1.02","-0.48","10/11"
"加拿大","14229.44","-46.75","-0.33","10/11"
"巴西指數","62455.77","-741.27","-1.17","10/11"
"墨西哥","31980.95","-148.45","-0.46","10/11"
"阿根廷","2246.85","-30.55","-1.34","10/11"
"智利","3393.93","0.10","0.00","17:59"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"VIX波動率","18.88","2.21","13.26","16:14"
"DJ交通運輸","4891.24","-42.29","-0.86","16:30"
"DJ建商","391.78","2.85","0.73","16:06"
"道瓊公用事業","517.83","1.74","0.34","16:30"
"歐洲公用事業","338.07","2.64","0.79","17:45"
"全球公用事業","7778.82","35.59","0.46","16:15"
"ISE水指數","91.61","-1.12","-1.21","16:44"
"道瓊水指數","763.58","-8.27","-1.07","16:00"
"NSDQ純淨優勢","562.09","-10.97","-1.91","16:44"
"純淨科技","1420.46","-22.58","-1.56","16:44"
"WH革新能源","274.70","-2.52","-0.91","16:44"
"WH乾淨能源","250.40","-3.14","-1.24","16:44"
"全球乾淨能源","3320.81","0.89","0.03","16:34"
"ISE替代能源","56.48","-0.76","-1.33","16:44"
