"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13367.79","208.34","1.58","close"
"東證一部","1302.99","21.35","1.67","close"
"東證二部","2771.87","21.63","0.79","close"
"JASDAQ","59.79","0.54","0.91","close"
"上海綜合","2836.67","-13.64","-0.48","close"
"上海A股","2975.74","-14.29","-0.48","close"
"上海B股","212.37","-1.35","-0.63","close"
"深圳A股","894.40","-3.43","-0.38","close"
"深圳B股","459.67","-3.10","-0.67","close"
"滬深300","2884.38","-21.25","-0.73","close"
"香港恆生","22690.60","432.60","1.94","close"
"香港國企","12469.26","321.22","2.64","close"
"香港紅籌","4702.71","67.04","1.45","close"
"台灣加權","7070.35","55.88","0.80","close"
"台灣店頭","116.46","0.02","0.02","close"
"韓國指數","1577.70","10.50","0.67","18:03"
"越南股市","448.27","3.87","0.87","11:01"
"泰國股市","669.90","-6.83","-1.01","17:01"
"菲律賓","2583.83","57.79","2.29","12:11"
"馬來西亞","1159.94","9.14","0.79","17:00"
"印尼股市","2278.68","3.01","0.13","07/29"
"印度股市","14287.21","495.67","3.59","16:28"
"孟加拉","2801.43","-24.58","-0.87","22:00"
"巴基斯坦","7829.39","274.03","3.63","12:15"
"澳洲股市","5008.70","85.40","1.73","17:47"
"紐西蘭","3287.76","52.26","1.62","14:31"
"新加坡","2925.50","38.94","1.35","17:10"
"龍籌股","133.60","0.44","0.33","19:00"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1949.03","52.75","2.78","07/30"
"英國指數","5420.70","101.50","1.91","07/30"
"法國指數","4400.55","80.06","1.85","07/30"
"德國指數","6460.12","61.32","0.96","07/30"
"土耳其","41342.30","2188.56","5.59","07/30"
"匈牙利","22511.25","735.13","3.38","07/30"
"奧地利","3641.79","10.44","0.29","07/30"
"波蘭股市","42416.36","1547.13","3.79","07/30"
"捷克股市","1474.00","30.10","2.08","07/30"
"瑞典股市","865.95","14.32","1.68","07/30"
"芬蘭股市","8477.44","110.88","1.33","07/30"
"挪威股市","368.38","6.60","1.82","07/30"
"希臘指數","3396.63","26.59","0.79","07/30"
"義大利","21856.00","135.00","0.62","16:43"
"盧森堡","1871.78","68.01","3.77","07/30"
"荷蘭","404.39","9.29","2.35","07/30"
"冰島","4094.17","-44.98","-1.09","07/30"
"丹麥","412.20","9.34","2.32","07/30"
"瑞士股市","7108.91","115.61","1.65","07/30"
"西班牙","1271.12","15.11","1.20","07/30"
"葡萄牙","2789.54","19.68","0.71","07/30"
"愛爾蘭","4441.86","-143.18","-3.12","07/30"
"以色列","1034.22","5.71","0.56","07/30"
"埃及股市","855.66","56.89","7.12","07/30"
"南非股市","25874.64","586.86","2.32","07/30"
"摩洛哥","29095.23","0.00","0.00","07/30"
"卡達指數","11567.61","9.62","0.08","07/30"
"杜拜指數","5405.44","56.98","1.07","07/30"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","11583.69","186.13","1.63","07/30"
"NASDAQ","2329.72","10.10","0.44","07/30"
"羅素2000","718.86","4.31","0.60","07/30"
"S&P 500","1284.26","21.06","1.67","07/30"
"費城金銀","171.71","1.88","1.11","07/30"
"DJ貴金屬","352.58","3.40","0.97","17:18"
"CBOE黃金","173.70","1.18","0.68","07/30"
"AMEX金蟲","402.30","2.28","0.57","07/30"
"AMEX能源","777.36","43.26","5.89","07/30"
"NYSE能源","14634.10","652.13","4.66","07/30"
"費城油業","320.85","18.53","6.13","07/30"
"AMEX石油","1367.10","75.36","5.83","07/30"
"費城半導","341.91","2.79","0.82","07/30"
"NSDQ金融","2462.77","21.01","0.86","07/30"
"NYSE金融","6532.91","86.68","1.34","07/30"
"NBI生技","896.05","0.22","0.02","07/30"
"AMEX生技","830.28","-2.57","-0.31","07/30"
"費城藥物","186.06","0.01","0.01","07/30"
"加拿大","13683.21","340.66","2.55","07/30"
"巴西指數","59997.64","1954.77","3.37","07/30"
"墨西哥","27474.04","155.40","0.57","07/30"
"阿根廷","1949.84","23.16","1.20","07/30"
"智利","3011.39","65.13","2.21","07/30"
"秘魯","13392.11","40.62","0.30","07/30"
"哥倫比亞","8938.93","140.69","1.60","07/30"
"委內瑞拉","39627.27","127.41","0.32","07/30"
"百慕達","4532.37","-183.08","-3.88","07/30"
"牙買加","110083.26","-78.15","-0.07","07/30"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","8434.00","-79.00","-0.93","07/29"
"波海海峽航運","13132.00","-60.00","-0.46","07/29"
"波海巴拿馬航","7527.00","-117.00","-1.53","07/29"
"VIX波動率","21.21","-0.82","-3.72","16:14"
"道瓊歐洲","3367.33","42.47","1.28","19:00"
"DJ交通運輸","5094.95","-8.30","-0.16","16:30"
"道瓊公用事業","488.58","7.31","1.52","16:30"
"歐洲公用事業","310.18","1.73","0.56","17:45"
"全球公用事業","7321.89","97.75","1.35","16:20"
"ISE水指數","89.05","1.50","1.71","17:12"
"道瓊水指數","524.59","11.57","2.25","17:17"
"純淨科技","1415.42","26.68","1.92","17:17"
"WH創新能源","257.57","5.64","2.24","16:54"
"WH乾淨能源","199.99","1.37","0.69","16:54"
"全球乾淨能源","3161.36","59.18","1.91","17:15"
"ISE替代能源","49.65","0.74","1.51","17:12"
"全球替代能源","3480.24","60.38","1.77","17:19"
"ET50環境科技","240.67","4.79","2.03","21:20"
"生物能源","444.96","8.63","1.98","17:20"
"環境服務","1043.79","15.73","1.53","16:54"
"Clvrt社會責任","75.45","0.80","1.07","17:18"
"ISE邪惡指數","98.76","0.24","0.24","17:12"
"DJ美國博奕","435.40","-0.21","-0.05","17:17"
"snet全球博奕","3606.17","-10.08","-0.28","17:12"
"DJ美國礦產","290.08","15.79","5.76","17:17"
"DJ世界原料","365.69","10.25","2.88","17:17"
"msci世界能源","274.70","-3.82","-1.37","07/29"
"msci世界原料","281.37","0.39","0.14","07/29"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"Dax全球農金","587.31","18.91","3.33","20:54"
"Rogers商品","5221.51","77.38","1.50","14:30"
"Rogers能源","1705.88","-37.01","-2.12","07/29"
"Rogers金屬","2379.03","-24.39","-1.01","07/29"
"Rogers農產","1364.38","2.03","0.15","07/29"
"日本不動產","2636.95","51.03","1.97","15:44"
"東證REIT","1334.55","7.16","0.54","07/30"
"澳洲不動產","1076.01","41.24","3.98","19:14"
"新加坡不動產","1032.19","-18.54","-1.76","07/29"
"恆生地產","27245.01","358.88","1.33","07/30"
"亞洲REIT","134.64","0.22","0.16","16:30"
"英國不動產","1564.95","38.60","2.53","16:36"
"歐陸不動產","1906.05","43.03","2.31","16:45"
"歐洲不動產","2420.42","52.49","2.22","16:45"
"DJ權益REIT","251.92","-1.18","-0.47","15:49"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","418.00","6.48","1.57","07/30"
"MS商品指數","885.11","28.61","3.34","07/30"
"高盛商品指數","9410.59","226.50","2.47","07/30"
"高盛農產品","417.01","2.96","0.71","07/30"
"高盛家畜指數","254.19","1.34","0.53","07/30"
"高盛貴金屬","1251.80","-16.15","-1.27","07/30"
"高盛工業金屬","436.86","2.56","0.59","07/30"
"高盛能源指數","427.89","12.69","3.06","07/30"
"天然氣","607.24","26.81","4.62","07/30"
"AMEX航空","20.61","-1.05","-4.85","07/30"
"銀行","67.18","1.60","2.44","07/30"
"醫療服務","419.44","-0.90","-0.21","07/30"
"電腦硬體","229.17","1.07","0.47","07/30"
"保險","3755.79","16.54","0.44","07/30"
"美國紙業","95.73","1.40","1.48","07/30"
"零售業","354.71","-1.17","-0.33","07/30"
"掮客商指數","150.17","3.72","2.54","07/30"
"美元指數","73.33","0.03","0.05","07/30"
"歐元指數","155.77","-0.12","-0.08","07/30"
"英鎊指數","198.18","0.27","0.14","07/30"
"日圓指數","92.49","-0.03","-0.03","07/30"
"澳幣指數","94.43","-0.80","-0.84","07/30"
"30年債券價格","114.83","-0.06","-0.05","07/30"
"30年債殖利率","46.38","0.16","0.35","07/30"
"10年期票利率","40.48","0.04","0.10","07/30"
"5年期票利率","33.75","0.05","0.15","07/30"
"3月期票利率","16.70","-0.10","-0.60","07/30"
"Put/Call比例","0.87","0.03","3.57","07/30"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金","906.80","-12.20","-1.33","07/30"
"銀","17.47","0.13","0.75","07/30"
"白金","1729.00","-17.00","-0.98","07/30"
"鈀","380.00","-11.00","-2.87","07/30"
"銅","3.7529","0.05","1.48","1:57"
"鎳","8.4368","0.21","2.61","23:57"
"鋁","1.3324","0.01","0.39","1:55"
"鋅","0.8458","0.01","0.93","1:47"
"鉛","1.0027","-0.02","-2.20","1:41"
"鈾","64.50","0.00","0.00","07/28"
"黃金期貨","912.300","-14.100","-1.52","5:14"
"銀期貨","17.465","0.090","0.52","5:14"
"銅期貨","364.600","5.550","1.55","5:09"
"天然氣期","9.248","0.118","1.29","5:14"
"布蘭特油期","127.100","4.390","3.58","3:02"
"WTI原油期","126.770","4.580","3.75","5:14"
"燃油期貨","352.030","4.810","1.39","4:49"
"玉米期貨","621.250","7.750","1.26","2:29"
"小麥期貨","787.750","-4.250","-0.54","2:26"
"可可粉期","2808.000","-27.000","-0.95","3:15"
"黃豆期貨","1405.000","14.000","1.01","2:35"
"黃豆油期貨","59.480","0.400","0.68","2:34"
"咖啡C期","137.550","1.150","0.84","3:15"
"十一號糖","13.400","0.580","4.52","3:15"
"二號棉期","74.320","-0.160","-0.21","3:38"
"活牛期貨","106.150","0.550","0.52","5:03"
"瘦豬期貨","72.550","0.300","0.42","4:30"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.5579","0.0003","0.02","5:53"
"英鎊/美元","1.9817","-0.0001","-0.00","5:53"
"美元/瑞士法郎","1.0482","-0.0002","-0.02","5:53"
"美元/俄盧布","23.4480","0.0036","0.02","5:53"
"美元/匈牙利幣","148.0850","-0.0900","-0.06","5:53"
"美元/土耳其幣","1.1660","0.0006","0.05","5:19"
"美元/南非幣","7.3940","0.0022","0.03","5:52"
"美元/以色列幣","3.4855","0.0000","0.00","5:53"
"美元/摩洛哥","7.3711","0.0000","0.00","07/30"
"美元/日圓","108.0900","-0.0400","-0.04","5:54"
"美元/人民幣","6.8264","0.0000","0.00","07/30"
"美元/港幣","7.8024","-0.0001","-0.00","5:43"
"美元/台幣","30.6100","0.0000","0.00","07/30"
"美元/韓圜","1013.5000","0.0000","0.00","07/30"
"美元/泰銖","33.4700","-0.0200","-0.06","5:27"
"美元/新元","1.3682","0.0001","0.01","5:52"
"美元/菲披索","44.1530","0.0000","0.00","07/30"
"美元/馬來幣","3.2630","0.0000","0.00","5:03"
