"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15154.61","-241.69","-1.57","16:00"
"東證一部","1471.67","-27.19","-1.81","15:01"
"東證二部","3403.07","-34.28","-1.00","15:00"
"JASDAQ","71.74","-0.68","-0.94","15:00"
"上海綜合","5316.27","-48.99","-0.91","15:15"
"上海A股","5581.43","-51.43","-0.91","15:15"
"上海B股","337.53","-3.14","-0.92","15:15"
"香港恆生","27614.43","-1136.78","-3.95","16:01"
"香港國企","16737.73","-747.73","-4.28","16:01"
"香港紅籌","5869.61","-268.16","-4.37","16:02"
"台灣加權","8764.82","-140.59","-1.58","13:46"
"台灣店頭","161.22","0.22","0.14","13:46"
"韓國指數","1926.20","-21.54","-1.11","18:04"
"新加坡","3440.96","-36.63","-1.05","17:05"
"馬來西亞","1386.64","-3.36","-0.24","17:00"
"菲律賓","3598.96","-73.26","-1.99","12:11"
"印尼股市","2668.70","-37.12","-1.37","17:09"
"越南股市","998.22","-4.49","-0.45","11:00"
"泰國股市","849.07","-6.45","-0.75","17:01"
"印度股市","19698.36","-86.53","-0.44","16:29"
"斯里蘭卡","2625.69","-15.91","-0.60","14:26"
"澳洲股市","6526.10","-68.30","-1.04","16:47"
"紐西蘭","4114.18","1.01","0.02","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2189.37","-28.58","-1.29","17:00"
"英國指數","6291.20","-68.40","-1.08","15:35"
"法國指數","5523.63","-37.50","-0.67","17:10"
"德國指數","7612.26","-54.77","-0.71","19:29"
"道瓊歐洲","4282.40","-19.04","-0.44","18:00"
"土耳其","54304.47","-438.54","-0.80","16:11"
"匈牙利","26581.02","95.07","0.36","15:36"
"奧地利","4411.14","-22.40","-0.51","16:35"
"波蘭股市","55517.65","-82.59","-0.15","15:40"
"捷克股市","1793.80","-3.60","-0.20","16:13"
"盧森堡","2266.80","-70.58","-3.02","16:40"
"義大利","29735.00","11.00","0.04","16:43"
"西班牙","1708.36","4.71","0.28","16:38"
"瑞士股市","8478.80","-114.85","-1.34","16:31"
"瑞典股市","1096.69","-5.90","-0.54","16:43"
"芬蘭股市","11714.77","-116.94","-0.99","17:31"
"挪威股市","409.21","-5.35","-1.29","15:25"
"以色列","1199.79","-7.68","-0.64","11/15"
"埃及股市","83001.18","161.55","0.20","11/15"
"南非股市","26982.47","-299.19","-1.10","15:00"
"摩洛哥","26269.68","-48.07","-0.18","18:47"
"約旦指數","6794.60","-17.86","-0.26","11/15"
"杜拜指數","5623.14","40.64","0.73","11/15"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13176.79","66.74","0.51","16:30"
"NASDAQ","2637.24","18.73","0.72","17:16"
"羅素2000","769.50","-2.10","-0.27","16:59"
"S&P 500","1458.74","7.59","0.52","16:59"
"費城金銀","172.67","2.68","1.58","16:45"
"DJ貴金屬","352.78","4.88","1.40","17:29"
"CBOE黃金","176.81","3.03","1.74","16:49"
"AMEX金蟲","412.04","6.88","1.70","16:48"
"AMEX能源","725.88","13.04","1.83","16:48"
"NYSE能源","14418.96","244.40","1.72","17:05"
"費城油業","277.32","6.02","2.22","16:45"
"AMEX石油","1423.63","31.30","2.25","16:48"
"費城半導","426.29","-2.05","-0.48","16:45"
"NSDQ金融","2902.93","-13.82","-0.47","17:16"
"NYSE金融","8490.13","-34.54","-0.41","17:05"
"NBI生技","848.21","0.87","0.10","17:16"
"AMEX生技","814.09","2.28","0.28","16:48"
"費城藥物","205.63","1.11","0.54","16:45"
"加拿大","13530.36","5.93","0.04","17:05"
"巴西指數","64609.38","-21.49","-0.03","16:12"
"墨西哥","29631.57","460.67","1.58","15:06"
"阿根廷","2281.16","13.09","0.58","17:00"
"智利","3236.28","-23.45","-0.72","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","10938.00","-57.00","-0.52","11/15"
"波海海峽航運","16256.00","143.00","0.89","11/15"
"波海巴拿馬航運","10639.00","-305.00","-2.79","11/15"
"VIX波動率","25.49","-2.57","-9.16","16:14"
"DJ交通運輸","4563.84","-74.85","-1.61","16:30"
"道瓊公用事業","520.05","2.49","0.48","16:30"
"歐洲公用事業","358.89","2.84","0.80","17:45"
"全球公用事業","8121.68","61.97","0.77","16:15"
"ISE水指數","86.46","0.08","0.09","16:44"
"道瓊水指數","730.20","0.99","0.14","16:00"
"NSDQ純淨優勢","572.76","9.56","1.70","16:44"
"純淨科技","1432.21","12.55","0.88","16:44"
"WH革新能源","267.02","0.00","0.00","16:44"
"WH乾淨能源","246.46","4.27","1.76","16:44"
"全球乾淨能源","3539.74","-32.87","-0.92","16:34"
"ISE替代能源","60.27","0.71","1.19","16:44"
"全球替代能源","3656.84","-30.20","-0.82","16:33"
"生物能源","589.20","8.93","1.54","16:33"
"AMEX環境服務","1048.46","5.26","0.50","16:44"
"歐洲環境控制","178.99","-0.22","-0.12","17:45"
"美國環境控制","103.63","-0.10","-0.10","16:15"
"KLD社會責任","126.87","0.55","0.43","16:44"
"Clvrt社會責任","87.21","0.39","0.45","16:05"
"ISE邪惡指數","131.17","1.49","1.15","16:44"
"MSCI世界能源","279.23","-6.77","-2.37","11/15"
"MSCI世界原料","291.73","-6.62","-2.22","11/15"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4286.21","23.59","0.55","14:30"
"Rogers能源","1257.71","-10.48","-0.83","11/15"
"Rogers金屬","2270.98","-57.31","-2.46","11/15"
"Rogers農產","1240.53","-4.09","-0.33","11/15"
"日本不動產","3183.75","-123.34","-3.73","15:44"
"東證REIT","1830.19","-31.63","-1.70","15:00"
"澳洲不動產","1825.39","3.16","0.17","18:14"
"新加坡不動產","1304.63","-27.88","-2.09","11/15"
"恆生地產","35204.22","-1508.68","-4.11","17:01"
"亞洲REIT","162.61","-1.26","-0.77","16:30"
"英國不動產","1973.86","-46.38","-2.30","17:36"
"歐陸不動產","2308.97","-29.90","-1.28","17:45"
"歐洲不動產","2909.10","-49.69","-1.68","17:45"
"DJ權益REIT","273.43","-4.09","-1.47","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","349.43","2.94","0.85","11/16"
"MS商品指數","807.34","13.53","1.70","11/16"
"高盛商品指數","7311.32","91.91","1.27","11/16"
"高盛農產品","339.95","-1.91","-0.56","11/16"
"高盛家畜指數","228.60","-0.65","-0.28","11/16"
"高盛工業金屬","434.20","-2.05","-0.47","11/16"
"天然氣","545.94","6.33","1.17","11/16"
"AMEX航空","41.86","-0.80","-1.88","11/16"
"銀行","93.42","-0.80","-0.85","11/16"
"醫療服務","439.36","0.21","0.05","11/16"
"電腦科技","934.11","12.67","1.38","11/16"
"電腦硬體","246.41","1.19","0.49","11/16"
"保險","4091.51","-18.80","-0.46","11/16"
