"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15874.08","265.20","1.70","12/06"
"東證一部","1552.27","25.64","1.68","12/06"
"東證二部","3359.39","6.91","0.21","12/06"
"JASDAQ","75.47","0.04","0.05","12/06"
"上海綜合","5035.07","-7.58","-0.15","12/06"
"上海A股","5283.54","-7.92","-0.15","12/06"
"上海B股","353.77","-0.94","-0.27","12/06"
"滬深300","4971.06","5.11","0.10","12/06"
"香港恆生","29558.92","213.47","0.73","12/06"
"香港國企","17790.02","149.87","0.85","12/06"
"香港紅籌","6446.70","29.69","0.46","12/06"
"台灣加權","8694.41","17.46","0.20","12/06"
"台灣店頭","162.79","-1.69","-1.03","12/06"
"韓國指數","1953.17","14.97","0.77","12/06"
"新加坡","3552.55","-7.50","-0.21","12/06"
"馬來西亞","1440.39","12.62","0.88","12/06"
"菲律賓","3733.96","85.25","2.34","12/06"
"印尼股市","2795.40","27.34","0.99","12/06"
"越南股市","974.46","-1.75","-0.18","12/06"
"泰國股市","845.19","11.85","1.42","12/06"
"印度股市","19795.87","57.80","0.29","12/06"
"澳洲股市","6684.20","23.70","0.36","10:07"
"紐西蘭","4053.92","10.42","0.26","07:46"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2259.14","-3.14","-0.14","12/06"
"英國指數","6485.60","-8.20","-0.13","12/06"
"法國指數","5673.76","14.69","0.26","12/06"
"德國指數","7940.58","-4.19","-0.05","12/06"
"道瓊歐洲","4414.66","4.66","0.11","12/06"
"土耳其","56186.89","665.71","1.20","12/06"
"匈牙利","26023.86","80.41","0.31","12/06"
"奧地利","4479.02","30.03","0.67","12/06"
"波蘭股市","58126.18","-16.78","-0.03","12/06"
"捷克股市","1812.80","34.00","1.91","12/06"
"盧森堡","2354.88","0.68","0.03","12/06"
"義大利","29940.00","-7.00","-0.02","16:43"
"西班牙","1702.90","-11.04","-0.64","12/06"
"瑞士股市","8741.74","-16.45","-0.19","12/06"
"瑞典股市","1105.23","3.36","0.30","12/06"
"芬蘭股市","11764.54","177.51","1.53","12/05"
"挪威股市","424.98","5.23","1.25","12/06"
"以色列","1211.81","4.62","0.38","12/06"
"埃及股市","89695.94","902.33","1.02","12/06"
"南非股市","27421.55","16.60","0.06","12/06"
"摩洛哥","25385.47","-86.83","-0.34","12/06"
"約旦指數","7158.19","40.45","0.57","12/06"
"杜拜指數","5552.73","18.07","0.33","12/06"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13619.89","174.93","1.30","16:30"
"NASDAQ","2709.03","42.67","1.60","17:17"
