"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17163.20","153.65","0.90","close"
"東證一部","1708.29","14.21","0.84","close"
"東證二部","4201.84","18.34","0.44","close"
"JASDAQ","84.71","1.03","1.23","close"
"上海綜合","3032.20","17.76","0.59","03/20"
"上海A股","3186.04","18.32","0.58","03/20"
"上海B股","175.51","3.65","2.12","03/20"
"香港恆生","19356.90","90.16","0.47","16:19"
"香港國企","9248.70","23.41","0.25","16:19"
"香港紅籌","3352.30","26.39","0.79","16:19"
"台灣","7736.20","-1.26","-0.02","13:46"
"韓國","1444.17","0.78","0.05","18:03"
"新加坡","3116.88","3.49","0.11","17:05"
"馬來西亞","1205.28","13.06","1.09","17:00"
"菲律賓","3039.31","-2.07","-0.07","12:11"
"印尼","1775.42","-2.47","-0.14","17:09"
"越南","1117.25","-16.09","-1.42","15:17"
"泰國","671.76","2.62","0.39","17:01"
"印度","12705.94","60.95","0.48","16:28"
"澳洲","5856.50","17.20","0.29","17:02"
"日本不動產","4168.53","125.56","3.11","15:45"
"東證REIT","2349.01","29.68","1.28","15:01"
"澳洲不動產","1877.80","-3.67","-0.20","18:15"
"新加坡不動產","1423.31","35.81","2.58","03/19"
"恆生地產","22608.08","-21.20","-0.09","17:01"
"亞洲REIT","187.62","0.91","0.49","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國","6220.30","30.90","0.50","16:36"
"法國","5503.27","44.32","0.81","18:11"
"德國","6700.29","28.88","0.43","18:34"
"俄羅斯","1831.22","-15.16","-0.82","03/20"
"道瓊歐洲","4079.52","24.03","0.59","18:26"
"土耳其","41817.66","-104.55","-0.25","16:42"
"匈牙利","23172.39","-118.05","-0.51","16:36"
"奧地利","4506.61","-0.29","-0.01","17:35"
"波蘭","54537.92","-53.53","-0.10","16:40"
"捷克","1671.30","17.60","1.06","17:13"
"愛沙尼亞","867.38","-3.85","-0.44","14:05"
"拉托維亞","666.87","1.20","0.18","14:05"
"立陶宛","491.49","-2.09","-0.42","14:05"
"盧森堡","2291.76","2.87","0.12","16:10"
"義大利","31593.00","25.00","0.08","17:43"
"西班牙","1587.83","7.72","0.49","17:37"
"瑞士","8882.39","40.69","0.46","17:30"
"瑞典","1196.26","7.53","0.63","17:44"
"芬蘭","10131.36","-16.96","-0.17","18:32"
"挪威","377.81","2.70","0.72","17:28"
"英國不動產","3065.16","50.75","1.68","17:37"
"歐陸不動產","3276.82","15.43","0.47","17:45"
"歐洲不動產","3987.37","50.12","1.27","17:45"
"以色列","951.76","0.67","0.07","16:30"
"埃及","62442.52","-469.26","-0.75","13:31"
"南非","23747.96","168.89","0.72","16:00"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12288.10","61.93","0.51","16:30"
"NASDAQ","2408.21","13.80","0.58","17:16"
"羅素2000","793.60","6.55","0.83","16:59"
"S&P 500","1410.94","8.88","0.63","16:59"
"DJ貴金屬","268.36","0.91","0.34","17:32"
"CBOE黃金","141.53","0.79","0.56","16:49"
"AMEX金蟲","332.51","1.75","0.53","16:34"
"費城金銀","135.62","0.63","0.47","03/20"
"費城油業","206.48","-1.94","-0.93","03/20"
"AMEX石油","1166.50","12.33","1.07","16:34"
"NYSE能源","11421.22","66.07","0.58","17:06"
"AMEX能源","579.75","3.01","0.52","16:34"
"費城半導","473.66","4.48","0.95","03/20"
"NSDQ金融","3071.88","16.35","0.54","17:16"
"NYSE金融","9366.80","82.75","0.89","17:06"
"ISE水指數","75.99","0.52","0.69","16:29"
"道瓊水指數","717.76","10.41","1.47","17:25"
"道瓊權益REIT","327.24","0.46","0.14","16:49"
"NBI生技","760.95","5.11","0.68","17:16"
"AMEX生技","731.32","6.24","0.86","16:34"
"費城藥物","204.01","1.59","0.79","03/20"
"加拿大","12977.41","-34.33","-0.26","03/20"
"巴西","44350.87","638.32","1.46","03/20"
"墨西哥","27407.46","506.04","1.88","03/20"
"阿根廷","2040.03","9.43","0.46","03/20"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","658.80","-0.10","-0.02","5:12"
"銀","13.32","+0.01","+0.08","5:12"
"白金","1232.00","-2.00","-0.16","4:27"
"鈀","355.00","0.00","0.00","2:08"
"銅","3.0292","+0.0045","+0.15","2:35"
"鎳","21.4927","-0.0227","-0.11","2:35"
"鋁","1.2608","-0.0077","-0.61","4:24"
"鋅","1.4650","+0.0000","+0.00","2:01"
"鉛","0.8873","-0.0045","-0.51","2:08"
"黃金期貨","659.000","4.700","00.72","1:38"
"銀期貨","13.370","0.137","01.04","1:36"
"銅期貨","6671.000","26.000","00.39","03/19"
"天然氣期","6.910","0.063","00.92","03/20"
"WTI原油期","59.250","-0.450","-00.75","03/20"
"玉米期貨","405.250","7.250","01.82","03/20"
"小麥期貨","462.750","7.750","01.70","2:15"
"可可粉期","1864.000","86.000","04.84","0:39"
"大豆期貨","764.750","5.250","00.69","03/20"
"咖啡C期","109.300","-0.950","-00.86","1:04"
"十一號糖","10.230","0.010","00.10","1:22"
"二號棉期","53.300","-0.410","-00.76","2:35"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3319","0.0017","0.1278","4:53"
"英鎊/美元","1.9614","0.0172","0.8847","4:53"
"美元/瑞士法郎","1.2118","-0.0005","-0.0412","4:53"
"美元/俄盧布","26.0260","-0.0135","-0.0518","4:53"
"美元/匈牙利幣","185.1500","0.3600","0.1948","4:53"
"美元/土耳其幣","1.4013","0.0033","0.2360","4:49"
"美元/南非幣","7.3875","-0.0573","-0.7697","4:53"
"美元/日圓","117.2770","-0.2475","-0.2106","4:52"
"美元/人民幣","7.7375","0.0015","0.0194","1:34"
"美元/港幣","7.8122","0.0001","0.0006","4:52"
"美元/台幣","33.1350","0.0100","0.0302","0:53"
"美元/韓圜","941.3000","-2.3500","-0.2490","0:05"
"美元/泰銖","32.7900","0.0450","0.1374","4:25"
"美元/新元","1.5265","0.0006","0.0426","4:53"
"美元/馬來幣","3.4965","-0.0040","-0.1143","2:03"
"美元/印尼盾","9155.0000","-67.0000","-0.7265","4:00"
"美元/印度盧比","43.7500","-0.3300","-0.7486","20:14"
"澳幣/美元","0.8036","0.0036","0.4563","4:53"
"紐幣/美元","0.7063","0.0044","0.6269","4:53"
"美元/巴西幣","2.0780","0.0002","0.0120","4:53"
"美元/墨披索","11.1130","-0.0246","-0.2204","4:53"
"美元/加幣","1.1616","-0.0156","-1.3251","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","268.944","0.399%","-5.213","3/20"
"中國","48.933","0.546%","-6.011","3/20"
"印度","365.230","1.336%","-6.504","3/20"
"俄羅斯","1139.999","-1.152%","-8.821","3/20"
"巴西","2211.425","1.251%","0.272","3/20"
