"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18015.58","-201.69","-1.11","7/18"
"東證一部","1758.65","-19.46","-1.09","7/18"
"東證二部","4226.59","-7.19","-0.17","7/18"
"JASDAQ","80.05","-0.90","-1.11","7/18"
"上海綜合","3930.06","33.87","0.87","07/18"
"上海A股","4123.32","35.81","0.88","07/18"
"上海B股","274.53","0.03","0.01","07/18"
"香港恆生","22841.92","-215.38","-0.93","07/18"
"香港國企","12798.70","-283.18","-2.16","07/18"
"香港紅籌","4416.30","-51.51","-1.15","07/18"
"台灣加權","9485.35","-24.38","-0.26","13:46"
"台灣店頭","216.83","0.01","0.01","13:46"
"韓國指數","1930.70","-18.81","-0.96","18:03"
"新加坡","3583.97","-67.08","-1.84","17:05"
"馬來西亞","1369.23","-8.25","-0.60","17:00"
"菲律賓","3734.80","5.12","0.14","12:11"
"印尼股市","2294.59","-6.75","-0.29","17:09"
"越南股市","994.73","-5.60","-0.56","10:56"
"泰國股市","849.56","-7.35","-0.86","17:01"
"印度股市","15301.17","11.35","0.07","16:28"
"斯里蘭卡","2354.98","-33.40","-1.40","14:15"
"澳洲股市","6367.20","-51.00","-0.80","17:47"
"紐西蘭","4255.64","-3.20","-0.07","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2036.59","-18.62","-0.91","07/18"
"英國指數","6567.10","-92.00","-1.38","15:35"
"法國指數","5995.97","-103.24","-1.69","17:10"
"德國指數","7893.61","-144.60","-1.80","18:42"
"道瓊歐洲","4472.22","-66.09","-1.46","17:16"
"土耳其","51111.99","-531.84","-1.03","15:37"
"匈牙利","29893.54","52.60","0.18","15:36"
"奧地利","4830.17","-42.81","-0.88","16:35"
"波蘭股市","64971.55","-85.15","-0.13","15:40"
"捷克股市","1864.00","11.20","0.60","16:13"
"盧森堡","2499.87","-6.64","-0.27","16:40"
"義大利","32834.00","-251.00","-0.76","16:43"
"西班牙","1656.52","-11.03","-0.66","16:37"
"瑞士股市","9074.07","-145.25","-1.57","16:31"
"瑞典股市","1291.75","-8.53","-0.66","16:47"
"芬蘭股市","11632.82","-102.54","-0.87","17:32"
"挪威股市","437.61","-0.32","-0.07","15:24"
"以色列","1151.83","-4.21","-0.36","15:30"
"埃及股市","74142.69","-448.28","-0.60","12:40"
"南非股市","26644.76","-196.45","-0.73","16:00"
"摩洛哥","23936.40","-22.68","-0.10","19:55"
"約旦指數","5737.32","14.41","0.25","13:46"
"杜拜指數","4360.19","-59.30","-1.34","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13918.22","-53.33","-0.38","16:30"
"NASDAQ","2699.49","-12.80","-0.47","17:16"
"羅素2000","845.91","-3.98","-0.47","17:00"
"S&P 500","1546.17","-3.20","-0.21","17:00"
"DJ貴金屬","312.92","10.16","3.36","17:28"
"CBOE黃金","159.68","5.75","3.73","16:49"
"AMEX金蟲","365.10","13.90","3.96","16:48"
"費城金銀","154.41","5.34","3.58","07/18"
"費城油業","274.00","5.08","1.89","07/18"
"AMEX石油","1494.41","20.89","1.42","16:48"
"NYSE能源","14647.72","193.92","1.34","17:05"
"AMEX能源","739.61","14.51","2.00","16:48"
"費城半導","539.27","-7.32","-1.34","07/18"
"NSDQ金融","3142.08","-37.42","-1.18","17:16"
"NYSE金融","9708.14","-76.27","-0.78","17:06"
"NBI生技","817.89","0.11","0.01","17:16"
"AMEX生技","788.71","-0.32","-0.04","16:48"
"費城藥物","209.40","-2.18","-1.03","07/18"
"加拿大","14583.66","201.65","1.40","07/18"
"巴西指數","57555.85","-103.80","-0.18","07/18"
"墨西哥","31886.74","-92.40","-0.29","07/18"
"阿根廷","2247.83","-3.76","-0.17","07/18"
"智利","3389.62","6.74","0.20","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5429.83","31.94","0.59","16:30"
"DJ建商","531.57","-6.53","-1.21","17:23"
"S&P建商","631.91","-10.19","-1.59","17:00"
"道瓊公用事業","511.44","4.43","0.87","16:30"
"歐洲公用事業","322.78","-1.85","-0.57","07/18"
"全球公用事業","7468.80","-14.93","-0.20","07/18"
