"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16401.73","89.12","0.55","16:00"
"東證一部","1566.83","14.76","0.95","15:01"
"東證二部","3495.14","4.41","0.13","15:01"
"JASDAQ","69.57","-0.09","-0.13","15:00"
"上海綜合","5425.88","-59.13","-1.08","15:15"
"上海A股","5695.28","-62.12","-1.08","15:15"
"上海B股","356.15","-3.45","-0.96","15:15"
"香港恆生","26430.29","-121.65","-0.46","16:02"
"香港國企","16262.84","-143.20","-0.87","16:02"
"香港紅籌","5528.60","59.97","1.10","16:01"
"台灣加權","9105.28","122.25","1.36","09/21"
"台灣店頭","187.75","3.24","1.76","09/21"
"韓國指數","1919.26","10.29","0.54","09/21"
"新加坡","3624.82","-14.20","-0.39","17:05"
"馬來西亞","1316.43","-0.81","-0.06","17:00"
"菲律賓","3440.67","6.22","0.18","12:11"
"印尼股市","2330.36","-23.27","-0.99","17:09"
"越南股市","1009.88","34.06","3.49","10:55"
"泰國股市","835.18","-1.33","-0.16","17:01"
"印度股市","16899.54","53.71","0.32","17:13"
"斯里蘭卡","2582.28","-4.83","-0.19","14:21"
"澳洲股市","6490.90","29.80","0.46","09/25"
"紐西蘭","4241.67","9.00","0.21","09/25"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2008.97","-33.23","-1.63","09/25"
"英國指數","6396.90","-69.00","-1.07","09/25"
"法國指數","5641.59","-50.90","-0.89","09/25"
"德國指數","7769.44","-18.48","-0.24","09/25"
"道瓊歐洲","4328.89","-31.74","-0.73","09/25"
"土耳其","52893.18","-687.52","-1.28","09/25"
"匈牙利","27733.29","340.09","1.24","09/25"
"奧地利","4537.05","-58.54","-1.27","09/25"
"波蘭股市","61032.04","-538.20","-0.87","09/25"
"捷克股市","1802.90","10.80","0.60","09/25"
"盧森堡","2411.90","-36.18","-1.48","09/25"
"義大利","30814.00","-248.00","-0.80","16:43"
"西班牙","1573.13","-19.06","-1.20","09/25"
"瑞士股市","8829.15","-76.98","-0.86","09/25"
"瑞典股市","1184.49","-14.01","-1.17","09/25"
"芬蘭股市","11997.02","-142.99","-1.18","09/25"
"挪威股市","418.53","-6.43","-1.51","09/25"
"以色列","1130.42","9.95","0.89","09/25"
"埃及股市","74189.56","-182.56","-0.25","09/25"
"南非股市","27131.62","82.01","0.30","09/25"
"摩洛哥","25750.35","-8.52","-0.03","09/25"
"約旦指數","5709.60","20.05","0.35","09/25"
"杜拜指數","4267.20","35.75","0.84","09/25"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13778.65","19.59","0.14","16:30"
"NASDAQ","2683.45","15.50","0.58","17:17"
"羅素2000","803.00","-2.80","-0.35","17:00"
"S&P 500","1517.21","-0.52","-0.03","16:59"
"DJ貴金屬","346.13","-5.99","-1.70","17:31"
"CBOE黃金","168.50","-2.05","-1.20","16:49"
"AMEX金蟲","391.47","-3.95","-1.00","17:59"
"費城金銀","167.90","-2.69","-1.58","09/25"
"費城油業","294.37","-2.21","-0.74","09/25"
"AMEX石油","1444.82","-21.43","-1.46","17:59"
"NYSE能源","14594.83","-157.58","-1.07","17:05"
"AMEX能源","747.79","-7.83","-1.04","17:59"
"費城半導","497.20","1.92","0.39","09/25"
"NSDQ金融","2996.60","-2.14","-0.07","17:17"
"NYSE金融","9151.51","1.53","0.02","17:05"
"NBI生技","850.25","-0.28","-0.03","17:17"
"AMEX生技","820.08","-3.28","-0.40","17:59"
"費城藥物","207.11","-0.24","-0.12","09/25"
"加拿大","13997.62","39.34","0.28","09/25"
"巴西指數","58857.78","138.41","0.24","09/25"
"墨西哥","30294.77","-248.68","-0.81","09/25"
"阿根廷","2145.84","0.61","0.03","09/25"
"智利","3174.67","-16.55","-0.52","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4806.72","38.97","0.82","16:30"
"DJ建商","354.14","-8.61","-2.37","16:05"
"S&P建商","419.58","-9.26","-2.16","16:40"
"道瓊公用事業","508.63","-0.53","-0.10","16:30"
"歐洲公用事業","324.37","1.77","0.55","20:00"
"全球公用事業","7584.73","17.25","0.23","16:15"
"ISE水指數","88.71","-0.07","-0.08","16:44"
"道瓊水指數","782.76","-4.95","-0.63","16:04"
"NSDQ純淨優勢","544.92","5.40","1.00","16:44"
"純淨科技","1368.48","12.48","0.92","16:44"
"WH革新能源","263.87","-0.79","-0.30","16:44"
"WH乾淨能源","239.20","1.58","0.67","16:44"
"全球乾淨能源","3113.90","4.84","0.16","16:34"
"ISE替代能源","52.85","-0.01","-0.02","16:44"
"全球替代能源","3338.70","29.61","0.90","16:34"
"生物能源","579.64","-9.22","-1.57","16:34"
"AMEX環境服務","1048.22","2.79","0.27","16:44"
"亞太環境控制","160.00","2.91","1.85","17:30"
"歐洲環境控制","172.90","0.55","0.32","20:00"
"美國環境控制","108.72","0.58","0.54","16:15"
"KLD社會責任","132.39","0.05","0.04","16:44"
"KLD社會400","537.63","0.52","0.10","16:30"
"Clvrt社會責任","90.27","0.20","0.22","16:04"
"ISE邪惡指數","131.35","1.01","0.78","16:44"
"MSCI世界能源","289.70","-1.12","-0.39","09/24"
"MSCI世界原料","296.95","3.23","1.10","09/24"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3444.07","117.48","3.53","16:44"
"東證REIT","1874.47","8.31","0.45","16:00"
"澳洲不動產","1933.46","16.17","0.84","20:14"
"新加坡不動產","1507.32","35.76","2.43","09/24"
"恆生地產","31740.88","-175.83","-0.55","18:02"
"亞洲REIT","165.34","2.40","1.47","17:30"
"英國不動產","2302.08","-6.51","-0.28","17:36"
"歐陸不動產","2610.84","-20.38","-0.78","17:45"
"歐洲不動產","3245.50","-18.52","-0.57","17:45"
"DJ權益REIT","294.31","-4.90","-1.64","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","331.69","-2.06","-0.62","09/25"
"MS商品指數","806.34","-5.62","-0.69","09/25"
"高盛商品指數","6659.34","-4.21","-0.06","09/24"
"高盛農產品","349.02","0.80","0.23","09/24"
"高盛家畜指數","237.69","0.39","0.16","09/24"
"高盛工業金屬","462.59","7.22","1.59","09/24"
"天然氣","514.21","-2.57","-0.50","09/25"
"AMEX航空","43.53","0.53","1.23","09/25"
"銀行","106.30","-0.42","-0.39","09/25"
"醫療服務","438.42","-4.71","-1.06","09/25"
"電腦科技","932.03","10.38","1.13","09/25"
"電腦硬體","251.76","2.71","1.09","09/25"
"保險","4164.17","-9.20","-0.22","09/25"
"美國紙業","147.60","-0.45","-0.30","09/25"
"零售業","469.91","-12.83","-2.66","09/25"
"掮客商指數","224.72","-2.31","-1.02","09/25"
"美元指數","78.32","-0.21","-0.27","09/25"
"歐元指數","141.42","0.58","0.41","09/25"
"日圓指數","87.36","0.30","0.34","09/25"
"澳幣指數","87.18","0.51","0.59","09/25"
"30年債券價格","110.81","-0.06","-0.06","09/25"
"30年債殖利率","48.86","0.09","0.18","09/25"
"10年期票利率","46.14","-0.10","-0.22","09/25"
"5年期票殖利率","42.59","-0.39","-0.91","09/25"
"3月期票殖利率","36.90","0.20","0.54","09/25"
"Put/Call比例","1.14","0.33","40.74","09/25"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","731.80","+0.20","+0.03","5:20"
"銀","13.50","-0.01","-0.07","5:20"
"白金","1337.00","0.00","0.00","22:30"
"鈀","342.00","0.00","0.00","17:50"
"銅","3.6629","-0.0162","-0.44","1:08"
"鎳","14.8272","-0.2753","-1.83","1:09"
"鋁","1.0902","+0.0112","+1.04","1:09"
"鋅","1.3407","-0.0052","-0.39","1:50"
"鉛","1.5844","-0.0215","-1.35","1:09"
"黃金期貨","738.800","-0.500","-0.07","1:44"
"銀期貨","13.620","-0.020","-0.15","1:33"
"銅期貨","8077.000","161.000","2.03","09/24"
"天然氣期","6.360","-0.010","-0.16","09/25"
"布蘭特油期","77.620","-1.290","-1.63","3:03"
"WTI原油期","79.530","-1.420","-1.75","09/25"
"玉米期貨","371.750","-1.750","-0.47","09/25"
"小麥期貨","887.250","9.500","1.08","2:15"
"可可粉期","2042.000","31.000","1.54","3:14"
"大豆期貨","973.000","-5.750","-0.59","09/25"
"咖啡C期","133.100","0.700","0.53","3:14"
"十一號糖","10.100","-0.040","-0.39","3:14"
"二號棉期","66.080","-0.150","-0.23","3:13"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4146","0.0007","0.05","5:53"
"英鎊/美元","2.0186","-0.0001","-0.00","5:53"
"美元/瑞士法郎","1.1662","-0.0002","-0.02","5:53"
"美元/俄盧布","24.9610","-0.0066","-0.03","5:53"
"美元/匈牙利幣","177.2850","-0.1000","-0.06","5:53"
"美元/土耳其幣","1.2295","0.0000","0.00","09/25"
"美元/南非幣","6.9888","-0.0008","-0.01","5:41"
"美元/日圓","114.6450","-0.1350","-0.12","5:53"
"美元/人民幣","7.5145","0.0000","0.00","09/25"
"美元/港幣","7.7703","-0.0004","-0.01","5:36"
"美元/台幣","32.9560","0.0000","0.00","09/24"
"美元/韓圜","921.9000","0.0000","0.00","5:33"
"美元/泰銖","31.8700","-0.0800","-0.25","5:45"
"美元/新元","1.4995","0.0005","0.03","5:50"
"美元/馬來幣","3.4350","0.0000","0.00","5:33"
"美元/印尼盾","9165.0000","2.5000","0.03","5:33"
"美元/印度盧比","39.7400","0.0000","0.00","09/25"
"澳幣/美元","0.8737","0.0005","0.06","5:53"
"紐幣/美元","0.7426","-0.0004","-0.05","5:53"
"美元/巴西幣","1.8585","0.0023","0.12","5:16"
"美元/墨披索","10.9260","-0.0028","-0.03","5:38"
"美元/加幣","1.0038","-0.0001","-0.01","5:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","391.74","-0.47","38.06","09/25"
"中國","84.64","-0.27","62.57","09/25"
"印度","532.39","0.29","36.29","09/25"
"俄羅斯","1271.51","-1.85","1.70","09/25"
"巴西","3293.35","-0.10","49.33","09/25"
"菲律賓","322.34","-0.59","22.46","09/25"
"墨西哥","6134.05","-0.96","11.87","09/25"
"新興市場","1170.09","-0.39","28.21","09/25"
"新興亞洲","496.98","-0.14","33.79","09/25"
"新興東歐","329.13","-1.38","6.37","09/25"
"新興拉美","4014.28","-0.40","34.00","09/25"
"世界","405.31","-0.16","10.20","09/25"
"歐洲","582.75","-0.91","9.63","09/25"
"遠東ex日本","560.05","-0.31","31.58","09/25"
"中華","425.27","-0.41","46.95","09/25"
"歐洲小型","317.19","-0.99","5.67","09/25"
"日本小型","92.14","0.91","-9.75","09/25"
"美國小型","302.67","-0.27","1.17","09/25"
"世界小型","244.79","-0.32","3.56","09/25"
"日本","3154.30","1.60","-1.68","09/25"
"香港","9154.10","-0.67","26.27","09/25"
"阿拉伯市場","715.34","0.10","18.30","09/25"

