"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15513.74","359.96","2.38","11/29"
"東證一部","1514.47","38.83","2.63","11/29"
"東證二部","3349.40","26.69","0.80","11/29"
"JASDAQ","74.99","0.84","1.13","11/29"
"上海綜合","5003.33","199.94","4.16","11/29"
"上海A股","5251.85","210.02","4.17","11/29"
"上海B股","330.79","11.28","3.53","11/29"
"滬深300","4842.07","193.32","4.16","11/29"
"香港恆生","28482.54","1111.30","4.06","11/29"
"香港國企","17014.13","651.73","3.98","11/29"
"香港紅籌","6225.51","270.55","4.54","11/29"
"台灣加權","8447.03","170.77","2.06","11/29"
"台灣店頭","152.98","1.61","1.06","11/29"
"韓國指數","1877.56","42.87","2.34","11/29"
"新加坡","3478.22","108.50","3.22","11/29"
"馬來西亞","1374.32","7.74","0.57","11/29"
"菲律賓","3578.55","41.55","1.17","11/29"
"印尼股市","2699.82","27.92","1.05","11/29"
"越南股市","980.09","-4.48","-0.46","11/29"
"泰國股市","844.80","24.28","2.96","11/29"
"印度股市","19003.26","64.39","0.34","11/29"
"澳洲股市","6517.80","10.60","0.16","10:08"
"紐西蘭","4056.63","-9.91","-0.24","07:47"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2180.50","12.39","0.57","11/29"
"英國指數","6349.10","42.90","0.68","11/29"
"法國指數","5598.11","36.90","0.66","11/29"
"德國指數","7765.19","41.53","0.54","11/29"
"道瓊歐洲","4347.00","25.26","0.58","11/29"
"土耳其","53181.19","-21.63","-0.04","11/29"
"匈牙利","25466.68","799.34","3.24","11/29"
"奧地利","4403.98","30.45","0.70","11/29"
"波蘭股市","56105.33","326.99","0.59","11/29"
"捷克股市","1757.60","9.50","0.54","11/29"
"盧森堡","2277.20","37.32","1.67","11/29"
"義大利","29540.00","70.00","0.24","16:43"
"西班牙","1694.25","9.45","0.56","11/29"
"瑞士股市","8734.47","83.65","0.97","11/29"
"瑞典股市","1099.11","4.75","0.43","11/29"
"芬蘭股市","11796.53","76.43","0.65","11/29"
"挪威股市","418.90","1.53","0.37","11/29"
"以色列","1187.56","1.42","0.12","11/29"
"埃及股市","85645.80","434.33","0.51","11/29"
"南非股市","27222.91","506.46","1.90","11/29"
"摩洛哥","25864.77","119.54","0.46","11/29"
"約旦指數","6984.09","-1.16","-0.02","11/29"
"杜拜指數","5354.57","84.73","1.61","11/29"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13311.73","22.28","0.17","16:30"
"NASDAQ","2668.13","5.22","0.20","17:17"
"羅素2000","766.06","-3.98","-0.52","16:59"
"S&P 500","1469.72","0.70","0.05","16:59"
"費城金銀","172.83","-1.14","-0.66","11/29"
"DJ貴金屬","352.78","-2.34","-0.66","17:31"
"CBOE黃金","177.31","-1.55","-0.87","16:49"
"AMEX金蟲","416.45","-8.54","-2.01","16:45"
"AMEX能源","731.84","7.82","1.08","16:45"
"NYSE能源","14446.68","47.12","0.33","17:05"
"費城油業","285.96","4.43","1.57","11/29"
"AMEX石油","1415.84","9.69","0.69","16:45"
"費城半導","420.11","-0.12","-0.03","11/29"
"NSDQ金融","2906.35","-23.73","-0.81","17:17"
"NYSE金融","8499.92","-58.57","-0.68","17:05"
"NBI生技","864.76","9.54","1.12","17:17"
"AMEX生技","823.27","3.48","0.42","16:45"
"費城藥物","212.97","1.11","0.52","11/29"
"加拿大","13663.89","31.74","0.23","11/29"
"巴西指數","62156.34","441.70","0.72","11/29"
"墨西哥","29399.92","123.53","0.42","15:05"
"阿根廷","2236.39","5.56","0.25","11/29"
"智利","3175.99","15.76","0.50","11/29"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","9922.00","25.00","0.25","11/28"
"波海海峽航運","14755.00","137.00","0.94","11/28"
"波海巴拿馬航運","9670.00","20.00","0.21","11/28"
"VIX波動率","23.97","-0.14","-0.58","16:14"
"DJ交通運輸","4573.23","-52.20","-1.13","16:30"
"道瓊公用事業","529.25","-0.42","-0.08","16:30"
"歐洲公用事業","367.16","3.67","1.01","17:45"
"全球公用事業","8251.42","4.77","0.06","16:15"
"ISE水指數","87.40","-0.17","-0.19","16:44"
"道瓊水指數","733.83","4.96","0.68","16:03"
"NSDQ純淨優勢","581.91","16.34","2.89","16:44"
"純淨科技","1471.17","18.55","1.28","16:43"
"WH革新能源","267.86","0.06","0.02","16:43"
"WH乾淨能源","248.44","7.45","3.09","16:43"
"全球乾淨能源","3530.95","103.27","3.01","16:34"
"ISE替代能源","61.67","1.83","3.06","16:44"
"全球替代能源","3752.30","114.34","3.14","16:33"
"生物能源","585.55","11.50","2.00","16:33"
"AMEX環境服務","1042.90","-3.13","-0.30","16:43"
"歐洲環境控制","180.76","0.96","0.53","17:45"
"美國環境控制","102.02","-1.39","-1.34","16:15"
"KLD社會責任","127.10","0.04","0.03","16:44"
"Clvrt社會責任","87.86","-0.04","-0.05","16:05"
"ISE邪惡指數","131.45","0.10","0.08","16:44"
"MSCI世界能源","281.34","3.15","1.13","11/28"
"MSCI世界原料","289.89","6.31","2.23","11/28"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"Rogers商品","4261.77","4.78","0.11","14:30"
"Rogers能源","1240.18","-46.33","-3.60","11/28"
"Rogers金屬","2201.44","3.23","0.15","11/28"
"Rogers農產","1280.27","17.32","1.37","11/28"
"日本不動產","3320.94","108.43","3.38","15:44"
"東證REIT","1864.12","22.52","1.22","15:00"
"澳洲不動產","1811.15","23.58","1.32","18:14"
"新加坡不動產","1258.43","-2.04","-0.16","11/28"
"恆生地產","37752.44","1936.55","5.41","17:01"
"亞洲REIT","163.32","0.11","0.07","16:30"
"英國不動產","2010.54","13.12","0.66","17:36"
"歐陸不動產","2365.58","41.32","1.78","17:45"
"歐洲不動產","2999.87","35.30","1.19","17:45"
"DJ權益REIT","267.03","-0.87","-0.33","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","343.59","-0.19","-0.06","11/29"
"MS商品指數","808.58","3.07","0.38","11/29"
"高盛商品指數","7174.18","-174.64","-2.38","11/28"
"高盛農產品","361.94","7.86","2.22","11/28"
"高盛家畜指數","230.12","-0.85","-0.37","11/28"
"高盛工業金屬","414.09","3.29","0.80","11/28"
"天然氣","540.86","1.91","0.35","11/29"
"AMEX航空","39.15","-0.87","-2.17","11/29"
"銀行","94.21","-0.97","-1.02","11/29"
"醫療服務","441.24","0.55","0.12","11/29"
"電腦科技","947.78","4.45","0.47","11/29"
"電腦硬體","247.48","-0.13","-0.05","11/29"
"保險","4067.63","-23.84","-0.58","11/29"
"美國紙業","133.22","0.58","0.44","11/29"
"零售業","427.46","-3.13","-0.73","11/29"
"掮客商指數","209.47","-3.31","-1.56","11/29"
"美元指數","75.63","0.48","0.63","11/29"
"歐元指數","147.59","-0.70","-0.47","11/29"
"日圓指數","91.12","0.39","0.43","11/29"
"澳幣指數","88.16","-0.76","-0.85","11/29"
"30年債券價格","117.81","0.84","0.72","11/29"
"30年債殖利率","43.49","-0.58","-1.32","11/29"
"10年期票利率","39.40","-0.85","-2.11","11/29"
"5年期票殖利率","34.07","-0.77","-2.21","11/29"
"3月期票殖利率","28.85","-0.75","-2.53","11/29"
"Put/Call比例","0.89","0.00","0.00","11/29"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","793.60","-2.40","-0.30","5:55"
"銀","14.20","-0.08","-0.56","5:54"
