"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","12706.63","-38.59","-0.30","16:00"
"東證一部","1237.55","-5.43","-0.44","15:00"
"東證二部","2751.51","-36.52","-1.31","15:00"
"JASDAQ","64.70","0.29","0.45","15:00"
"上海綜合","3606.86","-22.76","-0.63","15:16"
"上海A股","3784.29","-23.94","-0.63","15:16"
"上海B股","261.40","-0.79","-0.30","15:16"
"滬深300","3914.37","8.60","0.22","15:01"
"香港恆生","22617.01","152.49","0.68","16:01"
"香港國企","11860.22","133.22","1.14","16:01"
"香港紅籌","4943.99","54.02","1.10","16:01"
"台灣加權","8768.02","-27.07","-0.31","13:46"
"台灣店頭","143.45","0.55","0.38","13:46"
"韓國指數","1679.67","4.74","0.28","18:03"
"越南股市","504.67","8.03","1.62","11:01"
"泰國股市","817.57","-2.74","-0.33","17:01"
"菲律賓","2918.37","26.17","0.90","12:11"
"馬來西亞","1245.42","15.47","1.26","17:00"
"印尼股市","2440.64","21.02","0.87","17:09"
"印度股市","16086.83","-130.66","-0.81","16:28"
"孟加拉","2972.09","58.74","2.02","03/25"
"巴基斯坦","10798.31","68.15","0.64","13:15"
"斯里蘭卡","2549.56","3.78","0.15","14:28"
"澳洲股市","5421.30","65.60","1.22","16:47"
"紐西蘭","3425.44","-4.83","-0.14","13:31"
"新加坡","2995.22","-4.97","-0.17","17:10"
"龍籌股","147.41","-0.70","-0.47","03/26"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1995.19","1.25","0.06","18:00"
"英國指數","5660.40","-28.70","-0.50","16:35"
"法國指數","4676.68","-15.32","-0.33","18:11"
"德國指數","6489.26","-35.45","-0.54","20:30"
"道瓊歐洲","3611.45","-21.14","-0.58","19:10"
"土耳其","40658.47","-333.95","-0.81","17:12"
"匈牙利","21752.60","-147.33","-0.67","16:36"
"奧地利","3671.71","-19.10","-0.52","17:33"
"波蘭股市","47380.95","90.15","0.19","16:40"
"捷克股市","1510.70","-12.10","-0.79","17:13"
"瑞典股市","931.87","-0.22","-0.02","17:44"
"芬蘭股市","9686.94","20.87","0.22","18:31"
"挪威股市","345.92","0.95","0.27","16:24"
"希臘指數","3809.13","48.34","1.29","16:55"
"義大利","23846.00","-95.00","-0.40","17:43"
"盧森堡","2144.23","-12.21","-0.57","17:40"
"荷蘭","438.11","1.11","0.25","18:07"
"瑞士股市","7184.55","-49.87","-0.69","17:31"
"西班牙","1449.79","-2.37","-0.16","17:38"
"葡萄牙","3313.02","-2.21","-0.07","17:08"
"愛爾蘭","6223.98","-103.57","-1.64","20:00"
"以色列","1032.36","-7.35","-0.71","13:11"
"埃及股市","97441.35","614.68","0.63","13:38"
"南非股市","27521.40","536.96","1.99","16:00"
"摩洛哥","29994.36","-118.47","-0.39","03/25"
"約旦指數","7964.96","81.36","1.03","14:59"
"杜拜指數","5460.44","-7.30","-0.13","12:59"

"美洲股市行情 (American Markets)"
