"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16505.63","221.46","1.36","16:00"
"東證一部","1573.97","25.90","1.67","15:01"
"東證二部","3595.63","-3.84","-0.11","15:01"
"JASDAQ","77.67","0.20","0.26","15:00"
"上海綜合","5589.63","27.24","0.49","15:15"
"上海A股","5868.07","28.19","0.48","15:15"
"上海B股","358.43","5.57","1.58","15:15"
"香港恆生","30405.22","550.73","1.84","16:01"
"香港國企","19548.49","-2.72","-0.01","16:01"
"香港紅籌","6751.16","120.92","1.82","16:02"
"台灣加權","9631.51","63.25","0.66","13:46"
"台灣店頭","187.74","0.02","0.01","13:46"
"韓國指數","2028.06","51.31","2.60","18:03"
"新加坡","3771.55","64.41","1.74","17:05"
"馬來西亞","1398.35","20.08","1.46","17:00"
"菲律賓","3784.88","17.10","0.45","12:11"
"印尼股市","2624.43","27.77","1.07","17:09"
"越南股市","1092.48","-3.05","-0.28","11:00"
"泰國股市","894.57","1.12","0.13","17:01"
"印度股市","19243.17","472.28","2.52","16:28"
"斯里蘭卡","2620.26","4.84","0.19","10/26"
"澳洲股市","6716.40","71.60","1.08","17:47"
"紐西蘭","4226.71","-40.43","-0.95","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2194.12","43.02","2.00","10/26"
"英國指數","6661.30","85.00","1.29","10/26"
"法國指數","5794.87","34.57","0.60","10/26"
"德國指數","7949.17","16.73","0.21","10/26"
"道瓊歐洲","4440.23","28.11","0.64","10/26"
"土耳其","56446.59","717.99","1.29","10/26"
"匈牙利","27189.07","-91.60","-0.34","10/26"
"奧地利","4786.05","43.79","0.92","10/25"
"波蘭股市","63366.34","-237.98","-0.37","10/26"
"捷克股市","1910.10","25.50","1.35","10/26"
"盧森堡","2478.96","-6.74","-0.27","10/26"
"義大利","31185.00","135.00","0.43","16:43"
"西班牙","1695.83","22.43","1.34","10/26"
"瑞士股市","8962.92","45.47","0.51","10/26"
"瑞典股市","1173.31","0.83","0.07","10/26"
"芬蘭股市","12429.74","76.30","0.62","10/26"
"挪威股市","433.07","3.58","0.83","10/26"
"以色列","1193.36","12.92","1.09","10/25"
"埃及股市","81062.75","917.46","1.14","10/25"
"南非股市","27939.61","346.26","1.25","10/26"
"摩洛哥","26576.75","62.66","0.24","10/26"
"約旦指數","6713.33","-52.26","-0.77","10/25"
"杜拜指數","4969.82","25.46","0.51","10/25"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13806.70","134.78","0.99","16:30"
"NASDAQ","2804.19","53.33","1.94","17:16"
"羅素2000","821.39","15.28","1.90","16:59"
"S&P 500","1535.28","20.88","1.38","17:00"
"費城金銀","182.41","5.21","2.94","10/26"
"DJ貴金屬","376.17","10.46","2.86","17:33"
"CBOE黃金","182.99","5.33","3.00","16:49"
"AMEX金蟲","420.59","11.41","2.79","17:05"
"AMEX能源","770.92","9.13","1.20","17:05"
"NYSE能源","15290.91","237.22","1.58","17:06"
"費城油業","296.69","-1.74","-0.58","10/26"
"AMEX石油","1506.41","31.70","2.15","17:05"
"費城半導","451.93","-0.58","-0.13","10/26"
"NSDQ金融","3012.79","61.64","2.09","17:16"
"NYSE金融","9255.51","228.38","2.53","17:06"
"NBI生技","890.85","12.54","1.43","17:16"
"AMEX生技","837.29","10.78","1.30","17:05"
"費城藥物","206.77","0.95","0.46","10/26"
"加拿大","14296.43","171.49","1.21","10/26"
"巴西指數","64275.58","1934.09","3.10","10/26"
