"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17529.00","16.02","0.09","close"
"東證一部","1711.89","-0.66","-0.04","close"
"東證二部","3978.17","-33.73","-0.84","close"
"JASDAQ","79.67","-0.63","-0.78","close"
"上海綜合","3986.04","86.86","2.23","05/16"
"上海A股","4175.87","89.42","2.19","05/16"
"上海B股","330.57","19.89","6.40","05/16"
"香港恆生","20937.26","0.00","0.00","05/16"
"香港國企","10949.57","0.00","0.00","05/16"
"香港紅籌","3609.80","0.00","0.00","05/16"
"台灣指數","7988.57","13.54","0.17","05/16"
"韓國指數","1600.60","11.23","0.71","05/16"
"新加坡","3501.17","26.09","0.75","05/16"
"馬來西亞","1352.41","6.31","0.47","05/16"
"菲律賓","3409.20","0.47","0.01","05/16"
"印尼股市","2063.76","25.98","1.27","05/16"
"越南股市","1040.99","-13.70","-1.30","05/16"
"泰國股市","721.66","8.39","1.18","05/16"
"印度股市","14127.31","197.98","1.42","05/16"
"澳洲股市","6301.10","-0.00","-0.00","10:12"
"日本不動產","4441.56","8.57","0.19","05/16"
"東證REIT","2602.40","4.77","0.18","05/16"
"澳洲不動產","1941.75","-3.53","-0.18","05/16"
"新加坡不動產","1609.76","12.39","0.78","05:55"
"恆生地產","25588.93","263.68","1.04","05/16"
"亞洲REIT","199.33","-0.38","-0.19","07:10"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6559.50","-9.10","-0.14","05/16"
"法國指數","6017.91","-31.85","-0.53","05/16"
"德國指數","7481.25","-24.10","-0.32","05/16"
"俄羅斯","1856.57","30.18","1.65","05/16"
"道瓊歐洲","4422.62","-18.41","-0.41","05/16"
"土耳其","45539.69","642.02","1.43","05/16"
"匈牙利","25546.38","-338.33","-1.31","05/16"
"奧地利","4767.25","49.74","1.05","05/16"
"波蘭股市","59588.89","-296.76","-0.50","05/16"
"捷克股市","1816.20","10.80","0.60","05/16"
"愛沙尼亞","917.98","2.90","0.32","05/16"
"拉托維亞","672.37","-4.64","-0.69","05/16"
"立陶宛","486.22","0.70","0.14","05/16"
"盧森堡","2475.67","10.22","0.41","05/16"
"義大利","33934.00","-97.00","-0.28","16:43"
"西班牙","1645.98","6.86","0.42","05/16"
"瑞士股市","9357.53","-33.50","-0.36","05/16"
"瑞典股市","1259.27","1.67","0.13","05/16"
"芬蘭股市","11026.77","58.02","0.53","05/16"
"挪威股市","400.98","1.30","0.33","05/16"
"英國不動產","2913.62","-70.40","-2.36","21:55"
"歐陸不動產","3077.91","-44.00","-1.41","21:55"
"歐洲不動產","3831.29","-76.76","-1.96","21:55"
"以色列","1124.77","5.02","0.45","05/16"
"埃及股市","66222.13","-1077.51","-1.60","05/16"
"南非股市","25112.39","-32.37","-0.13","05/16"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13487.53","103.69","0.78","16:30"
"NASDAQ","2547.42","22.13","0.88","17:16"
"羅素2000","820.20","6.02","0.74","16:59"
"S&P 500","1514.14","12.95","0.86","17:00"
"DJ貴金屬","271.97","-2.84","-1.03","17:28"
"CBOE黃金","140.41","-1.57","-1.11","16:49"
"AMEX金蟲","325.44","-3.95","-1.20","16:32"
"費城金銀","136.14","-1.35","-0.98","05/16"
"費城油業","242.85","0.63","0.26","05/16"
"AMEX石油","1305.78","4.70","0.36","16:32"
"NYSE能源","12918.28","59.51","0.46","17:06"
"AMEX能源","658.09","3.23","0.49","16:32"
"費城半導","497.53","-0.55","-0.11","05/16"
"NSDQ金融","3157.96","23.30","0.74","17:16"
"NYSE金融","9877.58","46.40","0.47","17:06"
"ISE水指數","79.27","0.48","0.61","17:00"
"道瓊水指數","711.11","1.30","0.18","17:20"
"道瓊權益REIT","313.38","-3.19","-1.01","16:49"
"NBI生技","823.45","7.74","0.95","17:16"
"AMEX生技","812.90","1.36","0.17","16:32"
"費城藥物","217.63","1.34","0.62","05/16"
"加拿大","14025.03","90.39","0.65","05/16"
"巴西指數","51737.56","1219.35","2.41","05/16"
"墨西哥","30341.25","721.34","2.44","05/16"
"阿根廷","2162.89","23.25","1.09","05/16"
"智利","3188.64","13.55","0.43","18:31"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","662.90","+1.30","+0.20","5:14"
"銀","12.93","+0.05","+0.39","5:10"
"白金","1326.00","-2.00","-0.15","5:15"
"鈀","361.00","+3.00","+0.85","5:12"
"銅","3.4605","+0.0000","+0.00","2:10"
"鎳","24.1688","+0.0000","+0.00","2:10"
"鋁","1.2786","+0.0000","+0.00","2:10"
"鋅","1.7398","+0.0000","+0.00","2:10"
"鉛","0.9442","-0.0023","-0.24","2:10"
"黃金期貨","661.500","-13.000","-01.93","1:48"
"銀期貨","12.930","-0.385","-02.89","1:54"
"銅期貨","7799.000","112.000","01.46","05/15"
"天然氣期","7.890","0.026","00.33","2:41"
"WTI原油期","62.550","-0.620","-00.98","2:43"
"玉米期貨","376.000","4.500","01.21","05/16"
"小麥期貨","496.750","-5.250","-01.05","2:15"
"可可粉期","1900.000","-1.000","-00.05","0:23"
"大豆期貨","792.750","14.750","01.90","05/16"
"咖啡C期","109.700","2.400","02.24","1:02"
"十一號糖","8.680","0.030","00.35","1:13"
"二號棉期","49.190","1.440","03.02","2:29"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3519","-0.0072","-0.5261","4:53"
"英鎊/美元","1.9768","-0.0090","-0.4557","4:53"
"美元/瑞士法郎","1.2235","0.0080","0.6540","4:53"
"美元/俄盧布","25.8160","0.0705","0.2738","4:53"
"美元/匈牙利幣","184.7800","1.9800","1.0832","4:52"
"美元/土耳其幣","1.3269","0.0020","0.1510","4:44"
"美元/南非幣","6.9700","0.0580","0.8391","4:53"
"美元/日圓","120.7900","0.5150","0.4282","4:53"
"美元/人民幣","7.6830","-0.0098","-0.1274","4:46"
"美元/港幣","7.8182","0.0039","0.0499","4:48"
"美元/台幣","33.3550","0.0000","0.0000","3:29"
"美元/韓圜","923.9500","-0.5500","-0.0595","23:07"
"美元/泰銖","33.2700","0.0200","0.0601","4:50"
"美元/新元","1.5226","0.0065","0.4287","4:53"
