"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13067.21","15.08","0.12","close"
"東證一部","1290.76","5.23","0.41","close"
"東證二部","2790.11","2.52","0.09","close"
"JASDAQ","61.05","0.36","0.59","close"
"上海綜合","2875.45","-45.10","-1.54","close"
"上海A股","3016.13","-47.44","-1.55","close"
"上海B股","219.54","-1.46","-0.66","close"
"深圳A股","912.28","-15.95","-1.72","close"
"深圳B股","481.14","-2.42","-0.50","close"
"滬深300","2973.73","-41.40","-1.37","close"
"香港恆生","21821.78","15.97","0.07","close"
"香港國企","12053.66","219.35","1.85","close"
"香港紅籌","4704.94","-30.65","-0.65","close"
"台灣加權","7075.65","27.40","0.39","close"
"台灣店頭","118.44","-0.54","-0.45","close"
"韓國指數","1537.43","18.05","1.19","18:03"
"越南股市","446.60","7.05","1.60","11:00"
"泰國股市","721.86","0.73","0.10","17:01"
"菲律賓","2450.62","-30.91","-1.25","12:11"
"馬來西亞","1135.49","-4.32","-0.38","17:00"
"印尼股市","2276.23","-9.79","-0.43","17:09"
"印度股市","13926.24","-38.02","-0.27","16:28"
"孟加拉","2982.00","13.08","0.44","20:44"
"巴基斯坦","8501.56","-14.14","-0.17","12:16"
"澳洲股市","5020.50","-68.90","-1.35","17:47"
"紐西蘭","3112.56","-64.90","-2.04","14:31"
"新加坡","2901.58","-16.04","-0.55","17:10"
"龍籌股","136.49","-0.73","-0.53","19:00"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2186.35","7.45","0.34","07/10"
"英國指數","5406.80","-122.80","-2.22","07/10"
"法國指數","4231.56","-108.10","-2.49","07/10"
"德國指數","6305.00","-81.46","-1.28","07/10"
"土耳其","35574.64","-28.63","-0.08","07/10"
"匈牙利","20558.86","-260.91","-1.25","07/10"
"奧地利","3676.86","-116.42","-3.07","07/10"
"波蘭股市","39632.83","-370.24","-0.93","07/10"
"捷克股市","1448.50","-6.70","-0.46","07/10"
"瑞典股市","833.58","-17.86","-2.10","07/10"
"芬蘭股市","8344.53","-90.97","-1.08","07/10"
"挪威股市","383.64","-7.33","-1.87","07/10"
"希臘指數","3372.62","-31.15","-0.92","07/10"
"義大利","21894.00","-310.00","-1.40","16:43"
"盧森堡","1883.50","13.01","0.70","07/10"
"荷蘭","401.93","-8.90","-2.17","07/10"
"冰島","4251.36","-29.90","-0.70","07/10"
"丹麥","406.52","-1.89","-0.46","07/10"
"瑞士股市","6921.44","133.31","1.96","07/09"
"西班牙","1263.97","-27.13","-2.10","07/10"
"葡萄牙","2898.35","-58.48","-1.98","07/10"
"愛爾蘭","4686.61","-99.57","-2.08","07/10"
"以色列","1023.42","-3.24","-0.32","07/10"
"埃及股市","834.80","4.93","0.59","07/10"
"南非股市","26033.02","-359.85","-1.36","07/10"
"摩洛哥","29477.12","163.77","0.56","07/10"
"卡達指數","11751.10","-103.42","-0.87","07/10"
"杜拜指數","5347.84","-57.88","-1.07","07/10"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","11229.02","81.58","0.73","07/10"
"NASDAQ","2257.85","22.96","1.03","07/10"
"羅素2000","670.44","6.69","1.01","07/10"
"S&P 500","1253.39","8.70","0.70","07/10"
"費城金銀","187.37","5.10","2.80","07/10"
"DJ貴金屬","384.07","12.34","3.32","17:17"
"CBOE黃金","188.11","3.66","1.98","07/10"
"AMEX金蟲","432.61","13.55","3.23","07/10"
"AMEX能源","824.28","22.85","2.85","07/10"
"NYSE能源","15429.36","338.70","2.24","07/10"
"費城油業","328.23","8.47","2.65","07/10"
"AMEX石油","1427.08","20.71","1.47","07/10"
"費城半導","349.18","4.68","1.36","07/10"
"NSDQ金融","2181.49","26.68","1.24","07/10"
"NYSE金融","6030.29","14.55","0.24","07/10"
"NBI生技","836.58","9.80","1.19","07/10"
"AMEX生技","766.53","3.72","0.49","07/10"
"費城藥物","186.79","0.86","0.46","07/10"
"加拿大","13743.88","133.04","0.98","07/10"
"巴西指數","60252.74","716.79","1.20","07/10"
"墨西哥","27877.33","-218.46","-0.78","07/10"
