"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18040.93","-12.88","-0.07","close"
"東證一部","1778.50","1.94","0.11","close"
"東證二部","4103.80","28.41","0.70","close"
"JASDAQ","81.21","0.16","0.20","close"
"上海綜合","3776.32","9.22","0.24","06/06"
"上海A股","3959.64","9.75","0.25","06/06"
"上海B股","283.74","-0.02","-0.01","06/06"
"香港恆生","20807.93","-34.22","-0.16","16:01"
"香港國企","11030.93","8.84","0.08","16:01"
"香港紅籌","3677.10","-1.83","-0.05","16:01"
"台灣指數","8314.68","10.69","0.13","13:46"
"韓國指數","1742.19","4.60","0.27","06/05"
"新加坡","3563.75","-9.15","-0.26","17:05"
"馬來西亞","1372.38","2.79","0.20","17:00"
"菲律賓","3570.47","-37.67","-1.04","12:11"
"印尼股市","2102.44","9.33","0.45","17:09"
"越南股市","1045.29","5.63","0.54","14:25"
"泰國股市","759.42","-1.17","-0.15","17:01"
"印度股市","14255.93","-279.08","-1.92","16:28"
"澳洲股市","6367.40","-32.50","-0.51","17:47"
"日本不動產","4422.69","-43.89","-0.98","15:44"
"東證REIT","2536.43","-40.09","-1.56","15:00"
"澳洲不動產","1988.88","-13.77","-0.69","19:14"
"新加坡不動產","1601.70","-7.77","-0.48","06/05"
"恆生地產","25249.59","-31.49","-0.12","17:01"
"亞洲REIT","196.72","-1.57","-0.79","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1823.63","-10.03","-0.55","06/06"
"英國指數","6522.70","-110.10","-1.66","06/06"
"法國指數","5977.87","-100.67","-1.66","06/06"
"德國指數","7730.05","-189.78","-2.40","06/06"
"道瓊歐洲","4437.29","-75.89","-1.68","06/06"
"土耳其","45861.01","-590.59","-1.27","06/06"
"匈牙利","26517.93","-211.16","-0.79","06/06"
"奧地利","4780.61","-91.70","-1.88","06/06"
"波蘭股市","63527.02","-1095.66","-1.70","06/06"
"捷克股市","1838.50","-6.70","-0.36","06/06"
"愛沙尼亞","907.54","-2.66","-0.29","06/06"
"拉托維亞","670.03","-2.05","-0.30","06/06"
"立陶宛","499.15","1.17","0.23","06/06"
"盧森堡","2530.08","-10.67","-0.42","06/06"
"義大利","33068.00","-507.00","-1.51","20:22"
"西班牙","1647.28","-40.83","-2.42","06/06"
"瑞士股市","9277.49","-130.73","-1.39","06/06"
"瑞典股市","1281.04","-3.78","-0.29","06/05"
"芬蘭股市","11366.68","-139.20","-1.21","06/06"
"挪威股市","407.40","-7.54","-1.82","06/06"
"英國不動產","2748.80","-89.97","-3.17","22:08"
"歐陸不動產","3102.27","-64.43","-2.04","22:08"
"歐洲不動產","3744.19","-103.16","-2.68","22:08"
"以色列","1122.44","-11.41","-1.01","06/06"
"埃及股市","69680.02","-159.88","-0.23","06/06"
"南非股市","25631.23","-334.71","-1.29","06/06"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13465.67","-129.79","-0.95","16:30"
"NASDAQ","2587.18","-24.05","-0.92","17:17"
"羅素2000","841.21","-7.04","-0.83","16:59"
"S&P 500","1517.38","-13.57","-0.89","16:59"
"DJ貴金屬","278.69","-2.37","-0.84","17:28"
"CBOE黃金","144.09","-1.41","-0.97","16:49"
"AMEX金蟲","336.52","-3.47","-1.02","17:00"
"費城金銀","139.20","-1.25","-0.89","06/06"
"費城油業","253.87","-4.00","-1.55","06/06"
"AMEX石油","1376.61","-20.97","-1.50","17:00"
"NYSE能源","13449.52","-158.84","-1.17","17:06"
"AMEX能源","688.53","-8.60","-1.23","17:00"
"費城半導","481.75","-5.49","-1.13","06/06"
"NSDQ金融","3237.92","-9.81","-0.30","17:17"
"NYSE金融","9825.97","-84.93","-0.86","17:06"
"ISE水指數","82.13","-1.26","-1.51","17:09"
"道瓊水指數","739.77","-12.35","-1.64","17:20"
"道瓊權益REIT","316.90","-1.95","-0.61","16:49"
"NBI生技","826.69","-9.94","-1.19","17:17"
"AMEX生技","807.28","-11.07","-1.35","17:00"
"費城藥物","213.01","-2.00","-0.93","06/06"
"加拿大","13941.59","-200.10","-1.42","06/06"
"巴西指數","52049.31","-1112.90","-2.09","06/06"
"墨西哥","31681.76","-589.62","-1.83","15:05"
"阿根廷","2206.16","-28.58","-1.28","06/06"
"智利","3290.78","-29.06","-0.88","18:31"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","669.80","+0.50","+0.07","5:50"
"銀","13.68","-0.02","-0.15","5:50"
"白金","1301.00","+2.00","+0.15","3:53"
"鈀","376.00","-1.00","-0.27","5:19"
"銅","3.2696","-0.0529","-1.60","0:34"
"鎳","22.1353","-0.4082","-1.81","23:45"
"鋁","1.2364","-0.0121","-0.97","1:08"
"鋅","1.6806","-0.0219","-1.29","1:09"
"鉛","1.0569","-0.0008","-0.07","1:09"
"黃金期貨","674.600","-0.500","-00.07","1:38"
"銀期貨","13.717","-0.095","-00.69","1:36"
"銅期貨","7623.000","-91.000","-01.18","06/05"
"天然氣期","8.080","0.016","00.20","2:42"
"布蘭特油期","71.020","0.570","00.81","3:08"
"WTI原油期","65.960","0.350","00.53","2:42"
"玉米期貨","374.750","-5.500","-01.45","06/06"
"小麥期貨","519.750","-7.500","-01.42","2:15"
"可可粉期","1875.000","-6.000","-00.32","0:24"
"大豆期貨","822.250","-6.000","-00.72","06/06"
"咖啡C期","116.450","-0.100","-00.09","1:03"
"十一號糖","8.690","0.130","01.52","1:04"
"二號棉期","51.550","-0.200","-00.39","2:30"

"全球匯率 (Currency Exchange)"
