"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15801.80","-325.62","-2.02","9/18"
"東證一部","1510.95","-33.76","-2.19","9/18"
"東證二部","3500.63","-41.01","-1.16","9/18"
"JASDAQ","69.82","-0.74","-1.05","9/18"
"上海綜合","5425.21","3.82","0.07","09/18"
"上海A股","5694.31","4.08","0.07","09/18"
"上海B股","358.51","-0.39","-0.11","09/18"
"香港恆生","24576.85","-22.49","-0.09","09/18"
"香港國企","14733.62","57.23","0.39","09/18"
"香港紅籌","4953.80","0.17","0.00","09/18"
"台灣加權","8899.91","-131.72","-1.46","09/17"
"台灣店頭","192.23","-8.00","-4.00","09/17"
"韓國指數","1838.61","-33.07","-1.77","18:04"
"新加坡","3477.75","1.44","0.04","17:05"
"馬來西亞","1277.33","-1.01","-0.08","17:00"
"菲律賓","3289.75","-17.68","-0.53","12:11"
"印尼股市","2239.86","16.64","0.75","17:09"
"越南股市","935.17","0.43","0.05","10:57"
"泰國股市","802.54","-0.11","-0.01","17:01"
"印度股市","15669.12","164.69","1.06","16:28"
"斯里蘭卡","2606.91","-30.25","-1.15","14:31"
"澳洲股市","6208.00","-75.70","-1.20","17:47"
"紐西蘭","4123.52","-45.20","-1.08","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1938.52","22.72","1.19","09/18"
"英國指數","6283.30","100.50","1.63","09/18"
"法國指數","5549.35","109.98","2.02","09/18"
"德國指數","7575.21","95.36","1.27","09/18"
"道瓊歐洲","4264.42","79.81","1.91","09/18"
"土耳其","50500.93","-35.61","-0.07","09/18"
"匈牙利","26836.97","90.99","0.34","09/18"
"奧地利","4457.05","56.50","1.28","09/18"
"波蘭股市","60579.02","594.11","0.99","09/18"
"捷克股市","1750.80","3.00","0.17","09/18"
"盧森堡","2378.36","20.74","0.88","09/18"
"義大利","30532.00","479.00","1.59","16:43"
"西班牙","1544.80","36.32","2.41","09/18"
"瑞士股市","8775.94","90.19","1.04","09/18"
"瑞典股市","1178.97","18.22","1.57","09/18"
"芬蘭股市","11645.34","163.32","1.42","09/18"
"挪威股市","408.74","1.57","0.39","09/18"
"以色列","1068.57","10.09","0.95","09/18"
"埃及股市","75129.31","-76.23","-0.10","09/18"
"南非股市","26067.01","213.04","0.82","09/18"
"摩洛哥","25992.07","26.74","0.10","09/18"
"約旦指數","5616.94","-14.73","-0.26","09/18"
"杜拜指數","4190.77","14.84","0.36","09/18"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13739.39","335.97","2.51","16:30"
"NASDAQ","2651.66","70.00","2.71","17:16"
"羅素2000","806.63","30.82","3.97","16:59"
"S&P 500","1519.78","43.13","2.92","16:59"
"DJ貴金屬","339.49","14.06","4.32","17:31"
"CBOE黃金","165.32","6.58","4.14","16:49"
"AMEX金蟲","378.35","12.94","3.54","16:45"
"費城金銀","164.78","6.43","4.06","09/18"
"費城油業","288.51","8.22","2.93","09/18"
"AMEX石油","1449.39","43.35","3.08","16:45"
"NYSE能源","14574.11","454.14","3.22","17:05"
"AMEX能源","747.95","22.18","3.06","16:45"
"費城半導","498.06","13.76","2.84","09/18"
"NSDQ金融","3083.26","133.44","4.52","17:16"
"NYSE金融","9226.14","348.80","3.93","17:05"
"NBI生技","845.52","20.49","2.48","17:16"
"AMEX生技","818.95","24.92","3.14","16:45"
"費城藥物","206.52","3.57","1.76","09/18"
"加拿大","14005.40","195.54","1.42","09/18"
"巴西指數","56666.30","2325.76","4.28","09/18"
"墨西哥","30603.42","808.93","2.71","09/18"
"阿根廷","2090.26","59.01","2.90","09/18"
"智利","3167.87","34.31","1.09","09/14"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4932.86","186.23","3.92","16:30"
"DJ建商","410.22","23.29","6.02","17:24"
"S&P建商","480.53","20.59","4.48","17:00"
"道瓊公用事業","504.87","9.94","2.01","16:30"
"歐洲公用事業","314.92","2.57","0.82","09/18"
"全球公用事業","7442.33","124.79","1.71","09/18"
"ISE水指數","88.76","3.30","3.86","17:00"
"道瓊水指數","814.49","7.27","0.90","17:24"
"NSDQ純淨優勢","524.26","19.20","3.80","17:17"
"純淨科技","1332.18","47.71","3.71","16:45"
"WH革新能源","262.17","9.70","3.84","16:45"
"WH乾淨能源","229.17","9.84","4.49","16:45"
"全球乾淨能源","2922.14","82.43","2.90","09/18"
"ISE替代能源","53.06","1.58","3.07","17:00"
"全球替代能源","3104.59","14.28","0.46","19:44"
"生物能源","593.21","-3.45","-0.58","19:44"
"AMEX環境服務","1033.10","30.20","3.01","16:45"
"亞太環境控制","151.94","0.48","0.32","08:40"
"歐洲環境控制","169.27","-1.16","-0.68","09/18"
"美國環境控制","107.03","2.48","2.37","09/18"
"KLD社會責任","132.56","3.67","2.85","17:36"
"KLD社會400","539.04","14.59","2.78","09/18"
"Clvrt社會責任","90.35","2.49","2.83","17:31"
"ISE邪惡指數","130.70","3.44","2.70","17:00"
"MSCI世界能源","283.71","6.12","2.21","09/18"
"MSCI世界原料","277.69","4.37","1.60","09/18"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3112.86","-154.75","-4.74","16:44"
"東證REIT","1774.18","-88.58","-4.75","16:01"
"澳洲不動產","1879.73","-40.24","-2.10","20:14"
"新加坡不動產","1470.37","-24.07","-1.61","09/17"
"恆生地產","30026.85","-202.82","-0.67","18:01"
"英國不動產","2278.91","56.28","2.53","17:36"
"歐陸不動產","2572.91","75.22","3.01","17:45"
"歐洲不動產","3158.15","84.23","2.74","17:45"
"DJ權益REIT","294.42","9.48","3.33","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","326.79","1.92","0.59","09/18"
"MS商品指數","794.60","24.56","3.19","09/18"
"高盛商品指數","6520.56","85.87","1.33","09/17"
"高盛農產品","340.69","7.52","2.26","09/17"
"高盛家畜指數","238.40","-2.80","-1.16","09/17"
"高盛工業金屬","435.56","-4.41","-1.00","09/17"
"天然氣","514.71","12.37","2.46","09/18"
"AMEX航空","45.92","1.43","3.21","09/18"
"銀行","110.46","4.85","4.59","09/18"
"醫療服務","444.05","6.59","1.51","09/18"
"電腦科技","904.44","16.52","1.86","09/18"
"電腦硬體","245.35","5.56","2.32","09/18"
"保險","4217.06","149.23","3.67","09/18"
"美國紙業","149.83","4.46","3.07","09/18"
"零售業","498.36","22.01","4.62","09/18"
