"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17984.14","-65.37","-0.36","close"
"東證一部","1763.06","-4.66","-0.26","close"
"東證二部","4239.07","-28.62","-0.67","close"
"JASDAQ","80.95","-0.37","-0.45","close"
"上海綜合","3915.99","50.27","1.30","07/12"
"上海A股","4107.83","50.80","1.25","07/12"
"上海B股","279.92","20.35","7.84","07/12"
"香港恆生","22809.02","202.00","0.89","07/12"
"香港國企","13037.11","33.86","0.26","07/12"
"香港紅籌","4359.40","90.66","2.12","07/12"
"台灣加權","9354.41","63.46","0.68","13:46"
"台灣店頭","217.20","1.76","0.82","13:46"
"韓國指數","1909.75","19.79","1.05","18:05"
"新加坡","3624.56","29.62","0.82","17:05"
"馬來西亞","1366.02","6.75","0.50","17:00"
"菲律賓","3756.75","52.53","1.42","12:11"
"印尼股市","2284.92","11.50","0.51","17:08"
"越南股市","1017.68","-12.17","-1.18","14:16"
"泰國股市","843.87","-2.41","-0.28","17:01"
"印度股市","15092.04","181.42","1.22","16:28"
"斯里蘭卡","2474.57","2.72","0.11","14:15"
"澳洲股市","6400.10","36.90","0.58","17:47"
"紐西蘭","4238.54","8.86","0.21","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2049.18","53.60","2.69","07/12"
"英國指數","6697.70","82.60","1.25","15:35"
"法國指數","6103.05","101.96","1.70","17:10"
"德國指數","8053.43","154.89","1.96","18:41"
"道瓊歐洲","4517.70","70.18","1.58","17:15"
"土耳其","52005.80","1950.26","3.90","15:51"
"匈牙利","29242.27","410.87","1.43","15:36"
"奧地利","4918.18","50.09","1.03","16:33"
"波蘭股市","65895.90","80.77","0.12","15:40"
"捷克股市","1880.40","17.20","0.92","16:13"
"盧森堡","2518.24","26.90","1.08","16:40"
"義大利","33166.00","276.00","0.84","16:43"
"西班牙","1645.14","18.62","1.15","16:39"
"瑞士股市","9248.51","34.12","0.37","16:30"
"瑞典股市","1307.30","22.72","1.77","16:47"
"芬蘭股市","11703.94","158.53","1.37","17:32"
"挪威股市","438.63","5.99","1.39","15:24"
"以色列","1148.55","10.64","0.94","15:30"
"埃及股市","73625.51","-1339.35","-1.79","13:06"
"南非股市","27028.86","144.95","0.54","16:00"
