"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17452.62","80.65","0.46","close"
"東證一部","1710.07","3.14","0.18","close"
"東證二部","4051.34","-20.10","-0.49","close"
"JASDAQ","79.36","-0.91","-1.13","close"
"上海綜合","3584.20","135.18","3.92","04/20"
"上海A股","3766.84","141.94","3.92","04/20"
"上海B股","201.30","8.68","4.51","04/20"
"香港恆生","20566.59","266.88","1.31","04/20"
"香港國企","10179.87","150.52","1.50","04/20"
"香港紅籌","3550.00","64.47","1.85","04/20"
"台灣指數","7942.67","54.04","0.69","13:46"
"韓國指數","1533.08","19.42","1.28","18:03"
"新加坡","3360.67","69.39","2.11","17:05"
"馬來西亞","1315.37","9.01","0.69","17:00"
"菲律賓","3254.76","16.70","0.52","12:11"
"印尼股市","1968.73","50.38","2.63","17:09"
"越南股市","968.88","-29.21","-2.93","14:17"
"泰國股市","687.53","0.30","0.04","17:00"
"印度股市","13897.41","277.71","2.04","16:28"
"澳洲股市","6187.20","38.90","0.63","17:47"
"日本不動產","4148.49","-32.19","-0.77","15:45"
"東證REIT","2409.75","-25.10","-1.03","15:00"
"澳洲不動產","1915.72","4.41","0.23","19:15"
"新加坡不動產","1496.09","-40.57","-2.64","04/19"
"恆生地產","24308.32","225.86","0.94","17:01"
"亞洲REIT","189.28","-1.48","-0.78","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6486.80","46.20","0.72","15:36"
"法國指數","5938.90","109.86","1.89","17:10"
"德國指數","7342.54","99.81","1.38","18:27"
"俄羅斯","1971.66","45.28","2.35","18:00"
"道瓊歐洲","4416.79","76.86","1.77","17:15"
"土耳其","47355.82","1047.72","2.26","15:45"
"匈牙利","25828.78","418.50","1.65","15:36"
"奧地利","4717.36","48.05","1.03","16:33"
"波蘭股市","60316.69","1048.35","1.77","15:40"
"捷克股市","1813.40","36.20","2.04","14:54"
"愛沙尼亞","914.31","7.64","0.84","13:05"
"拉托維亞","662.58","6.46","0.98","13:05"
"立陶宛","490.92","2.08","0.42","13:05"
"盧森堡","2438.29","51.43","2.15","15:10"
"義大利","33831.00","388.00","1.16","16:43"
"西班牙","1671.06","28.37","1.73","16:40"
"瑞士股市","9399.75","142.96","1.54","16:31"
"瑞典股市","1282.18","14.80","1.17","16:45"
"芬蘭股市","10767.34","150.40","1.42","17:32"
"挪威股市","393.98","6.43","1.66","15:25"
"英國不動產","2990.49","16.40","0.55","16:37"
"歐陸不動產","3322.49","50.25","1.54","16:45"
"歐洲不動產","4064.26","42.19","1.05","16:45"
"以色列","1046.97","-1.38","-0.13","04/19"
"埃及股市","64969.19","-725.64","-1.10","04/19"
"南非股市","25500.65","238.72","0.94","16:00"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12961.98","153.35","1.20","16:30"
"NASDAQ","2526.39","21.04","0.84","17:16"
"羅素2000","828.86","9.54","1.16","16:59"
"S&P 500","1484.35","13.62","0.93","16:59"
"DJ貴金屬","284.32","3.25","1.16","17:34"
"CBOE黃金","151.01","2.02","1.36","16:49"
"AMEX金蟲","356.16","4.33","1.23","16:34"
"費城金銀","143.66","1.79","1.26","04/20"
"費城油業","224.14","2.16","0.97","04/20"
"AMEX石油","1271.75","18.66","1.49","16:34"
"NYSE能源","12586.79","192.71","1.55","17:05"
"AMEX能源","634.45","11.98","1.93","16:34"
"費城半導","487.31","0.87","0.18","16:46"
"NSDQ金融","3153.70","16.49","0.53","17:16"
"NYSE金融","9850.40","91.79","0.94","17:05"
"ISE水指數","78.16","0.55","0.71","17:00"
"道瓊水指數","756.00","-7.62","-1.00","17:26"
"道瓊權益REIT","328.85","2.20","0.67","16:49"
"NBI生技","836.42","5.29","0.64","17:16"
"AMEX生技","823.23","8.91","1.09","16:34"
"費城藥物","220.23","1.26","0.57","16:46"
"加拿大","13664.71","90.01","0.66","17:05"
"巴西指數","49408.18","646.05","1.32","17:13"
"墨西哥","29832.48","218.43","0.74","15:06"
"阿根廷","2216.60","16.33","0.74","18:01"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","692.10","+7.30","+1.07","1:30"
"銀","13.95","+0.25","+1.83","1:30"
"白金","1329.00","+26.00","+2.00","23:50"
"鈀","387.00","+9.00","+2.41","20:40"
"銅","3.6289","+0.0548","+1.54","0:59"
"鎳","23.0879","+0.4007","+1.77","0:04"
"鋁","1.2645","-0.0050","-0.39","0:28"
"鋅","1.6603","+0.0328","+2.03","0:18"
"鉛","0.9096","+0.0122","+1.38","0:52"
"黃金期貨","695.800","7.500","01.09","1:37"
"銀期貨","13.955","0.220","01.60","1:38"
"銅期貨","7856.000","-166.000","-02.07","04/19"
"天然氣期","7.381","-0.111","-01.48","2:57"
"WTI原油期","64.110","0.790","01.25","3:02"
"玉米期貨","372.000","-10.250","-02.68","2:15"
"小麥期貨","514.750","7.000","01.38","2:15"
"可可粉期","1905.000","42.000","02.25","0:29"
"大豆期貨","740.250","5.250","00.71","2:15"
"咖啡C期","110.650","-0.850","-00.76","1:04"
"十一號糖","9.490","-0.040","-00.42","1:09"
"二號棉期","52.090","0.760","01.48","2:26"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3592","-0.0019","-0.1425","4:53"
"英鎊/美元","2.0026","-0.0007","-0.0349","4:53"
"美元/瑞士法郎","1.2082","0.0034","0.2864","4:53"
"美元/俄盧布","25.7450","0.0136","0.0530","4:53"
"美元/匈牙利幣","180.7000","-0.2500","-0.1382","4:50"
"美元/土耳其幣","1.3435","-0.0084","-0.6214","4:45"
"美元/南非幣","7.0600","0.0012","0.0177","4:53"
"美元/日圓","118.6780","0.1975","0.1667","4:52"
"美元/人民幣","7.7150","0.0015","0.0194","2:18"
"美元/港幣","7.8138","0.0000","0.0006","4:52"
"美元/台幣","33.1650","0.0300","0.0905","2:17"
"美元/韓圜","927.4500","-1.5500","-0.1668","23:06"
"美元/泰銖","32.4500","-0.1000","-0.3072","4:36"
"美元/新元","1.5102","-0.0021","-0.1389","4:39"
"美元/馬來幣","3.4215","-0.0060","-0.1750","23:06"
"美元/印尼盾","9097.5000","2.5000","0.0275","4:00"
"美元/印度盧比","41.7750","-0.3025","-0.7189","20:11"
"澳幣/美元","0.8374","0.0018","0.2214","4:53"
"紐幣/美元","0.7478","0.0038","0.5175","4:53"
"美元/巴西幣","2.0260","-0.0030","-0.1479","4:40"
"美元/墨披索","10.9900","-0.0075","-0.0682","4:53"
"美元/加幣","1.1233","-0.0063","-0.5604","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","297.245","2.099%","4.762","4/20"
"中國","53.515","1.594%","2.789","4/20"
"印度","413.837","2.769%","5.939","4/20"
"俄羅斯","1219.329","2.763%","-2.476","4/20"
"巴西","2512.534","1.626%","13.925","4/20"
"新興市場","979.574","1.581%","7.333","4/20"
"新興亞洲","387.997","1.445%","4.451","4/20"
"新興東歐","314.215","2.609%","1.546","4/20"
"新興拉美","3389.185","1.33%","13.136","4/20"
"世界","392.668","0.923%","6.766","4/20"
"歐洲","582.069","1.204%","9.505","4/20"
"遠東ex日本","446.161","1.343%","4.826","4/20"
"中華","297.182","1.379%","2.692","4/20"
"歐洲小型","337.341","0.753%","12.382","4/20"
"日本小型","103.472","-1.04%","1.349","4/20"
"美國小型","316.836","1.111%","5.902","4/20"
"世界小型","256.106","0.622%","8.348","4/20"
"日本","3277.179","-0.316%","2.147","4/20"
"香港","7437.559","1.108%","2.589","4/20"
"世界能源","249.78","3.25","1.32","04/20"
"世界原料","256.19","1.95","0.77","04/20"

