"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15583.42","-188.15","-1.19","16:00"
"東證一部","1494.35","-22.59","-1.49","15:01"
"東證二部","3474.56","-16.95","-0.49","15:01"
"JASDAQ","72.88","-0.83","-1.13","15:00"
"上海綜合","5315.54","-14.48","-0.27","15:15"
"上海A股","5579.12","-14.83","-0.27","15:15"
"上海B股","352.42","-4.52","-1.27","15:15"
"香港恆生","28783.41","23.19","0.08","16:01"
"香港國企","17704.08","-12.78","-0.07","16:01"
"香港紅籌","6153.31","-55.34","-0.89","16:04"
"台灣加權","8970.92","33.34","0.37","13:46"
"台灣店頭","163.90","-3.26","-1.95","13:46"
"韓國指數","1990.47","10.91","0.55","18:04"
"新加坡","3599.67","-73.34","-2.00","17:05"
"馬來西亞","1402.25","-11.60","-0.82","17:00"
"菲律賓","3703.66","11.56","0.31","12:11"
"印尼股市","2707.67","29.44","1.10","17:09"
"越南股市","1018.29","-8.18","-0.80","11:00"
"泰國股市","874.64","1.00","0.11","17:01"
"印度股市","18907.60","-151.33","-0.79","19:58"
"斯里蘭卡","2619.46","-4.24","-0.16","14:24"
"澳洲股市","6607.40","38.90","0.59","16:47"
"紐西蘭","4134.77","-50.65","-1.21","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2262.11","-26.04","-1.14","17:00"
"英國指數","6304.90","-77.00","-1.21","15:35"
"法國指數","5524.18","-107.45","-1.91","17:10"
"德國指數","7812.40","-7.07","-0.09","19:29"
"道瓊歐洲","4297.83","-65.77","-1.51","18:00"
"土耳其","53689.08","-1471.67","-2.67","16:16"
"匈牙利","26894.88","125.25","0.47","15:36"
"奧地利","4587.42","-72.09","-1.55","16:36"
"波蘭股市","58222.82","-1053.32","-1.78","15:40"
"捷克股市","1832.10","-28.80","-1.55","16:13"
"盧森堡","2296.80","-40.17","-1.72","16:40"
"義大利","29445.00","-564.00","-1.88","16:43"
"西班牙","1702.86","-22.09","-1.28","16:40"
"瑞士股市","8417.15","-188.08","-2.19","16:30"
"瑞典股市","1115.09","-30.40","-2.65","16:43"
"芬蘭股市","12033.38","-330.66","-2.67","17:31"
"挪威股市","434.04","-5.63","-1.28","15:25"
