"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17481.21","-215.76","-1.22","close"
"東證一部","1715.54","-22.57","-1.30","close"
"東證二部","3971.01","4.03","0.10","close"
"JASDAQ","80.28","0.91","1.15","close"
"上海綜合","4179.78","28.65","0.69","05/25"
"上海A股","4381.57","27.13","0.62","05/25"
"上海B股","323.62","26.05","8.75","05/25"
"香港恆生","20520.66","-278.31","-1.34","05/25"
"香港國企","10649.84","-224.54","-2.06","05/25"
"香港紅籌","3574.50","-71.42","-1.96","05/25"
"台灣指數","8159.97","-56.44","-0.69","13:46"
"韓國指數","1644.56","-2.03","-0.12","18:05"
"新加坡","3486.63","-43.63","-1.24","17:05"
"馬來西亞","1339.08","-1.90","-0.14","17:00"
"菲律賓","3441.76","-29.01","-0.84","12:11"
"印尼股市","2060.43","-18.17","-0.87","17:08"
"越南股市","1089.60","4.30","0.40","14:30"
"泰國股市","719.14","-1.58","-0.22","17:01"
"印度股市","14338.45","120.34","0.85","16:24"
"澳洲股市","6273.30","-25.30","-0.40","17:47"
"日本不動產","4312.96","-93.21","-2.12","15:44"
"東證REIT","2566.82","-39.16","-1.50","15:01"
"澳洲不動產","1884.83","-6.97","-0.37","19:14"
"新加坡不動產","1594.62","-5.13","-0.32","05/24"
"恆生地產","24859.88","-320.05","-1.27","17:01"
"亞洲REIT","196.95","-2.35","-1.18","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6570.50","5.10","0.08","05/25"
"法國指數","6057.49","9.18","0.15","05/25"
"德國指數","7739.20","41.82","0.54","19:29"
"俄羅斯","1794.76","4.23","0.24","05/25"
"道瓊歐洲","4463.52","10.82","0.24","20:30"
"土耳其","46194.27","-42.80","-0.09","15:39"
"匈牙利","25843.16","-102.82","-0.40","05/25"
"奧地利","4857.30","-10.47","-0.21","05/25"
"波蘭股市","61664.68","-224.02","-0.36","05/25"
"捷克股市","1815.40","-8.50","-0.47","05/25"
"愛沙尼亞","904.23","-0.09","-0.01","05/25"
"拉托維亞","665.13","0.41","0.06","05/25"
"立陶宛","493.26","-0.15","-0.03","05/25"
"盧森堡","2495.72","-31.18","-1.23","05/25"
"義大利","33619.00","16.00","0.05","16:43"
"西班牙","1660.83","-3.75","-0.23","05/25"
"瑞士股市","9381.34","24.32","0.26","16:30"
"瑞典股市","1269.04","-4.05","-0.32","16:46"
"芬蘭股市","11245.16","33.29","0.30","05/25"
"挪威股市","411.07","-5.19","-1.25","05/25"
"英國不動產","2841.87","-32.41","-1.13","21:48"
"歐陸不動產","3135.06","-25.94","-0.82","21:48"
"歐洲不動產","3810.59","-34.07","-0.89","21:48"
"以色列","1105.53","4.98","0.45","05/24"
"埃及股市","67330.44","742.29","1.11","05/23"
"南非股市","25536.42","-258.98","-1.00","05/25"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13507.28","66.15","0.49","16:30"
"NASDAQ","2557.19","19.27","0.76","17:16"
"羅素2000","829.93","6.13","0.74","16:59"
"S&P 500","1515.73","8.22","0.55","16:59"
"DJ貴金屬","271.51","2.44","0.91","17:28"
"CBOE黃金","139.60","1.16","0.84","16:49"
"AMEX金蟲","322.25","3.51","1.10","16:30"
"費城金銀","135.80","1.28","0.95","05/25"
"費城油業","248.40","3.94","1.61","16:46"
"AMEX石油","1359.86","21.56","1.61","16:30"
"NYSE能源","13309.67","171.35","1.30","17:06"
"AMEX能源","678.40","9.43","1.41","16:30"
"費城半導","480.63","1.79","0.37","16:46"
"NSDQ金融","3201.41","6.93","0.22","17:16"
"NYSE金融","9843.94","41.15","0.42","17:06"
"ISE水指數","81.24","1.11","1.39","17:00"
"道瓊水指數","731.62","11.30","1.57","17:21"
"道瓊權益REIT","305.04","2.66","0.88","16:49"
"NBI生技","826.53","2.90","0.35","17:16"
"AMEX生技","812.23","4.79","0.59","16:30"
"費城藥物","216.18","0.12","0.06","16:46"
"加拿大","14024.07","77.80","0.56","17:05"
"巴西指數","51617.97","1087.32","2.15","17:16"
"墨西哥","30700.01","361.43","1.19","15:05"
"阿根廷","2172.35","-23.75","-1.08","05/24"
"智利","3210.31","56.37","1.79","18:31"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","656.40","+2.40","+0.37","1:30"
"銀","13.00","+0.09","+0.70","1:30"
"白金","1279.00","-7.00","-0.54","1:11"
"鈀","369.00","0.00","0.00","1:10"
"銅","3.3974","+0.1981","+6.20","1:00"
"鎳","22.5413","+0.6759","+3.10","0:42"
"鋁","1.2608","+0.0176","+1.42","0:57"
"鋅","1.6813","+0.0940","+5.96","1:42"
"鉛","0.9601","+0.0423","+4.64","1:13"
"黃金期貨","661.400","2.000","00.30","1:38"
"銀期貨","13.000","0.080","00.62","1:39"
"銅期貨","7044.000","-201.000","-02.77","05/24"
"天然氣期","7.640","-0.041","-00.53","2:48"
"布蘭特油期","70.690","-0.030","-00.04","3:03"
"WTI原油期","65.200","1.020","01.59","2:50"
"玉米期貨","376.000","-0.500","-00.13","2:15"
"小麥期貨","501.000","10.000","02.04","2:15"
"可可粉期","1928.000","-15.000","-00.77","0:28"
"大豆期貨","812.500","7.250","00.90","2:15"
"咖啡C期","112.900","-0.450","-00.40","1:02"
"十一號糖","9.420","0.490","05.49","1:17"
"二號棉期","51.140","1.050","02.10","2:31"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3445","0.0016","0.1184","4:52"
"英鎊/美元","1.9838","-0.0009","-0.0431","4:53"
"美元/瑞士法郎","1.2274","-0.0004","-0.0362","4:53"
"美元/俄盧布","25.9000","-0.0121","-0.0467","4:53"
"美元/匈牙利幣","186.2050","-1.0600","-0.5661","4:53"
"美元/土耳其幣","1.3290","-0.0122","-0.9060","4:21"
"美元/南非幣","7.1038","-0.0422","-0.5905","4:53"
"美元/日圓","121.7550","0.3600","0.2966","4:53"
"美元/人民幣","7.6537","0.0012","0.0157","2:10"
"美元/港幣","7.8234","0.0004","0.0058","4:50"
"美元/台幣","33.2390","-0.0590","-0.1772","16:53"
"美元/韓圜","928.2500","-4.9500","-0.5304","1:57"
"美元/泰銖","32.6800","-0.0550","-0.1680","4:03"
"美元/新元","1.5274","-0.0016","-0.1046","4:50"
"美元/馬來幣","3.3910","0.0030","0.0886","23:06"
"美元/印尼盾","8770.0000","0.0000","0.0000","4:00"
"美元/印度盧比","40.5750","-0.0200","-0.0493","19:39"
"澳幣/美元","0.8180","-0.0006","-0.0672","4:53"
"紐幣/美元","0.7256","0.0010","0.1311","4:53"
"美元/巴西幣","1.9520","-0.0100","-0.5097","4:01"
"美元/墨披索","10.7890","-0.0478","-0.4411","4:53"
"美元/加幣","1.0800","-0.0037","-0.3405","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","303.66","0.59","7.02","5/25"
"中國","55.62","-1.97","6.83","5/25"
"印度","445.34","0.87","14.00","5/25"
"俄羅斯","1116.04","1.13","-10.74","5/25"
"巴西","2690.99","2.71","22.02","5/25"
"新興市場","1004.87","0.15","10.11","5/25"
"新興亞洲","407.30","-0.67","9.65","5/25"
"新興東歐","292.34","0.69","-5.52","5/25"
"新興拉美","3584.44","2.22","19.65","5/25"
"世界","397.22","0.15","8.00","5/25"
"歐洲","580.96","0.14","9.30","5/25"
"遠東ex日本","463.01","-0.96","8.79","5/25"
"中華","303.95","-1.59","5.03","5/25"
"歐洲小型","339.42","-0.13","13.07","5/25"
"日本小型","99.91","-1.20","-2.14","5/25"
"美國小型","318.17","0.72","6.35","5/25"
"世界小型","257.07","0.09","8.76","5/25"
"日本","3220.85","-1.45","0.39","5/25"
"香港","7450.66","-1.08","2.77","5/25"
"阿拉伯市場","678.41","0.01","12.19","5/25"
"世界能源","264.46","2.02","0.77","05/25"
"世界原料","264.29","0.55","0.21","05/25"

