"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17065.04","-27.45","-0.16","10/05"
"東證一部","1656.91","1.31","0.08","10/05"
"東證二部","3654.09","9.21","0.25","10/05"
"JASDAQ","77.77","1.34","1.75","10/05"
"上海綜合","5692.76","140.45","2.53","15:15"
"上海A股","5975.99","148.33","2.55","15:15"
"上海B股","368.48","1.13","0.31","15:15"
"香港恆生","27770.29","-61.23","-0.22","16:01"
"香港國企","17511.82","-28.20","-0.16","16:01"
"香港紅籌","5827.12","-59.77","-1.02","16:02"
"台灣加權","9717.17","99.91","1.04","13:46"
"台灣店頭","194.30","-2.46","-1.25","13:46"
"韓國指數","2012.82","16.79","0.84","18:03"
"新加坡","3820.31","-2.31","-0.06","17:05"
"馬來西亞","1364.14","-8.25","-0.60","17:00"
"菲律賓","3873.50","97.59","2.58","12:11"
"印尼股市","2523.70","23.12","0.92","17:09"
"越南股市","1084.87","3.24","0.30","11:00"
"泰國股市","863.16","10.83","1.27","17:01"
"印度股市","17491.39","-281.97","-1.59","17:13"
"斯里蘭卡","2572.77","-13.88","-0.54","14:18"
"澳洲股市","6667.20","49.90","0.75","17:47"
"紐西蘭","4295.24","11.20","0.26","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2130.20","14.77","0.70","10/08"
"英國指數","6540.90","-54.90","-0.83","10/08"
"法國指數","5829.40","-13.84","-0.24","10/08"
"德國指數","7974.37","-27.81","-0.35","10/08"
"道瓊歐洲","4435.87","-19.44","-0.44","10/08"
"土耳其","56279.09","-513.88","-0.90","10/08"
"匈牙利","27879.10","-83.93","-0.30","10/08"
"奧地利","4785.48","-58.41","-1.21","10/08"
"波蘭股市","61752.98","198.87","0.32","10/08"
"捷克股市","1896.10","14.60","0.78","10/08"
"盧森堡","2542.31","8.61","0.34","10/08"
"義大利","31620.00","-55.00","-0.17","16:43"
"西班牙","1623.02","-10.16","-0.62","10/08"
"瑞士股市","9097.04","21.69","0.24","10/08"
"瑞典股市","1251.79","-5.91","-0.47","10/08"
"芬蘭股市","12057.68","-41.62","-0.34","10/08"
"挪威股市","414.04","-0.37","-0.09","10/08"
"以色列","1174.40","-1.73","-0.15","10/08"
"埃及股市","78084.72","1120.47","1.46","10/08"
"南非股市","28013.41","-155.60","-0.55","10/08"
"摩洛哥","26390.76","170.00","0.65","10/08"
"約旦指數","6208.06","101.16","1.66","10/08"
"杜拜指數","4434.08","-39.39","-0.88","10/08"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","14043.73","-22.28","-0.16","16:30"
"NASDAQ","2787.37","7.05","0.25","17:16"
"羅素2000","840.14","-4.74","-0.56","16:59"
"S&P 500","1552.58","-5.01","-0.32","16:59"
"費城金銀","168.56","-2.71","-1.58","16:54"
"DJ貴金屬","349.94","-5.91","-1.66","17:28"
"CBOE黃金","167.38","-2.43","-1.43","16:49"
"AMEX金蟲","388.23","-5.76","-1.46","16:47"
"AMEX能源","746.95","-6.33","-0.84","16:47"
"NYSE能源","14503.96","-153.07","-1.04","17:06"
"費城油業","291.84","-6.70","-2.24","16:54"
"AMEX石油","1432.90","-3.83","-0.27","16:47"
"費城半導","501.15","2.30","0.46","16:54"
"NSDQ金融","3160.42","-5.51","-0.17","17:16"
"NYSE金融","9638.26","-72.39","-0.75","17:06"
"NBI生技","880.38","-3.19","-0.36","17:16"
"AMEX生技","835.33","-7.72","-0.92","16:47"
"費城藥物","211.77","-0.85","-0.40","16:54"
"加拿大","14233.34","108.23","0.77","10/05"
"巴西指數","62660.85","342.13","0.55","17:16"
"墨西哥","31825.51","284.57","0.90","15:06"
"阿根廷","2286.71","8.96","0.39","18:01"
"智利","3360.16","-0.94","-0.03","17:37"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","4934.97","-62.20","-1.25","16:30"
"DJ建商","379.83","-10.08","-2.58","16:03"
"S&P建商","448.90","-10.96","-2.38","16:40"
"道瓊公用事業","513.93","-1.01","-0.20","16:30"
"歐洲公用事業","330.23","-2.43","-0.73","17:45"
"全球公用事業","7665.66","-56.58","-0.73","16:10"
"ISE水指數","91.78","-0.14","-0.15","16:44"
"道瓊水指數","777.14","-12.23","-1.55","16:02"
"NSDQ純淨優勢","561.40","-7.57","-1.33","16:44"
"純淨科技","1420.79","-11.12","-0.78","16:44"
"WH革新能源","273.83","0.27","0.10","16:44"
"WH乾淨能源","248.75","-2.82","-1.12","16:44"
"全球乾淨能源","3248.30","-37.30","-1.14","16:34"
"ISE替代能源","55.72","-0.69","-1.22","16:44"
"全球替代能源","3462.17","-44.23","-1.26","16:33"
"生物能源","603.34","2.17","0.36","16:33"
"AMEX環境服務","1079.45","5.50","0.51","16:44"
"亞太環境控制","166.76","0.74","0.45","10/05"
"歐洲環境控制","179.87","-1.42","-0.78","17:45"
"美國環境控制","111.32","0.43","0.39","16:15"
"KLD社會責任","135.65","-0.42","-0.31","16:44"
"KLD社會400","551.03","-1.85","-0.34","16:30"
"Clvrt社會責任","92.91","-0.13","-0.14","16:01"
"ISE邪惡指數","135.83","0.61","0.45","16:44"
"MSCI世界能源","287.21","2.11","0.74","10/05"
"MSCI世界原料","304.83","3.90","1.30","10/05"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3819.79","0.00","0.00","16:44"
"東證REIT","1994.50","48.33","2.48","10/05"
"澳洲不動產","1904.32","0.02","0.00","20:14"
"新加坡不動產","1563.55","18.18","1.18","10/05"
"恆生地產","32055.13","-183.30","-0.57","18:01"
"亞洲REIT","171.32","3.28","1.95","10/05"
"英國不動產","2321.07","-42.07","-1.78","17:36"
"歐陸不動產","2684.10","-15.05","-0.56","17:45"
"歐洲不動產","3316.09","-49.92","-1.48","17:45"
"DJ權益REIT","310.76","-4.47","-1.42","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","323.39","-5.82","-1.77","10/08"
"MS商品指數","814.78","-8.13","-0.99","10/08"
"高盛商品指數","6630.31","-29.66","-0.45","10/05"
"高盛農產品","342.27","-3.18","-0.92","10/05"
"高盛家畜指數","227.20","-2.60","-1.13","10/05"
"高盛工業金屬","468.98","3.07","0.66","10/05"
"天然氣","529.01","-5.03","-0.94","10/08"
"AMEX航空","47.57","0.33","0.70","10/08"
"銀行","109.76","-0.74","-0.67","10/08"
"醫療服務","445.43","-2.90","-0.65","10/08"
"電腦科技","955.94","10.09","1.07","10/08"
"電腦硬體","260.00","4.90","1.92","10/08"
"保險","4392.84","-4.26","-0.10","10/08"
"美國紙業","153.30","0.11","0.07","10/08"
"零售業","491.60","-3.64","-0.73","10/08"
"掮客商指數","240.37","-3.13","-1.29","10/08"
"美元指數","78.77","0.46","0.59","10/08"
"歐元指數","141.35","0.17","0.12","10/05"
"日圓指數","85.49","-0.35","-0.41","10/05"
"澳幣指數","89.73","0.95","1.07","10/05"
"30年債券價格","110.78","0.06","0.06","10/08"
