"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15207.86","-41.93","-0.27","12/18"
"東證一部","1469.77","-2.93","-0.20","12/18"
"東證二部","3292.32","-14.20","-0.43","12/18"
"JASDAQ","71.47","0.44","0.62","12/18"
"上海綜合","4836.17","-40.59","-0.83","12/18"
"上海A股","5074.09","-42.75","-0.84","12/18"
"上海B股","349.20","-0.74","-0.21","12/18"
"滬深300","4829.91","-27.38","-0.56","12/18"
"香港恆生","26732.87","136.29","0.51","12/18"
"香港國企","15449.47","58.08","0.38","12/18"
"香港紅籌","5766.36","-6.72","-0.12","12/18"
"台灣加權","7807.39","-23.46","-0.30","12/18"
"台灣店頭","138.58","-2.26","-1.60","12/18"
"韓國指數","1861.47","21.65","1.18","12/18"
"新加坡","3369.31","15.75","0.47","12/18"
"馬來西亞","1385.45","-6.16","-0.44","12/18"
"菲律賓","3470.21","-16.61","-0.48","12/18"
"印尼股市","2646.23","-18.69","-0.70","12/18"
"越南股市","919.60","8.45","0.93","12/18"
"泰國股市","813.90","-3.72","-0.45","12/18"
"印度股市","19079.64","-181.71","-0.94","12/18"
"澳洲股市","6319.30","26.70","0.42","10:07"
"紐西蘭","3952.01","25.90","0.66","07:45"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2269.09","18.02","0.80","12/18"
"英國指數","6279.30","1.50","0.02","12/18"
"法國指數","5509.37","-5.51","-0.10","12/18"
"德國指數","7850.74","25.30","0.32","12/18"
"道瓊歐洲","4309.14","-3.33","-0.08","12/18"
"土耳其","54223.58","620.15","1.16","12/18"
"匈牙利","26047.34","104.47","0.40","12/18"
"奧地利","4430.75","66.16","1.52","12/18"
"波蘭股市","55130.63","-270.98","-0.49","12/18"
"捷克股市","1796.70","24.90","1.41","12/18"
"盧森堡","2324.31","27.98","1.22","12/18"
"義大利","29146.00","-9.00","-0.03","16:43"
"西班牙","1657.20","-4.54","-0.27","12/18"
"瑞士股市","8467.07","-77.52","-0.91","12/18"
"瑞典股市","1064.62","-3.23","-0.30","12/18"
"芬蘭股市","11210.33","-109.47","-0.97","12/18"
"挪威股市","405.34","2.28","0.56","12/18"
"以色列","1184.65","3.81","0.32","12/18"
"埃及股市","89993.00","768.47","0.86","12/17"
"南非股市","25858.96","-145.57","-0.56","12/18"
"摩洛哥","25367.72","207.03","0.82","12/18"
"約旦指數","7272.58","62.55","0.87","12/17"
"杜拜指數","5737.39","-7.23","-0.13","12/17"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13232.47","65.27","0.50","16:30"
"NASDAQ","2596.03","21.57","0.84","17:17"
"羅素2000","754.06","15.00","2.03","17:00"
"S&P 500","1454.98","9.08","0.63","17:00"
"費城金銀","162.06","2.90","1.82","12/18"
"DJ貴金屬","330.25","5.56","1.71","17:58"
"CBOE黃金","164.31","3.60","2.24","16:49"
"AMEX金蟲","382.11","7.20","1.92","16:49"
"AMEX能源","760.61","10.77","1.44","16:49"
"NYSE能源","14678.27","162.17","1.12","17:06"
"費城油業","286.78","2.13","0.75","12/18"
"AMEX石油","1488.06","24.79","1.69","16:49"
"費城半導","408.51","0.91","0.22","12/18"
"NSDQ金融","2818.94","15.67","0.56","17:17"
"NYSE金融","8205.33","47.89","0.59","17:06"
"NBI生技","834.88","6.46","0.78","17:17"
