"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","18146.30","7.94","0.04","close"
"東證一部","1780.36","5.48","0.31","close"
"東證二部","4207.30","18.85","0.45","close"
"JASDAQ","82.45","0.35","0.43","close"
"上海綜合","3836.29","15.59","0.41","07/02"
"上海A股","4027.06","17.09","0.43","07/02"
"上海B股","249.83","-5.15","-2.02","07/02"
"香港恆生","21772.73","-165.49","-0.75","06/29"
"香港國企","12001.12","-48.88","-0.41","06/29"
"香港紅籌","4131.60","-21.66","-0.52","06/29"
"台灣指數","8939.49","56.28","0.63","13:46"
"韓國指數","1771.35","27.75","1.59","18:04"
"新加坡","3550.34","2.14","0.06","17:05"
"馬來西亞","1364.37","9.99","0.74","17:00"
"菲律賓","3691.68","26.45","0.72","12:11"
"印尼股市","2167.82","28.54","1.33","17:08"
"越南股市","994.17","-30.51","-2.98","14:22"
"泰國股市","792.71","15.92","2.05","17:01"
"印度股市","14664.26","13.75","0.09","16:28"
"斯里蘭卡","2563.29","-8.91","-0.35","14:16"
"巴基斯坦","9868.12","109.31","1.12","13:17"
"澳洲股市","6298.60","-12.00","-0.19","17:47"
"紐西蘭","4228.01","-6.28","-0.15","14:35"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1911.75","14.05","0.74","07/02"
"英國指數","6590.60","-17.30","-0.26","15:35"
"法國指數","6026.95","-27.98","-0.46","17:10"
"德國指數","7958.24","-49.08","-0.61","18:41"
"道瓊歐洲","4470.26","-19.51","-0.43","17:15"
"土耳其","47730.53","636.86","1.35","15:43"
"匈牙利","28984.76","55.03","0.19","15:36"
"奧地利","4873.11","3.85","0.08","16:33"
"波蘭股市","65637.39","-440.30","-0.67","15:40"
"捷克股市","1857.00","-2.10","-0.11","16:13"
"盧森堡","2521.39","-10.45","-0.41","16:40"
"義大利","32928.00","42.00","0.13","16:43"
"西班牙","1631.56","-8.84","-0.54","16:38"
"瑞士股市","9192.58","-16.78","-0.18","16:30"
"瑞典股市","1254.49","-0.37","-0.03","16:47"
"芬蘭股市","11445.81","98.94","0.87","17:32"
"挪威股市","428.66","2.14","0.50","15:25"
"以色列","1116.44","1.82","0.16","15:48"
"埃及股市","70844.22","1172.57","1.68","12:32"
"南非股市","25955.63","391.06","1.53","16:00"
"摩洛哥","23869.23","-206.27","-0.86","19:19"
"約旦指數","5781.99","-67.75","-1.16","13:59"
"杜拜指數","4443.41","5.94","0.13","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13535.43","126.81","0.95","16:30"
"NASDAQ","2632.30","29.07","1.12","17:16"
"羅素2000","845.06","11.36","1.36","16:59"
"S&P 500","1519.43","16.08","1.07","16:59"
"DJ貴金屬","283.40","6.28","2.27","17:28"
"CBOE黃金","144.38","3.36","2.38","16:49"
"AMEX金蟲","337.23","7.88","2.39","17:04"
"費城金銀","139.16","3.21","2.36","07/02"
"費城油業","268.68","5.20","1.97","07/02"
"AMEX石油","1431.55","21.63","1.53","17:04"
"NYSE能源","14073.81","236.25","1.71","17:06"
"AMEX能源","703.43","9.93","1.43","17:04"
"費城半導","505.41","4.25","0.85","07/02"
