"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17732.77","-28.14","-0.16","close"
"東證一部","1745.92","-5.70","-0.33","close"
"東證二部","4062.50","-5.94","-0.15","close"
"JASDAQ","79.56","0.01","0.01","close"
"上海綜合","4176.48","104.34","2.56","06/13"
"上海A股","4379.76","108.60","2.54","06/13"
"上海B股","309.31","14.71","4.99","06/13"
"香港恆生","20578.75","-57.64","-0.28","06/13"
"香港國企","10899.23","-18.72","-0.17","06/13"
"香港紅籌","3696.40","-8.62","-0.23","06/13"
"台灣指數","8346.39","-23.87","-0.28","13:46"
"韓國指數","1721.99","-7.89","-0.46","18:07"
"新加坡","3551.22","-10.32","-0.29","17:05"
"馬來西亞","1353.03","-7.55","-0.56","17:00"
"菲律賓","3543.82","-27.28","-0.76","12:11"
"印尼股市","2088.60","-19.98","-0.95","17:09"
"越南股市","1038.80","2.26","0.22","14:26"
"泰國股市","726.60","-16.82","-2.26","17:01"
"印度股市","14003.03","-127.92","-0.91","16:28"
"澳洲股市","6210.10","-57.60","-0.92","17:47"
"日本不動產","4045.32","-80.41","-1.95","15:44"
"東證REIT","2354.02","-59.82","-2.48","15:00"
"澳洲不動產","1919.53","-12.07","-0.62","19:14"
"新加坡不動產","1598.25","8.95","0.56","06/12"
"恆生地產","24773.60","8.45","0.03","17:01"
"亞洲REIT","185.19","-3.72","-1.97","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1806.68","8.19","0.46","06/13"
"英國指數","6559.60","39.20","0.60","06/13"
"法國指數","5934.27","36.11","0.61","06/13"
"德國指數","7680.76","2.50","0.03","06/13"
"道瓊歐洲","4401.68","18.66","0.43","06/13"
"土耳其","44629.52","257.55","0.58","06/13"
"匈牙利","26496.81","204.39","0.78","06/13"
"奧地利","4789.44","-8.76","-0.18","06/13"
"波蘭股市","63821.78","473.10","0.75","06/13"
"捷克股市","1842.60","-2.00","-0.11","06/13"
"盧森堡","2518.38","6.13","0.24","06/13"
"義大利","32756.00","110.00","0.34","16:43"
"西班牙","1634.57","5.94","0.36","06/13"
"瑞士股市","9146.07","-34.90","-0.38","06/13"
"瑞典股市","1244.43","7.03","0.57","06/13"
"芬蘭股市","11265.74","22.03","0.20","06/13"
"挪威股市","402.92","1.05","0.26","06/13"
"英國不動產","2720.49","15.40","0.57","21:53"
"歐陸不動產","3000.03","-4.88","-0.16","21:53"
"歐洲不動產","3614.27","3.59","0.10","21:53"
"以色列","1096.65","3.73","0.34","06/13"
"埃及股市","68174.08","-576.17","-0.84","06/13"
"南非股市","25787.57","350.61","1.38","06/13"
"摩洛哥","24705.05","-49.81","-0.20","06/12"
"約旦指數","5788.58","3.90","0.07","06/13"
"杜拜指數","4493.61","67.58","1.53","06/13"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13482.35","187.34","1.41","16:30"
"NASDAQ","2582.31","32.54","1.28","17:17"
"NSDQ 100","1913.87","23.20","1.23","17:17"
"羅素2000","832.54","10.82","1.32","16:59"
"S&P 500","1515.67","22.67","1.52","16:59"
"S&P 600小型","431.85","5.33","1.25","16:49"
"DJ交通運輸","5080.45","85.63","1.71","16:30"
"DJ貴金屬","275.83","4.07","1.50","17:29"
"CBOE黃金","140.13","2.15","1.56","16:49"
"AMEX金蟲","325.97","4.45","1.38","17:15"
"費城金銀","136.65","1.88","1.40","6/13"
"費城油業","256.74","7.55","3.03","06/13"
"AMEX石油","1383.41","25.88","1.91","17:15"
"NYSE能源","13475.70","243.04","1.84","17:06"
"AMEX能源","689.84","13.26","1.96","17:15"
"費城半導","488.74","6.94","1.44","6/13"
"NSDQ金融","3220.13","29.08","0.91","17:17"
"NYSE金融","9782.99","131.75","1.36","17:06"
"NBI生技","818.48","9.59","1.19","17:17"
"AMEX生技","796.14","11.52","1.47","17:15"
"費城藥物","210.18","1.47","0.70","06/13"
"加拿大","13859.52","135.19","0.98","6/13"
"巴西指數","52993.73","1196.59","2.31","6/13"
"墨西哥","31884.06","275.47","0.87","15:06"
"阿根廷","2168.43","21.32","0.99","6/13"
"智利","3334.77","26.00","0.79","18:31"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","652.20","+1.90","+0.29","5:45"
"銀","13.12","+0.06","+0.46","5:10"
"白金","1289.00","+4.00","+0.31","4:48"
"鈀","372.00","-1.00","-0.27","5:19"
"銅","3.3313","+0.0416","+1.27","1:13"
"鎳","19.6201","+0.4460","+2.34","1:06"
"鋁","1.2164","+0.0134","+1.11","1:06"
"鋅","1.6957","-0.0008","-0.04","0:24"
"鉛","1.0471","-0.0108","-1.03","1:06"
"黃金期貨","652.700","-0.400","-0.06","1:47"
"銀期貨","13.060","-0.030","-0.23","1:39"
"銅期貨","7259.000","-189.000","-2.54","06/12"
"天然氣期","7.608","-0.074","-0.96","06/13"
"布蘭特油期","69.620","0.830","1.21","4:58"
"WTI原油期","66.260","0.910","1.39","06/13"
"玉米期貨","404.500","11.000","2.80","06/13"
"小麥期貨","605.000","24.750","4.27","2:14"
"可可粉期","1865.000","-1.000","-0.05","0:12"
"大豆期貨","859.750","-0.500","-0.06","06/13"
"咖啡C期","117.400","1.050","0.90","1:13"
"十一號糖","8.810","-0.110","-1.23","1:15"
"二號棉期","57.990","0.700","1.22","2:35"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3310","0.0007","0.06","4:53"
"英鎊/美元","1.9732","-0.0012","-0.06","4:53"
"美元/瑞士法郎","1.2449","0.0024","0.19","4:53"
"美元/俄盧布","26.0400","-0.0003","-0.00","4:53"
"美元/匈牙利幣","190.0300","-0.8200","-0.43","4:53"
"美元/土耳其幣","1.3364","-0.0114","-0.84","4:44"
"美元/南非幣","7.2230","-0.0608","-0.83","4:53"
"美元/日圓","122.7460","1.0510","0.86","4:53"
"美元/人民幣","7.6340","-0.0116","-0.15","0:06"
"美元/港幣","7.8172","0.0002","0.00","4:52"
"美元/台幣","33.0450","0.0290","0.09","22:08"
"美元/韓圜","930.5000","-0.5000","-0.05","4:41"
"美元/泰銖","32.3650","-0.1350","-0.42","4:47"
"美元/新元","1.5425","0.0009","0.06","4:53"
"美元/馬來幣","3.4560","0.0015","0.04","4:23"
"美元/印尼盾","9000.0000","-55.0000","-0.61","2:48"
"美元/印度盧比","41.0450","0.2550","0.63","22:58"
"澳幣/美元","0.8400","-0.0002","-0.02","4:53"
"紐幣/美元","0.7516","0.0028","0.38","4:53"
"美元/巴西幣","1.9442","-0.0242","-1.23","4:53"
"美元/墨披索","10.9220","-0.0937","-0.85","4:53"
"美元/加幣","1.0665","-0.0013","-0.12","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","308.01","0.65","8.55","06/13"
"中國","57.07","-0.12","9.62","06/13"
"印度","430.71","-1.29","10.26","06/13"
"俄羅斯","1130.99","1.04","-9.54","06/13"
"巴西","2773.57","2.30","25.76","06/13"
"菲律賓","328.23","-1.98","24.70","06/13"
"墨西哥","6535.39","0.74","19.19","06/13"
"新興市場","1015.26","0.11","11.24","06/13"
"新興亞洲","414.21","-0.72","11.51","06/13"
"新興東歐","295.56","1.06","-4.48","06/13"
"新興拉美","3681.54","1.62","22.89","06/13"
"世界","395.33","0.67","7.49","06/13"
"歐洲","567.95","0.31","6.85","06/13"
"遠東ex日本","471.10","-0.57","10.69","06/13"
"中華","307.38","-0.16","6.22","06/13"
"歐洲小型","328.19","-0.16","9.33","06/13"
"日本小型","100.89","-0.95","-1.18","06/13"
"美國小型","318.90","1.30","6.59","06/13"
"世界小型","255.70","0.28","8.18","06/13"
"日本","3256.57","-0.83","1.50","06/13"
"香港","7382.34","-0.22","1.83","06/13"
"阿拉伯市場","665.68","0.40","10.09","06/13"

