"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13626.45","558.15","4.27","16:00"
"東證一部","1332.44","47.09","3.66","15:01"
"東證二部","2873.41","32.60","1.15","15:00"
"JASDAQ","64.13","1.08","1.71","15:00"
"上海綜合","4552.32","61.60","1.37","15:16"
"上海A股","4777.31","64.59","1.37","15:16"
"上海B股","315.31","4.92","1.58","15:16"
"滬深300","4880.25","64.17","1.33","15:00"
"香港恆生","24021.68","852.13","3.68","16:01"
"香港國企","13550.99","601.61","4.65","16:01"
"香港紅籌","5420.67","198.94","3.81","16:01"
"台灣加權","7865.28","314.73","4.17","13:46"
"台灣店頭","125.51","4.90","4.06","13:46"
"韓國指數","1697.45","65.67","4.02","18:03"
"越南股市","823.46","5.60","0.68","11:00"
"泰國股市","832.11","2.70","0.33","17:01"
"菲律賓","3211.60","-11.75","-0.36","12:11"
"馬來西亞","1436.10","12.95","0.91","17:00"
"印尼股市","2675.64","64.86","2.48","17:09"
"印度股市","17766.63","817.49","4.82","16:26"
"孟加拉","2969.70","3.08","0.10","21:03"
"巴基斯坦","10136.07","104.40","1.04","13:15"
"斯里蘭卡","2505.90","-1.52","-0.06","14:27"
"澳洲股市","5748.20","132.90","2.37","16:47"
"紐西蘭","3550.41","4.64","0.13","13:31"
"新加坡","3045.59","96.05","3.26","17:10"
"龍籌股","184.96","+7.33","4.13","02/14"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2025.14","20.66","1.03","17:00"
"英國指數","5879.30","-0.80","-0.01","15:35"
"法國指數","4858.65","3.25","0.07","17:10"
"德國指數","6962.28","-11.39","-0.16","19:29"
"道瓊歐洲","3797.89","-5.32","-0.14","18:00"
"土耳其","45493.66","741.20","1.66","16:12"
"匈牙利","24159.78","-385.73","-1.57","15:36"
"奧地利","3918.23","12.27","0.31","16:35"
"波蘭股市","50029.37","258.97","0.52","15:40"
"捷克股市","1572.30","2.40","0.15","16:13"
"瑞典股市","950.84","1.79","0.19","16:44"
"芬蘭股市","10801.99","-33.57","-0.31","17:31"
"挪威股市","359.87","11.02","3.16","15:25"
"希臘指數","4424.70","72.29","1.66","15:54"
"義大利","25956.00","46.00","0.18","16:43"
"盧森堡","2139.56","26.60","1.26","16:40"
"荷蘭","442.53","-1.65","-0.37","17:07"
"瑞士股市","7501.99","-34.46","-0.46","16:31"
"西班牙","1442.31","4.18","0.29","16:38"
"葡萄牙","3578.62","11.04","0.31","16:08"
"愛爾蘭","6535.70","-60.33","-0.91","19:00"
"以色列","1090.66","3.57","0.33","15:26"
"埃及股市","90673.52","1320.91","1.48","12:39"
"南非股市","26786.64","507.37","1.93","15:00"
"摩洛哥","28900.75","121.57","0.42","18:29"
"約旦指數","7748.35","21.38","0.28","13:23"
"杜拜指數","5735.64","82.33","1.46","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12376.98","-175.26","-1.40","16:30"
"NASDAQ","2332.54","-41.39","-1.74","17:16"
"羅素2000","705.32","-16.61","-2.30","16:59"
"S&P 500","1348.86","-18.35","-1.34","16:59"
"費城金銀","176.87","-2.56","-1.43","16:52"
"DJ貴金屬","357.93","-5.93","-1.63","17:34"
"CBOE黃金","182.17","-1.66","-0.90","16:49"
"AMEX金蟲","434.27","-4.31","-0.98","17:03"
"AMEX能源","731.36","-0.64","-0.09","17:03"
"NYSE能源","13888.51","-15.62","-0.11","17:06"
"費城油業","270.74","-2.59","-0.95","16:52"
"AMEX石油","1382.02","3.41","0.25","17:03"
"費城半導","353.26","-10.23","-2.81","16:52"
"NSDQ金融","2689.19","-45.69","-1.67","17:16"
"NYSE金融","7404.29","-140.06","-1.86","17:06"
"NBI生技","802.58","-11.11","-1.37","17:16"
"AMEX生技","725.56","-7.67","-1.05","17:03"
"費城藥物","184.22","-2.28","-1.22","16:52"
"加拿大","13208.03","-74.27","-0.56","17:05"
